,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸膜,,骨、關節及關節軟骨,,喉,,結直腸癌,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.47,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,34.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,36.11,,,,,,,1,36.11,,,,,,,,,,,,,,,,,,,,1,36.11,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,43.52,,,1,43.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,52.27,,,,,,,,,,,,,,,,,,1,,52.27,,,,,,,,,,,,,,,,,,,,,,1,52.27,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80.58,,,,,,,,,,
,,,,55~59,,,1,73.86,,,,,1,73.86,1,,,,73.86,,,,,,,,1,,73.86,,,,,,,,,,,,,,,1,73.86,,,,,,,,,,,,,,,,
,,,,60~64,2,145.45,,,,,,,,,1,,,,72.73,,,,,,,,,,,,,,,,,1,72.73,,,,,,,,,1,72.73,1,72.73,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,64.68,,,,,,5,,323.42,1,64.68,1,64.68,,,,,,,,,1,64.68,2,129.37,,,1,64.68,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,72.62,,,1,72.62,1,,72.62,2,,145.24,,,2,145.24,,,,,,,,,,,1,72.62,1,72.62,,,,,1,72.62,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,2,,205.76,1,,102.88,,,,,,,1,102.88,1,102.88,,,1,102.88,,,,,,,,,1,102.88,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,156.49,,,1,156.49,,,,1,,156.49,,,,,,,,,,,,,,,,,1,156.49,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.88,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.34,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,35.92,1,35.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,34.65,,,,,,,,,,,,,,,,,,,,,,,,1,34.65,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,35.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,1,42.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,99.16,,,,,,,,,1,,,,49.58,,,,,,,,,,,1,49.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,76.45,,,,,,,,,,,,,,,,,,,,,,,,1,76.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,72.05,,,2,,,,144.09,,,,,3,,216.14,1,,72.05,,,,,,,,,1,72.05,,,,,,,1,72.05,,,,,,,,,,,,,,
,,,,65~69,1,69.20,,,1,69.20,,,,,,,,,,,,2,138.41,1,,69.20,,,,1,69.20,,,1,69.20,,,,,,,,,1,69.20,,,,,,,,,,,,,,,,
,,,,70~74,1,69.44,1,69.44,,,,,,,1,,,,69.44,,,1,69.44,1,,69.44,,,,,,,,,,1,69.44,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,3,,,,311.53,,,1,103.84,2,,207.68,,,,,,,,1,103.84,3,311.53,,,,,,,,,,,,,1,103.84,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,154.32,,,1,,154.32,,,,,,1,154.32,,,,,,,,,,,1,154.32,,,,,2,308.64,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,284.09,1,284.09,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,20~24,1,36.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,70.60,,,,,,,1,35.30,1,,,,35.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,1,,41.03,,,,,,,,1,41.03,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,47.24,,,,,,,,,,,,,,,1,47.24,1,47.24,,,,,2,94.47,,,,,,,,,,,,,,,,
,,,,50~54,1,74.96,,,,,,,,,,,,,,1,74.96,1,74.96,1,,74.96,1,,74.96,,,,,2,149.93,,,,,,,,,1,74.96,,,,,,,,,,,,,,,,
,,,,55~59,3,231.84,1,77.28,,,,,,,,,,,,,,,,,,,,,,,,,,1,77.28,1,77.28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,73.96,1,73.96,,,,,,3,221.89,,,2,,147.93,1,,73.96,1,73.96,,,,,,,,,1,73.96,1,73.96,1,73.96,,,,,,,,,,,,,,,,
,,,,65~69,4,291.55,,,,,1,72.89,,,,,,,,1,72.89,,,1,,72.89,1,,72.89,,,,,,,2,145.77,1,72.89,1,72.89,,,1,72.89,1,72.89,,,,,,,,,,,,,,
,,,,70~74,1,69.78,,,,,,,,,1,,,,69.78,1,69.78,,,3,,209.35,6,,418.70,,,1,69.78,,,2,139.57,,,,,,,1,69.78,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,99.80,,,,,1,,,,99.80,1,99.80,,,2,,199.60,1,,99.80,,,1,99.80,2,199.60,1,99.80,,,,,,,1,99.80,1,99.80,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,156.99,,,,,,2,,313.97,,,1,156.99,,,1,156.99,,,,,,,,,1,156.99,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,493.83,,,1,246.91,,,,,,,,,1,246.91,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,1,38.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,36.83,,,,,,,,,,,,,,,,,,,,,1,36.83,,,,,,,,,,,,,,,,,,
,,,,35~39,1,35.47,,,,,,,,,,,,,,,,,,1,,35.47,1,,35.47,,,1,35.47,,,1,35.47,1,35.47,,,,,,,1,35.47,,,,,,,,,,,,,,
,,,,40~44,1,40.19,,,,,1,40.19,2,80.39,,,,,,,,,,,,,,,,,,,,,,1,40.19,,,,,,,,,2,80.39,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,44.88,,,,,,,,,,1,,44.88,,,,,,1,44.88,1,44.88,,,1,44.88,,,,,,,3,134.65,,,,,,,,,,,,,,
,,,,50~54,3,198.81,1,66.27,,,,,1,66.27,,,,,,,,,,2,,132.54,,,,2,132.54,,,,,,,,,,,,,2,132.54,,,,,,,,,,,,,,,,
,,,,55~59,1,81.97,,,1,81.97,,,2,163.93,,,,,,,,1,81.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,2,150.72,,,,,,,,,,4,,301.43,,,,1,75.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,231.30,,,,,1,77.10,6,462.61,,,,,,1,77.10,2,154.20,,,,,,,1,77.10,,,,,,,,,,,,,,,,,,,2,154.20,,,,,,,,,,
,,,,70~74,,,,,,,,,6,416.67,1,,,,69.44,,,3,208.33,3,,208.33,,,,2,138.89,,,,,,,,,1,69.44,,,,,,,,,2,138.89,,,,,,,,,,
,,,,75~79,,,,,,,,,2,185.70,1,,,,92.85,,,,,5,,464.25,,,,1,92.85,,,,,,,,,2,185.70,,,1,92.85,,,1,92.85,3,278.55,,,,,,,,,,
,,,,80~84,,,,,,,,,2,320.51,,,,,,1,160.26,,,1,,160.26,,,,,,,,,,,,,,,,,,,,,,,,1,160.26,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,220.75,,,,,,,,,,,,,,,,,,,1,220.75,,,,,,,1,220.75,2,441.50,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,,消化器官其他分界不明部位,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.44,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,42.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,36.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.47,,,,,,,,,,,,,,
,,,,35~39,1,36.22,1,36.22,,,,,,,,,,,,1,36.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,38.31,,,,,1,38.31,,,,,,,,,,,,,,,,,,,,1,38.31,,,,,,,,,,,,,1,38.31,,,,,,,,,,,,,,
,,,,45~49,1,45.50,,,,,2,90.99,,,,,,,,,,,,,,,1,,45.50,,,,,,,,,1,45.50,,,,,,,1,45.50,,,,,,,,,,,,,,
,,,,50~54,2,116.96,,,1,58.48,1,58.48,,,,,,,,1,58.48,1,58.48,,,,,,,,,,,,,1,58.48,,,,,,,1,58.48,,,,,,,,,,,,,,,,
,,,,55~59,2,166.11,,,,,1,83.06,,,,,,,,1,83.06,,,,,,1,,83.06,,,,,,,,,1,83.06,1,83.06,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,155.52,,,2,155.52,1,,77.76,,,,1,77.76,1,77.76,1,77.76,,,1,77.76,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,79.74,1,79.74,,,,,1,79.74,1,,,,79.74,3,239.23,1,79.74,2,,159.49,,,,,,,,,,,,,,,,,,,,1,79.74,,,,,,,,,,,,,,
,,,,70~74,1,71.58,,,1,71.58,,,,,1,,,,71.58,1,71.58,1,71.58,2,,143.16,,,,,,,,,,,,2,143.16,1,71.58,,,3,214.75,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,92.08,1,92.08,,,,,,,,,,,1,92.08,,,,,1,92.08,,,,,,,,,1,92.08,3,276.24,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,162.07,1,162.07,,,1,,162.07,,,,,,,,,,,,,,,,,,,,,,,,3,486.22,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,,204.92,1,,204.92,,,,,,,,,1,204.92,,,,,,,,,,,2,409.84,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,男性乳房,,肝及肝內膽管,,其他男性生殖器官,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胸腺、心臟與中隔,,眼及淚腺,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,5~9,,,,,,,2,88.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.17,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.76,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.38,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,37.52,,,,,,,,,1,,,,37.52,,,2,75.05,,,,,,,,,,,1,37.52,,,,,,,,,1,37.52,1,37.52,,,,,,,,,,,,,,
,,,,45~49,1,44.84,1,44.84,,,1,44.84,,,,,,,,,,2,89.69,,,,,,,,,,,1,44.84,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,107.53,,,,,,,1,53.76,,,,,,,,2,107.53,,,,,,,,,,,,,1,53.76,,,,,1,53.76,,,,,1,53.76,,,,,,,,,,,,
,,,,55~59,1,84.10,1,84.10,,,,,1,84.10,,,,,,,,1,84.10,,,,,,,,,2,168.21,,,,,,,,,1,84.10,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,80.19,,,1,80.19,1,80.19,,,,,,,,1,80.19,,,,1,,80.19,1,80.19,,,2,160.38,,,,,,,,,1,80.19,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,2,158.10,,,,,,,,,2,158.10,,,1,79.05,,,,,,,,,,,,,,,1,79.05,3,237.15,,,,,,
,,,,70~74,,,,,1,76.39,,,,,,,,,,,,1,76.39,,,,,,,,,3,229.18,1,76.39,,,,,,,,,3,229.18,2,152.79,,,,,2,152.79,2,152.79,,,,,,
,,,,75~79,1,92.76,1,92.76,,,,,,,,,,,,,,1,92.76,1,,92.76,,,,1,92.76,6,556.59,,,,,,,,,,,1,92.76,,,,,,,2,185.53,4,371.06,,,,,,
,,,,80~84,,,,,1,160.77,,,,,,,,,,1,160.77,,,,,,,,,,,1,160.77,1,160.77,,,,,,,,,,,,,,,,,,,2,321.54,,,,,,
,,,,85+,,,,,,,,,1,200.00,,,,,,,,1,200.00,,,,,,,1,200.00,2,400.00,,,,,,,,,,,,,,,,,,,,,1,200.00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,食道,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.12,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.03,,,,,,,,,1,40.03,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,36.74,,,,,,,,,,,,,,,,,,,,,,,,,2,73.48,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.76,,,,,,,,,,,,,1,36.76,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,44.44,,,,,,1,44.44,,,,,,,,,,,,,,,,,,,,,,,,,1,44.44,,,,,,,,,,,,,,
,,,,50~54,2,102.77,,,,,,,,,,,,,,3,154.16,,,,,,2,,102.77,,,1,51.39,,,,,,,,,,,,,1,51.39,,,,,,,,,,,,,,
,,,,55~59,2,159.87,,,1,79.94,1,79.94,1,79.94,,,,,,,,,,,,,,,,,,1,79.94,1,79.94,1,79.94,,,,,,,,,1,79.94,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,81.63,,,1,,81.63,,,,,,,,,,4,326.53,,,1,81.63,,,1,81.63,,,,,,,,,,,,,,,,
,,,,65~69,1,80.52,1,80.52,,,,,,,1,,,,80.52,3,241.55,1,80.52,2,,161.03,6,,483.09,2,161.03,,,,,,,,,1,80.52,,,,,,,,,1,80.52,,,,,,,,,,
,,,,70~74,1,80.91,,,,,,,,,2,,,,161.81,2,161.81,,,,,,6,,485.44,3,242.72,,,1,80.91,3,242.72,,,,,1,80.91,,,,,,,4,323.62,,,,,,,,,,
,,,,75~79,1,90.58,,,,,,,,,,,,,,1,90.58,,,2,,181.16,,,,1,90.58,1,90.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,161.29,,,,,,,,,,,,,,,,,,,,,3,,483.87,1,161.29,,,,,,,,,1,161.29,,,,,,,2,322.58,1,161.29,,,,,,,,,,
,,,,85+,,,,,,,,,,,2,,,,395.26,,,,,,,,1,,197.63,,,,,,,,,1,197.63,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,1,,38.08,,,1,38.08,,,,,,,,,,,1,38.08,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,41.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,38.37,,,,,,,,,1,,,,38.37,,,1,38.37,,,,,,,,,,,1,38.37,,,,,,,,,,,,,,,1,38.37,,,,,,,,,,
,,,,40~44,1,36.74,,,2,73.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.74,,,,,,,,,,,,,,,,,,,,
,,,,45~49,7,299.02,1,42.72,1,42.72,,,,,1,,,,42.72,,,,,,,,2,,85.43,,,,,,,,,1,42.72,,,1,42.72,,,,,,,1,42.72,,,,,,,,,,
,,,,50~54,2,98.38,,,,,,,,,2,,,,98.38,1,49.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,233.46,,,,,1,77.82,,,4,,,,311.28,,,,,,,,1,,77.82,1,77.82,,,,,2,155.64,,,,,,,,,1,77.82,,,,,,,,,,,,,,
