,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,69.78,,,,,,,1,69.78,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.78,,,,,,,,,,
,,,,35~39,2,136.33,,,,,,,1,68.17,,,,,,1,,68.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,265.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.36,,,,,,,,
,,,,45~49,2,162.47,,,,,,,2,162.47,,,,,,1,,81.23,,,,,,,,1,81.23,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,120.34,,,,,,,2,240.67,,,,,,,,,,,,,,,,,,,,,,,,1,120.34,,,1,120.34,,,,,,,,
,,,,60~64,4,663.35,,,,,,,2,331.67,1,,,,165.84,,,,1,165.84,1,165.84,1,,165.84,,,,,1,165.84,1,165.84,1,165.84,,,,,,,,,,,,
,,,,65~69,,,1,194.55,,,1,194.55,1,194.55,,,,,,1,,194.55,,,2,389.11,,,,,,,,,,1,194.55,,,,,,,,,,,,,,
,,,,70~74,,,1,236.97,1,236.97,1,236.97,2,473.93,,,,,,1,,236.97,1,236.97,1,236.97,,,,1,236.97,1,236.97,,,2,473.93,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,1,427.35,2,854.70,,,,,,,,,,1,427.35,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,961.54,,,,,,,,,,,,1,961.54,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,1818.18,,,,,,,,,,,,,1,1818.18,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,食道,,結直腸癌,,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.15,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63.69,,,,,,,,,,,,,,,,,,
,,,,30~34,1,72.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,67.02,,,1,67.02,,,,,,,,,,,,,,,,,,,,,,1,67.02,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,69.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,73.86,,,,,2,147.71,,,,,,,,,,,1,73.86,,,1,,73.86,,,1,73.86,,,,,,,,,,,,,,,,,,
,,,,50~54,4,436.68,1,109.17,,,1,109.17,,,,,,,,,,,,,,,,,,1,109.17,1,109.17,,,,,,,,,,,,,,,,,,
,,,,55~59,2,356.51,,,,,2,356.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,157.73,,,,,1,157.73,,,2,,,,315.46,1,,157.73,,,,,,,,,,,,1,157.73,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,199.20,1,199.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,242.72,,,,2,485.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,370.37,,,,,,,,1,,370.37,,,1,370.37,,,,,,,,,,2,740.74,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,1904.76,,,,,,,,,,,,,,,,,1,952.38,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,1,,1923.08,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,胸腺、心臟與中隔,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,15~19,,,,,1,65.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,60.83,,,1,60.83,,,,,,,,,,1,,60.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,73.05,,,,,,,,,,,,,,,1,73.05,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.17,,,1,71.17,,,,
,,,,40~44,4,264.55,,,,,,,,,2,,,,132.28,,,,,,,,,,,3,198.41,,,,,,,,,,,,,,,1,66.14,,,,
,,,,45~49,3,220.91,1,73.64,,,1,73.64,,,2,,,,147.28,,,,1,73.64,,,,,,,,,,,,,,,,1,73.64,,,,,,,,,,
,,,,50~54,1,98.52,,,,,,,,,1,,,,98.52,,,,,,,,,,,1,98.52,,,,,,,,,,,,,1,98.52,,,,,,
,,,,55~59,3,500.00,,,,,,,,,1,,,,166.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,325.73,,,,,,,,,2,,,,325.73,,,,2,325.73,,,2,,325.73,1,162.87,,,,,,,,,,,,,,,,,,,,
,,,,65~69,4,793.65,,,,,,,,,2,,,,396.83,1,,198.41,1,198.41,,,1,,198.41,1,198.41,,,,,,,1,198.41,,,,,1,198.41,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,2,456.62,,,1,,228.31,,,,,,,1,228.31,,,,,,,1,228.31,,,1,228.31,,
,,,,75~79,1,353.36,,,,,,,2,706.71,1,,,,353.36,,,,1,353.36,,,,,,,,1,353.36,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,819.67,,,,,,2,,1639.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1886.79,,,,,,,,,,,,,1,1886.79,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,15~19,,,1,67.66,,,,,,,,,,,,,,,,,,,,,,,,1,67.66,,,,,1,67.66,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,,57.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.73,1,72.73,,,,,,,,
,,,,35~39,,,,,,,1,70.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70.57,,,,,,
,,,,40~44,1,66.67,,,,,1,66.67,,,,,,,,1,,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,72.46,,,,,1,72.46,,,,,,,,,,,,,,,1,,72.46,,,,,,,,,,,1,72.46,1,72.46,,,,,,,,
,,,,50~54,,,,,,,1,93.46,1,93.46,1,,,,93.46,,,,1,93.46,,,,,,,,,,,,,,,,1,93.46,,,,,,,,,,
,,,,55~59,1,146.63,,,,,,,,,1,,,,146.63,,,,,,,,,,,,,,,,,1,146.63,,,,,,,,,,,,,,
,,,,60~64,1,172.12,,,1,172.12,,,1,172.12,,,,,,,,,,,,,2,,344.23,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,568.18,,,1,189.39,,,,,1,,,,189.39,,,,,,1,189.39,,,,1,189.39,,,,,,,,,,,,,,,1,189.39,,,,
,,,,70~74,,,1,230.41,1,230.41,,,2,460.83,,,,,,,,,1,230.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,325.73,2,651.47,,,,,,,,,,,1,325.73,1,325.73,,,,,,,,1,325.73,,,,,,,,,,,1,325.73,,,,
,,,,80~84,,,,,,,,,,,1,,,,833.33,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1666.67,,,,
,,,,85+,,,,,,,,,1,1612.90,1,,,,1612.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,,食道,,胰,,喉,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.51,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.92,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,58.51,1,58.51,,,,,,,,,,,1,58.51,,,,,,,,,,,,,,1,58.51,,,,,,,,,,
,,,,25~29,1,56.95,,,,,,,,,1,,,,56.95,,,,,,,,,,,,,,,,,1,56.95,,,1,56.95,,,,,,,,,,
,,,,30~34,1,71.63,1,71.63,1,71.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,71.38,,,,,,,,,1,,,,71.38,1,,71.38,,,,,1,,71.38,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,135.87,,,,,,,,,2,,,,135.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,141.04,,,,,1,70.52,,,,,,,,,,,,,,,1,,70.52,,,,,1,70.52,,,,,,,,,,,,,,,,
,,,,50~54,,,1,89.05,,,,,,,,,,,,1,,89.05,1,89.05,,,1,,89.05,,,,,,,,,,,,,,,,,1,89.05,,,,
,,,,55~59,,,,,,,,,,,2,,,,261.10,,,,,,,,,,,,,,,,,,,2,261.10,,,,,,,,,,,,
,,,,60~64,2,361.66,,,,,,,,,1,,,,180.83,1,,180.83,1,180.83,,,1,,180.83,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,178.25,,,,,,,,,2,,,,356.51,2,,356.51,1,178.25,,,,,,1,178.25,1,178.25,,,,,,,,,,,1,178.25,,,1,178.25,,
,,,,70~74,,,,,,,,,,,2,,,,475.06,,,,,,,,2,,475.06,,,,,,,,,,,,,,,,,,,,,2,475.06
,,,,75~79,,,,,,,,,,,1,,,,303.95,1,,303.95,,,,,2,,607.90,,,,,,,,,,,,,,,1,303.95,,,,,,
,,,,85+,,,,,,,,,1,1492.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1492.54,,,,,1,1492.54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,胃,,食道,,胰,,,胸腺、心臟與中隔,,喉,,結直腸癌,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,35~39,,,,,1,72.46,,,,,,,,,,,,,,,,,,,,1,72.46,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,139.66,,,,,,,,,,,,,,,,,,,1,69.83,,,,,,,,,,,,1,69.83,,,,,,,,,,,,
,,,,45~49,2,135.04,,,,,,,3,202.57,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.52,,,,,,,,,,
,,,,50~54,3,250.84,,,,,,,2,167.22,,,,,,,,,,,1,83.61,,,,,,,,1,83.61,,,,,,,,,,,,,,,,
,,,,55~59,1,124.22,,,,,,,,,1,,,,124.22,1,,124.22,2,248.45,,,1,,124.22,,,,,,,,,,,1,124.22,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,,179.53,1,179.53,,,,,,,,,,1,179.53,,,,,,,,,,,,,,,,
,,,,65~69,,,1,181.82,,,1,181.82,2,363.64,,,,,,2,,363.64,,,,,,,,,,,,2,363.64,,,,,,,,,,,,,,,,
,,,,70~74,1,226.76,,,,,,,2,453.51,3,,,,680.27,,,,,,,,,,,1,226.76,,,3,680.27,1,226.76,,,,,,,,,,,,,,
,,,,75~79,,,,,,,4,1179.94,1,294.99,,,,,,3,,884.96,5,1474.93,1,294.99,,,,,,1,294.99,,,,,,,1,294.99,,,,,,,,,,
,,,,80~84,,,,,,,,,1,666.67,,,,,,4,,2666.67,,,,,,,,,,,,2,1333.33,,,1,666.67,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1351.35,,,,,,,,,,,,,,,,,,,,,,1,1351.35,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,25~29,,,,,1,55.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,65.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,149.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,149.48,,,,,,,,,,
,,,,40~44,,,,,,,,,1,70.47,1,,,,70.47,,,,,,,,,,,1,70.47,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,209.21,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.74,,,,,,,,,,,,,,,,,,
,,,,50~54,1,75.36,1,75.36,,,,,1,75.36,,,,,,1,,75.36,,,1,75.36,,,,,,,,,,,,2,150.72,1,75.36,,,,,,,,,,
,,,,55~59,4,457.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,228.83,,,,,,,,,1,114.42,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,,185.53,,,,,,,,,,,,,,,,,,,,,,1,185.53,,,,,,
,,,,65~69,1,171.82,,,,,,,2,343.64,,,,,,1,,171.82,2,343.64,,,,,,,,,,1,171.82,1,171.82,,,,,1,171.82,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,,452.49,3,678.73,,,,,,,,,,2,452.49,,,,,,,,,1,226.24,,,,,,
,,,,75~79,2,597.01,,,1,298.51,,,1,298.51,,,,,,1,,298.51,2,597.01,,,2,,597.01,,,,,2,597.01,,,1,298.51,,,,,1,298.51,,,,,,
,,,,80~84,1,561.80,,,,,2,1123.60,,,,,,,,,,,1,561.80,,,,,,,,,,,,,,1,561.80,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,1,1351.35,,,1,,1351.35,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,5~9,,,,,,,1,81.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65.02,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.88,,,,,,,,,,
,,,,35~39,1,75.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.47,,,,,,
,,,,40~44,,,,,1,72.52,,,,,,,,,,,,,,,1,72.52,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,67.25,,,,,,,1,67.25,,,,,,2,,134.50,,,,,1,,67.25,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,225.39,,,,,,,1,75.13,,,,,,1,,75.13,1,75.13,1,75.13,,,,1,75.13,1,75.13,,,,,,,,,,,,,1,75.13,,,,
,,,,55~59,1,101.94,,,1,101.94,,,1,101.94,1,,,,101.94,2,,203.87,1,101.94,,,1,,101.94,,,1,101.94,1,101.94,,,,,,,,,,,2,203.87,,,,
,,,,60~64,,,1,174.83,,,,,,,,,,,,,,,1,174.83,1,174.83,1,,174.83,,,,,,,,,,,1,174.83,,,1,174.83,,,,,,
,,,,65~69,2,355.24,,,,,1,177.62,,,,,,,,,,,,,2,355.24,,,,1,177.62,,,,,1,177.62,,,,,,,,,1,177.62,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,,227.79,,,1,227.79,,,,2,455.58,1,227.79,,,,,,,,,,,,,1,227.79,,,,
,,,,75~79,1,277.01,,,,,,,,,,,,,,3,,831.02,2,554.02,1,277.01,,,,2,554.02,,,,,,,1,277.01,1,277.01,1,277.01,,,2,554.02,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,520.83,,,1,,520.83,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,,1176.47,,,1,1176.47,,,,,,,,,,,,,,,,,,,,1,1176.47,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,35~39,,,,,,,,,1,76.45,,,,,,1,,76.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,72.25,,,,,,,,,,,,,,1,,72.25,,,,,,,,1,72.25,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,273.04,,,,,,,,,,,,,,1,,68.26,,,,,,,,,,1,68.26,,,,,,,,,,,,,,,,,,
,,,,50~54,3,222.22,,,,,1,74.07,,,,,,,,,,,3,222.22,,,,,,,,1,74.07,,,1,74.07,,,1,74.07,,,,,,,,,,
,,,,55~59,2,193.99,1,96.99,1,96.99,,,,,,,,,,3,,290.98,,,2,193.99,,,,,,2,193.99,,,,,,,,,,,,,,,,,,
,,,,60~64,1,156.99,,,,,,,,,,,,,,2,,313.97,,,,,1,,156.99,,,1,156.99,,,,,,,,,1,156.99,1,156.99,,,,,,
,,,,65~69,4,750.47,,,,,,,,,,,,,,1,,187.62,,,1,187.62,,,,1,187.62,2,375.23,1,187.62,,,4,750.47,,,,,,,,,,,,
,,,,70~74,,,,,,,1,211.86,,,,,,,,,,,,,,,,,,,,,,,,,,1,211.86,,,2,423.73,,,4,847.46,,,,
,,,,75~79,1,276.24,,,,,,,,,,,,,,4,,1104.97,1,276.24,2,552.49,,,,2,552.49,1,276.24,,,,,,,,,,,,,1,276.24,,,,
,,,,80~84,1,485.44,,,,,,,,,1,,,,485.44,1,,485.44,,,1,485.44,,,,,,,,,,,,1,485.44,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1265.82,,,,,,2,2531.65,,,,,,,,1,1265.82,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,卵巢、輸卵管及寬韌帶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,168.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,314.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
