,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,胸腺、心臟與中隔,,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,81.37,,,,,,,,,,,,1,81.37,,,,,,,1,81.37,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,73.10,,,,,,,,,,,,1,73.10,,,,,1,73.10,,,,,,,,,,,,,,
,,,,45~49,,,,,,,4,352.11,,,1,,,,88.03,,,1,88.03,,,,,,,,1,88.03,,,,,,,2,176.06,,,,,,,,,,,,,,
,,,,50~54,1,145.35,,,1,145.35,2,290.70,,,,,,,,,,,,1,145.35,,,,,,2,290.70,1,145.35,,,1,145.35,,,,,,,,,,,,,,,,
,,,,55~59,,,1,161.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,161.55,,,,,1,161.55,,,,,,,,,,
,,,,60~64,4,583.09,1,145.77,,,,,,,,,,,,3,437.32,1,145.77,,,,,,1,145.77,,,,,,,1,145.77,,,,,,,,,,,,,,,,
,,,,65~69,,,,,4,645.16,2,322.58,,,1,,,,161.29,3,483.87,,,,,1,,161.29,1,161.29,,,1,161.29,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,224.22,,,,,,,,4,896.86,,,1,224.22,,,,,,,,,,,,2,448.43,,,,,2,448.43,,,,,,,,,,
,,,,75~79,,,,,1,434.78,,,1,434.78,1,,,,434.78,2,869.57,,,,,,,,,,,,,,1,434.78,1,434.78,,,,,,,,,,,,,,,,
,,,,80~84,,,1,1075.27,2,2150.54,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1075.27,,,1,1075.27,1,1075.27,,,,,,,,,,
,,,,85+,,,,,1,1639.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其他神經系統,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,30~34,,,,,,,1,82.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.94,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,70.03,,,1,,,,70.03,,,,,,,,,,,,,,,,,,,,,,,,,,1,70.03,,,,,,,,
,,,,45~49,1,89.37,,,,,2,178.73,,,,,,,,,,,,,,,,,,,1,89.37,1,89.37,,,,,1,89.37,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,121.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,121.51,1,121.51,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,1,,172.41,,,,,,,,,,,1,172.41,,,,,,,,,,,,,,
,,,,60~64,,,,,2,291.97,4,583.94,,,,,,,,,,2,291.97,,,,,,,,,,1,145.99,,,1,145.99,,,,,3,437.96,,,,,,,,,,
,,,,65~69,,,,,,,1,161.81,1,161.81,,,,,,,,2,323.62,,,1,,161.81,,,,,,,,,,,,,,,1,161.81,,,1,161.81,1,161.81,,,,
,,,,70~74,,,1,215.05,,,,,,,,,,,,1,215.05,,,1,215.05,,,,1,215.05,,,,,1,215.05,,,1,215.05,,,3,645.16,1,215.05,,,1,215.05,,,,
,,,,75~79,,,,,2,823.05,,,,,,,,,,,,3,1234.57,,,,,,1,411.52,,,1,411.52,1,411.52,,,1,411.52,,,,,,,1,411.52,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,952.38,,,,,,,,,,,,1,952.38,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,95.51,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,75.59,1,75.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.02,,,,,,,,
,,,,45~49,1,83.33,,,,,,,,,1,,,,83.33,,,1,83.33,,,,,,,,,,,,,,,,,,,,,,,,1,83.33,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,111.73,,,,,,,1,,111.73,,,,,,,,,,,,,,,2,223.46,1,111.73,,,,,,,,
,,,,55~59,1,174.22,1,174.22,,,,,1,174.22,1,,,,174.22,2,348.43,2,348.43,,,,,,1,174.22,,,1,174.22,,,,,1,174.22,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,149.93,4,,,,599.70,1,149.93,2,299.85,,,1,,149.93,,,,,,,1,149.93,,,,,1,149.93,2,299.85,,,,,1,149.93,,,,
,,,,65~69,,,,,1,165.29,,,2,330.58,1,,,,165.29,,,2,330.58,,,,,,,,,,,,,,,,1,165.29,,,4,661.16,,,,,,,,,,
,,,,70~74,,,1,206.19,,,1,206.19,2,412.37,5,,,,1030.93,,,,,,,1,,206.19,,,,,,,,,,,1,206.19,,,,,1,206.19,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,760.46,,,1,380.23,,,,,,,,,,,,,,1,380.23,,,,,1,380.23,,,,,1,380.23,,,,
,,,,80~84,,,,,,,,,1,909.09,,,,,,,,2,1818.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1408.45,,,1,1408.45,,,,,,,,,,,,1,1408.45,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,85.11,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,70.18,,,,,,,,,,1,70.18,,,,,,1,70.18,,,,,1,70.18,,,,,,,,,,,,,,,,,,
,,,,45~49,2,163.93,,,,,2,163.93,,,,,,,,1,81.97,,,,,,,,,,,,,,,,,,1,81.97,,,,,,,,,,,,,,
,,,,50~54,2,205.13,,,,,5,512.82,,,1,,,,102.56,,,1,102.56,1,102.56,,,,,,,,1,102.56,,,2,205.13,,,,,,,,,,,,,,,,
,,,,55~59,1,174.22,,,,,3,522.65,,,1,,,,174.22,,,,,,,,,,,,,,,,1,174.22,2,348.43,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,455.93,1,151.98,3,,,,455.93,1,151.98,,,,,,,,,,,,,,1,151.98,,,1,151.98,,,,,,,,,,,,,,
,,,,65~69,,,,,2,330.03,4,660.07,2,330.03,2,,,,330.03,,,1,165.02,,,,,,,,1,165.02,,,2,330.03,3,495.05,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,3,621.12,,,6,,,,1242.24,,,1,207.04,,,1,,207.04,,,,,,,1,207.04,1,207.04,,,,,,,,,,,,,,,,
,,,,75~79,,,1,366.30,,,1,366.30,,,3,,,,1098.90,,,1,366.30,,,,,,,,,,,,,,3,1098.90,1,366.30,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,1538.46,,,1,769.23,,,,,,,,,,,,,,1,769.23,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,胰,,胸腺、心臟與中隔,,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,5~9,,,,,1,114.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,75.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.47,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,87.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,71.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,155.88,1,77.94,,,,,2,155.88,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77.94,,,,,,,,,,,,
,,,,50~54,,,,,1,96.90,1,96.90,1,96.90,1,,,,96.90,1,96.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,167.79,,,,,,,,1,167.79,,,,,,,,,,,,1,167.79,,,1,167.79,1,167.79,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,161.03,,,,,,2,322.06,,,1,161.03,,,,1,161.03,,,,,1,161.03,,,1,161.03,,,,,1,161.03,1,161.03,,,,,,
,,,,65~69,2,337.84,,,,,1,168.92,6,1013.51,,,,,,5,844.59,,,,,,,,,,1,168.92,,,,,,,2,337.84,,,,,,,,,,,,,,
,,,,70~74,,,,,,,3,608.52,1,202.84,,,,,,5,1014.20,,,,,1,,202.84,,,1,202.84,,,1,202.84,,,,,1,202.84,,,,,,,,,,,,
,,,,75~79,,,,,,,2,655.74,1,327.87,,,,,,4,1311.48,,,,,,,,,,,,,,1,327.87,,,1,327.87,,,1,327.87,,,,,,,,,,
,,,,80~84,,,,,,,1,724.64,,,,,,,,,,1,724.64,,,,,,,,,,,,,,,,,,,,,,1,724.64,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1282.05,,,,,,,,,,,,,,,,,,,,1,1282.05,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,147.28,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,86.73,,,,,,,1,86.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,74.24,,,,,,,,,,,,,,,,1,74.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,74.91,,,1,74.91,,,5,374.53,,,,,,1,74.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,91.49,,,,,,,,3,274.47,,,,,,,,,,,,,,,,,,,,3,274.47,,,,,,,,,,
,,,,55~59,,,1,146.84,,,,,2,293.69,,,,,,,,1,146.84,,,,,,1,146.84,,,,,,,1,146.84,,,1,146.84,,,,,,,,,,,,
,,,,60~64,,,,,,,,,3,527.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,175.75,,,,,1,175.75,,,,
,,,,65~69,1,170.65,,,,,1,170.65,4,682.59,,,,,,,,2,341.30,,,1,,170.65,,,,,1,170.65,,,1,170.65,,,4,682.59,3,511.95,1,170.65,,,1,170.65,,,,
,,,,70~74,,,,,,,3,600.00,1,200.00,1,,,,200.00,1,200.00,2,400.00,,,1,,200.00,,,1,200.00,,,,,,,1,200.00,,,,,,,,,1,200.00,,,,
,,,,75~79,,,,,,,1,311.53,2,623.05,,,,,,1,311.53,6,1869.16,1,311.53,2,,623.05,1,311.53,,,,,1,311.53,,,,,1,311.53,1,311.53,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,2,1388.89,,,,,,,,,,,,,,,,,,,,,,,,1,694.44,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,1333.33,,,,,,,,,,,,,,,,,,,,1,1333.33,,,1,1333.33,1,1333.33,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,1,75.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,1,91.32,1,91.32,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,91.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,78.00,,,1,,,,78.00,,,1,78.00,,,1,,78.00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,288.39,,,,,3,216.29,,,,,,,,1,72.10,,,,,,,,1,72.10,1,72.10,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,92.34,,,,,,,,1,92.34,,,,,,,,,,,,,,1,92.34,,,,,,,,,,,,,,,,,,
,,,,55~59,1,124.84,,,,,,,,,2,,,,249.69,2,249.69,,,2,249.69,2,,249.69,1,124.84,,,,,,,1,124.84,1,124.84,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,369.69,,,,,,,,2,369.69,1,184.84,2,369.69,1,,184.84,,,,,1,184.84,1,184.84,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,172.41,1,172.41,2,344.83,,,1,,,,172.41,2,344.83,1,172.41,,,,,,,,,,1,172.41,2,344.83,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,403.23,,,1,,,,201.61,4,806.45,,,1,201.61,,,,,,,,,,1,201.61,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,292.40,,,,,1,,,,292.40,2,584.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,649.35,1,649.35,,,,,,1,649.35,,,,,,,,,,,,,,,,,,1,649.35,1,649.35,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1333.33,2,2666.67,,,,,,,,1,1333.33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,85.54,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.41,,,,,,,,,,,,,,,,
,,,,35~39,1,93.90,,,,,,,,,,,,,,,,,,1,93.90,,,,,,,,,,,,,,,,,,2,187.79,,,,,,,,,,
,,,,40~44,1,81.30,,,1,81.30,,,2,162.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,145.14,,,,,,,1,72.57,,,,,,,,,,,,1,,72.57,,,,,,,1,72.57,,,,,,,,,,,,,,,,,,
,,,,50~54,2,170.94,,,,,,,3,256.41,,,,,,,,,,,,,,,1,85.47,,,,,,,,,,,2,170.94,1,85.47,1,85.47,,,,,,,,
,,,,55~59,,,,,,,,,2,229.62,,,,,,,,1,114.81,,,,,,,,2,229.62,,,1,114.81,,,1,114.81,1,114.81,,,,,,,,,,,,
,,,,60~64,,,,,,,1,189.04,2,378.07,1,,,,189.04,1,189.04,4,756.14,,,,,,,,,,,,2,378.07,,,1,189.04,2,378.07,,,1,189.04,,,,,,,,
,,,,65~69,1,173.31,1,173.31,,,2,346.62,1,173.31,,,,,,2,346.62,,,,,,,,,,,,,,,,,,2,346.62,2,346.62,,,,,1,173.31,,,,,,
,,,,70~74,,,,,,,1,204.92,,,,,,,,,,1,204.92,2,409.84,,,,1,204.92,,,1,204.92,4,819.67,,,1,204.92,1,204.92,,,,,,,,,,,,
,,,,75~79,,,,,,,1,288.18,4,1152.74,,,,,,1,288.18,3,864.55,1,288.18,,,,1,288.18,,,,,1,288.18,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,584.80,,,,,,,,,,,,,,,,,,,,,1,584.80,,,,,1,584.80,,,,,1,584.80,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1298.70,1,1298.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,膀胱,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,90.74,,,,,,,,,,,,,,1,90.74,,,,,,,,,,,,,,
,,,,35~39,1,94.88,1,94.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.73,,,,,,,,,,,,,,,,,,
,,,,50~54,1,83.13,,,,,,,1,83.13,2,,,,166.25,,,,,,,,,,2,166.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,214.36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,107.18,1,107.18,,,,,,,1,107.18,,,,,,,,,,
,,,,60~64,,,,,1,190.84,,,,,3,,,,572.52,2,381.68,,,,,1,,190.84,,,,,,,1,190.84,,,,,1,190.84,,,,,,,,,,,,
,,,,65~69,1,174.83,,,,,,,,,2,,,,349.65,,,4,699.30,1,174.83,1,,174.83,,,,,,,2,349.65,,,,,2,349.65,2,349.65,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,401.61,,,4,803.21,,,,,,,,,,,,2,401.61,,,,,3,602.41,1,200.80,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,289.02,1,289.02,3,867.05,,,,,,,,1,289.02,,,1,289.02,1,289.02,,,2,578.03,2,578.03,,,,,,,,,,
,,,,80~84,,,,,,,1,555.56,1,555.56,,,,,,,,1,555.56,,,2,,1111.11,,,,,,,,,,,,,1,555.56,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1136.36,,,1,1136.36,,,1,,1136.36,,,1,1136.36,,,,,,,,,,,2,2272.73,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
