,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,26.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,2,69.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,1,29.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,49.02,,,,,,,,,1,,,,24.51,,,,,,,,,,,1,24.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,27.42,,,1,27.42,,,1,27.42,,,,,,,,,,,,,,,,,,,,1,27.42,,,,,,,2,54.84,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,3,103.20,,,,,,1,34.40,,,,,,,,,,,,,,,1,34.40,,,,,,,1,34.40,1,34.40,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,51.63,,,1,51.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,85.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,2,170.50,,,,,1,85.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,100.70,2,201.41,,,1,100.70,,,,,,,,,,,,,,,,,1,100.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,93.46,,,1,93.46,2,186.92,,,,,,,,3,280.37,7,654.21,,,2,186.92,2,186.92,,,1,93.46,1,93.46,,,,,,,,,,,,,1,93.46,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,125.16,,,1,125.16,,,,,,,,1,125.16,3,375.47,1,125.16,,,1,125.16,,,,,,,1,125.16,,,1,125.16,,,,,,,1,125.16,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,432.90,,,,,,,,,,,,1,216.45,,,,,,,,,,,1,216.45,,,,,,,,,2,432.90,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,446.43,,,,,,,,,,,,,,1,446.43,,,,,,,,,,,,,,,,,,,,,,,,,,,1,446.43,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,1020.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,27.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,23.00,1,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,31.64,,,,,1,31.64,,,,,,,,,,,,,,,1,31.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,45.09,,,2,90.17,,,,,2,,,,90.17,,,1,45.09,,,,,1,45.09,,,,,,,,,,,,,1,45.09,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,78.37,,,,,,,1,78.37,,,,,,,,1,78.37,2,156.74,,,1,78.37,1,78.37,,,,,,,,,,,,,,,1,78.37,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,83.26,1,83.26,,,,,,,,,,,,,,1,83.26,1,83.26,,,,,,,,,,,,,,,,,,,,,1,83.26,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,102.77,,,1,,,,102.77,,,1,102.77,,,1,102.77,,,,,,,1,102.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,91.74,,,,,,,2,,,,183.49,,,2,183.49,4,366.97,,,2,183.49,,,,,,,,,,,,,,,,,1,91.74,1,91.74,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,232.83,1,116.41,,,,,1,116.41,2,,,,232.83,,,,,1,116.41,,,4,465.66,,,1,116.41,,,2,232.83,1,116.41,1,116.41,,,1,116.41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,196.85,,,,,,,,,,2,393.70,,,1,196.85,,,1,196.85,1,196.85,1,196.85,,,,,,,1,196.85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,421.94,,,,,,,1,421.94,,,,,,,1,421.94,1,421.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,943.40,,,,,,,,,,,,,,,,,,,,2,1886.79,,,,,,,,,,,,,,,,,,,1,943.40,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,1,22.14,,,,,,,,,1,22.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.64,,,,,,,2,45.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,58.36,,,1,29.18,3,87.54,,,,,,,,,,,,1,29.18,,,1,29.18,,,1,29.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,78.25,,,,,,,,1,39.12,,,,,,,1,39.12,,,1,39.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,2,145.56,,,,,,,,,,,,,,1,72.78,,,,,1,72.78,,,,,1,72.78,2,145.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,80.84,5,404.20,,,,,,,,1,80.84,,,,,1,80.84,,,,,3,242.52,,,,,1,80.84,1,80.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,2,197.04,,,2,197.04,,,,,,,,,,,,2,197.04,,,,,,,,,1,98.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,292.68,,,1,,,,97.56,3,292.68,,,3,292.68,,,3,292.68,,,1,97.56,,,,,2,195.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,107.18,,,,,6,643.09,,,,,,,,2,214.36,,,2,214.36,2,214.36,,,1,107.18,1,107.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,187.27,,,,,,,,2,374.53,,,1,187.27,,,,,,,,,,,,,,,,,1,187.27,1,187.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,371.75,,,,,,1,371.75,1,371.75,,,,,,,,,1,371.75,,,,,1,371.75,,,1,371.75,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,淋巴結,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.39,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,27.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.82,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,27.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.07,,,,,,,,,,,,,,,,,,
,,,,30~34,1,20.96,,,,,,,,,1,,,,20.96,,,1,20.96,,,,,,,,,,,,,,,,,,,,,1,20.96,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,52.55,,,,,,,,,1,,,,26.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.27,,,,,,,,,,,,
,,,,45~49,1,35.46,,,,,2,70.92,,,1,,,,35.46,,,,,1,35.46,,,1,35.46,,,,,,,,,,,,,,,,,,,,,,,1,35.46,,,,,,,,,,,,,,,,
,,,,50~54,2,125.63,,,,,,,,,3,,,,188.44,1,62.81,,,1,62.81,,,1,62.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,76.80,,,,,,,,,,,,,,1,76.80,1,76.80,1,76.80,,,,,,,,,,,,,1,76.80,,,1,76.80,,,,,,,,,,,,,1,76.80,,,,,,,,,,,,
,,,,60~64,1,92.59,,,,,,,,,2,,,,185.19,,,1,92.59,5,462.96,1,92.59,1,92.59,1,92.59,,,,,,,,,,,1,92.59,,,,,,,,,,,,,,,1,92.59,,,,,,,,,,
,,,,65~69,,,,,,,,,1,100.70,5,,,,503.52,,,,,3,302.11,1,100.70,1,100.70,,,,,,,,,,,1,100.70,1,100.70,,,1,100.70,1,100.70,,,,,1,100.70,,,1,100.70,,,,,,,,,,
,,,,70~74,,,,,1,102.04,,,1,102.04,2,,,,204.08,,,2,204.08,8,816.33,,,2,204.08,1,102.04,1,102.04,,,1,102.04,,,2,204.08,,,1,102.04,,,,,,,,,,,,,3,306.12,,,,,,,,,,
,,,,75~79,,,2,355.87,,,,,,,1,,,,177.94,,,,,3,533.81,,,,,1,177.94,,,1,177.94,,,,,,,,,2,355.87,,,,,,,1,177.94,1,177.94,,,1,177.94,,,,,,,,,,
,,,,80~84,2,675.68,,,,,,,1,337.84,2,,,,675.68,,,1,337.84,1,337.84,,,5,1689.19,,,1,337.84,,,,,,,,,,,,,,,,,,,,,,,,,1,337.84,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,3,2173.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸膜,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,26.37,,,,,,,,,,,,,,,,1,26.37,,,,,,,,,,,,,,,,,,,1,26.37,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,19.64,,,,,,,,,,,,,,,,,,,1,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,58.33,,,,,,,,,2,,,,38.89,,,,,,,,,,,,,1,19.44,,,,,,,,,,,,,,,2,38.89,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,24.41,,,1,24.41,,,,,1,,,,24.41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.41,1,24.41,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,32.20,1,32.20,,,,,1,,,,32.20,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.20,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,105.82,,,,,,,,,2,,,,105.82,1,52.91,,,,,1,52.91,1,52.91,,,,,,,,,1,52.91,,,1,52.91,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,3,,,,231.30,,,,,,,,,,,,,2,154.20,,,,,1,77.10,1,77.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,6,,,,518.13,,,,,1,86.36,,,,,1,86.36,,,,,,,,,,,,,,,1,86.36,,,1,86.36,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,104.49,2,,,,208.99,,,1,104.49,2,208.99,,,3,313.48,,,,,1,104.49,,,2,208.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,4,,,,391.77,,,3,293.83,5,489.72,,,2,195.89,1,97.94,,,,,,,3,293.83,1,97.94,,,,,,,,,2,195.89,,,,,,,,,,,,,,,,,,
,,,,75~79,1,155.76,,,1,155.76,,,2,311.53,,,,,,,,,,1,155.76,,,,,,,,,,,1,155.76,2,311.53,,,,,,,,,1,155.76,4,623.05,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,304.88,,,,,4,1219.51,,,1,304.88,,,,,,,1,304.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,675.68,,,,,,,,,,,,,,,,,,,,,,,,,1,675.68,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,1,22.89,,,,,,,,,,,1,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,1,24.72,1,24.72,,,,,,,,,,,,,,,,,,,,,1,24.72,,,,,1,24.72,,,,,,,,,,,,,,
,,,,25~29,,,,,1,25.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,37.99,,,,,,,,,,,,,,1,18.99,,,,,1,18.99,,,,,,,,,,,,,,,1,18.99,,,1,18.99,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,18.51,,,,,,,,,,,,,,4,74.03,,,,,,,2,37.02,,,,,,,,,,,,,,,,,1,18.51,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,22.44,,,,,,,,,1,22.44,2,44.88,,,,,,,,,,,,,,,,,,,,,,,,,1,22.44,,,,,,,,,,,,
,,,,45~49,1,29.66,1,29.66,,,,,1,29.66,,,,,,3,88.97,,,1,29.66,1,29.66,,,,,,,,,1,29.66,1,29.66,,,,,,,,,,,,,,,,,,,1,29.66,1,29.66,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,2,89.41,,,,,1,44.70,1,44.70,1,44.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.70,,,,,,,,
,,,,55~59,1,79.24,1,79.24,,,,,,,,,,,,2,158.48,,,1,79.24,2,158.48,,,,,,,,,,,,,,,,,,,1,79.24,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,81.10,,,,,1,81.10,1,81.10,,,,,,7,567.72,,,,,2,162.21,,,2,162.21,3,243.31,,,,,1,81.10,,,,,1,81.10,,,,,1,81.10,1,81.10,,,,,,,,,,,2,162.21,,,,
,,,,65~69,3,305.19,,,,,,,2,203.46,,,,,,3,305.19,,,1,101.73,1,101.73,,,3,305.19,,,,,,,,,,,,,,,3,305.19,,,1,101.73,1,101.73,,,,,,,1,101.73,,,1,101.73,,,,
,,,,70~74,1,99.90,,,,,,,,,,,,,,3,299.70,1,99.90,,,4,399.60,,,,,,,,,,,,,,,,,,,1,99.90,,,,,,,,,,,1,99.90,,,,,1,99.90,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,293.26,,,1,146.63,2,293.26,,,4,586.51,,,1,146.63,3,439.88,,,,,,,,,1,146.63,,,,,2,293.26,,,,,,,,,1,146.63,3,439.88,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,283.29,2,566.57,,,1,283.29,,,,,,,,,,,,,,,1,283.29,,,,,,,,,,,,,,,,,2,566.57,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,588.24,1,588.24,2,1176.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.82,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,1,18.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,26.24,,,1,,,,26.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.62,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,18.69,,,,,,,,,,,,,,,,1,18.69,,,,,,,,,,,1,18.69,,,,,,,,,,,,,1,18.69,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,35.61,2,35.61,,,,,,,2,,,,35.61,,,1,17.80,1,17.80,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.80,,,,,,,,,,,,,,,,
,,,,40~44,3,62.70,,,,,,,,,2,,,,41.80,,,,,,,,,,,1,20.90,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.90,,,,,,,,,,
,,,,45~49,1,27.41,,,1,27.41,,,1,27.41,2,,,,54.82,,,,,2,54.82,,,,,,,1,27.41,,,1,27.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,39.94,,,,,1,39.94,,,2,,,,79.87,,,,,,,1,39.94,,,,,,,,,,,,,1,39.94,2,79.87,,,,,,,,,4,159.74,,,,,,,,,,,,,,,,
