,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,3,,161.55,1,53.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,92.76,1,92.76,,,1,92.76,,,,,,,,,,,3,,278.29,1,92.76,,,,,,,,,,,1,92.76,1,92.76,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,3,257.07,1,,,,85.69,,,1,,85.69,,,,,,,,,,,,1,85.69,1,85.69,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,5,459.56,,,,,,,,1,,91.91,2,,183.82,1,91.91,,,,,,,1,91.91,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,84.67,,,,,,,1,84.67,,,,,,,,1,,84.67,3,,254.02,1,84.67,,,,,,,,,4,338.70,1,84.67,,,,,,,,,1,84.67,,,,,,,,,,
,,,,70~74,,,,,1,101.52,1,101.52,2,203.05,,,,,,,,,,,5,,507.61,4,406.09,1,101.52,,,,,1,101.52,2,203.05,,,,,,,1,101.52,,,2,203.05,,,,,,,,,,
,,,,75~79,,,,,,,,,1,183.15,,,,,,,,,,,4,,732.60,1,183.15,1,183.15,,,,,,,2,366.30,,,,,,,1,183.15,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,2,,760.46,,,,,,,,,,,1,380.23,,,,,1,380.23,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,990.10,,,,,,,,,,,1,,990.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,肺、支氣管及氣管,,胃,,,食道,,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.55,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.73,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.75,,,,,,,,,,,,,,,,
,,,,35~39,1,38.10,,,1,38.10,,,1,38.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,40.21,1,40.21,1,,40.21,,,,,,,,1,40.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,3,,147.86,1,,49.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,89.21,1,89.21,,,1,89.21,,,,,,,,,,,,,,,,,,,,1,89.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,84.39,,,,,,,,1,,84.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,189.21,1,94.61,,,,,1,94.61,,,,,,3,283.82,2,,189.21,,,,,,1,94.61,3,283.82,1,94.61,,,,,,,1,94.61,,,1,94.61,,,,,,,,,,,,,,
,,,,65~69,1,86.81,,,,,,,2,173.61,1,,,,86.81,3,260.42,1,,86.81,1,,86.81,,,,,2,173.61,,,,,,,1,86.81,,,,,1,86.81,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,104.17,,,,,,7,729.17,2,,208.33,,,,1,104.17,,,,,,,,,,,,,1,104.17,1,104.17,2,208.33,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,3,525.39,,,,,,2,350.26,2,,350.26,,,,,,,,,,,,1,175.13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,363.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,食道,,胸腺、心臟與中隔,,眼及淚腺,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,1,52.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.37,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.06,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,36.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.58,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,37.98,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.98,1,37.98,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,39.75,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.75,,,,,,,,,,,,,,
,,,,45~49,1,47.06,,,,,,,,,1,,,,47.06,,,1,,47.06,,,,1,47.06,,,,,,,,,,,,,,,,,1,47.06,,,,,,,,,,,,,,
,,,,50~54,1,82.51,,,,,,,,,3,,,,247.52,,,,,,,,,1,82.51,,,,,,,,,1,82.51,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,82.92,,,1,,,,82.92,,,,,,,,,,,1,82.92,,,,,,,1,82.92,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,97.85,1,97.85,,,,,,,3,,,,293.54,1,97.85,1,,97.85,1,,97.85,1,97.85,2,195.69,,,,,,,,,,,,,1,97.85,,,,,,,1,97.85,,,,,,,,
,,,,65~69,,,,,,,,,1,91.32,1,,,,91.32,,,1,,91.32,4,,365.30,3,273.97,1,91.32,,,1,91.32,1,91.32,1,91.32,1,91.32,1,91.32,,,1,91.32,,,1,91.32,1,91.32,,,,,,,,
,,,,70~74,1,102.56,,,,,,,,,2,,,,205.13,1,102.56,1,,102.56,3,,307.69,3,307.69,,,,,,,1,102.56,1,102.56,,,,,1,102.56,1,102.56,,,,,1,102.56,,,,,,,,
,,,,75~79,,,1,159.49,,,,,,,1,,,,159.49,,,2,,318.98,2,,318.98,3,478.47,,,,,,,,,,,1,159.49,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,348.43,1,,,,348.43,,,,,,1,,348.43,,,,,,,,,,,1,348.43,,,,,2,696.86,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,,680.27,1,680.27,,,1,680.27,,,,,,,,,,,,,,,,,,,1,680.27,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,38.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,,38.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,75.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,2,,,,78.74,,,,,,,,,,,,,,,,,,,,,,,,,2,78.74,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,4,,,,177.30,1,44.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,74.24,,,,,,,,,2,,,,148.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,169.64,1,84.82,,,,,,,,,,,,,,,1,84.82,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,197.04,1,98.52,,,,1,,98.52,1,98.52,1,98.52,1,98.52,,,1,98.52,1,98.52,,,,,,,,,2,197.04,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,3,,,,287.36,,,6,,574.71,,,,2,191.57,1,95.79,,,1,95.79,1,95.79,,,1,95.79,2,191.57,1,95.79,1,95.79,1,95.79,,,,,,,,,,,,
,,,,70~74,,,1,106.95,,,1,106.95,,,1,,,,106.95,,,2,,213.90,,,,,,2,213.90,2,213.90,,,,,,,,,1,106.95,,,1,106.95,1,106.95,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,3,,,,429.80,1,143.27,5,,716.33,,,,3,429.80,,,,,,,1,143.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,3,,1020.41,,,,,,1,340.14,,,,,1,340.14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,613.50,,,,,,,,,,,,,,,,,,1,613.50,,,,,,,,,,,,,,,,,,,1,613.50,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,1,56.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.24,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,36.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.50,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,39.43,,,,,,,,,,,,,,,,,,,,,,,1,39.43,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,37.64,,,,,,,,1,,37.64,1,,37.64,,,1,37.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,39.37,,,,,,,,,,,,,,,,1,,39.37,1,,39.37,,,1,39.37,,,,,,,4,157.48,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,5,,,,213.13,,,2,,85.25,1,,42.63,,,2,85.25,,,,,,,1,42.63,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,65.10,,,,,,,,,,,,,1,65.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,94.70,,,,,,,,,3,,,,284.09,,,1,,94.70,1,,94.70,1,94.70,3,284.09,,,1,94.70,,,1,94.70,,,,,,,1,94.70,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,4,,,,370.03,,,1,,92.51,,,,,,1,92.51,1,92.51,,,1,92.51,2,185.01,1,92.51,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,197.82,1,98.91,,,,,1,98.91,4,,,,395.65,,,2,,197.82,,,,,,4,395.65,,,1,98.91,,,1,98.91,2,197.82,,,,,2,197.82,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,3,,,,318.47,,,1,,106.16,3,,318.47,,,5,530.79,,,,,,,4,424.63,,,,,1,106.16,,,,,1,106.16,1,106.16,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,137.74,1,137.74,1,,137.74,4,,550.96,,,1,137.74,1,137.74,,,,,2,275.48,,,,,1,137.74,2,275.48,,,,,2,275.48,,,,,,,,
,,,,80~84,1,313.48,,,,,,,,,1,,,,313.48,1,313.48,1,,313.48,1,,313.48,,,2,626.96,,,,,,,1,313.48,,,,,,,,,1,313.48,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,,564.97,,,,,,,,,,,,,,,,,,,,,,,,,1,564.97,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他神經系統,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,食道,,胸腺、心臟與中隔,,胸膜,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,5~9,,,,,,,1,52.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,40.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,44.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,39.46,,,,,,,,,1,,,,39.46,,,,,,,,,1,39.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.81,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,39.48,,,,,,,1,,,,39.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,41.86,,,,,,,,,,,2,83.72,,,,,,,,,,,,,,,1,41.86,2,83.72,,,,,,,,,,,,
,,,,50~54,2,112.55,,,,,,,,,2,,,,112.55,,,,,,,,,1,56.27,1,56.27,,,,,,,,,1,56.27,1,56.27,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,2,,,,199.20,,,,,,1,,99.60,3,298.80,1,99.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,94.43,,,,,,,,1,,94.43,1,,94.43,1,94.43,1,94.43,1,94.43,,,,,,,1,94.43,,,1,94.43,,,1,94.43,,,1,94.43,,,,,,,,
,,,,65~69,1,101.52,1,101.52,,,,,,,7,,,,710.66,,,,,,3,,304.57,3,304.57,1,101.52,,,,,,,,,3,304.57,,,,,,,1,101.52,1,101.52,1,101.52,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,208.12,,,,,,2,,208.12,6,624.35,2,208.12,1,104.06,,,,,1,104.06,1,104.06,1,104.06,,,,,,,,,,,,,,,,,,
,,,,75~79,1,137.17,,,1,137.17,1,137.17,,,1,,,,137.17,,,,,,,,,1,137.17,3,411.52,,,1,137.17,1,137.17,,,1,137.17,,,,,3,411.52,,,,,2,274.35,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,273.22,,,,,,1,,273.22,1,273.22,1,273.22,,,,,,,,,1,273.22,,,,,2,546.45,,,1,273.22,2,546.45,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,2,1030.93,1,515.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,,其他神經系統,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,1,,37.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.34,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,40.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.06,,,,,1,40.06,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,75.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,2,,78.34,,,,,,1,39.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,42.14,,,,,,,,,,,,2,,84.28,,,,,,,,,,,,,,,,,,,,,,,,,,2,84.28,,,,,,,,,,
,,,,50~54,1,51.20,,,,,,,1,51.20,,,,,,,,3,,153.61,,,,2,102.41,,,,,,,,,,,,,,,1,51.20,,,,,,,,,,,,,,,,
,,,,55~59,3,279.85,,,,,,,,,,,,,,,,2,,186.57,,,,1,93.28,,,,,1,93.28,,,,,1,93.28,,,,,,,,,1,93.28,,,1,93.28,,,,,,
,,,,60~64,,,1,94.07,,,,,,,,,,,,,,1,,94.07,,,,1,94.07,1,94.07,,,,,,,,,,,1,94.07,1,94.07,,,1,94.07,1,94.07,1,94.07,,,,,,,,
,,,,65~69,,,,,,,,,1,104.71,1,,,,104.71,,,1,,104.71,,,,,,3,314.14,,,4,418.85,1,104.71,1,104.71,,,,,1,104.71,,,,,,,,,,,,,,,,
,,,,70~74,1,105.60,,,,,,,,,,,,,,,,,,,,,,,,5,527.98,1,105.60,3,316.79,2,211.19,1,105.60,,,,,,,,,1,105.60,,,,,1,105.60,,,,,,
,,,,75~79,,,,,1,137.55,1,137.55,1,137.55,,,,,,1,137.55,1,,137.55,,,,3,412.65,1,137.55,,,4,550.21,,,,,2,275.10,,,,,1,137.55,,,,,,,2,275.10,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,250.63,,,,,,2,501.25,,,,,,,,,1,250.63,,,,,,,,,1,250.63,,,,,,,,,,
,,,,85+,1,450.45,1,450.45,1,450.45,,,,,,,,,,,,,,,,,,1,450.45,,,,,1,450.45,1,450.45,,,3,1351.35,,,,,,,1,450.45,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,眼及淚腺,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.27,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,38.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,37.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,1,,41.07,,,,,,,,,,,,,,,,,,,1,41.07,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,38.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,38.01,1,38.01,,,,,,,,,,,,,,2,,76.02,,,,,,,,1,38.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,83.51,,,,,,,,,2,,,,83.51,,,1,,41.75,,,,,,,,1,41.75,,,,,,,1,41.75,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,5,,,,242.48,,,,,,1,,48.50,1,48.50,2,96.99,,,,,,,,,1,48.50,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,1,,87.03,,,,,,,,,,,1,87.03,,,,,,,,,,,,,1,87.03,,,1,87.03,,,,
,,,,60~64,1,92.85,,,1,92.85,,,,,3,,,,278.55,,,,,,1,,92.85,,,,,,,,,,,,,,,,,,,,,,,,,1,92.85,,,,,,,,
,,,,65~69,2,215.98,,,,,1,107.99,1,107.99,3,,,,323.97,,,1,,107.99,1,,107.99,,,1,107.99,4,431.97,,,,,,,1,107.99,,,2,215.98,,,,,2,215.98,,,,,2,215.98,,,,
