,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,46.95,,,1,46.95,,,,,,,,,,,,,,,,,,,,1,46.95,,,,,,,,,1,46.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,65.96,,,,,,2,,131.93,,,,,,,,1,65.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,70.03,,,,,,,,,,,,,,2,,140.06,,,,,,,,,,,,,,1,70.03,,,,,,,,,,,1,70.03,1,70.03,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,92.00,,,,,,,1,,,,92.00,1,,92.00,,,,,,,,2,183.99,,,1,92.00,1,92.00,1,92.00,,,,,,,,,1,92.00,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,,105.82,,,,,,,,,,,,,,,,,,,,,,,,1,105.82,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,147.71,1,147.71,,,,,,,,,,,,3,,443.13,,,,,1,,147.71,,,,,,,,,,,,,,,,,,,,,2,295.42,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,280.90,,,,,,,1,280.90,1,280.90,,,,,,,2,561.80,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,613.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,613.50,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1149.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.51,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,26.72,1,,,,26.72,,,,,,,,,,,,,,,,,,,,,1,26.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,31.86,1,31.86,,,,,,,,,,,,,,,1,,31.86,,,1,31.86,,,,,,,1,31.86,,,,,,,1,31.86,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,40.39,1,40.39,,,,,,,5,,,,201.94,,,,,,,,,,,,,1,40.39,1,40.39,,,,,2,80.78,,,,,,,1,40.39,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,67.52,,,,,,,,,2,,,,135.04,,,,,,,,,,,,,,,,,,,1,67.52,2,135.04,,,,,2,135.04,1,67.52,1,67.52,,,,,,,,,,,,,,,,,,
,,,,55~59,1,66.89,,,1,66.89,,,1,66.89,4,,,,267.56,1,,66.89,1,66.89,2,133.78,,,,1,66.89,,,,,,,,,,,,,,,1,66.89,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,88.73,1,88.73,5,,,,443.66,,,,2,177.46,,,,,,2,177.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,101.52,,,,1,101.52,4,406.09,,,,,,,,,,1,101.52,,,,,,,,,1,101.52,,,1,101.52,2,203.05,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,5,709.22,,,,2,283.69,,,,,,,1,141.84,,,1,141.84,,,1,141.84,,,,,3,425.53,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,257.73,,,,,,,,,,,,,2,515.46,1,257.73,,,,3,773.20,,,,,,,,,1,257.73,,,,,,,,,1,257.73,2,515.46,,,,,,,,,,,,,,,,
,,,,80~84,1,578.03,,,,,,,,,1,,,,578.03,,,,,,2,1156.07,,,,2,1156.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.51,,,,,1,28.51,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,25.39,,,,,,,,,,,,,,,,,,,,,1,,25.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,1,22.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,1,,25.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,60.30,,,,,1,30.15,1,30.15,,,,,,,,,1,30.15,,,,,,1,30.15,1,30.15,,,,,1,30.15,,,1,30.15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,37.27,,,,,,,,,2,,,,74.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,189.99,,,,,,,2,126.66,,,,,,1,,63.33,1,63.33,,,,,,1,63.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,66.84,1,66.84,1,66.84,,,1,66.84,1,,,,66.84,1,,66.84,,,,,1,,66.84,1,66.84,,,1,66.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,84.46,,,,,,,4,337.84,,,,,,3,,253.38,,,,,1,,84.46,,,,,,,,,,,,,,,,,2,168.92,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,102.25,,,,,,,1,102.25,1,,,,102.25,1,,102.25,,,,,1,,102.25,,,,,,,,,3,306.75,1,102.25,,,1,102.25,,,2,204.50,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,128.53,,,,,1,128.53,1,,,,128.53,2,,257.07,,,,,2,,257.07,,,,,,,1,128.53,,,1,128.53,,,,,,,2,257.07,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,227.79,,,,,1,227.79,,,,,,2,,455.58,,,,,1,,227.79,,,1,227.79,,,,,,,2,455.58,,,,,,,2,455.58,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,549.45,,,,,,,,,,,,,,,,,,1,549.45,,,,,,,1,549.45,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,,食道,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,25.01,,,,,1,,,,25.01,1,,25.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,21.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,23.71,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,29.48,,,,,,1,,29.48,2,58.96,,,1,,29.48,,,,,,,,,,,1,29.48,1,29.48,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,105.82,,,,,,,1,35.27,1,,,,35.27,,,,,,,,,,,,,1,35.27,2,70.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,117.10,,,,,,,1,58.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,117.10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,64.27,1,64.27,,,,,1,64.27,,,,,,,,,1,64.27,1,64.27,,,,,,,,2,128.53,,,1,64.27,1,64.27,,,,,1,64.27,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,80.06,,,,,,,1,80.06,,,,,,,,,1,80.06,,,,,,,,,,1,80.06,1,80.06,1,80.06,,,,,1,80.06,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,103.31,,,,,,,2,206.61,1,,,,103.31,3,,309.92,1,103.31,,,,,,,,1,103.31,3,309.92,,,1,103.31,,,,,,,1,103.31,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,6,751.88,,,,,,1,,125.31,3,375.94,,,,,,1,125.31,,,3,375.94,,,,,,,1,125.31,,,2,250.63,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,211.42,,,,,,,,,5,1057.08,,,,,,,,,,,,,,,,1,211.42,1,211.42,,,1,211.42,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,520.83,2,1041.67,,,,,,,,,2,1041.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,925.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,27.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.77,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.52,,,,,,,,,,,1,25.52,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,25.46,,,1,,,,25.46,,,,,,,,,,,,,,,,,,,1,25.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,20.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.17,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,22.26,,,,,,,,,,,,,,,1,22.26,,,,,1,22.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,55.63,,,,,,,1,27.82,2,,,,55.63,,,,,,,,1,,27.82,,,,,,,,,,,,,2,55.63,,,,,1,27.82,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,102.35,,,1,34.12,,,,,4,,,,136.47,,,,,,,,,,,,,,,1,34.12,,,,,,,1,34.12,,,,,,,1,34.12,,,,,,,,,,,,,,,,,,
,,,,50~54,1,51.87,,,,,,,,,1,,,,51.87,1,,51.87,,,,,,,,1,51.87,,,1,51.87,,,1,51.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,6,,,,392.41,,,,,,,,,,,,,,,2,130.80,1,65.40,,,,,,,,,1,65.40,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,223.55,1,74.52,,,,,1,74.52,5,,,,372.58,,,,1,74.52,1,74.52,4,,298.06,,,2,149.03,,,2,149.03,,,,,4,298.06,1,74.52,,,,,,,1,74.52,3,223.55,,,,,,,,,,,,,,
,,,,65~69,,,1,101.32,,,1,101.32,,,4,,,,405.27,,,,,,2,202.63,1,,101.32,,,1,101.32,,,,,,,,,,,,,,,,,,,,,1,101.32,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,116.69,,,,,,,,,,,1,116.69,7,,816.80,,,4,466.74,,,,,,,,,2,233.37,,,,,2,233.37,,,2,233.37,3,350.06,,,,,,,,,,,,,,
,,,,75~79,1,192.31,1,192.31,,,,,,,2,,,,384.62,,,,,,1,192.31,6,,1153.85,,,1,192.31,1,192.31,,,,,,,,,,,,,,,,,,,2,384.62,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,970.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,485.44,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,862.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,1,23.08,,,,,,,,,,,,,,,,,,1,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,2,47.25,,,1,,,,23.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,25.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.11,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,2,,,,39.00,,,,,,1,19.50,2,,39.00,,,,,,,,,,,,,,,,,,,,,1,19.50,1,19.50,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,21.66,,,,,,,,,,,,,,,1,,21.66,,,,,,,,,,,1,21.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,25.97,,,1,,,,25.97,,,,,,,,,,,,,,,,,,,,,1,25.97,1,25.97,,,,,,,1,25.97,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,31.63,,,1,31.63,4,,,,126.50,,,,,,,,,,,1,31.63,1,31.63,1,31.63,,,,,1,31.63,,,,,,,,,1,31.63,,,,,,,,,,,,,,,,,,
,,,,50~54,3,139.28,,,1,46.43,,,,,2,,,,92.85,,,,,,2,92.85,,,,,,1,46.43,,,,,,,,,,,,,,,,,1,46.43,1,46.43,,,,,,,,,,,,,,,,
,,,,55~59,3,205.20,,,,,,,1,68.40,2,,,,136.80,,,,,,1,68.40,3,,205.20,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.40,,,,,,,,,,,,
,,,,60~64,1,70.97,1,70.97,,,,,,,5,,,,354.86,,,,,,1,70.97,2,,141.94,,,,,1,70.97,,,,,1,70.97,,,,,1,70.97,,,,,,,1,70.97,2,141.94,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,97.56,,,,,,,,5,,487.80,,,1,97.56,,,1,97.56,,,2,195.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,233.37,,,,,,,,,1,,,,116.69,1,,116.69,,,1,116.69,6,,700.12,,,1,116.69,1,116.69,,,1,116.69,3,350.06,,,,,,,,,,,,,1,116.69,5,583.43,,,,,,,,,,,,
,,,,75~79,2,361.66,1,180.83,,,,,,,,,,,,,,,,,3,542.50,6,,1084.99,,,1,180.83,1,180.83,,,,,3,542.50,,,1,180.83,,,,,,,,,,,1,180.83,,,,,,,,,,,,
,,,,80~84,,,,,1,389.11,,,,,1,,,,389.11,,,,1,389.11,,,3,,1167.32,,,1,389.11,,,,,2,778.21,1,389.11,,,,,,,1,389.11,,,,,,,1,389.11,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,826.45,,,,,,1,826.45,,,,,,,,,,1,826.45,,,,,,,,,,,,,,,,,,,1,826.45,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,肝及肝內膽管,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.75,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,19.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.77,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,41.67,,,,,,,,,,,,,,,,,,,,,,,,1,20.83,1,20.83,,,,,,,,,,,,,,,,,,,,,1,20.83,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,3,,75.89,,,,,,,,1,25.30,,,,,,,,,2,50.59,,,,,,,,,,,2,50.59,1,25.30,,,,,,,,,,,,,,
,,,,45~49,3,91.21,,,,,,,,,,,,,,,,,,,1,30.40,2,,60.81,1,30.40,,,,,,,1,30.40,2,60.81,,,,,,,,,1,30.40,,,,,,,,,,,,,,,,,,
,,,,50~54,4,159.11,,,1,39.78,1,39.78,,,1,,,,39.78,3,,119.33,1,39.78,,,1,,39.78,1,39.78,1,39.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,205.06,,,,,,,,,,,,,,2,,136.71,,,1,68.35,,,,,,,,,,,,,,,,1,68.35,1,68.35,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,212.77,,,,,,,,,2,,,,141.84,2,,141.84,,,,,2,,141.84,,,,,,,,,,,1,70.92,,,,,,,,,,,1,70.92,,,,,2,141.84,,,,,,,,,,
,,,,65~69,,,1,94.16,,,,,,,,,,,,5,,470.81,,,1,94.16,3,,282.49,,,,,1,94.16,,,,,1,94.16,,,,,1,94.16,,,1,94.16,,,,,1,94.16,1,94.16,,,,,,,,,,
,,,,70~74,2,226.76,,,,,,,,,,,,,,1,,113.38,,,3,340.14,3,,340.14,,,,,2,226.76,,,,,3,340.14,,,,,,,,,,,1,113.38,,,,,3,340.14,,,,,,,,,,
,,,,75~79,,,,,,,1,163.40,,,,,,,,,,,,,,,3,,490.20,2,326.80,,,1,163.40,,,,,1,163.40,,,,,,,,,,,,,,,,,2,326.80,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,,361.01,,,,,2,,722.02,,,,,,,,,,,1,361.01,,,,,,,,,,,,,,,1,361.01,,,,,,,,,,,,
,,,,85+,,,,,1,833.33,,,,,,,,,,,,,,,1,833.33,1,,833.33,1,833.33,1,833.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
