,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,167.97,,,1,,,,55.99,,,3,,167.97,,,,,,2,111.98,,,,,1,55.99,1,55.99,1,55.99,,,,,,,,,1,55.99,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,131.23,1,65.62,,,2,131.23,,,,,,,,1,65.62,3,,196.85,,,,,,,,,,1,65.62,,,,,1,65.62,,,1,65.62,,,1,65.62,1,65.62,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,70.97,1,70.97,,,3,212.92,1,70.97,,,,,,2,141.94,1,,70.97,,,,1,70.97,,,1,70.97,,,2,141.94,,,2,141.94,1,70.97,,,,,,,,,2,141.94,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,4,423.28,,,,,,,,,,2,,211.64,1,,105.82,1,105.82,,,1,105.82,,,,,,,1,105.82,,,,,,,1,105.82,2,211.64,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,416.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,208.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,,438.60,,,,,,,,,1,438.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,862.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1994年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,22.72,,,,,1,22.72,1,22.72,,,,,,,,,,,,,,,,,,,,,,1,22.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,68.97,,,,,,,,,,1,,34.48,,,,,,,,,,,,,,,,,,,,1,34.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,45.64,5,228.21,,,,,,,,1,45.64,,,,,,,1,45.64,,,,,,,2,91.28,,,,,1,45.64,1,45.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,54.64,,,,,,,,2,109.29,,,,,,,,,1,54.64,,,,,,,1,54.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,3,197.11,,,1,,,,65.70,,,1,,65.70,,,,1,65.70,1,65.70,2,131.41,,,,,,,,,,,2,131.41,1,65.70,1,65.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,142.96,,,,,,,,2,142.96,2,,142.96,,,,1,71.48,,,,,1,71.48,2,142.96,2,142.96,,,,,,,,,2,142.96,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,205.55,,,,,2,205.55,,,,,,,,1,102.77,3,,308.32,,,,1,102.77,2,205.55,,,,,1,102.77,,,,,,,,,,,4,411.10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,196.85,1,196.85,,,,1,,196.85,,,,,,,2,393.70,3,590.55,,,2,393.70,,,,,,,1,196.85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,392.16,,,,,,,,,2,784.31,,,,,,,1,392.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,884.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.37,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,21.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.74,,,,,1,21.74,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,43.94,,,,,,,1,21.97,,,,,,1,21.97,,,,,,,,,1,21.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,30.89,,,,,,,1,30.89,,,,,,,,,,,,,,,,1,30.89,,,,,,,,,,,,,,,,,,,,,3,92.68,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,4,188.15,,,,,,1,47.04,,,,,,,,,,,,,,,,,1,47.04,,,1,47.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,52.63,,,,,1,52.63,2,105.26,,,,,,1,52.63,,,,,,,,,,,1,52.63,,,,,,,,,4,210.53,,,,,,,1,52.63,,,1,52.63,,,,,,,,,,,,,,,,,,
,,,,60~64,3,198.81,,,,,,,4,265.08,,,,,,,,2,,132.54,,,,1,66.27,1,66.27,,,,,,,,,1,66.27,1,66.27,,,,,,,1,66.27,,,,,1,66.27,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,68.68,4,274.73,1,,,,68.68,2,137.36,,,,,,,1,68.68,,,,,1,68.68,,,,,,,2,137.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,178.89,,,1,89.45,,,2,178.89,,,,,,,,2,,178.89,,,,,,,,,,,,,,,,1,89.45,3,268.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,347.83,,,,,,,,2,,347.83,1,,173.91,2,347.83,,,,,,,,,,,,,2,347.83,,,,,,,,,,,,,2,347.83,,,,,,,,,,,,,,,,
,,,,80~84,,,1,326.80,,,,,,,,,,,,,,1,,326.80,,,,1,326.80,,,,,,,1,326.80,,,,,1,326.80,,,,,,,,,,,,,2,653.59,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,740.74,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.37,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,17.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,24.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.87,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.83,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,21.63,,,,,,,,,,,1,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,45.09,,,,,,,,,1,,,,22.54,,,1,,22.54,,,,,,,,1,22.54,,,,,,,2,45.09,,,1,22.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,27.65,,,,,,,,,,2,55.31,,,,,,,1,27.65,,,,,1,27.65,,,,,1,27.65,,,,,,,1,27.65,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,96.99,,,,,,,,,,,,,,2,96.99,,,,,,,,,,,,,,,,,,,2,96.99,,,1,48.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,203.56,,,,,,,1,50.89,,,,,,7,356.23,,,,1,,50.89,1,50.89,,,,,,,,,,,2,101.78,,,,,,,,,1,50.89,1,50.89,1,50.89,,,,,,,,,,,,,,,,,,
,,,,60~64,1,66.05,1,66.05,,,,,,,,,,,,1,66.05,,,,,,,5,330.25,,,,,1,66.05,1,66.05,,,5,330.25,,,,,,,,,1,66.05,,,1,66.05,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,4,283.09,1,,70.77,2,,141.54,2,141.54,,,4,283.09,,,,,1,70.77,2,141.54,,,,,,,,,,,,,,,1,70.77,,,,,,,,,,,,,,,,
,,,,70~74,2,172.56,1,86.28,,,,,,,1,,,,86.28,6,517.69,,,,,,,2,172.56,1,86.28,,,1,86.28,,,,,2,172.56,,,,,,,2,172.56,,,1,86.28,,,2,172.56,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,157.73,,,,,,4,630.91,1,,157.73,1,,157.73,1,157.73,1,157.73,,,1,157.73,,,,,1,157.73,,,,,,,2,315.46,1,157.73,,,,,1,157.73,,,,,,,,,,,,,,,,
,,,,80~84,1,328.95,,,,,,,,,,,,,,2,657.89,,,,,,,1,328.95,,,,,,,,,,,,,,,,,,,,,,,,,,,1,328.95,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,649.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,20.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,23.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.14,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,21.70,,,,,,,,,,,,,,2,43.40,,,,,,,,,,,,,,,,,,,,,,,,,1,21.70,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,45.28,,,,,,,,,1,,,,22.64,2,45.28,,,,,,,,,,,,,,,1,22.64,,,,,,,1,22.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,78.04,1,26.01,1,26.01,,,,,1,,,,26.01,2,52.03,,,,,,,1,26.01,,,,,,,,,1,26.01,,,,,,,,,,,,,,,,,,,1,26.01,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,1,46.77,1,46.77,,,,,1,46.77,,,,,,,1,46.77,,,,,,,,,,,,,,,1,46.77,,,,,,,,,,,,
,,,,55~59,2,97.09,,,,,,,,,,,,,,3,145.63,,,,,,,1,48.54,2,97.09,,,1,48.54,1,48.54,,,,,,,1,48.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,63.61,,,,,,,,,,,,,,,,,,,,,,1,63.61,1,63.61,,,,,,,,,,,,,,,,,,,,,,,1,63.61,,,,,1,63.61,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,6,435.41,,,,,,,2,145.14,2,145.14,,,2,145.14,1,72.57,,,,,,,1,72.57,2,145.14,,,,,,,,,,,,,2,145.14,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,169.35,1,,84.67,1,,84.67,,,4,338.70,1,84.67,1,84.67,,,,,,,1,84.67,,,1,84.67,,,1,84.67,1,84.67,1,84.67,,,,,3,254.02,,,,,,,,,,,,
,,,,75~79,,,1,143.06,,,,,,,,,,,,2,286.12,,,,,,,1,143.06,1,143.06,,,2,286.12,,,,,,,,,,,1,143.06,,,,,2,286.12,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,295.86,,,,,,,,,,,,,,,,,,,,,,,,,1,295.86,,,1,295.86,2,591.72,,,1,295.86,,,2,591.72,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,581.40,,,,,,,1,581.40,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,其他神經系統,,,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,25.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,47.40,,,,,,,,,,,,,,,,1,,23.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,22.01,,,,,,,,,,,,,,,,,,,,,,,,1,22.01,,,,,,,,,,,,,,,3,66.04,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,22.11,1,,,,22.11,,,1,,22.11,,,,,,1,22.11,2,44.22,,,,,,,,,,,,,1,22.11,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,25.60,1,25.60,,,,,,1,25.60,1,,25.60,2,,51.20,,,,,,,,,,,,,1,25.60,,,,,2,51.20,1,25.60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,42.81,,,4,171.23,,,,,,2,85.62,,,,,,,,,1,42.81,1,42.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,98.33,,,,,,,7,344.15,,,,,,,,,,,1,,49.16,,,1,49.16,1,49.16,,,,,,,1,49.16,1,49.16,,,,,,,2,98.33,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,62.31,,,2,124.61,3,186.92,,,,,,,,,,,,,,,,1,62.31,,,,,,,,,1,62.31,,,1,62.31,1,62.31,,,1,62.31,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,3,215.98,,,,,,,,4,,287.98,3,,215.98,,,2,143.99,,,,,,,1,71.99,2,143.99,,,1,71.99,,,,,1,71.99,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,163.80,,,,,1,81.90,2,163.80,,,,,,1,81.90,,,,6,,491.40,1,81.90,1,81.90,,,1,81.90,,,1,81.90,1,81.90,,,2,163.80,1,81.90,,,3,245.70,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,130.38,2,260.76,,,,,,1,130.38,2,,260.76,2,,260.76,,,1,130.38,,,,,,,,,,,,,2,260.76,,,1,130.38,4,521.51,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,281.69,,,,,1,281.69,,,,,,,,,,,,,,,,,,1,281.69,,,,,,,,,,,,,1,281.69,,,,,1,281.69,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,518.13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.97,2,53.94,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.64,,,,,,,1,20.64,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.72,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,21.76,,,,,,,,,,,,,,,,,,,1,,21.76,,,,,1,21.76,,,,,,,,,,,,,,,,,,,,,1,21.76,,,,,,,,,,,,,,,,,,
,,,,40~44,5,110.64,,,,,,,,,3,,,,66.39,3,66.39,,,,,,,,,1,22.13,,,,,,,,,,,,,,,1,22.13,,,,,,,,,,,1,22.13,1,22.13,,,,,,,,,,,,
,,,,45~49,1,24.51,,,1,24.51,,,1,24.51,,,,,,2,49.02,,,,,,,1,24.51,1,24.51,,,,,,,,,,,,,,,1,24.51,,,,,2,49.02,,,,,,,1,24.51,,,,,,,,,,,,
,,,,50~54,3,115.43,,,1,38.48,,,,,,,,,,4,153.91,,,,1,,38.48,,,1,38.48,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.48,,,1,38.48,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,3,148.88,1,,49.63,,,,,,3,148.88,,,1,49.63,,,1,49.63,,,,,,,1,49.63,,,,,,,,,,,1,49.63,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,60.35,,,,,,,2,120.70,1,60.35,,,,,,,1,60.35,,,1,60.35,,,2,120.70,,,,,2,120.70,,,,,2,120.70,,,,,,,2,120.70,,,,,,
