,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,42.79,,,,,,,1,42.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,49.07,,,,,,,,,,,,1,49.07,,,,,1,49.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,145.56,,,,,,,,,,1,72.78,1,72.78,,,,,,,,,1,72.78,,,,,,,,,,,,,,,,,,
,,,,55~59,1,71.28,,,,,,,2,142.55,1,,,,71.28,,,,,,,,,,,,,,,1,71.28,1,71.28,,,,,,,,,,,,,,,,,,
,,,,60~64,1,80.06,,,,,,,2,160.13,1,,,,80.06,1,80.06,,,1,80.06,,,,,,,,,,,,,,,3,240.19,,,,,,,,,,,,,,
,,,,65~69,2,164.20,1,82.10,1,82.10,,,3,246.31,,,,,,2,164.20,1,82.10,2,164.20,,,1,82.10,,,,,,,,,2,164.20,,,1,82.10,,,,,,,,,,,,
,,,,70~74,,,2,205.34,,,,,1,102.67,2,,,,205.34,1,102.67,1,102.67,1,102.67,,,,,1,102.67,,,,,,,,,,,1,102.67,,,,,,,,,,,,
,,,,75~79,,,1,158.73,,,,,1,158.73,,,,,,2,317.46,1,158.73,1,158.73,1,158.73,,,2,317.46,1,158.73,,,,,1,158.73,,,1,158.73,,,,,,,,,,,,
,,,,80~84,,,1,349.65,,,,,,,1,,,,349.65,1,349.65,,,,,,,,,,,2,699.30,,,1,349.65,1,349.65,,,,,,,,,,,,,,,,
,,,,85+,,,1,740.74,,,1,740.74,,,,,,,,,,,,1,740.74,,,,,,,,,,,,,,,,,1,740.74,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.28,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,40.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,38.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,40.37,,,,,,,,,,,,,,1,40.37,,,,,,,,,,,,,,,1,40.37,,,,,,,,,,,,,,,,,,
,,,,40~44,1,43.27,1,43.27,,,,,,,,,,,,,,,,,,,,,,,,1,43.27,1,43.27,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,47.28,,,,,,,,,,,,,,1,47.28,1,47.28,,,,,,,,,,,,,,,,,2,94.56,,,,,,
,,,,50~54,1,69.11,,,,,,,,,1,,,,69.11,3,207.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,73.80,1,73.80,,,,,,1,73.80,,,,,,,,,,,,,1,73.80,,,,,1,73.80,,,,,,,,,,,1,73.80,,
,,,,60~64,1,79.68,,,,,,,,,,,,,,2,159.36,,,1,79.68,,,,,,,,,,,,,,,1,79.68,1,79.68,,,,,1,79.68,,,1,79.68,,
,,,,65~69,,,,,1,83.75,,,,,,,,,,2,167.50,1,83.75,,,,,,,,,,,,,2,167.50,,,,,,,,,,,,,,,,,,
,,,,70~74,1,101.73,,,,,,,,,,,,,,4,406.92,1,101.73,,,4,406.92,,,,,1,101.73,,,2,203.46,,,1,101.73,,,1,101.73,,,,,,,3,305.19,,
,,,,75~79,,,,,1,152.21,,,,,,,,,,2,304.41,,,1,152.21,2,304.41,,,,,1,152.21,,,,,,,1,152.21,,,1,152.21,,,,,1,152.21,2,304.41,,
,,,,80~84,,,,,,,,,,,,,,,,2,760.46,,,,,,,,,,,,,,,,,,,,,,,,,1,380.23,,,,,,,,
,,,,85+,,,,,,,,,1,675.68,,,,,,,,,,,,,,,,,,2,1351.35,1,675.68,,,,,1,675.68,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,1,37.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,1,39.84,,,,,1,39.84,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,129.14,,,,,,,2,86.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,46.13,1,46.13,,,,,1,46.13,,,,,,,,,,,,,,,,,,,,,,1,46.13,,,,,,,,,,,,,,,,,,
,,,,50~54,1,63.98,,,,,,,1,63.98,,,,,,,,,,,,,,1,63.98,,,1,63.98,,,,,,,,,1,63.98,,,,,,,,,,,,
,,,,55~59,1,76.57,,,,,1,76.57,3,229.71,,,,,,1,76.57,,,,,,,,,,,1,76.57,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,77.34,,,,,1,77.34,3,232.02,,,,,,,,1,77.34,1,77.34,,,,,,,,,1,77.34,,,1,77.34,1,77.34,1,77.34,1,77.34,,,,,,,,,,
,,,,65~69,1,87.34,1,87.34,1,87.34,,,3,262.01,,,,,,1,87.34,1,87.34,,,,,,,,,2,174.67,,,,,,,,,1,87.34,,,,,,,,,,,,
,,,,70~74,1,101.11,,,,,,,1,101.11,,,,,,,,2,202.22,,,,,1,101.11,,,1,101.11,,,,,,,1,101.11,,,1,101.11,,,,,,,,,,
,,,,75~79,,,,,,,,,1,144.72,1,,,,144.72,1,144.72,2,289.44,1,144.72,,,,,1,144.72,,,,,,,,,,,,,2,289.44,,,,,,,,,,
,,,,80~84,,,1,358.42,,,,,,,,,,,,,,3,1075.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,1,51.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,42.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,41.20,,,,,,,,,,,,,,,,1,41.20,,,,,,,,,,,,,,,,,1,41.20,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,43.99,,,,,,,,,,,2,87.99,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,45.87,,,,,,,,,,,,,,5,229.36,,,2,91.74,,,,,1,45.87,,,,,,,,,,,,,,,1,45.87,,,,,,,,
,,,,50~54,1,58.58,,,,,,,,,,,,,,1,58.58,1,58.58,,,,,,,,,,,1,58.58,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,79.68,,,,,,,,,,,,,,4,318.73,,,2,159.36,,,1,79.68,,,,,,,,,1,79.68,,,1,79.68,1,79.68,,,,,,,,,,
,,,,60~64,1,74.79,1,74.79,,,,,,,,,,,,8,598.35,1,74.79,,,,,1,74.79,,,1,74.79,,,,,1,74.79,,,,,2,149.59,,,,,,,,,,
,,,,65~69,2,179.21,,,1,89.61,,,,,,,,,,2,179.21,,,5,448.03,,,,,1,89.61,,,1,89.61,1,89.61,1,89.61,,,,,1,89.61,,,3,268.82,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,5,480.77,2,192.31,5,480.77,,,,,,,,,,,,,,,,,,,1,96.15,,,4,384.62,,,,,,
,,,,75~79,,,,,,,,,1,149.48,,,,,,2,298.95,1,149.48,5,747.38,1,149.48,2,298.95,,,2,298.95,,,,,,,,,,,1,149.48,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,3,931.68,,,,,,,,,,,,,,,,,,,,,1,310.56,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,574.71,1,574.71,,,,,,,,,,,,,,,1,574.71,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,0~4,,,,,1,54.50,,,1,54.50,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.50,,,,,,,,,,,,,,
,,,,15~19,,,,,1,44.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.80,,,,,,,,,,
,,,,30~34,1,42.86,1,42.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,42.11,,,,,,,,,,1,42.11,,,,,,,,,,,,,,,,,,,,,,,2,84.21,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,1,42.72,1,42.72,1,42.72,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,46.27,,,,,,,,,,,,,,,,,,,,1,46.27,,,,,1,46.27,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,54.08,1,,,,54.08,,,,,1,54.08,,,1,54.08,1,54.08,,,,,1,54.08,1,54.08,,,,,,,,,1,54.08,,,,,,
,,,,55~59,,,,,,,,,1,79.68,,,,,,,,,,2,159.36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79.68,,
,,,,60~64,2,150.60,,,1,75.30,,,3,225.90,,,,,,,,,,1,75.30,,,,,,,,,,,,,2,150.60,,,,,,,2,150.60,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,2,180.02,1,90.01,1,90.01,1,90.01,,,1,90.01,,,,,1,90.01,,,,,,,,,,,,,,,,
,,,,70~74,1,96.53,,,,,,,2,193.05,,,,,,1,96.53,2,193.05,4,386.10,,,1,96.53,,,2,193.05,,,,,,,,,,,,,1,96.53,,,,,2,193.05,,
,,,,75~79,1,145.35,,,,,,,,,,,,,,,,2,290.70,1,145.35,,,2,290.70,,,1,145.35,,,,,1,145.35,,,1,145.35,,,,,,,,,,,,
,,,,80~84,,,,,,,1,277.01,2,554.02,,,,,,,,,,,,,,,,,,1,277.01,,,,,1,277.01,,,,,,,1,277.01,,,,,1,277.01,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,546.45,,,,,,,,,,,1,546.45,,,,,,,,,1,546.45,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,1,58.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.00,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,50.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,44.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,42.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,42.50,,,,,,,,,,,,,,,,,,,,,,1,42.50,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,45.05,,,,,,,1,45.05,,,,,,,,,,,,,,,,,,,,,,,,1,45.05,1,45.05,,,1,45.05,,,,,,,,,,
,,,,50~54,2,104.60,,,,,,,1,52.30,,,,,,,,,,1,52.30,,,,,1,52.30,,,,,,,,,1,52.30,,,,,,,,,,,,,,
,,,,55~59,2,153.85,,,,,,,3,230.77,,,,,,,,2,153.85,,,,,1,76.92,,,,,,,,,1,76.92,,,,,,,,,1,76.92,,,,,,
,,,,60~64,,,,,,,,,2,152.91,,,,,,,,1,76.45,,,,,,,,,1,76.45,,,,,1,76.45,,,,,,,1,76.45,,,,,,,,
,,,,65~69,1,88.42,1,88.42,,,2,176.83,3,265.25,,,,,,,,1,88.42,,,,,,,,,,,,,,,,,,,1,88.42,,,,,,,,,,,,
,,,,70~74,,,1,98.91,1,98.91,,,3,296.74,,,,,,1,98.91,2,197.82,1,98.91,,,1,98.91,,,1,98.91,2,197.82,,,,,,,2,197.82,,,,,1,98.91,,,,,,
,,,,75~79,,,,,,,,,2,280.11,,,,,,1,140.06,1,140.06,,,4,560.22,,,1,140.06,,,,,1,140.06,,,,,1,140.06,,,,,1,140.06,,,,,,
,,,,80~84,,,,,,,,,1,248.14,,,,,,2,496.28,,,1,248.14,3,744.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1086.96,,,,,,,,,2,1086.96,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,皮膚,,肝及肝內膽管,,,,,其他分界不明的部位,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,0~4,,,,,,,,,,,,,,,,1,62.77,,,,,,,1,62.77,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,42.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,1,46.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.10,,,,
,,,,40~44,2,86.62,,,1,43.31,,,1,43.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.31,,,,,,,,,,
,,,,45~49,4,180.91,,,,,,,,,,,,,,,,1,45.23,,,,,,,,,1,45.23,,,,,,,,,,,,,1,45.23,,,,,,,,
,,,,50~54,3,149.25,1,49.75,,,,,,,3,,,,149.25,,,,,,,,,,,,,,,,,1,49.75,1,49.75,1,49.75,,,,,,,,,1,49.75,1,49.75,,
,,,,55~59,3,219.62,,,,,,,,,1,,,,73.21,,,1,73.21,1,73.21,,,,,,,,,,,,,1,73.21,,,1,73.21,,,,,,,,,,,,
,,,,60~64,,,,,,,1,78.68,,,6,,,,472.07,,,1,78.68,,,,,,,,,1,78.68,,,,,,,,,,,,,1,78.68,,,,,,,,
,,,,65~69,,,1,86.58,,,,,1,86.58,5,,,,432.90,,,3,259.74,3,259.74,,,,,1,86.58,,,,,,,,,,,1,86.58,3,259.74,,,1,86.58,,,,,,
,,,,70~74,,,,,,,,,,,3,,,,290.42,,,,,5,484.03,1,96.81,,,1,96.81,1,96.81,,,,,,,1,96.81,,,,,,,2,193.61,,,,,4,387.22
,,,,75~79,2,264.90,,,,,,,,,1,,,,132.45,,,,,,,1,132.45,,,,,,,1,132.45,,,,,2,264.90,,,,,1,132.45,,,,,,,1,132.45
,,,,80~84,,,,,1,234.74,,,,,1,,,,234.74,,,1,234.74,1,234.74,1,234.74,,,,,,,,,,,1,234.74,2,469.48,,,,,,,1,234.74,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,502.51,2,1005.03,,,,,,,,,,,,,,,1,502.51,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,40~44,1,43.86,,,,,1,43.86,1,43.86,1,,,,43.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,45.13,,,,,1,,,,45.13,,,1,45.13,,,,,,,,,1,45.13,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,47.98,,,2,95.97,,,,,1,,,,47.98,,,,,1,47.98,,,,,,,1,47.98,2,95.97,,,,,,,,,1,47.98,,,,,,,,,,
,,,,55~59,,,,,,,,,,,3,,,,204.36,,,1,68.12,1,68.12,,,,,1,68.12,,,,,,,,,,,,,1,68.12,,,,,,,,,,
,,,,60~64,1,81.30,,,,,1,81.30,,,1,,,,81.30,,,,,,,,,2,162.60,,,,,1,81.30,,,1,81.30,,,,,1,81.30,,,,,,,,,,
,,,,65~69,,,,,,,1,83.61,1,83.61,1,,,,83.61,3,250.84,1,83.61,,,1,83.61,1,83.61,,,,,1,83.61,1,83.61,2,167.22,,,,,1,83.61,,,,,,,,,,
,,,,70~74,2,201.61,,,1,100.81,,,1,100.81,4,,,,403.23,2,201.61,5,504.03,,,1,100.81,,,,,,,1,100.81,,,,,2,201.61,,,5,504.03,,,,,,,,,,
,,,,75~79,,,1,130.04,,,,,1,130.04,4,,,,520.16,,,4,520.16,1,130.04,1,130.04,,,,,,,1,130.04,,,,,,,1,130.04,,,,,,,,,,,,
,,,,80~84,1,215.98,,,,,,,2,431.97,1,,,,215.98,,,2,431.97,1,215.98,1,215.98,,,,,,,,,,,,,,,1,215.98,5,1079.91,,,,,,,,,,
,,,,85+,,,,,,,,,,,2,,,,966.18,1,483.09,,,,,1,483.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,35~39,2,91.28,,,,,,,,,,,,,,,,,,1,45.64,,,,,,,,,,,,,,,,,,,,,,,1,45.64,,,,,,
,,,,40~44,1,43.74,,,,,,,1,43.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.74,,,,,,,,
,,,,45~49,2,91.83,,,,,,,1,45.91,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.91,,,1,45.91,,,,,,,,,,
,,,,50~54,5,240.96,1,48.19,1,48.19,1,48.19,,,,,,,,,,2,96.39,1,48.19,,,,,,,,,1,48.19,1,48.19,1,48.19,,,,,,,1,48.19,1,48.19,,,,,,
,,,,55~59,4,247.68,,,,,,,2,123.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61.92,,,1,61.92
,,,,60~64,,,1,83.40,1,83.40,,,3,250.21,1,,,,83.40,1,83.40,,,1,83.40,1,83.40,,,,,1,83.40,,,,,,,1,83.40,1,83.40,,,,,,,,,,,,
