,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,110.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,109.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,1,89.61,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,93.55,,,,,,,1,93.55,,,,,,1,93.55,,,,1,93.55,,,,,,,1,93.55,,,1,93.55,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,109.41,,,,,,,,,,,1,109.41,1,109.41,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,127.88,,,,,1,127.88,1,127.88,,,,,,,,1,,127.88,,,,,,,1,127.88,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,207.90,1,207.90,,,1,207.90,,,,,,,,,,,,,3,623.70,,,,,,,,,1,207.90,,,,,,,,,1,207.90,,,,,,
,,,,60~64,1,145.14,,,,,1,145.14,7,1015.97,,,,,,,,1,,145.14,,,,,1,145.14,,,,,,,,,,,,,1,145.14,,,,,,,,
,,,,65~69,,,,,,,1,151.75,,,1,,,,151.75,,,,,,,,1,151.75,,,,,,,,,,,,,1,151.75,,,,,,,,,,
,,,,70~74,,,1,189.75,,,,,3,569.26,,,,,,,,2,,379.51,3,569.26,1,189.75,1,189.75,,,,,,,1,189.75,,,2,379.51,,,1,189.75,,,,,,
,,,,75~79,,,,,,,2,611.62,4,1223.24,,,,,,,,2,,611.62,2,611.62,,,,,,,,,,,1,305.81,1,305.81,1,305.81,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,1,584.80,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1190.48,,,,,,,,,,,,,,,,,,,,,,,1,1190.48,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,食道,,胸膜,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,35~39,,,,,,,1,95.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,89.45,,,,,,,,,,,,,,,1,89.45,,,1,89.45,,,,,1,89.45,,,,,,,,,,,,,,,,
,,,,45~49,1,113.77,,,,,,,1,113.77,,,,,,1,113.77,1,,113.77,,,,,,,,,,,,,1,113.77,,,,,,,,,,,,,,
,,,,50~54,1,121.07,,,,,1,121.07,3,363.20,,,,,,1,121.07,1,,121.07,,,,,,,,,1,121.07,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,194.93,1,,,,194.93,1,194.93,,,,,,1,194.93,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,155.28,3,465.84,,,,,,,,1,155.28,,,,,,,2,310.56,,,,,1,155.28,,,,,,,,
,,,,65~69,3,442.48,,,,,,,,,1,,,,147.49,2,294.99,1,,147.49,,,,,2,294.99,1,147.49,,,,,1,147.49,2,294.99,,,,,,,,,,,,
,,,,70~74,1,184.16,2,368.32,,,1,184.16,4,736.65,3,,,,552.49,2,368.32,,,,,,,,1,184.16,,,1,184.16,,,1,184.16,,,1,184.16,,,,,,,,,,
,,,,75~79,,,,,,,,,1,289.02,,,,,,4,1156.07,,,,,,,,,,,,,,,,,,,,,,1,289.02,,,,,,,,
,,,,80~84,,,,,,,1,546.45,,,,,,,,,,,,,,,,,,,,,,,,,1,546.45,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1176.47,,,,,,1,1176.47,,,,,,,,1,1176.47,,,1,1176.47,,,,,,,,,2,2352.94,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,150.83,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,127.88,,,,,,,,,,,,,,1,,127.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,100.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,105.04,,,,,,,,2,,210.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,243.01,,,,,,,1,121.51,1,,,,121.51,1,121.51,1,,121.51,,,,,1,121.51,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,353.36,,,1,176.68,,,2,353.36,1,,,,176.68,1,176.68,,,,1,176.68,,,1,176.68,,,,,,,,,,,1,176.68,,,,,,,,,,
,,,,60~64,1,174.52,,,,,,,2,349.04,,,,,,1,174.52,1,,174.52,,,,,,,,,,,1,174.52,1,174.52,1,174.52,,,1,174.52,1,174.52,,,,,,
,,,,65~69,1,147.49,,,,,1,147.49,7,1032.45,2,,,,294.99,1,147.49,2,,294.99,,,,,,,,,,,1,147.49,,,3,442.48,1,147.49,,,,,,,,,,
,,,,70~74,1,182.48,,,,,1,182.48,2,364.96,1,,,,182.48,3,547.45,,,,,,,,1,182.48,,,1,182.48,1,182.48,,,,,1,182.48,,,1,182.48,,,,,,
,,,,75~79,,,,,,,1,265.25,,,1,,,,265.25,2,530.50,1,,265.25,,,,,,,1,265.25,,,,,,,2,530.50,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,497.51,,,,,,1,497.51,,,,,,1,497.51,,,,,,,,,,,1,497.51,,,,,2,995.02,,,,,,
,,,,85+,,,,,,,,,1,1123.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,直腸與肛門,,,肺、支氣管及氣管,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,20~24,,,,,,,,,,,1,,,,131.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,131.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,105.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,89.45,,,,,1,89.45,,,,,,,,1,89.45,,,,1,89.45,,,,,,,,,,,,,1,89.45,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,3,300.30,1,,100.10,2,200.20,,,,,,,,,,,,,,,,,1,100.10,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,113.38,1,113.38,,,,1,113.38,,,1,113.38,,,,,,,1,113.38,,,1,113.38,,,,,,,,,,
,,,,55~59,1,156.99,,,,,,,,,,,,,,,,1,,156.99,,,,,,,,,,,,,,,,,,,2,313.97,1,156.99,,,,,,
,,,,60~64,,,1,201.21,,,,,,,,,,,,2,402.41,,,,5,1006.04,,,,,,,1,201.21,,,1,201.21,,,,,,,,,,,,,,
,,,,65~69,2,300.30,,,,,,,1,150.15,,,,,,3,450.45,,,,1,150.15,,,3,450.45,,,,,1,150.15,2,300.30,,,,,1,150.15,,,1,150.15,,,,
,,,,70~74,,,,,,,,,,,,,,,,4,725.95,1,,181.49,3,544.46,,,,,1,181.49,,,,,,,1,181.49,,,1,181.49,,,1,181.49,,,,
,,,,75~79,,,,,1,253.81,,,,,1,,,,253.81,,,1,,253.81,2,507.61,1,253.81,,,,,,,1,253.81,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,460.83,3,,1382.49,,,,,1,460.83,,,,,,,2,921.66,1,460.83,,,2,921.66,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1052.63,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,直腸與肛門,,,肺、支氣管及氣管,,胃,,食道,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,5~9,,,,,,,1,180.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,173.31,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,113.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,90.83,,,,,,,,,,,,,,,,,,,,,,,1,90.83,1,90.83,,,,,,,,,1,90.83,,,,,,,,,,
,,,,45~49,1,98.72,,,,,,,,,,,,,,2,197.43,,,,,,,,,,,,,,,,,,,,,,1,98.72,,,,,,,,
,,,,50~54,1,115.47,,,,,,,1,115.47,,,,,,2,230.95,,,,,,,,,,,,,,2,230.95,1,115.47,,,2,230.95,,,,,,,,,,
,,,,55~59,2,277.39,,,,,,,,,,,,,,1,138.70,,,,,,,,,,,,1,138.70,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,212.31,,,,,1,212.31,,,,,,1,212.31,2,,424.63,2,424.63,,,,,,,,,4,849.26,,,,,1,212.31,,,1,212.31,,,,,,
,,,,65~69,1,156.49,,,1,156.49,,,,,1,,,,156.49,4,625.98,,,,2,312.99,,,,,,,,,2,312.99,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,2,357.78,,,,4,715.56,,,,,,,,,3,536.67,,,,,1,178.89,,,,,,,,,,
,,,,75~79,1,235.85,,,,,,,,,,,,,,3,707.55,1,,235.85,3,707.55,3,707.55,,,,,,,1,235.85,,,1,235.85,2,471.70,,,,,3,707.55,,,,
,,,,80~84,,,,,1,467.29,,,,,,,,,,1,467.29,2,,934.58,,,1,467.29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,826.45,,,,1,826.45,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,30~34,,,1,127.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,191.20,,,,,,,1,95.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,96.06,,,,,,1,96.06,,,,,1,96.06,,,,,,,,,1,96.06,,,,,,,,
,,,,50~54,1,108.93,,,,,,,3,326.80,,,,,,,,,,,,,,,,,,,,,1,108.93,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,127.88,,,3,383.63,1,,,,127.88,,,,,,,,1,127.88,,,1,127.88,,,1,127.88,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,216.92,,,,,,1,216.92,,,,,,,,1,216.92,,,,,1,216.92,,,1,216.92,,,,,,,,,,,,
,,,,65~69,2,324.15,,,,,,,2,324.15,,,,,,2,324.15,,,,,,,,,,,,,,1,162.07,1,162.07,,,2,324.15,,,,,,,,,,
,,,,70~74,1,177.62,,,,,2,355.24,2,355.24,,,,,,4,710.48,,,,,,,,,,,,,,,,,,1,177.62,1,177.62,,,1,177.62,,,,,,
,,,,75~79,2,471.70,,,,,,,1,235.85,1,,,,235.85,,,1,,235.85,2,471.70,,,1,235.85,,,,,,,,,,,,,,,2,471.70,,,,,,
,,,,80~84,,,,,,,,,2,836.82,,,,,,2,836.82,,,,,,,,,,,,,,2,836.82,,,1,418.41,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,793.65,,,,,,,,,,,,,,,,,,,2,1587.30,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,196.08,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,128.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,100.50,1,,,,100.50,1,100.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,3,274.47,,,,,,1,91.49,,,,,,1,91.49,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,110.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,120.34,,,,,1,120.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,204.50,,,,,,2,409.00,,,,,,,,1,204.50,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,169.78,,,,,,,1,,,,169.78,,,,,,,,,,,,,,1,169.78,,,,,1,169.78,,,,,,,,,,,,
,,,,70~74,,,,,1,172.71,4,690.85,1,172.71,1,,,,172.71,1,172.71,,,,1,172.71,,,,,,,3,518.13,1,172.71,,,,,2,345.42,,,,,,,,,,
,,,,75~79,,,,,,,,,2,470.59,,,,,,2,470.59,1,,235.29,1,235.29,,,,,,,,,,,,,2,470.59,,,,,,,,,,,,
,,,,80~84,,,1,396.83,1,396.83,,,1,396.83,,,,,,3,1190.48,,,,3,1190.48,,,,,1,396.83,,,,,,,1,396.83,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,740.74,,,,,,,,,,,,,,,,1,740.74,,,1,740.74,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,骨、關節及關節軟骨,,眼及淚腺,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,25~29,,,,,,,,,,,1,,,,134.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,123.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,105.26,,,,,,,,,,,,,,,,,,,,,,,,,1,105.26,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,187.27,1,93.63,,,,,,,2,,,,187.27,,,,,,,,,,1,93.63,2,187.27,,,1,93.63,1,93.63,,,,,,,,,1,93.63,,,,
,,,,50~54,,,,,,,1,102.67,,,1,,,,102.67,,,,,,1,102.67,,,,,,,,,,,,,,,,,,,1,102.67,1,102.67,,,,
,,,,55~59,,,,,,,,,,,2,,,,234.19,1,117.10,1,,117.10,1,117.10,,,1,117.10,,,,,,,,,,,,,,,1,117.10,,,,,1,117.10
,,,,60~64,,,,,,,,,,,2,,,,365.63,2,365.63,1,,182.82,,,,,,,,,1,182.82,,,,,,,,,,,,,,,,,2,365.63
,,,,65~69,1,189.39,,,,,,,,,3,,,,568.18,,,1,,189.39,,,,,,,,,,,,,,,1,189.39,,,,,,,1,189.39,1,189.39,1,189.39
,,,,70~74,,,,,,,,,,,2,,,,346.02,,,6,,1038.06,,,,,1,173.01,1,173.01,,,,,,,,,,,1,173.01,3,519.03,,,,,1,173.01
,,,,75~79,,,,,,,1,232.56,1,232.56,5,,,,1162.79,,,1,,232.56,,,1,232.56,,,,,,,,,,,,,,,2,465.12,1,232.56,,,,,3,697.67
,,,,80~84,,,,,,,,,,,2,,,,757.58,,,1,,378.79,,,,,1,378.79,1,378.79,,,,,,,2,757.58,1,378.79,,,,,,,,,1,378.79
,,,,85+,,,,,1,671.14,,,1,671.14,2,,,,1342.28,,,1,,671.14,,,,,1,671.14,,,,,,,,,,,,,,,,,,,,,2,1342.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胸腺、心臟與中隔,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,194.55,,,,,,,,
,,,,25~29,,,1,140.65,,,,,,,,,,,,,,1,,140.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,146.20,,,,,,,,,,,,,,,,,,,1,146.20,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,445.93,,,,,,,,,1,,,,111.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,94.34,,,,,1,94.34,,,,,,,,,,,,,,,,,,,1,94.34,,,1,94.34,,,1,94.34,,,,,,,,,,,,
,,,,50~54,1,101.94,,,1,101.94,,,,,2,,,,203.87,,,,,,,,,,,,,,,,,,,,,,1,101.94,,,,,,,,,,
,,,,55~59,1,112.99,,,,,,,,,1,,,,112.99,,,,,,,,1,112.99,1,112.99,,,,,,,1,112.99,,,,,,,1,112.99,,,,,,
,,,,60~64,1,164.47,,,,,,,1,164.47,4,,,,657.89,,,,,,,,2,328.95,,,,,,,,,,,1,164.47,,,,,,,,,,,,
,,,,65~69,1,225.23,,,,,,,1,225.23,1,,,,225.23,,,,,,2,450.45,3,675.68,,,1,225.23,1,225.23,,,,,,,2,450.45,,,,,,,1,225.23,,
,,,,70~74,1,173.31,,,1,173.31,,,,,1,,,,173.31,,,,,,,,4,693.24,,,,,,,,,,,1,173.31,,,,,,,,,3,519.93,,
,,,,75~79,,,,,,,,,1,223.71,3,,,,671.14,,,,,,,,6,1342.28,,,,,1,223.71,,,,,,,,,,,1,223.71,1,223.71,,,,
,,,,80~84,,,,,,,,,2,763.36,,,,,,,,,,,1,381.68,4,1526.72,,,2,763.36,,,,,,,,,,,,,2,763.36,,,1,381.68,,
,,,,85+,,,,,1,671.14,,,,,1,,,,671.14,1,671.14,,,,,,,,,,2,1342.28,,,,,,,,,1,671.14,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,183.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,117.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,137.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
