,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,59.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.11,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,61.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,61.69,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,60.83,,,,,,,1,60.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,185.41,,,,,1,61.80,,,2,,,,123.61,1,61.80,,,,,,,1,,61.80,,,,,,,,,1,61.80,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,203.05,,,,,1,101.52,,,,,,,,,,1,,101.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,120.63,,,1,120.63,3,361.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,120.63,,,,,,,,,,,,,,,,,,
,,,,60~64,1,158.48,,,1,158.48,1,158.48,,,1,,,,158.48,,,,,,,,,,,,,,1,158.48,,,1,158.48,1,158.48,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,461.54,2,307.69,,,,,,1,153.85,,,,,,,,,,,,1,153.85,,,,,1,153.85,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,3,495.87,1,165.29,,,,,,,,,,,1,,165.29,,,,1,165.29,,,,,,,,,,,2,330.58,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,4,,,,1063.83,,,,,,1,,265.96,,,,1,265.96,,,,,,,,,,,2,531.91,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,568.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,2,2173.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,,後腹膜腔及腹膜,,,胃,,食道,,胰,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腦,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.45,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.76,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,63.17,,,,,,,,,,,,,,,,,,,,,,,,1,63.17,,,,,,,,,,,,,,,,,,
,,,,40~44,1,62.31,,,,,,,1,62.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.31,,,,,,,,,,,,
,,,,45~49,2,120.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,90.91,,,,,,1,,90.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,115.34,,,1,115.34,,,1,,,,115.34,,,1,,115.34,,,,,,,,,,,,,,,,,,,,,,,,,1,115.34,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,329.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,3,,,,494.23,,,,,,,,,,,,,,,,,,,,,,1,164.74,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,166.11,1,166.11,,,,4,,664.45,1,,166.11,1,166.11,,,1,166.11,,,1,166.11,,,1,166.11,1,166.11,,,,,2,332.23,,,,,,,,,,
,,,,75~79,,,,,,,2,480.77,,,1,,,,240.38,,,,,,2,,480.77,,,,,,1,240.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,510.20,,,,,,,,,,,,,,,1,,510.20,,,,,,,,,,1,510.20,,,,,1,510.20,,,,,,,,,,,,,,,,,,
,,,,85+,1,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,94.52,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,66.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.84,,,,,,,,,,,,,,,,,,
,,,,35~39,1,64.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,122.93,,,,,,,2,122.93,1,,,,61.46,,,,,,,,,,,,,,1,61.46,,,,,,,,,,,,,1,61.46,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,62.23,1,,62.23,,,,,,,1,62.23,,,,,1,62.23,,,,,,,2,124.46,,,,,,,,,,,,,,,,
,,,,50~54,3,240.19,,,,,,,4,320.26,,,,,,,,,,,2,,160.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,476.19,1,119.05,,,,,2,238.10,,,,,,,,,,,,,,,,,,,1,119.05,,,,,1,119.05,,,,,1,119.05,1,119.05,1,119.05,,,,,,,,,,,,
,,,,60~64,1,160.00,,,,,,,1,160.00,,,,,,1,160.00,,,,1,,160.00,,,,,,,,1,160.00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,502.51,,,1,167.50,1,167.50,,,1,,,,167.50,2,335.01,,,,,,,1,,167.50,,,,,,,1,167.50,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,169.20,,,1,169.20,,,2,338.41,2,,,,338.41,4,676.82,,,,2,,338.41,,,,,,1,169.20,,,1,169.20,1,169.20,,,,,1,169.20,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,497.51,1,,,,248.76,3,746.27,,,,,,,,,,1,248.76,,,,,2,497.51,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,485.44,,,,1,,485.44,1,,485.44,,,,,,,,,,,,,,,1,485.44,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1020.41,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99.21,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,51.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.89,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,56.47,,,,,,,,,,,,,,,,,1,56.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,1,,66.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,63.90,,,1,63.90,,,,,,,,,,,,,,,,,,1,,63.90,,,,,,,,,,,,,,,,,1,63.90,,,,,,,,,,,,,,
,,,,45~49,2,124.30,,,,,,,,,,,,,,,,1,,62.15,,,,,,,,,,,,,,,1,62.15,,,,,,,1,62.15,,,,,,,,,,,,,,
,,,,50~54,1,72.20,,,1,72.20,,,2,144.40,,,,,,1,72.20,,,,1,,72.20,,,,,,,,,,1,72.20,,,,,,,1,72.20,,,1,72.20,,,,,,,,,,,,
,,,,55~59,,,1,123.00,,,,,2,246.00,,,,,,,,1,,123.00,,,,1,,123.00,1,123.00,,,1,123.00,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,286.12,,,,,,,3,429.18,1,,,,143.06,,,,,,1,,143.06,,,,1,143.06,,,,,,,,,,,,,,,1,143.06,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,3,546.45,,,,,,,,1,,182.15,,,,,,,,,,,1,182.15,1,182.15,,,,,,,,,,,,,,,1,182.15,,,,,,,,
,,,,70~74,,,,,,,,,2,338.41,,,,,,,,1,,169.20,,,,,,,,,,,,,2,338.41,,,1,169.20,,,1,169.20,,,,,,,1,169.20,,,,,,,,
,,,,75~79,1,239.81,,,,,1,239.81,1,239.81,,,,,,,,4,,959.23,1,,239.81,,,,,,,,,,2,479.62,,,,,,,,,,,,,1,239.81,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,471.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,980.39,,,,,,,,,,,,,,,,,,1,980.39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,1,,54.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,65.66,,,1,65.66,,,,,,,,,,,,,,,,,1,65.66,,,,,,,,,,,,,,,1,65.66,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,67.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,62.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.81,1,62.81,,,,,,
,,,,45~49,2,126.58,,,,,,,1,63.29,,,,,,,,1,,63.29,,,,,,,1,63.29,1,63.29,,,1,63.29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,134.95,,,,,,,2,134.95,,,,,,,,,,,,,,,,,1,67.48,2,134.95,1,67.48,,,,,,,1,67.48,,,,,,,2,134.95,,,,,,,,,,
,,,,55~59,2,236.97,,,,,,,3,355.45,,,,,,,,,,,,,,,,,,,1,118.48,,,,,1,118.48,2,236.97,,,,,,,,,,,,,,,1,118.48,,,,
,,,,60~64,1,137.55,1,137.55,,,1,137.55,3,412.65,1,,,,137.55,,,1,,137.55,,,,,,,1,137.55,1,137.55,1,137.55,,,,,,,,,,,,,,,,,,,,,1,137.55,,,,
,,,,65~69,,,,,,,,,2,380.95,,,,,,3,571.43,,,,,,,,,,2,380.95,,,,,1,190.48,,,3,571.43,,,1,190.48,,,,,1,190.48,,,,,,,,,,
,,,,70~74,,,,,2,352.11,,,1,176.06,,,,,,3,528.17,1,,176.06,,,,1,,176.06,2,352.11,,,,,,,,,1,176.06,,,1,176.06,,,1,176.06,,,,,,,2,352.11,,,,
,,,,75~79,1,222.22,,,,,,,3,666.67,,,,,,,,3,,666.67,,,,,,,,,,,,,,,,,,,,,,,,,,,2,444.44,,,,,2,444.44,,,,
,,,,80~84,,,,,1,452.49,,,1,452.49,,,,,,,,1,,452.49,,,,,,,,,,,,,,,1,452.49,1,452.49,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,909.09,,,,,,,,,,,,,,,,,,,,,,,,,1,909.09,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,食道,,胸膜,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,113.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,,56.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,53.73,,,1,,,,53.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,128.29,,,,,,,,,1,,,,64.14,,,1,,64.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,139.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.69,2,139.37,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,128.95,,,,,,,,,1,,,,64.47,,,,,,,,,,,,,,,,1,64.47,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,64.10,,,,,,,,,3,,,,192.31,,,1,,64.10,,,,1,,64.10,1,64.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,5,323.62,,,,,,,1,64.72,4,,,,258.90,,,,,,,,,,,,,,,,1,64.72,,,,,,,1,64.72,2,129.45,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,4,,,,438.60,,,1,,109.65,,,,,,,1,109.65,,,,,1,109.65,,,1,109.65,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,263.85,,,,,,,,,4,,,,527.70,,,,,,,,,,,,,,,,1,131.93,2,263.85,,,,,1,131.93,1,131.93,,,,,,,,,,,,,,,,
,,,,65~69,3,543.48,,,,,,,,,3,,,,543.48,,,,,,1,,181.16,2,,362.32,1,181.16,,,1,181.16,,,,,1,181.16,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,183.82,,,,,1,,,,183.82,,,1,,183.82,2,,367.65,1,,183.82,1,183.82,,,1,183.82,,,,,,,,,2,367.65,,,,,,,,,,,,,,,,
,,,,75~79,,,1,227.79,,,,,1,227.79,3,,,,683.37,,,1,,227.79,1,,227.79,1,,227.79,,,1,227.79,2,455.58,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,,413.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,1,,840.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,0~4,,,,,,,,,1,119.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,119.47,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,58.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,64.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,69.83,,,1,69.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,259.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64.98,1,64.98,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,66.53,,,,,1,66.53,,,,,,,,,,3,,199.60,,,,1,,66.53,,,,,,,1,66.53,1,66.53,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,63.01,,,,,,,,,,,,,,1,63.01,,,,,,,,,,,,,,,,1,63.01,,,,,,,,,,,,,,,1,63.01,1,63.01,,,,,,
,,,,55~59,2,193.05,,,,,,,,,,,,,,,,1,,96.53,1,,96.53,,,,,,,,1,96.53,,,1,96.53,,,,,,,,,,,,,,,,,1,96.53,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,3,,370.83,1,,123.61,1,,123.61,,,1,123.61,,,,,,,,,,,1,123.61,,,,,1,123.61,,,,,,,,,1,123.61
,,,,65~69,,,,,,,,,,,,,,,,,,4,,746.27,1,,186.57,,,,,,,,1,186.57,,,,,,,2,373.13,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,197.24,,,2,,394.48,,,,,,,,,,,2,394.48,,,,,1,197.24,,,,,,,,,,,,,,,,,,,1,197.24
,,,,75~79,,,,,,,,,1,224.22,2,,,,448.43,,,4,,896.86,,,,5,,1121.08,1,224.22,,,2,448.43,,,,,,,1,224.22,,,,,,,,,1,224.22,,,,,1,224.22,1,224.22
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,2,,727.27,,,,,,,,,,,,,,,,,,,,,,,1,363.64,,,,,,,3,1090.91
,,,,85+,,,1,833.33,,,,,,,,,,,,,,1,,833.33,,,,,,,,,,,,,,,1,833.33,,,1,833.33,,,,,1,833.33,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,胸膜,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,1,62.27,,,,,1,62.27,1,62.27,,,,,,,,,,,1,,62.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,142.96,,,,,,,,,,,,,,1,71.48,,,,,,,,,,2,142.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,1,,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,65.06,,,,,,,,,1,,,,65.06,,,1,,65.06,,,,1,,65.06,,,,,1,65.06,,,,,,,1,65.06,,,,,,,,,,,,,,,,,,
,,,,50~54,1,64.98,,,,,,,1,64.98,1,,,,64.98,,,,,,,,,,,,,,,,,,,,,,,,,,2,129.95,,,,,,,,,,,,,,,,
,,,,55~59,1,84.03,,,,,,,,,2,,,,168.07,,,,,,,,,,,,,,1,84.03,,,1,84.03,,,1,84.03,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,129.70,,,,,,,,,,,,,,1,,129.70,,,,,,,1,129.70,1,129.70,1,129.70,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,356.51,,,,,1,178.25,,,1,,,,178.25,1,178.25,3,,534.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,197.63,,,2,395.26,5,,,,988.14,3,592.89,2,,395.26,,,,,,,,,,,1,197.63,1,197.63,1,197.63,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,226.24,,,,,1,226.24,,,4,,,,904.98,,,1,,226.24,,,,,,,,,,,,,1,226.24,,,,,,,,,1,226.24,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,364.96,,,,,,1,364.96,1,,364.96,,,,2,,729.93,,,,,,,1,364.96,,,1,364.96,,,,,1,364.96,,,,,,,,,,,,,,
