,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,1,,24.94,,,,,,,,,,,1,24.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,21.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,22.84,,,,,,,,,1,,,,22.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,27.89,,,,,,,,,1,,,,27.89,,,,1,,27.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,111.54,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,46.88,,,2,93.76,,,1,,,,46.88,1,,46.88,,,,1,46.88,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.88,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,75.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.76,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,171.67,,,,,,,,,,,,,,,,,1,,85.84,,,,,,1,85.84,,,1,85.84,,,1,85.84,,,,,1,85.84,,,,,,,,,,,1,85.84,,,,,,,,,,,,,,,,
,,,,60~64,1,94.07,,,,,,,,,1,,,,94.07,,,,2,,188.15,3,282.22,,,,1,94.07,1,94.07,,,1,94.07,,,,,,,,,,,,,,,1,94.07,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,236.78,,,,,,,,,1,,,,78.93,1,,78.93,,,,3,236.78,,,,1,78.93,,,,,,,1,78.93,,,1,78.93,1,78.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,117.10,,,,,,,,,2,,234.19,2,234.19,,,,2,234.19,,,,,,,1,117.10,,,1,117.10,,,,,,,,,,,,,,,1,117.10,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,,255.75,,,,,,,,,,,2,511.51,,,,,,,,,,,,,,,,,,,,,1,255.75,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,617.28,,,,,,,,,,,,,,,,,1,617.28,,,,,,,,,,,,,,,1,617.28,,,,,,,,,,,1,617.28,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胸腺、心臟與中隔,,淋巴結,,造血系統及網狀內皮系統,,結直腸癌,,腎,,睪丸,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,22.16,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,18.76,,,,,,,,,,,,,,,,,1,,18.76,,,,,,,,,,,,,,,,1,18.76,1,18.76,,,,,1,18.76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,20.80,,,1,20.80,,,,,,1,,20.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.80,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,25.52,,,,,1,,,,25.52,,,,1,,25.52,,,,,,1,25.52,,,,,,,,,,,,,,,,,1,25.52,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,39.37,1,39.37,,,,,,,2,,,,78.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,,73.10,,,,,,,,,1,73.10,1,73.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,81.43,,,,,,,,,7,,,,570.03,,,,1,,81.43,2,162.87,,,,,,,,,,,,,,1,81.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,95.97,,,,,,,,,3,,,,287.91,1,,95.97,1,,95.97,,,,,,,,2,191.94,1,95.97,,,,,,,,,1,95.97,,,,,1,95.97,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,77.04,,,,,1,77.04,,,3,,,,231.12,,,,,,,3,231.12,,,,1,77.04,,,,,,,,,1,77.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,3,,,,313.15,,,,,,,3,313.15,,,,2,208.77,,,,,,,,,2,208.77,,,,,,,,,2,208.77,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,225.73,,,,,,,2,451.47,1,,225.73,1,225.73,1,225.73,,,,,,,,,,,,,1,225.73,,,2,451.47,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,534.76,,,,,,,,,,,,1,534.76,1,534.76,,,,,,,,,1,534.76,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1315.79,,,,,,,,,,,,,,,,,,,1,1315.79,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,,胃,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,2,39.76,,,,,,,,1,,19.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.93,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,23.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.09,,,,,,,1,18.09,,,2,36.19,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,18.57,,,,,,,,,2,,,,37.15,,,,,,,,,,,,1,18.57,,,,,,,,,,,,,1,18.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,24.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,103.95,,,,,,,,,4,,,,138.60,,,,,,,,,2,,69.30,1,34.65,,,,,,,,,,,,,,,,,,,1,34.65,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,66.45,,,,,,,1,66.45,2,,,,132.89,,,,,,,,,1,,66.45,1,66.45,,,,,1,66.45,1,66.45,,,1,66.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,78.00,,,,,,,,,,,,,,,,,,1,78.00,,,,,,1,78.00,,,,,1,78.00,1,78.00,,,,,,,2,156.01,3,234.01,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,94.43,1,94.43,,,,,,,4,,,,377.71,,,,,,,,,1,,94.43,2,188.86,,,,,1,94.43,1,94.43,,,1,94.43,,,,,,,1,94.43,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,235.11,,,1,78.37,,,1,78.37,2,,,,156.74,,,,1,,78.37,1,78.37,2,,156.74,2,156.74,,,1,78.37,,,3,235.11,,,,,,,,,1,78.37,,,,,1,78.37,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,96.53,2,,,,193.05,,,,,,,1,96.53,2,,193.05,1,96.53,,,,,,,1,96.53,,,1,96.53,,,,,1,96.53,,,,,2,193.05,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,186.57,,,,,,,1,186.57,2,,373.13,,,,,,,,,,,,,,,,,,,,,,,1,186.57,1,186.57,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,,534.76,2,1069.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,胃,,食道,,骨、關節及關節軟骨,,眼及淚腺,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.78,,,,,,,,,1,18.78,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.91,,,,,,,,,,,,,,,1,21.91,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,2,,,,46.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,17.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,34.52,,,,,,,,,2,,,,34.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.26,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,66.89,,,,,,,,,2,,,,44.59,,,,,,,1,22.30,,,,,,,,1,22.30,,,,,,,1,22.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,30.46,1,,30.46,,,,1,30.46,1,,30.46,,,,,,,,,,,,,,,,,,,1,30.46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,59.14,,,,,,,,,1,,,,59.14,,,,,,,,,,,,,,,,1,59.14,,,,,1,59.14,1,59.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,73.42,,,1,,,,73.42,,,,2,,146.84,3,220.26,1,,73.42,,,,,,,,,,,,,1,73.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,90.17,1,90.17,,,,,,,,,,,,,1,,90.17,,,,,,,,2,180.34,1,90.17,,,,,,,1,90.17,1,90.17,,,2,180.34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,85.03,,,,,,,,,3,,,,255.10,,,,1,,85.03,2,170.07,,,,,,,,,,,,,,1,85.03,2,170.07,,,,,2,170.07,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,88.26,2,176.52,,,,,1,88.26,2,,,,176.52,1,,88.26,2,,176.52,3,264.78,,,,,,2,176.52,,,,,,,2,176.52,2,176.52,,,1,88.26,,,,,3,264.78,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,173.01,2,346.02,,,,,,,2,,,,346.02,1,,173.01,1,,173.01,4,692.04,,,,,,1,173.01,,,,,,,,,1,173.01,,,,,1,173.01,,,3,519.03,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,444.44,,,,1,,444.44,2,888.89,,,,,,2,888.89,,,,,,,,,1,444.44,,,,,1,444.44,,,1,444.44,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1020.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,,,,其他男性生殖器官,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,1,,17.89,,,,,,,,,,,,,,,,1,17.89,,,,,,,,,,,1,17.89,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.85,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,33.31,,,,,,,,,1,,,,16.66,,,,,,,,,1,,16.66,,,,,,,,,,,,,,,,,,,1,16.66,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,16.25,1,,,,16.25,1,,16.25,,,,,,,,,,,,,,,,,,,,,,,1,16.25,,,,,,,,,,,1,16.25,,,,,,,,,,,,,,,,
,,,,40~44,1,20.97,,,,,,,,,,,,,,,,,,,,1,20.97,2,,41.95,,,1,20.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,108.81,,,,,,,,,2,,,,54.41,,,,,,,1,27.20,1,,27.20,,,,,2,54.41,,,,,,,,,,,,,1,27.20,1,27.20,,,,,2,54.41,,,,,,,,,,,,,,,,
,,,,50~54,2,102.35,,,,,,,,,4,,,,204.71,,,,,,,2,102.35,1,,51.18,,,,,1,51.18,,,,,,,,,,,,,,,,,,,,,1,51.18,1,51.18,,,,,,,,,,,,,,
,,,,55~59,2,140.65,,,,,1,70.32,,,3,,,,210.97,,,,,,,,,1,,70.32,,,,,,,,,1,70.32,,,,,,,,,,,1,70.32,,,,,,,,,,,1,70.32,,,,,,,,,,
,,,,60~64,2,167.36,,,1,83.68,,,1,83.68,1,,,,83.68,,,,,,,,,2,,167.36,,,2,167.36,1,83.68,,,,,,,,,1,83.68,,,1,83.68,,,,,,,,,,,,,1,83.68,,,,,,,,,,
,,,,65~69,,,,,,,1,89.05,,,1,,,,89.05,,,,,,,,,3,,267.14,,,1,89.05,,,1,89.05,,,,,,,1,89.05,,,,,,,,,1,89.05,,,,,,,4,356.19,,,,,,,,,,
,,,,70~74,1,82.85,,,,,,,,,5,,,,414.25,,,,,,,,,3,,248.55,,,1,82.85,2,165.70,,,,,,,,,1,82.85,1,82.85,,,1,82.85,,,1,82.85,,,,,,,1,82.85,,,,,,,,,,
,,,,75~79,,,1,153.85,,,,,,,,,,,,,,,,,,1,153.85,9,,1384.62,1,153.85,5,769.23,,,1,153.85,,,,,,,1,153.85,,,,,1,153.85,,,,,,,,,1,153.85,3,461.54,,,,,,,,,,
,,,,80~84,,,,,1,390.63,,,,,,,,,,,,,,,,,,3,,1171.88,,,,,,,,,,,,,1,390.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,,884.96,,,2,1769.91,,,,,,,,,1,884.96,,,,,,,,,,,,,,,,,,,1,884.96,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,,其他男性生殖器官,,,其他神經系統,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.80,,,,,1,16.80,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.00,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,20.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,,22.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22.48,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,23.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,15.54,1,15.54,,,,,,,,,,,,,,,,,,1,15.54,,,,,,1,15.54,,,,,,,,,,,,,1,15.54,,,,,,,1,15.54,,,4,62.14,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,4,,78.14,,,,,,,,,1,19.54,1,19.54,,,1,19.54,,,,,,,,,,,,,,,,,,,1,19.54,,,,,,,,,,,,,,,,
,,,,45~49,2,50.34,,,,,,,,,,,,,,2,,50.34,1,,25.17,,,,,,,,,,,,,,1,25.17,1,25.17,,,1,25.17,,,,,,,1,25.17,,,1,25.17,,,,,,,,,,,,,,,,
,,,,50~54,4,171.45,,,,,1,42.86,,,,,,,,3,,128.59,,,,,,,,,1,42.86,2,85.73,,,,,,,,,1,42.86,1,42.86,,,,,1,42.86,,,,,,,4,171.45,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,5,,350.39,,,,,,1,,70.08,,,1,70.08,,,1,70.08,,,,,,,,,,,1,70.08,1,70.08,,,,,1,70.08,,,,,,,,,,,,,,,,
,,,,60~64,3,241.94,,,,,,,,,1,,,,80.65,2,,161.29,,,,,,,,,,,4,322.58,,,4,322.58,2,161.29,,,,,2,161.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,95.51,,,,,,,,,,,,3,,286.53,,,,,,,,,,,1,95.51,1,95.51,3,286.53,1,95.51,,,,,2,191.02,,,,,,,,,,,1,95.51,1,95.51,,,2,191.02,,,,,,,,,,
,,,,70~74,1,81.23,1,81.23,,,,,2,162.47,,,,,,3,,243.70,,,,,,,,,1,81.23,3,243.70,,,1,81.23,2,162.47,,,,,1,81.23,,,,,,,,,,,2,162.47,,,1,81.23,4,324.94,,,,,,,,,,
,,,,75~79,,,2,271.00,,,,,,,,,,,,1,,135.50,,,,,,,,,2,271.00,1,135.50,,,,,,,1,135.50,,,1,135.50,,,,,,,,,,,2,271.00,,,,,,,,,,,,,,,,
,,,,80~84,1,331.13,,,,,,,,,,,,,,1,,331.13,,,,,,,,,1,331.13,,,,,,,,,2,662.25,,,1,331.13,,,1,331.13,,,,,1,331.13,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,787.40,,,,,,,1,,,,787.40,,,,,,,,,,,,,,,,1,787.40,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1574.80,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
