,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,1,,80.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,1,66.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,2,112.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.80,1,48.80,,,,,,,,,,,,
,,,,40~44,1,53.13,,,,,2,106.27,1,53.13,,,,,,,,,,,,1,,53.13,,,,1,53.13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,67.11,,,,,2,134.23,,,,,,,,1,,67.11,,,,2,,134.23,,,,,,1,67.11,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,112.74,,,,,,,1,112.74,,,,,,,,,,
,,,,55~59,,,,,,,1,213.22,,,,,,,,,,,,,,1,,213.22,1,,213.22,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,188.68,,,,,,,,,,,,,,1,,188.68,,,,,,,,1,188.68,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,205.34,1,205.34,,,2,410.68,,,,,,,,1,,205.34,,,,1,,205.34,,,,,,,,2,410.68,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,157.73,1,157.73,,,1,,,,157.73,2,,315.46,,,,1,,157.73,1,,157.73,,,,,2,315.46,,,2,315.46,,,,,,,1,157.73,,,,,,,,
,,,,75~79,2,416.67,,,,,,,,,,,,,,2,,416.67,,,,2,,416.67,1,,208.33,,,1,208.33,2,416.67,,,1,208.33,,,,,,,2,416.67,,,,,,,,
,,,,80~84,,,,,,,1,478.47,,,,,,,,,,,,,,,,,,,,,,1,478.47,,,,,,,,,,,,,1,478.47,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,10~14,,,,,,,1,63.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,64.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,69.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,58.07,,,1,,,,58.07,,,,1,,58.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,50.35,,,,,,,,,1,,,,50.35,,,,,,,,,,,,,,,,,,,,,,,1,50.35,,,,,,,,,,,,,,
,,,,40~44,1,51.55,,,,,,,,,1,,,,51.55,,,,,,,,,,,,,,,,,,,,,1,51.55,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,65.96,,,1,65.96,1,,,,65.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,98.72,,,,,,,,,1,,,,98.72,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98.72,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,211.86,,,,1,,211.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,186.22,,,,1,,186.22,2,,372.44,,,,1,186.22,,,1,186.22,,,1,186.22,,,,,,,,,,,,,,,,
,,,,65~69,2,438.60,1,219.30,,,,,,,,,,,,,,,,,,1,,219.30,,,,,,,,,,1,219.30,1,219.30,,,,,,,,,,,,,,,,
,,,,70~74,,,1,160.51,,,,,,,1,,,,160.51,,,,1,,160.51,,,,,,,3,481.54,1,160.51,,,,,1,160.51,,,1,160.51,,,,,1,160.51,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,210.97,,,,,,,5,,1054.85,1,,210.97,1,210.97,,,,,,,1,210.97,,,,,1,210.97,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,380.23,1,,380.23,,,,1,,380.23,,,,,,,,,,,,,,,,,,,,,,1,380.23,,,,,,
,,,,85+,,,,,,,,,,,3,,,,2830.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,943.40,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,食道,,胰,,眼及淚腺,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,91.58,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,69.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,68.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,60.68,,,,,,,,,,,,,,,,,,,,2,121.36,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,52.00,,,1,52.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,50.53,,,,,1,50.53,,,1,,,,50.53,,,,,,,,,,1,,50.53,1,50.53,,,,,,,,,,,,,,,1,50.53,,,,,,,,
,,,,45~49,1,62.81,1,62.81,,,,,,,1,,,,62.81,,,,,,,1,,62.81,1,,62.81,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,86.51,,,,,,,,,,,,,,,,,,1,,86.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,194.17,,,,,1,194.17,,,,,,,1,194.17,,,,,,,,
,,,,60~64,2,386.10,1,193.05,,,1,193.05,,,2,,,,386.10,,,,,,,2,,386.10,,,,,,,,,,1,193.05,,,,,,,,,,,,,1,193.05,,,,
,,,,65~69,,,,,1,218.34,,,,,3,,,,655.02,,,,,,,4,,873.36,1,,218.34,,,,,,,,,1,218.34,,,,,1,218.34,,,,,,,,,,
,,,,70~74,,,,,1,171.53,,,,,2,,,,343.05,,,,2,,343.05,1,,171.53,,,,1,171.53,1,171.53,,,,,,,,,,,,,,,1,171.53,2,343.05,,,,
,,,,75~79,,,,,,,,,,,1,,,,202.84,1,,202.84,1,,202.84,3,,608.52,1,,202.84,,,1,202.84,,,,,,,1,202.84,1,202.84,1,202.84,,,,,,,,,,
,,,,80~84,,,,,,,1,389.11,,,2,,,,778.21,,,,,,,2,,778.21,,,,,,,,,,,,2,778.21,,,,,,,,,,,1,389.11,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1574.80,,,,,1,787.40,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,,,,肝及肝內膽管,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,30~34,,,,,,,,,,,,,,,,1,,64.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64.89,,,,
,,,,40~44,1,49.48,,,,,,,,,,,,,,2,,98.96,,,,,,,,,,,,,,1,49.48,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,59.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.31,,,1,59.31,,,1,59.31,,,,
,,,,50~54,1,81.63,,,,,,,,,1,,,,81.63,2,,163.27,1,,81.63,1,,81.63,1,,81.63,,,,,,,,,,,,,,,,,,,,,1,81.63,1,81.63,,
,,,,55~59,,,,,,,,,,,,,,,,3,,491.80,,,,1,,163.93,3,,491.80,,,,,,,,,,,,,1,163.93,,,,,1,163.93,,,,,,
,,,,60~64,,,,,,,,,1,196.85,,,,,,3,,590.55,,,,1,,196.85,1,,196.85,,,1,196.85,,,,,,,,,1,196.85,1,196.85,,,1,196.85,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,,,,1,,218.82,1,218.82,1,218.82,,,,,1,218.82,,,3,656.46,,,,,,,1,218.82,,,2,437.64
,,,,70~74,,,1,200.40,1,200.40,,,,,,,,,,,,,,,,1,,200.40,4,,801.60,,,,,,,1,200.40,,,1,200.40,,,,,,,,,,,,,,
,,,,75~79,,,1,191.57,,,1,191.57,,,,,,,,1,,191.57,,,,1,,191.57,1,,191.57,,,,,,,,,,,,,,,,,,,1,191.57,,,,,,
,,,,80~84,,,1,367.65,,,,,,,,,,,,,,,,,,,,,2,,735.29,,,,,1,367.65,,,,,,,1,367.65,,,,,,,,,,,1,367.65
,,,,85+,,,1,757.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,757.58,,,,,2,1515.15,,,,,2,1515.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,,胃,,食道,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,30~34,,,,,,,,,1,67.02,,,,,,,,,,,,,,,1,,67.02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,54.88,,,1,54.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,49.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,59.38,,,,,,,1,59.38,,,,,,,,,,,,1,,59.38,,,,,,1,59.38,,,1,59.38,,,,,,,,,,,,,,,,,,
,,,,50~54,2,149.37,,,,,,,,,,,,,,,,,,,,,,,,,,1,74.68,,,,,,,,,,,,,1,74.68,,,,,,,,,,
,,,,55~59,,,,,,,,,2,273.60,,,,,,,,,,,,1,,136.80,,,,1,136.80,,,,,,,1,136.80,,,,,,,,,,,,,,,,
,,,,60~64,1,210.97,,,,,,,,,,,,,,1,,210.97,,,,,,,,,,1,210.97,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,213.22,1,,,,213.22,,,,4,,852.88,,,,,,,,,1,213.22,,,,,,,1,213.22,,,,,2,426.44,,,,,,,,
,,,,70~74,,,,,,,,,3,660.79,,,,,,,,,1,,220.26,,,,,,,,,,,,,1,220.26,,,,,,,,,1,220.26,,,,,,,,
,,,,75~79,,,,,,,,,1,187.62,,,,,,,,,4,,750.47,,,,,,,,,,,,,,,2,375.23,,,1,187.62,,,,,,,,,,,,
,,,,80~84,,,1,367.65,,,,,,,,,,,,,,,3,,1102.94,,,,,,,3,1102.94,1,367.65,1,367.65,,,1,367.65,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,680.27,,,,,,,,,,,,,,1,,680.27,,,,1,680.27,,,,,,,,,,,1,680.27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,眼及淚腺,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,1,114.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.57,,,,,,,,,,,,
,,,,35~39,,,,,1,57.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,108.81,,,1,54.41,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.41,1,54.41,,,,,,,1,54.41,,,,,,,,,,
,,,,50~54,1,72.10,,,1,72.10,,,1,72.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,115.74,,,1,115.74,,,,,,,,,,,,,,,,,,,1,,115.74,1,115.74,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,437.64,,,,1,,218.82,1,,218.82,1,,218.82,,,1,218.82,1,218.82,,,,,,,,,,,1,218.82,,,,,,,,
,,,,65~69,1,210.08,,,1,210.08,,,,,,,,,,,,,,,,1,,210.08,1,,210.08,,,,,2,420.17,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,246.31,1,246.31,,,,,2,,,,492.61,4,,985.22,,,,1,,246.31,,,,,,,,,,,,,,,,,,,,2,492.61,,,,,,,,
,,,,75~79,,,1,194.17,,,,,,,1,,,,194.17,3,,582.52,,,,2,,388.35,,,,,,,,,,,,,,1,194.17,,,,,2,388.35,,,,,,,,
,,,,80~84,,,,,1,331.13,,,,,,,,,,1,,331.13,,,,2,,662.25,,,,,,,,1,331.13,,,1,331.13,,,,,,,2,662.25,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,,621.12,,,,,,,1,,621.12,,,1,621.12,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,,食道,,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65.02,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,67.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.98,,,,,,,,,,
,,,,40~44,1,52.16,,,,,,,,,,,,,,,,,,,,1,,52.16,,,,,,,,,,,,,,,,,,1,52.16,,,,,,,,,,
,,,,45~49,4,212.09,1,53.02,1,53.02,1,53.02,2,106.04,,,,,,,,,,,,,,,1,,53.02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,137.17,,,,,,,1,68.59,,,,,,,,,,,,,,,,,,1,68.59,1,68.59,,,1,68.59,,,,,,,,,,,,,,,,,,
,,,,55~59,1,102.46,,,,,,,1,102.46,,,,,,,,,,,,,,,1,,102.46,2,204.92,,,,,,,,,,,1,102.46,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,212.77,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,205.76,1,,,,205.76,1,,205.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,270.27,,,,,,,,1,,270.27,,,,1,,270.27,1,,270.27,,,,,1,270.27,2,540.54,,,,,1,270.27,,,1,270.27,,,,,,,,
,,,,75~79,,,,,,,,,2,413.22,,,,,,1,,206.61,,,,1,,206.61,2,,413.22,,,,,,,1,206.61,,,,,,,,,3,619.83,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,4,,1238.39,,,,,,,,,,,,,,,,,,1,309.60,,,,,,,1,309.60,,,,,,,,
,,,,85+,,,,,,,,,1,546.45,,,,,,1,,546.45,1,,546.45,1,,546.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,,,,其它淋巴瘤,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,食道,,胰,,胸膜,,眼及淚腺,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,137.74,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,65.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63.98,,,,,,,1,63.98,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,1,,54.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,155.04,,,,,,,,,,,,,,,,,,,,,,,1,,51.68,1,51.68,,,,,,,,,1,51.68,,,,,,,,,,,,,,
,,,,50~54,1,65.32,,,,,,,,,,,,,,,,,,,,,,,,,,2,130.63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,92.34,,,,,,,,,2,,,,184.67,,,,2,,184.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,92.34
,,,,60~64,,,,,,,,,,,,,,,,,,,,,,,,,1,,200.40,1,200.40,,,,,,,,,2,400.80,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,1,,202.43,,,,,,,,,,,,1,202.43,,,1,202.43,1,202.43,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,271.74,,,,,2,,,,543.48,,,,,,,,,,,,,,,,,,,,,,,1,271.74,1,271.74,,,1,271.74,,,1,271.74,1,271.74,2,543.48
,,,,75~79,,,,,,,1,218.82,1,218.82,,,,,,,,,,,,1,,218.82,1,,218.82,,,1,218.82,1,218.82,,,,,1,218.82,,,,,,,,,,,,,1,218.82
,,,,80~84,,,,,,,1,280.90,,,,,,,,,,,,,,3,,842.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,280.90
,,,,85+,,,1,537.63,,,,,,,3,,,,1612.90,,,,,,,1,,537.63,,,,,,,,,,,,,,,,,,,,1,537.63,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,,胰,,,結直腸癌,,腎,,睪丸,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,146.84,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,64.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
