,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,274.73,,,,,,,,,,,,,,,,,,1,274.73,3,,824.18,,,1,274.73,1,274.73,,,,,,,,,,,,,,,,,,,3,824.18,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,,595.24,,,,,,,,,,,,,,,,,1,595.24,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2564.10,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,29.64,,,,,,,,1,29.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,27.67,,,,,,,,,,,,,,,,,,,,,,,,,1,27.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,26.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,30.61,,,,,3,91.83,,,,,,,,,,,,2,,61.22,,,,,,,,,,,,,1,30.61,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,42.11,,,,,,,3,126.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,82.85,,,1,82.85,,,4,331.40,1,,,,82.85,,,1,82.85,2,165.70,,,,1,82.85,,,1,82.85,,,,,1,82.85,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,195.89,,,,,,,1,97.94,,,,,,1,97.94,2,195.89,2,195.89,,,,,,,,1,97.94,,,1,97.94,1,97.94,1,97.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,172.71,,,,,,,1,86.36,,,,,,,,3,259.07,1,86.36,,,,1,86.36,2,172.71,2,172.71,,,,,,,1,86.36,1,86.36,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,230.15,,,,,,,,2,230.15,1,115.07,,,,,,,,1,115.07,,,,,,,,,1,115.07,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,253.81,,,,,,,,,,,,,,1,253.81,,,1,253.81,1,,253.81,,,,,2,507.61,,,,,,,,,,,1,253.81,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1162.79,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1960.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,1,26.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.96,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,2,,,,56.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,23.47,,,,,,,1,23.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,49.39,,,,,,,,,1,,,,24.70,,,1,24.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,29.01,,,,,,,2,58.02,,,,,,,,,,1,29.01,,,,,,,,1,29.01,,,,,,,,,,,,,,,,,,,2,58.02,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,2,,,,77.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.70,,,,,,,,,,,,,,,,
,,,,50~54,2,135.96,,,1,67.98,,,,,2,,,,135.96,,,,,1,67.98,,,,,,1,67.98,,,,,1,67.98,,,,,,,,,,,,,,,1,67.98,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,158.73,2,,,,158.73,,,,,1,79.37,1,,79.37,,,1,79.37,1,79.37,,,,,,,,,1,79.37,,,,,,,2,158.73,1,79.37,,,,,,,,,,,,
,,,,60~64,,,1,98.81,,,,,,,1,,,,98.81,1,98.81,,,1,98.81,2,,197.63,,,,,2,197.63,1,98.81,,,,,,,,,,,,,,,,,2,197.63,,,1,98.81,,,,,,,,
,,,,65~69,,,,,,,,,,,5,,,,459.98,,,,,2,183.99,2,,183.99,1,92.00,,,,,1,92.00,,,1,92.00,1,92.00,,,,,,,1,92.00,2,183.99,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,101.52,1,101.52,1,,,,101.52,,,,,2,203.05,1,,101.52,,,,,,,,,,,,,1,101.52,1,101.52,,,1,101.52,,,,,,,1,101.52,1,101.52,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,5,,1165.50,,,1,233.10,,,,,,,,,2,466.20,,,,,,,,,,,,,,,1,233.10,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,,588.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1492.54,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,28.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,25.19,,,,,,,,,,,,,,1,,25.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,28.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,23.15,,,,,,1,23.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,23.50,,,1,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,2,56.51,,,,,,,,,,,,,,,,,,,,,1,28.26,,,,,,,1,28.26,1,28.26,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,105.23,,,,,,,6,210.45,,,,,,,,1,35.08,,,,,,,,1,35.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,61.24,,,,,,,1,61.24,1,,,,61.24,,,,,,,,,,,,,,1,61.24,,,,,1,61.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,154.08,,,,,,4,308.17,3,231.12,,,,,,1,77.04,3,231.12,1,77.04,,,2,154.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,3,291.26,,,,,,,,3,291.26,1,97.09,,,,3,291.26,,,,,,,,,,,,,1,97.09,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,195.12,,,,,2,195.12,,,,,,3,292.68,4,390.24,,,,,,,,2,195.12,,,2,195.12,,,,,1,97.56,,,,,,,1,97.56,,,,,,,,,,,,,,,,
,,,,70~74,,,1,94.07,,,1,94.07,3,282.22,,,,,,3,282.22,2,188.15,,,,,,2,188.15,,,1,94.07,,,2,188.15,,,1,94.07,,,,,1,94.07,2,188.15,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,204.08,2,408.16,1,,,,204.08,,,,,,,,,,,,,,,,,,,,,,,,1,204.08,,,,,1,204.08,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,2,1081.08,,,,,,2,1081.08,,,,,,,,,,,1,540.54,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,1190.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,24.88,,,,,,,,,,,,,,,,,1,24.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.39,,,,,,,,,1,25.39,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,85.32,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,23.24,,,,,,,,,,,,1,23.24,,,,,,1,23.24,,,,,,,1,23.24,,,1,23.24,2,46.48,1,23.24,,,,,,,,,,,,,,,,,,
,,,,35~39,2,45.59,,,,,1,22.79,,,,,,,,,,,,,,,,,,,,,,,,,1,22.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,108.84,,,,,4,108.84,,,1,,,,27.21,,,,,2,54.42,,,,,,,,,,,,,,,,,,,,3,81.63,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,4,131.02,,,,,,,,2,65.51,,,,,1,,32.75,,,,,1,32.75,,,,,,,,,,,1,32.75,2,65.51,,,,,,,,,,,,,,,,,,
,,,,50~54,2,104.66,,,,,2,104.66,,,,,,,,3,156.99,,,,,,,,,,,,,,1,52.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,77.10,1,77.10,,,1,77.10,,,1,,,,77.10,1,77.10,,,1,77.10,,,,,,,,,,2,154.20,,,,,,,,,1,77.10,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,188.15,,,,,5,470.37,,,2,,,,188.15,4,376.29,,,1,94.07,,,,,,,,,,1,94.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,103.52,,,,,1,103.52,,,1,,,,103.52,2,207.04,,,,,,,,1,103.52,,,,,1,103.52,,,,,,,4,414.08,,,,,1,103.52,1,103.52,,,,,,,,,,,,,,
,,,,70~74,2,182.98,1,91.49,1,91.49,5,457.46,1,91.49,3,,,,274.47,5,457.46,2,182.98,1,91.49,1,,91.49,,,,,,,2,182.98,1,91.49,1,91.49,,,2,182.98,,,,,,,7,640.44,,,,,,,,,,,,,,
,,,,75~79,,,,,2,344.23,2,344.23,,,1,,,,172.12,2,344.23,,,1,172.12,,,,1,172.12,,,,,,,,,,,,,,,,,,,,,1,172.12,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,497.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,1086.96,,,,,,,,,,,,,,,,,,,,,,,,,,1,1086.96,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,1,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,2,55.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,24.31,,,,,,,,,,,,,,,,,1,24.31,,,,,,,,,,,,,,,1,24.31,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,3,67.25,,,,,,,,,,1,22.42,1,,22.42,,,,,1,22.42,,,,,,,,,,,,,1,22.42,,,,,,,,,,,,,,,,,,
,,,,40~44,2,53.01,,,,,,,,,,,,,,,,,,,,1,,26.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,94.40,,,,,1,31.47,3,94.40,,,,,,,,1,31.47,,,,,,,,,,1,31.47,,,,,,,1,31.47,,,1,31.47,1,31.47,,,,,1,31.47,,,,,,,,,,,,
,,,,50~54,3,136.36,,,,,,,3,136.36,,,,,,,,2,90.91,,,,,,,,,,1,45.45,,,,,,,3,136.36,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,237.72,,,,,,,4,316.96,,,,,,,,,,1,79.24,1,,79.24,,,1,79.24,1,79.24,1,79.24,,,,,1,79.24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,182.82,,,,,,,2,182.82,,,,,,,,1,91.41,2,182.82,,,,,,2,182.82,2,182.82,,,,,,,,,,,,,1,91.41,,,,,2,182.82,,,,,,,,,,,,
,,,,65~69,1,106.38,1,106.38,1,106.38,1,106.38,3,319.15,,,,,,,,1,106.38,8,851.06,1,,106.38,,,,,1,106.38,,,,,1,106.38,2,212.77,,,2,212.77,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,94.16,,,,,,,2,188.32,1,,,,94.16,,,1,94.16,2,188.32,,,,,,2,188.32,1,94.16,,,,,,,4,376.65,1,94.16,,,1,94.16,,,1,94.16,3,282.49,,,,,,,,,,,,
,,,,75~79,,,1,153.37,1,153.37,,,2,306.75,,,,,,,,2,306.75,1,153.37,1,,153.37,,,1,153.37,,,,,1,153.37,,,1,153.37,,,1,153.37,,,1,153.37,1,153.37,1,153.37,,,,,,,,,,,,
,,,,80~84,1,409.84,,,,,,,1,409.84,,,,,,,,1,409.84,,,,,,,,,,,,,,,,,,2,819.67,,,,,1,409.84,,,,,1,409.84,,,,,,,,,,,,
,,,,85+,,,,,,,1,1098.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1098.90,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他內分泌腺,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,1,,,,29.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,26.89,,,,,,,,,,,,,,1,26.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,22.47,1,22.47,,,,,,,,,,,,,,,,1,22.47,,,,,,,,,,,,,,,,,,,,,,1,22.47,,,,,,,,,1,22.47,,,,,,,,
,,,,40~44,1,25.60,,,,,,,,,,,,,,,,,,2,51.19,,,,,,,,,,,,,,,,,,,,1,25.60,,,,,,,1,25.60,,,,,,,,,,,,
,,,,45~49,2,60.13,,,1,30.07,,,1,30.07,1,,,,30.07,2,60.13,,,3,90.20,,,,,,,,,,,,2,60.13,,,,,,,,,,,,,,,,,,,2,60.13,,,,,,,,
,,,,50~54,1,40.55,,,,,,,,,,,,,,,,,,2,81.10,1,,40.55,,,1,40.55,,,,,,,1,40.55,,,,,1,40.55,,,1,40.55,,,,,1,40.55,,,,,,,,,,
,,,,55~59,,,,,,,1,77.64,,,,,,,,,,,,2,155.28,,,,,,,,,,2,155.28,1,77.64,,,,,,,,,,,,,1,77.64,,,,,,,,,,,,,,
,,,,60~64,4,349.04,,,,,,,,,,,,,,,,,,2,174.52,,,,,,,,,,,,,,,,,,,,1,87.26,,,,,,,1,87.26,,,1,87.26,,,,,,,,
,,,,65~69,1,106.04,,,2,212.09,,,,,,,,,,,,,,3,318.13,,,,1,106.04,2,212.09,1,106.04,,,,,,,,,,,1,106.04,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,100.10,,,,,2,200.20,,,,,,1,100.10,6,600.60,2,200.20,2,200.20,,,,,2,200.20,1,100.10,,,,,,,,,2,200.20,,,,,4,400.40,,,,
,,,,75~79,,,,,1,138.89,,,,,,,,,,1,138.89,1,138.89,,,,,,,,,,3,416.67,2,277.78,1,138.89,,,1,138.89,1,138.89,1,138.89,,,,,,,,,2,277.78,,,,,1,138.89,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,377.36,,,,,,,,,,,,1,377.36,1,377.36,,,,,,,,,,,,,,,,,,,,,,,1,377.36,2,754.72,,,,
,,,,85+,,,,,,,,,,,,,,,,1,980.39,,,,,,,,1,980.39,,,2,1960.78,,,,,,,,,,,1,980.39,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60.55,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,24.24,1,24.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,23.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.61,,,,,,,,,,,,,,,,
,,,,30~34,1,25.32,,,,,,,,,,,,,,,,,,,,,,,1,25.32,,,,,,,,,,,,,,,,,,,1,25.32,,,,,1,25.32,,,,,,,,,,
,,,,35~39,1,22.49,,,,,,,,,1,,,,22.49,,,,,,,,,,,,,,2,44.97,,,,,,,,,1,22.49,,,,,,,1,22.49,,,,,,,,,,,,,,
,,,,40~44,1,24.64,,,,,,,,,1,,,,24.64,,,3,73.91,,,,,,1,24.64,1,24.64,,,1,24.64,,,1,24.64,,,,,,,,,,,,,,,1,24.64,,,,,,,,,,
