,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,99.30,,,,,,1,99.30,,,2,,198.61,1,99.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,2,282.49,3,,423.73,,,2,282.49,,,,,3,423.73,1,141.24,,,1,141.24,,,1,141.24,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,277.78,,,,2,555.56,1,277.78,,,,,,,,,,,,,,,1,277.78,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,666.67,,,,,,,,,,,,,,,,,1,666.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,,1538.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.70,,,,,,,,,1,35.70,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,2,59.88,,,,,,,,,,,,,,1,29.94,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,28.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.98,,,,,,,,,,
,,,,40~44,1,38.30,,,1,38.30,,,1,38.30,,,,,,,,,,1,,38.30,,,,,,,,,,,,,1,38.30,,,1,38.30,,,,,,,,,,,,,,,,,,
,,,,45~49,2,100.10,,,,,,,,,,,,,,2,100.10,,,,,,,,,,,,,,,,,,,,,,1,50.05,,,,,,,1,50.05,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,93.63,1,93.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,223.96,1,111.98,,,,,,,,,,,,1,111.98,,,1,,111.98,,,,,1,111.98,,,,,,,,,1,111.98,,,,,,,,,,,,,1,111.98,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,3,429.80,1,143.27,1,,143.27,,,,,,,,,,,,,1,143.27,,,,,,,,,,,1,143.27,,,2,286.53,,,,,,
,,,,65~69,1,106.95,,,,,,,1,106.95,,,,,,,,2,213.90,2,,213.90,,,,,,,,,,,,,,,,,1,106.95,1,106.95,,,,,,,1,106.95,,,,,,,,
,,,,70~74,,,,,,,1,125.31,,,,,,,,3,375.94,,,5,,626.57,1,125.31,1,125.31,1,125.31,1,125.31,,,,,,,1,125.31,1,125.31,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,3,,777.20,1,259.07,,,,,,,,,,,,,,,,,,,,,1,259.07,,,,,1,259.07,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,2,,1212.12,,,,,,,1,606.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,,1470.59,,,1,1470.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,3,89.63,,,,,1,29.88,,,,,,,,1,29.88,,,1,,29.88,,,,,,,,,,,1,29.88,,,1,29.88,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,56.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,141.14,,,,,,,1,35.29,1,,,,35.29,,,,,1,,35.29,1,35.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,92.12,,,,,1,46.06,1,46.06,,,,,,,,,,,,,,,,,,,,,1,46.06,1,46.06,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,82.10,2,164.20,,,,,,,,,,3,,246.31,1,82.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,106.16,,,,,,,,,,,,,,,,1,,106.16,,,,,,,,,,,,,,,,,,,,,1,106.16,,,,,,,,,,,,,,
,,,,60~64,2,283.29,,,,,,,1,141.64,1,,,,141.64,2,283.29,,,1,,141.64,,,,,,,1,141.64,3,424.93,,,,,,,,,,,1,141.64,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,3,354.19,2,,,,236.13,1,118.06,,,2,,236.13,1,118.06,,,,,,,1,118.06,,,1,118.06,,,,,,,1,118.06,,,,,,,,,,,,,,
,,,,70~74,1,114.81,,,,,,,1,114.81,3,,,,344.43,4,459.24,,,1,,114.81,,,1,114.81,,,,,2,229.62,,,1,114.81,,,,,,,2,229.62,,,,,,,,,,,,,,
,,,,75~79,,,1,235.85,1,235.85,,,,,,,,,,5,1179.25,1,235.85,1,,235.85,,,,,,,1,235.85,1,235.85,,,,,,,1,235.85,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,1123.60,,,1,,561.80,,,1,561.80,1,561.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1298.70,,,,,,,,,,,,1,,1298.70,,,,,,,,,,,,,,,,,,,1,1298.70,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,胸膜,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,1,33.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,29.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,27.69,,,,,,,3,,,,83.08,,,,,,,,,,,,,,,,,,,,,,,,1,27.69,1,27.69,,,,,,,,,,,,,,,,
,,,,40~44,1,33.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,67.98,,,,,,,,,,,,,,,,
,,,,45~49,2,84.03,,,,,1,42.02,1,42.02,2,,,,84.03,1,42.02,,,,,,,,2,84.03,,,,,,,1,42.02,,,,,1,42.02,1,42.02,,,,,,,,,,,,,,,,
,,,,50~54,1,71.48,,,,,,,,,2,,,,142.96,,,,,,,,,,,,,,2,142.96,,,,,,,1,71.48,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,212.31,,,,,,,,,,,,,,,,,,,,,1,106.16,1,106.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,2,,277.39,1,138.70,4,554.79,,,,,1,138.70,,,,,,,,,,,,,1,138.70,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,130.04,,,1,130.04,3,,390.12,1,130.04,1,130.04,1,130.04,,,1,130.04,1,130.04,1,130.04,,,1,130.04,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,216.92,,,2,216.92,3,,325.38,,,1,108.46,,,,,,,,,,,,,1,108.46,,,,,,,2,216.92,,,,,,,,,,
,,,,75~79,,,,,,,1,215.52,,,2,,,,431.03,,,1,215.52,1,,215.52,1,215.52,,,,,,,,,,,,,,,,,,,,,,,2,431.03,,,,,,,,,,
,,,,80~84,,,,,,,,,1,465.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,465.12,,,2,930.23,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,,1190.48,,,,,,,,,,,,,,,,,,,,,1,1190.48,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,33.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,30.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.18,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,54.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.40,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,97.31,,,,,,,2,64.87,1,,,,32.44,,,2,64.87,,,,,,1,32.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,5,201.86,,,1,40.37,,,1,40.37,,,,,,1,40.37,,,1,,40.37,,,,,1,40.37,,,,,,,1,40.37,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,180.40,,,,,,,3,180.40,,,,,,1,60.13,,,,,,,,,,,,,,,,,,,,1,60.13,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,104.71,,,,,,,1,104.71,,,,,,1,104.71,,,1,,104.71,1,104.71,,,,,,,,,,,1,104.71,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,130.04,,,,,,,1,130.04,,,,,,1,130.04,1,130.04,,,,,,1,130.04,,,,,1,130.04,,,,,1,130.04,1,130.04,,,,,,,,,,,,,,,,,,
,,,,65~69,2,282.89,,,,,3,424.33,2,282.89,,,,,,2,282.89,,,3,,424.33,,,1,141.44,1,141.44,1,141.44,,,,,,,1,141.44,4,565.77,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,111.61,,,1,111.61,4,446.43,1,,,,111.61,7,781.25,1,111.61,2,,223.21,,,,,2,223.21,,,,,3,334.82,,,,,2,223.21,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,381.68,3,572.52,,,2,,381.68,1,190.84,,,1,190.84,1,190.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,431.03,1,431.03,,,,,,1,431.03,,,1,431.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1010.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.10,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,34.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,30.46,,,,,,,,,,,,,,,,,,1,,30.46,,,1,30.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,27.78,,,,,,,,,,,,1,27.78,,,,,,,,,,1,27.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,92.91,,,,,1,30.97,2,61.94,,,,,,1,30.97,,,,,,,,,,,,,,,,,,,,,,,,2,61.94,,,,,,,,,,,,,,,,
,,,,45~49,3,115.87,,,,,,,,,,,,,,2,77.25,,,2,,77.25,,,1,38.62,,,,,,,,,,,,,,,,,1,38.62,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,4,216.33,,,1,,54.08,,,1,54.08,,,,,2,108.17,,,,,,,,,1,54.08,,,,,,,,,,,,,,,,
,,,,55~59,2,203.46,,,,,,,1,101.73,,,,,,2,203.46,,,1,,101.73,,,,,,,,,1,101.73,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,,,1,,119.76,,,1,119.76,,,,,,,,,,,,,,,,,2,239.52,,,,,,,,,,,,,,
,,,,65~69,,,,,1,156.74,,,,,,,,,,3,470.22,,,3,,470.22,1,156.74,1,156.74,,,,,,,,,,,,,1,156.74,,,1,156.74,,,,,,,,,,,,,,
,,,,70~74,2,238.66,,,,,,,,,1,,,,119.33,,,1,119.33,2,,238.66,,,2,238.66,1,119.33,2,238.66,1,119.33,3,358.00,,,1,119.33,,,,,3,358.00,,,,,,,,,,,,,,
,,,,75~79,,,,,1,191.57,,,,,,,,,,2,383.14,1,191.57,3,,574.71,,,1,191.57,,,,,1,191.57,2,383.14,1,191.57,,,,,,,3,574.71,,,,,,,,,,,,,,
,,,,80~84,1,416.67,,,,,,,1,416.67,,,,,,1,416.67,,,,,,,,,,,,1,416.67,,,,,,,,,,,,,2,833.33,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,917.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.86,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,31.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,34.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.29,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,,31.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,56.39,,,,,,,,,,,,,,1,28.19,,,,,,1,28.19,,,,,,,,,,,,,1,28.19,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,2,75.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75.41,,,1,37.71,,,,,,,,,,,,
,,,,50~54,,,,,,,1,48.40,1,48.40,,,,,,1,48.40,1,48.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,274.98,,,,,,,1,91.66,,,,,,,,1,91.66,1,,91.66,1,91.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,230.95,1,115.47,,,,,2,230.95,,,,,,3,346.42,1,115.47,,,,,,,,,,,,,,,,,,,,,,,,1,115.47,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,156.49,,,,,,,,1,156.49,,,1,,156.49,,,,,,,,,,,,,,,,,1,156.49,1,156.49,,,,,,,,,,,,,,,,
,,,,70~74,,,1,118.48,1,118.48,,,4,473.93,1,,,,118.48,1,118.48,1,118.48,1,,118.48,1,118.48,1,118.48,,,,,1,118.48,,,1,118.48,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,156.99,,,,,2,,,,313.97,1,156.99,2,313.97,2,,313.97,1,156.99,,,,,,,1,156.99,,,,,,,,,,,,,1,156.99,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,363.64,1,363.64,,,1,,363.64,1,363.64,1,363.64,,,1,363.64,,,1,363.64,,,,,,,,,,,2,727.27,,,,,,,,,,,,
,,,,85+,,,,,1,806.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,806.45,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,36.14,,,,,,,,,,1,36.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,2,61.50,,,,,,,,,,,,,,,,,1,30.75,,,,,,,,,,,,,,,1,30.75,,,1,30.75,,,,,,,,,,,,
,,,,35~39,3,84.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,27.93,,,1,27.93,,,,,,,,,,1,27.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,55.87,1,27.93,,,,
,,,,45~49,1,35.63,,,,,,,,,,,,,,1,35.63,,,,,,,,1,35.63,,,,,,,,,,,,,,,,,,,,,,,,,1,35.63,,,,,,
,,,,50~54,4,178.97,,,,,,,,,,,,,,2,89.49,,,,,,1,44.74,1,44.74,,,,,,,,,,,,,1,44.74,1,44.74,,,,,,,,,1,44.74,,,1,44.74,,
,,,,55~59,1,82.78,,,,,,,,,1,,,,82.78,1,82.78,,,,,,,,1,82.78,,,,,,,,,,,,,,,1,82.78,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,5,546.45,,,,,,1,109.29,,,,,,,1,109.29,1,109.29,1,109.29,,,,,1,109.29,,,,,,,,,1,109.29,,,1,109.29,,
,,,,65~69,3,465.84,,,,,1,155.28,,,,,,,,,,,,,,,,,4,621.12,1,155.28,,,,,2,310.56,,,1,155.28,,,,,,,,,,,,,,,,,1,155.28,,
,,,,70~74,,,,,,,,,,,,,,,,1,133.33,,,1,,133.33,,,6,800.00,,,,,1,133.33,2,266.67,,,,,,,2,266.67,1,133.33,,,1,133.33,,,,,,,3,400.00,,
,,,,75~79,,,1,137.74,,,,,1,137.74,,,,,,1,137.74,,,,,,,,5,688.71,,,,,1,137.74,,,,,,,,,1,137.74,,,,,1,137.74,1,137.74,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,313.48,,,,,,1,313.48,1,313.48,,,,,2,626.96,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,793.65,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
