,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,194.93,,,,,,,,,,,,,,,,1,97.47,1,97.47,,,,,,,,,1,97.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,192.86,,,1,96.43,,,,,,,,,,1,96.43,1,96.43,1,96.43,,,,,,,,,,,1,96.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,98.81,,,,,1,98.81,,,,,,1,98.81,,,,,1,98.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,63.21,,,,,,,,,2,,,,126.42,4,252.84,,,1,63.21,,,,,,,,,5,316.06,,,,,1,63.21,,,3,189.63,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,95.97,,,,,,,1,,,,95.97,,,,,,,,,,,3,287.91,,,1,95.97,,,,,,,,,2,191.94,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,205.34,,,,,,,,,,,,,,1,205.34,2,410.68,,,,,2,410.68,,,,,,,,,,,,,2,410.68,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,427.35,,,,,,,,,,,,,1,427.35,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,35.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,32.12,,,,,,,,,,,,,,,,1,32.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,68.94,,,,,,,,,,1,34.47,1,34.47,,,,,,,2,68.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,1,46.13,,,,,,,,,,,,,,,,,,,,,,,1,46.13,2,92.25,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64.23,,,,,,,1,64.23,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,1,95.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,2,191.02,,,,,2,191.02,,,,,,,,1,95.51,1,95.51,,,,,,,,,,,,,1,95.51,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,100.81,,,,,,,1,100.81,,,,,,,,,,1,100.81,,,1,100.81,,,,,1,100.81,,,,,1,100.81,1,100.81,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,69.59,,,,,3,208.77,,,,,,,,1,69.59,6,417.54,,,,,,,,,,,1,69.59,,,1,69.59,,,1,69.59,1,69.59,,,,,2,139.18,,,,,,,,,,,,
,,,,70~74,,,1,85.03,1,85.03,1,85.03,,,1,,,,85.03,,,2,170.07,,,,,,,2,170.07,2,170.07,,,,,,,,,,,,,1,85.03,,,,,2,170.07,,,,,,,,,,,,
,,,,75~79,1,195.31,,,,,,,2,390.63,,,,,,,,,,,,,,,,2,390.63,,,,,1,195.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,396.83,,,,,,,,,,,,,,,,1,396.83,,,,,,,,,2,793.65,,,,,,,,,1,396.83,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,833.33,,,,,,,,1,833.33,,,,,,,,,,,,,,,,,,,,,,,1,833.33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,34.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,32.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,33.17,,,,,,,,,1,,,,33.17,,,,,,,1,33.17,2,66.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,87.26,,,,,,,,,2,,,,87.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,56.95,,,,,,,,,,,,,,,,,,,,,,1,56.95,,,,,,,,,,,,,,,1,56.95,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,95.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,190.11,,,,,,,,1,95.06,,,,,,,,,,,,,2,190.11,,,,,1,95.06,1,95.06,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,102.04,,,,,1,102.04,2,204.08,,,,,,,,,,1,102.04,,,1,102.04,,,,,,,,,,,,,,,1,102.04,1,102.04,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,75.13,,,,,,,,2,150.26,8,601.05,,,1,75.13,,,,,1,75.13,1,75.13,1,75.13,1,75.13,3,225.39,,,,,1,75.13,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,78.99,,,,,,1,78.99,,,8,631.91,,,2,157.98,,,,,,,2,157.98,,,,,,,,,,,1,78.99,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,3,509.34,,,,,,,,,,,1,169.78,,,1,169.78,,,,,,,2,339.56,,,,,,,,,,,,,,,,
,,,,80~84,,,1,380.23,1,380.23,,,,,,,,,,,,2,760.46,1,380.23,,,,,,,1,380.23,,,,,,,,,,,,,,,1,380.23,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,769.23,,,,,,,,,,,,,,,,1,769.23,,,,,,,,,,,,,,,,,2,1538.46,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.60,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,36.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,32.55,,,1,32.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,81.07,,,,,,,,,,,,,,2,81.07,1,40.54,,,,,,,,,1,40.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52.94,,,,,1,52.94,,,,,1,52.94,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,90.50,,,,,,,1,90.50,,,,,,2,181.00,2,181.00,,,,,,,,,1,90.50,,,1,90.50,,,,,,,1,90.50,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,92.00,1,92.00,,,1,92.00,,,,,,,1,92.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,101.52,,,1,101.52,,,,,,3,304.57,,,1,101.52,,,,,,,2,203.05,1,101.52,,,,,,,,,,,,,1,101.52,,,,,,,,,,,,,,,,
,,,,65~69,,,1,83.82,,,1,83.82,,,,,,,,1,83.82,1,83.82,2,167.64,1,83.82,,,,,2,167.64,,,2,167.64,,,,,,,,,,,3,251.47,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,75.36,,,,,,4,301.43,1,75.36,8,602.86,1,75.36,2,150.72,3,226.07,,,,,,,,,1,75.36,1,75.36,,,1,75.36,1,75.36,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,154.80,2,309.60,,,,,,2,309.60,1,154.80,2,309.60,1,154.80,1,154.80,,,1,154.80,,,,,,,,,,,,,,,1,154.80,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,3,1041.67,,,,,1,347.22,1,347.22,,,,,,,,,1,347.22,,,,,1,347.22,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,694.44,,,,,,,1,694.44,,,1,694.44,,,,,,,,,,,,,,,2,1388.89,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,1,35.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,32.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,31.47,,,1,31.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,38.33,,,,,,,,,,,,,,2,76.66,,,1,38.33,,,,,1,38.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,1,48.71,,,,,1,48.71,,,,,,,,,,,,,,,,,,,1,48.71,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,80.71,,,,,,,1,80.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,1,94.43,1,94.43,,,1,94.43,,,,,,,,,1,94.43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,100.91,,,,,1,100.91,,,,,,,,3,302.72,,,1,100.91,3,302.72,,,,,2,201.82,1,100.91,,,,,1,100.91,,,,,,,1,100.91,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,95.79,,,,,,3,287.36,1,95.79,1,95.79,1,95.79,1,95.79,,,,,,,,,,,2,191.57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,71.99,,,,,,,,,,,,2,143.99,,,1,71.99,,,1,71.99,,,,,2,143.99,1,71.99,,,,,,,2,143.99,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,137.93,,,,,,,,2,275.86,,,,,1,137.93,1,137.93,1,137.93,,,1,137.93,1,137.93,1,137.93,2,275.86,,,1,137.93,,,,,2,275.86,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,2,660.07,,,,,1,330.03,,,,,,,1,330.03,,,,,,,,,1,330.03,,,,,,,,,,,,,,
,,,,85+,,,1,649.35,,,,,,,,,,,,,,,,,,,,,,2,1298.70,,,1,649.35,,,,,1,649.35,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,36.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,33.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,36.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,33.68,,,,,,,,,,,,1,33.68,,,,,,,1,33.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,30.99,,,,,,,1,30.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,36.27,1,36.27,,,,,,,1,36.27,,,,,,,,,,,1,36.27,,,1,36.27,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,47.35,,,,,1,47.35,2,94.70,,,,,,,,,,,,,,,,,1,47.35,1,47.35,,,,,,,,,,,,,,,,,,
,,,,50~54,2,141.24,,,,,,,,,,,,,,,,,,,,1,70.62,,,,,,,,,,,1,70.62,,,,,,,1,70.62,,,,,,,,,,,,,,,,,,
,,,,55~59,1,97.09,,,,,,,,,,,,,,,,,,,,,,1,97.09,1,97.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,98.43,,,,,1,,,,98.43,,,2,196.85,,,,,1,98.43,,,,,,,,,,,,,,,,,,,1,98.43,,,,,,,,,,,,,,,,
,,,,65~69,2,204.71,,,,,,,1,102.35,1,,,,102.35,,,1,102.35,1,102.35,2,204.71,1,102.35,,,,,,,,,1,102.35,,,,,,,,,3,307.06,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,3,218.82,1,72.94,4,291.76,3,218.82,,,,,1,72.94,,,1,72.94,1,72.94,,,,,,,2,145.88,,,,,,,,,,,,,,,,
,,,,75~79,1,123.61,,,,,,,1,123.61,,,,,,,,,,1,123.61,3,370.83,,,,,,,,,,,1,123.61,,,,,1,123.61,,,1,123.61,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,304.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,581.40,,,,,,,,,,,,1,581.40,1,581.40,2,1162.79,1,581.40,,,,,,,1,581.40,1,581.40,,,,,,,,,2,1162.79,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,眼及淚腺,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,1,37.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,35.39,,,,,1,35.39,,,,,,,,,,,,,,,,,,,,,,1,35.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,1,33.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,31.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63.15,,,1,31.58,,,,,,,,,,,,,,,,
,,,,40~44,1,34.26,1,34.26,,,,,,,,,,,,1,34.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.26,,,,,,,,,,,,
,,,,45~49,2,90.66,1,45.33,1,45.33,,,,,1,,,,45.33,1,45.33,,,,,2,90.66,,,,,,,,,,,,,,,1,45.33,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,63.25,,,,,,,,,1,63.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,94.52,,,,,,,,,,,,1,94.52,,,1,94.52,1,94.52,1,94.52,,,,,1,94.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,96.81,,,,,,2,193.61,,,,,1,96.81,,,,,,,,,,,,,,,,,,,1,96.81,1,96.81,1,96.81,,,1,96.81,,,,,,,,,,
,,,,65~69,,,1,105.04,,,1,105.04,1,105.04,,,,,,2,210.08,,,1,105.04,3,315.13,,,,,1,105.04,,,,,,,,,,,,,,,1,105.04,,,,,1,105.04,,,,,,,,,,
,,,,70~74,1,77.34,2,154.68,,,,,1,77.34,2,,,,154.68,1,77.34,,,1,77.34,4,309.36,1,77.34,,,1,77.34,,,,,2,154.68,1,77.34,,,,,,,,,,,1,77.34,3,232.02,,,,,,,,,,
,,,,75~79,,,1,108.34,,,,,,,,,,,,1,108.34,,,,,4,433.37,,,,,,,,,,,1,108.34,2,216.68,,,,,1,108.34,1,108.34,,,1,108.34,1,108.34,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,284.09,2,568.18,,,1,284.09,3,852.27,,,,,,,,,1,284.09,,,1,284.09,,,,,,,,,,,,,1,284.09,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,515.46,1,515.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,515.46,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,眼及淚腺,,結直腸癌,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,34.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,97.56,,,,,1,32.52,,,,,,,,,,,,,,,,,,,,1,32.52,,,1,32.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,32.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,43.31,,,1,43.31,,,,,,,,,,,,1,43.31,,,,,,,,,2,86.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,56.40,,,,,,,,,1,,,,56.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,191.94,2,,,,191.94,1,95.97,,,1,95.97,,,,,,,1,95.97,1,95.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,93.72,,,,,,,2,187.44,,,,,,2,187.44,,,1,93.72,,,,,1,93.72,,,,,,,1,93.72,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,209.64,,,,,,,3,314.47,,,,,,1,104.82,,,,,,,1,104.82,,,2,209.64,,,,,,,1,104.82,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,169.64,1,,,,84.82,7,593.72,1,84.82,2,169.64,,,,,,,1,84.82,1,84.82,,,,,1,84.82,,,,,,,,,,,,,,,,,,,,,,,,
