,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,234.47,1,112.99,1,207.47,,,,,3,,,,219.46,1,97.75,,,8,264.29,,,,,1,112.99,4,144.88,11,283.51,,,11,283.51,5,154.18,1,156.99,,,3,224.72,,,1,117.23,,,,,1,112.99,2,134.23,1,117.23,,,2,134.23,10,294.29,,,,,,,,,,
,,,,75~79,2,137.08,,,2,178.57,,,,,1,,,,219.78,2,178.57,,,5,222.42,,,,,,,3,451.13,21,716.97,1,128.53,5,261.23,2,137.08,2,162.21,,,8,417.97,1,128.53,,,1,128.53,,,,,5,371.47,,,,,,,9,363.78,,,,,,,,,,
,,,,80~84,,,,,1,230.41,1,202.02,1,275.48,,,,,,1,230.41,,,7,391.06,,,,,1,202.02,1,364.96,12,884.96,,,1,202.02,,,1,202.02,,,7,447.00,,,1,202.02,,,,,,,3,349.65,1,202.02,,,,,12,670.39,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,2,439.56,,,4,694.44,,,,,,,,,12,1526.72,,,3,714.29,,,,,,,1,709.22,,,,,,,,,,,1,476.19,,,,,,,2,569.80,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,119.47,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,42.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.86,,,,,1,36.75,,,,,,,,,,
,,,,30~34,1,54.41,,,,,,,,,2,,,,90.99,,,1,76.28,,,,,,,,,,,,,,,,,,,,,,,1,96.06,,,,,,,,,1,54.41,,,,,,,,,,,,,,,,,,,,
,,,,35~39,4,94.67,,,,,,,,,,,,,,,,1,63.33,1,50.35,,,,,,,1,43.74,,,,,1,63.33,,,,,,,,,,,,,,,,,,,,,,,1,82.64,1,50.35,2,57.21,,,,,,,,,,
,,,,40~44,7,137.23,,,,,,,,,,,,,,,,6,92.44,,,,,,,3,54.11,,,,,,,4,61.25,,,1,39.11,,,,,,,,,,,,,,,,,,,,,,,2,45.69,,,,,,,,,,
,,,,45~49,5,74.91,,,,,,,1,71.07,,,,,,,,9,115.12,,,1,86.21,2,50.54,3,45.06,1,71.07,,,3,45.06,8,128.47,,,,,,,,,,,1,71.07,1,39.22,1,71.07,1,44.05,,,,,,,1,39.22,2,45.58,1,86.21,1,39.22,,,,,,
,,,,50~54,11,150.09,1,41.79,2,44.59,,,,,1,,,,87.41,,,11,150.09,,,,,5,68.22,5,97.41,,,,,3,73.30,3,53.30,1,47.80,,,,,,,,,,,4,71.06,,,,,1,41.79,,,,,2,72.99,2,117.65,,,,,,,,,,
,,,,55~59,5,90.09,,,,,,,1,104.93,1,,,,44.17,2,134.05,7,139.69,,,,,3,73.93,9,122.90,3,61.50,,,2,72.81,4,72.07,3,63.71,,,,,,,1,44.17,1,55.74,12,184.53,1,55.74,2,49.29,,,,,,,,,3,109.21,,,,,2,134.05,,,,
,,,,60~64,4,160.06,,,,,,,1,74.79,,,,,,2,107.87,10,243.01,,,,,3,112.07,8,199.30,,,,,3,161.81,3,101.59,,,,,,,,,,,2,149.59,3,128.48,,,1,161.81,1,86.06,,,,,2,172.12,2,92.59,,,,,3,85.79,,,,
,,,,65~69,3,149.11,1,103.84,,,,,1,103.84,3,,,,144.58,2,99.40,8,229.75,1,89.93,,,3,149.11,17,480.77,,,,,2,99.40,3,144.58,2,107.35,,,,,,,1,103.84,1,111.11,5,229.36,,,,,,,,,,,3,149.11,,,,,1,103.84,4,154.92,,,,
,,,,70~74,4,143.73,,,,,,,,,3,,,,147.71,2,193.24,12,367.65,,,,,7,178.62,14,407.21,3,107.80,1,111.73,7,203.61,3,117.97,,,,,1,111.73,,,1,111.73,,,3,107.80,,,1,117.23,2,114.42,,,,,3,197.89,,,,,,,9,229.65,,,,
,,,,75~79,1,149.70,,,,,,,,,1,,,,149.70,6,330.58,6,241.64,,,,,5,201.37,33,1124.74,1,268.82,1,129.03,11,509.50,2,243.01,1,268.82,1,129.03,,,1,221.73,,,2,299.40,7,331.60,,,2,149.70,3,207.90,,,,,4,277.20,,,,,2,299.40,9,351.29,,,,
,,,,80~84,,,1,245.70,,,1,320.51,,,3,,,,313.15,2,278.16,9,555.56,,,,,1,245.70,20,1035.20,1,193.05,,,5,327.87,,,2,231.75,,,,,,,,,,,4,289.65,,,,,1,219.30,,,1,193.05,3,417.25,,,,,1,193.05,11,649.73,,,,
,,,,85+,,,,,2,370.37,,,,,1,,,,806.45,2,448.43,7,809.25,,,1,806.45,1,699.30,7,809.25,,,1,330.03,6,878.48,1,421.94,1,699.30,,,,,,,,,1,549.45,5,753.01,1,699.30,,,,,,,,,2,370.37,,,,,1,699.30,5,619.58,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮頸,,甲狀腺,,白血病,,皮膚,,,,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,結直腸癌,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,55.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,1,54.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,29.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,3,71.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,171.23,10,247.04,,,,,,,,,,,,,,,,,,,,,,,,1,118.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,6,123.10,,,,,,,,,,,,,,2,149.70,1,130.38,3,224.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,107.87,7,205.10,,,,,1,,,,107.87,,,1,94.25,,,1,165.56,,,1,94.25,1,94.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,150.15,1,113.51,2,227.01,,,,,,,,,,,,1,113.51,2,193.05,2,300.30,,,,,,,,,2,300.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,151.29,,,,,,,,,,,,,,,,1,193.80,2,188.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,3,219.30,,,,,,,,,,,,,,1,226.76,2,781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,286.53,,,,,,,,,,1,242.72,,,,,,,1,242.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,436.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮頸,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,結直腸癌,,結締組織、皮下組織及其他軟組織,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,1,31.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,36.46,1,110.50,,,,,2,72.91,,,,,,,,,,,,,,,,,,1,50.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,3,163.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,3,94.34,,,,,,,,,,,,,,,,,,,,,,,,,,4,371.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,2,137.74,,,,,,,2,,,,167.22,,,,,,,3,139.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,136.18,4,166.94,,,,,,,,,,,,1,75.08,,,,,1,75.08,2,111.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,102.99,3,150.38,,,1,114.42,,,,,,,,,,,,,,1,102.99,1,102.99,,,,,2,228.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,5,176.99,,,,,,,,,,,,1,113.64,,,3,263.62,,,,,3,236.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,233.10,1,146.41,,,,,,,,,,,,,,1,191.94,,,2,378.79,1,317.46,,,,,2,268.82,2,378.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,175.75,,,,,,,,,,,,1,175.75,,,1,265.25,1,175.75,1,223.21,2,204.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,289.02,,,,,,,,,,,,1,250.63,,,,,,,1,353.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,980.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮頸,,甲狀腺,,白血病,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,,,,其他女性生殖器官,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,骨、關節及關節軟骨,,眼及淚腺,,喉,,結直腸癌,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,43.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,1,50.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,1,30.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,36.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,74.52,,,1,49.09,1,,,,49.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,147.06,1,84.32,,,1,101.01,1,147.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,255.92,5,141.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,69.54,3,107.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,9,211.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,100.40,2,134.23,,,,,,,,,,,,,,,,1,100.40,,,,,1,149.03,,,,,,,,,2,298.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,4,247.22,,,,,,,1,,,,193.80,,,,,,,,,,,1,246.31,,,,,1,137.55,1,112.23,1,120.34,1,120.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,142.25,5,294.12,,,,,,,,,,,,,,,,,,2,356.51,3,300.90,1,308.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,6,473.93,1,172.12,,,,,,,,,,1,172.12,,,,,2,344.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,232.02,2,252.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,406.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮頸,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,卵巢、輸卵管及寬韌帶,,其他女性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,52.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,36.60,,,,,2,,,,42.14,,,2,34.93,,,1,49.83,,,,,,,,,,,,,,,,,,,1,68.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53.45,,,,,,,,,,,,,,,,,1,35.22,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.41,,,,,,,1,57.54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,3,213.37,,,,,,,,,,,,,,,,,,2,179.53,,,1,153.85,,,,,,,,,,,,,,,,,1,153.85,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,2,230.15,5,118.57,,,,,,,,,,,,1,61.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,173.31,5,97.09,,,1,126.42,,,,,,,,,,,,1,72.99,,,,,2,145.99,,,,,,,1,88.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,2,277.39,3,253.81,,,,,,,,,,,,,,,,,,1,98.04,,,,,1,98.04,1,84.60,,,,,,,,,,,,,,,1,138.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,2,243.61,2,160.38,,,,,,,,,,,,,,1,121.80,,,,,,,1,121.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,172.41,3,225.23,2,148.81,,,,,,,,,,,,,,,,,,,,,,1,168.92,,,,,,,1,132.98,,,,,,,1,295.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,227.79,,,1,227.79,,,,,,1,163.40,,,,,2,255.10,1,269.54,,,2,195.12,,,,,,,,,,,1,163.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,326.26,,,,,1,344.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,2,452.49,,,,,,,,,,,,,,,,,,,,,,,,,1,512.82,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮頸,,子宮體,,甲狀腺,,白血病,,,,,皮膚,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,其他女性生殖器官,,其他內分泌腺,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,喉,,結直腸癌,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,73.21,,,1,37.01,,,1,73.21,,,1,37.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,35.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,1,35.83,,,,,,,,,,,1,35.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,64.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,2,97.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,232.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,2,79.74,2,344.23,,,1,73.48,,,,,,,,,,1,118.34,,,,,,,,,1,58.93,,,,,2,87.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,71.28,3,159.40,,,,,,,,,,1,121.21,1,77.10,,,,,,,,,,,2,94.25,,,,,,,1,71.28,1,77.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,3,129.48,6,268.82,,,,,1,,,,136.61,,,,,,,,,,,1,92.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,108.11,1,121.51,5,379.36,1,121.51,1,108.11,,,,,,,,,,1,121.51,,,,,,,,,1,121.51,,,1,108.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,124.53,1,228.83,,,,,1,,,,124.53,,,,,,,,,,,,,1,155.28,,,1,168.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,235.85,1,225.73,,,,,,,,,,,,,,,,,,,,,,,,1,282.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
