,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,162.07,2,324.15,1,162.07,4,,,,648.30,,,,,,,,,,,,,,,,1,162.07,1,162.07,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,200.80,1,200.80,6,,,,1204.82,,,,2,,401.61,1,200.80,2,,401.61,,,,,1,200.80,,,1,200.80,,,,,,,,,,,,,,,,
,,,,75~79,,,1,332.23,,,2,664.45,1,332.23,1,,,,332.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,621.12,,,,,1,,,,621.12,,,,,,,,,,,,,,,,,,,,1,621.12,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,2,2666.67,,,,,,,,,,,,,,,,1,,1333.33,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,93.55,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77.16,,,,,,,,,,,,
,,,,30~34,1,76.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,73.80,,,1,73.80,,,,,1,,,,73.80,,,,,,,,,,,,1,73.80,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,1,,,,96.43,,,,,,,,,,,,,,,,,,,,,,1,96.43,1,96.43,,,,,,,,,,,,
,,,,50~54,1,119.76,,,,,,,,,4,,,,479.04,,,,1,,119.76,,,1,,119.76,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,179.53,,,,,2,,,,359.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,149.03,,,1,149.03,,,3,,,,447.09,,,,,,,,,,,,,,,,,,,,,,,,,,1,149.03,1,149.03,,,,,,,,
,,,,65~69,,,,,,,,,2,318.47,1,,,,159.24,4,,636.94,,,,,,1,,159.24,1,159.24,1,159.24,,,1,159.24,,,,,1,159.24,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,200.80,1,,200.80,1,,200.80,2,401.61,1,,200.80,,,,,1,200.80,,,,,1,200.80,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,314.47,4,,1257.86,,,,,,,,,,,,,,,,,,,,,,,,,1,314.47,,,,,,,,
,,,,80~84,,,,,,,,,1,649.35,,,,,,,,,,,,,,1,,649.35,,,,,,,,,,,,,,,,,1,649.35,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1162.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1162.79,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,,造血系統及網狀內皮系統,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,1,,96.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,93.28,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80.26,,,,,,,,,,,,,,,,
,,,,35~39,1,77.28,,,,,,,,,1,,,,77.28,,,,,,,1,77.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,189.21,,,,,1,94.61,,,,,,,,,,,,,,,,1,,94.61,,,1,94.61,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,115.21,,,,,,,,,,,,,,,,,,,,,,,1,115.21,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,1,174.52,,,,,,,,2,,349.04,,,,,,1,,174.52,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,151.98,,,,,2,303.95,,,1,,,,151.98,,,,1,,151.98,,,,,,,,2,303.95,,,,,,,2,303.95,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,322.06,,,,,,,,3,,483.09,,,,,,,,,,,,,,,1,161.03,,,3,483.09,,,,,,,,,,,,,,
,,,,70~74,,,1,192.31,,,1,192.31,,,,,,,,3,,576.92,1,,192.31,2,384.62,1,,192.31,1,192.31,2,384.62,1,192.31,,,,,1,192.31,,,,,,,,,,,,,,
,,,,75~79,1,304.88,,,,,,,1,304.88,1,,,,304.88,2,,609.76,,,,,,,,,,,,,,,,,,,1,304.88,,,,,,,,,,,,,,
,,,,80~84,1,653.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,653.59,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1020.41,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,,食道,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,30~34,4,326.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,78.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,78.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,91.83,,,,,,,,,1,,,,91.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,449.94,,,,,,,,,1,,,,112.49,,,,,,,1,112.49,,,,1,112.49,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,160.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,312.50,,,1,156.25,,,,,,,,,,,,,,,,6,937.50,,,,,,,,,,,,,,1,156.25,,,,,,,,,,,,,,
,,,,65~69,1,165.84,,,,,,,,,3,,,,497.51,1,,165.84,1,,165.84,3,497.51,,,,,,1,165.84,,,1,165.84,,,,,3,497.51,,,,,,,,,,,,
,,,,70~74,1,185.53,1,185.53,,,,,,,4,,,,742.12,,,,1,,185.53,3,556.59,,,,,,,,,,2,371.06,1,185.53,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,597.01,1,,,,298.51,,,,1,,298.51,1,298.51,1,,298.51,,,1,298.51,,,,,,,1,298.51,1,298.51,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,1162.79,,,,,,,1,581.40,,,,2,1162.79,,,,,,,,,,,1,581.40,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,1,,1010.10,,,,,,,,,,1,1010.10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,食道,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,35~39,1,80.39,,,,,,,,,,,,,,,,,,,,1,80.39,1,,80.39,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,90.50,,,,,,,1,90.50,,,,,,1,,90.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,1,104.71,,,,,,,,,2,,209.42,1,104.71,1,,104.71,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,144.51,,,,,1,144.51,,,,,,,,,1,,144.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,174.52,,,,,1,174.52,2,349.04,,,,,,,,,,,,,,,,,1,174.52,1,174.52,,,,,,,1,174.52,,,,,,,,,,,,,,
,,,,65~69,1,162.07,,,,,1,162.07,5,810.37,,,,,,1,,162.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,186.22,1,186.22,,,3,558.66,,,,,,1,,186.22,2,,372.44,,,,,,,,,,,,,,1,186.22,,,,,,,,,,,,,,,,
,,,,75~79,,,1,275.48,,,,,4,1101.93,,,,,,2,,550.96,1,,275.48,1,275.48,,,,,,1,275.48,1,275.48,,,,,1,275.48,,,,,,,,,,,,,,
,,,,80~84,,,,,,,2,1086.96,,,,,,,,1,,543.48,2,,1086.96,,,,,,,,,,1,543.48,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,934.58,1,,,,934.58,,,,2,,1869.16,,,,,,,,,,,,1,934.58,,,1,934.58,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,胃,,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,1,94.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,166.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,83.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,83.82,,,,,,,,,,
,,,,40~44,2,152.21,1,76.10,,,,,3,228.31,1,,,,76.10,,,,1,,76.10,,,,,,,,,,,,,,,,,,1,76.10,,,,,,,,,,,,
,,,,45~49,1,87.64,,,,,,,1,87.64,1,,,,87.64,,,,,,,,,,,,,,,,,,,,1,87.64,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,2,205.34,,,,,,,,,,,,,,,,,,,1,102.67,,,,,,,1,102.67,,,,,,,1,102.67,,,,,,
,,,,55~59,2,258.40,,,,,,,1,129.20,2,,,,258.40,1,,129.20,,,,,,1,,129.20,1,129.20,,,1,129.20,,,1,129.20,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,194.93,2,389.86,1,,,,194.93,,,,,,,,,,,,1,194.93,,,,,,,,,,,,,,,,,,,1,194.93,,,,
,,,,65~69,2,316.46,,,,,1,158.23,1,158.23,1,,,,158.23,4,,632.91,1,,158.23,,,,,,,,,,,,1,158.23,,,,,,,,,,,,,,,1,158.23,1,158.23
,,,,70~74,,,,,,,,,4,754.72,,,,,,1,,188.68,,,,,,,,,,,,,,,,,1,188.68,,,,,,,1,188.68,,,,,,,1,188.68
,,,,75~79,1,268.82,1,268.82,,,1,268.82,,,,,,,,2,,537.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,537.63
,,,,80~84,,,,,1,507.61,,,1,507.61,,,,,,,,,,,,,,,,,,,1,507.61,,,,,1,507.61,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,925.93,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,92.59,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,84.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,77.28,,,,,1,77.28,,,,,,,,,,,,,,,,1,,77.28,1,77.28,,,,,,,,,,,,,,,,,1,77.28,,,,,,
,,,,45~49,,,,,,,,,1,85.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,85.47,,,,,,
,,,,50~54,1,100.40,,,,,1,100.40,1,100.40,,,,,,1,,100.40,,,,,,,,,,,,,1,100.40,,,1,100.40,,,1,100.40,,,,,1,100.40,,,,,,
,,,,55~59,,,,,,,,,2,248.76,1,,,,124.38,3,,373.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,124.38,,
,,,,60~64,,,1,190.48,,,,,,,1,,,,190.48,,,,,,,,,,,,,,,,,,,,1,190.48,,,,,1,190.48,1,190.48,,,,,1,190.48,,
,,,,65~69,,,,,,,,,2,322.06,1,,,,161.03,3,,483.09,,,,1,161.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,191.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,191.20,,,1,191.20,1,191.20,,,,,4,764.82,,
,,,,75~79,,,,,,,,,,,,,,,,2,,516.80,1,,258.40,,,,,,,,1,258.40,,,1,258.40,2,516.80,,,,,,,,,,,1,258.40,1,258.40,,
,,,,80~84,1,448.43,,,,,,,1,448.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,448.43,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,892.86,2,1785.71,,,,,1,892.86,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,20~24,,,,,,,,,,,1,,,,91.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,165.56,,,1,82.78,,,,,,,,,,,,,,,,1,82.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,258.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,86.21,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,81.23,,,,,,,,,,,,,,,,
,,,,45~49,1,80.78,,,1,80.78,,,,,2,,,,161.55,,,,,,,1,80.78,,,,,,,,,,,,,,,,,,,,1,80.78,1,80.78,1,80.78,,,,
,,,,50~54,3,295.57,,,,,,,1,98.52,1,,,,98.52,,,,,,,,,,,,,,,,,,,,,,1,98.52,1,98.52,,,,,,,,,,,,
,,,,55~59,2,239.81,,,,,,,1,119.90,3,,,,359.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,119.90
,,,,60~64,2,371.06,,,,,,,,,2,,,,371.06,,,,,,,,,,,,,,,,1,185.53,,,,,,,,,,,,,,,2,371.06,,,,
,,,,65~69,2,333.33,1,166.67,,,,,,,3,,,,500.00,1,,166.67,2,,333.33,,,,,,,,1,166.67,,,,,,,1,166.67,1,166.67,1,166.67,,,,,1,166.67,1,166.67,,
,,,,70~74,,,,,,,,,1,189.04,1,,,,189.04,,,,3,,567.11,,,,,,1,189.04,,,,,1,189.04,,,,,1,189.04,,,,,,,,,,,,
,,,,75~79,1,244.50,,,,,1,244.50,1,244.50,3,,,,733.50,,,,2,,489.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,244.50
,,,,80~84,,,,,,,,,,,2,,,,851.06,,,,1,,425.53,,,1,,425.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,,869.57,,,,,,,,,,,,,,,,,,,,,1,869.57,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,,,胃,,,胰,,,喉,,結直腸癌,,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,40~44,1,83.06,,,1,83.06,,,,,1,,,,83.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,317.71,,,,,,,1,79.43,,,,,,,,,,,,,,,,,,,,,1,79.43,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,378.79,1,94.70,,,,,1,94.70,,,,,,,,,,,,,,1,,94.70,,,1,94.70,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,116.96,1,116.96,,,,,,,,,,,,1,,116.96,,,,,,1,,116.96,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,509.34,,,1,169.78,,,2,339.56,,,,,,,,,,,,1,169.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,3,528.17,,,1,176.06,,,,,,1,,176.06,,,,,,2,,352.11,1,176.06,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,1,190.11,1,190.11,,,,,,,,,,,,,,,,,,,,,,,,,1,190.11,,,,,,,,,,,,,,,,,,
,,,,75~79,1,236.97,2,473.93,2,473.93,,,2,473.93,,,,,,,,,1,,236.97,,,,,,,,1,236.97,,,1,236.97,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,2,840.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,,714.29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,胃,,食道,,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,89.85,,,,,,1,,89.85,,,,,,,,,,,1,89.85,1,89.85,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,85.47,,,,,1,85.47,1,85.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,157.85,,,,,1,78.93,,,,,,,,,,,,,,,,,,,,,2,157.85,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,4,374.53,,,,,,,1,93.63,,,,,,,,,,,,,,,,,,,,,,,,,,,1,93.63,,,,,,,,,,,,,,
