,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,其他內分泌腺,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,1,43.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,30.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,34.36,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.36,,,1,34.36,,,,,,,,,,,,,,
,,,,30~34,1,35.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,32.46,,,,,2,64.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,35.04,,,1,35.04,,,,,,,,,,,,,,,,,,,,,,,,1,35.04,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,121.26,,,,,1,40.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,80.84,,,,,,,,,,
,,,,50~54,1,69.64,,,,,4,278.55,,,,,,,,1,689.66,,,,,,,2,139.28,,,,,,,,,1,69.64,,,,,,,1,69.64,,,,,,,,,,
,,,,55~59,,,,,1,84.10,5,420.52,,,,,,,,,,,,1,84.10,,,1,84.10,,,,,,,,,,,,,,,2,168.21,,,,,,,,,,,,
,,,,60~64,,,,,,,2,164.61,1,432.90,2,,,,203.25,3,246.91,,,,,1,101.63,2,203.25,1,432.90,,,,,1,101.63,,,1,101.63,,,1,101.63,,,,,,,,,,,,
,,,,65~69,,,,,,,2,199.20,,,,,,,,3,298.80,,,,,1,99.60,1,99.60,,,,,1,99.60,,,,,,,,,,,,,1,99.60,,,,,,,,
,,,,70~74,,,,,,,1,113.90,,,,,,,,2,193.61,,,,,2,227.79,,,,,,,,,1,645.16,,,,,,,,,,,2,227.79,,,,,,,,
,,,,75~79,,,,,,,1,183.49,,,,,,,,2,366.97,1,183.49,,,,,,,,,1,183.49,,,,,,,1,183.49,,,1,183.49,,,2,319.49,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,722.02,1,444.44,,,,,1,444.44,,,,,1,444.44,,,2,888.89,,,,,,,1,1923.08,,,1,1923.08,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1315.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,淋巴結,,眼及淚腺,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.23,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,58.89,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.09,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,33.75,1,33.75,1,33.75,,,,,1,33.75,,,,,,,,,,,,,,,1,33.75,,,,,,,,,,
,,,,40~44,2,61.41,,,,,,,1,33.83,1,,,,33.83,1,33.83,,,,,,,,,2,67.66,2,67.66,,,,,,,1,332.23,,,1,33.83,,,,,,,1,33.83,,,,
,,,,45~49,4,136.89,1,37.27,1,37.27,,,,,,,,,,4,149.09,,,1,37.27,,,,,,,1,37.27,,,,,,,,,,,,,,,,,,,1,37.27,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64.52,,,,,,,,,,
,,,,55~59,4,332.23,,,,,1,83.06,,,,,,,,1,83.06,,,1,83.06,1,83.06,,,,,,,,,,,,,,,2,166.11,1,83.06,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,7,560.45,,,1,98.14,1,98.14,,,1,98.14,,,,,1,434.78,,,,,1,434.78,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,452.49,,,,,,2,168.92,,,1,103.84,7,726.90,1,103.84,,,,,,,,,,,,,,,,,,,,,1,103.84,,,1,103.84,2,168.92
,,,,70~74,,,,,,,,,,,1,,,,108.58,3,325.73,,,,,2,217.16,,,,,1,108.58,1,108.58,,,,,,,4,434.31,,,,,,,3,325.73,,,,,2,217.16
,,,,75~79,,,,,,,,,,,1,,,,178.25,1,178.25,,,,,5,891.27,,,2,356.51,,,,,,,,,1,178.25,1,178.25,,,,,,,2,308.17,,,,,,
,,,,80~84,1,2500.00,,,,,,,,,,,,,,,,,,1,414.94,2,829.88,,,2,829.88,1,414.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,970.87,,,,,1,970.87,1,970.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,10~14,,,,,,,1,49.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,34.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,34.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,367.65,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,69.16,,,,,,,,,3,,,,91.80,,,1,34.58,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.58,,,,,,
,,,,40~44,2,67.27,,,,,1,33.64,,,2,,,,67.27,,,,,2,67.27,,,,,,,1,33.64,,,,,,,,,,,,,,,,,1,33.64,,,,,,
,,,,45~49,1,36.10,,,,,,,,,3,,,,108.30,,,,,1,36.10,1,36.10,1,36.10,2,65.60,,,,,,,,,,,,,,,1,36.10,,,2,72.20,1,36.10,,,,
,,,,50~54,2,110.62,,,,,,,,,2,,,,110.62,1,55.31,1,55.31,,,,,1,55.31,,,,,,,,,,,,,2,110.62,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,4,,,,330.85,,,,,,,,,,,,,,,,,1,82.71,,,1,82.71,,,,,,,,,,,,,1,82.71,,
,,,,60~64,,,2,160.00,,,,,,,4,,,,320.00,,,,,,,,,1,96.71,,,1,96.71,,,,,1,96.71,,,,,,,,,1,96.71,,,,,,,,
,,,,65~69,,,,,,,,,,,4,,,,433.37,,,2,216.68,,,,,,,,,,,1,108.34,,,,,,,,,,,,,2,216.68,1,108.34,,,1,108.34,,
,,,,70~74,1,106.95,,,,,,,1,558.66,5,,,,448.83,,,1,106.95,3,269.30,,,1,106.95,,,,,,,,,,,,,,,1,106.95,,,,,,,1,106.95,2,213.90,,
,,,,75~79,,,,,,,,,1,169.20,2,,,,338.41,,,1,169.20,4,676.82,1,169.20,,,,,,,,,,,2,338.41,,,,,,,,,1,169.20,,,,,2,338.41,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,2,696.86,,,2,696.86,,,,,,,,,1,348.43,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,862.07,,,,,2,1724.14,1,,,,862.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,10~14,,,,,,,,,1,48.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,609.76,,,,,,,,,,,,,,1,36.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.28,,,,
,,,,30~34,,,,,1,35.04,,,,,,,,,,1,35.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.04,,,,
,,,,35~39,,,,,,,,,1,35.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,136.05,1,34.01,,,,,,,,,,,,1,34.01,1,34.01,,,,,,,1,34.01,,,,,,,,,,,1,34.01,,,,,,,,,2,68.03,,,,
,,,,45~49,3,106.50,,,,,,,,,,,,,,1,35.50,,,,,3,106.50,,,,,1,35.50,,,,,,,,,,,,,,,,,1,35.50,2,64.52,,,,
,,,,50~54,1,48.69,,,,,,,,,,,,,,3,146.06,,,,,,,,,1,505.05,1,48.69,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,161.68,,,,,,,,,,,,,,2,161.68,,,,,1,80.84,,,,,1,80.84,,,,,1,80.84,,,1,80.84,,,,,,,,,,,1,80.84,,
,,,,60~64,1,97.28,,,,,,,,,1,,,,97.28,2,194.55,,,1,97.28,4,319.23,,,2,194.55,1,97.28,1,97.28,1,444.44,,,,,,,,,,,,,2,194.55,,,,,,
,,,,65~69,,,,,,,1,109.17,,,,,,,,3,327.51,,,3,261.78,3,327.51,,,2,174.52,,,1,109.17,1,434.78,,,2,174.52,,,,,,,,,,,,,,,1,109.17
,,,,70~74,2,182.32,,,,,,,,,2,,,,218.58,4,437.16,,,3,327.87,4,364.63,,,2,1098.90,,,1,109.29,,,1,109.29,1,109.29,,,1,109.29,1,109.29,,,2,218.58,,,,,1,109.29
,,,,75~79,,,1,157.98,,,,,,,,,,,,3,406.50,,,1,157.98,1,157.98,,,2,315.96,,,,,2,315.96,,,,,,,1,157.98,,,1,157.98,,,,,,,2,271.00
,,,,80~84,,,1,305.81,,,,,,,,,,,,2,611.62,,,,,2,543.48,,,1,305.81,,,1,305.81,,,,,,,,,,,,,,,1,305.81,,,,,1,305.81
,,,,85+,,,,,,,,,,,1,,,,2439.02,,,,,,,1,840.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,840.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.44,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,38.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,31.22,,,,,,,,,,1,31.22,,,1,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,35.08,,,,,,,,,,,1,35.08,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,36.13,,,,,1,36.13,1,36.13,,,,,,2,64.45,,,,,,,,,,,,,,,,,,,1,36.13,,,,,,,1,298.51,,,,,,,,
,,,,40~44,1,34.03,1,34.03,,,,,,,,,,,,1,34.03,,,,,,,,,,,,,1,34.03,,,,,,,,,,,,,1,34.03,,,,,,,,
,,,,45~49,7,245.96,,,,,,,,,,,,,,1,35.14,,,,,,,1,35.14,,,1,35.14,,,,,1,35.14,,,,,,,1,35.14,1,35.14,,,,,,,,
,,,,50~54,1,43.27,,,1,43.27,,,1,462.96,,,,,,3,118.72,,,2,86.54,2,86.54,,,,,,,,,,,,,,,,,,,1,43.27,1,43.27,,,,,,,,
,,,,55~59,3,230.95,,,,,,,,,,,,,,4,307.93,,,,,,,,,,,,,,,,,1,76.98,,,,,,,,,,,1,76.98,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,3,287.08,,,2,191.39,,,,,2,160.13,,,1,490.20,1,95.69,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,109.41,,,,,,3,328.23,,,,,4,351.80,,,,,,,,,,,,,,,,,,,1,109.41,,,,,,,,,,
,,,,70~74,1,110.99,,,,,,,1,110.99,,,,,,1,110.99,,,3,332.96,2,221.98,2,221.98,,,,,,,,,3,332.96,1,110.99,,,1,507.61,,,,,,,1,507.61,,,,
,,,,75~79,1,150.38,,,,,1,150.38,1,150.38,,,,,,,,,,1,900.90,3,451.13,,,,,,,,,,,1,900.90,,,,,,,1,150.38,,,,,2,300.75,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,280.11,,,,,2,560.22,,,,,,,1,2083.33,,,1,280.11,,,1,280.11,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,2,1538.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,1,52.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,50.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,29.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,2,,,,72.81,,,,,,,,,,,,,,,,,,,,,,,1,36.40,,,,,,,,,,,,,,
,,,,40~44,2,67.59,,,,,,,,,2,,,,67.59,,,,,1,33.80,,,,,,,,,,,,,1,33.80,,,1,33.80,,,,,,,,,,,,,,
,,,,45~49,3,95.27,,,1,35.03,,,1,35.03,1,,,,35.03,,,1,35.03,1,35.03,1,35.03,2,70.05,,,,,4,140.11,,,,,,,,,2,70.05,,,,,,,,,,,,
,,,,50~54,2,80.13,,,,,,,,,2,,,,73.18,,,1,40.06,,,,,1,40.06,1,40.06,,,1,40.06,,,,,,,1,40.06,1,40.06,1,40.06,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,653.59,1,71.53,2,143.06,2,143.06,2,143.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,3,273.22,,,,,,,,,2,,,,155.76,,,,,,,,,2,182.15,,,,,1,91.07,,,,,,,3,273.22,,,,,,,,,,,,,,
,,,,65~69,1,110.50,,,,,1,110.50,,,2,,,,178.25,1,460.83,1,460.83,1,110.50,,,,,,,,,,,,,,,2,220.99,1,110.50,1,110.50,,,1,110.50,,,,,,,,
,,,,70~74,,,1,116.14,,,1,116.14,1,518.13,3,,,,1554.40,2,232.29,4,464.58,,,,,,,,,1,116.14,5,580.72,,,,,,,,,,,1,116.14,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,141.24,6,847.46,,,1,141.24,2,282.49,,,,,,,1,787.40,,,,,1,141.24,,,,,1,141.24,,,,,,,,
,,,,80~84,,,,,1,1960.78,,,,,2,,,,448.43,,,1,253.16,,,1,253.16,,,,,,,,,,,,,,,,,1,253.16,,,1,253.16,,,,,,,,
,,,,85+,,,,,,,,,2,1333.33,1,,,,3030.30,,,,,,,,,,,,,1,666.67,,,,,,,,,,,,,,,1,666.67,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,15~19,,,,,1,40.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,28.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.18,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.19,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,36.13,,,,,,,,,,1,36.13,,,,,,,,,,,,,1,36.13,,,,,,,,,,,,,,,,,,
,,,,40~44,3,92.74,,,,,1,34.99,,,1,,,,34.99,,,1,34.99,,,2,61.82,1,34.99,1,34.99,,,,,1,34.99,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,94.13,,,,,,,,,,,,,,1,34.57,1,34.57,1,340.14,,,,,,,1,34.57,,,,,,,,,1,34.57,,,2,69.13,,,,,,,,,,
,,,,50~54,5,169.84,,,,,,,,,,,,,,1,37.00,,,2,73.99,,,,,2,73.99,,,,,1,37.00,,,,,,,,,1,37.00,,,,,,,,,,
,,,,55~59,1,66.18,,,,,,,,,,,,,,2,132.36,2,119.47,1,613.50,,,1,66.18,1,66.18,,,,,1,613.50,,,,,,,1,66.18,1,66.18,,,,,,,,,,
,,,,60~64,,,1,88.42,,,,,1,88.42,,,,,,3,229.36,2,176.83,1,88.42,,,1,88.42,1,88.42,,,,,4,305.81,,,,,,,1,88.42,1,88.42,1,88.42,,,,,,,,
,,,,65~69,1,107.18,1,107.18,,,,,,,1,,,,107.18,2,174.52,5,535.91,2,214.36,,,2,214.36,1,107.18,,,,,,,,,,,,,,,,,,,2,174.52,,,,,,
,,,,70~74,1,122.85,,,,,,,1,507.61,,,,,,2,245.70,,,1,122.85,,,1,122.85,,,1,122.85,,,4,491.40,,,1,122.85,,,2,245.70,,,,,3,368.55,,,,,,
,,,,75~79,,,,,,,,,2,263.85,1,,,,131.93,3,337.46,1,763.36,3,395.78,,,3,395.78,2,263.85,2,224.97,,,,,,,,,,,1,131.93,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,248.14,3,653.59,1,1785.71,,,,,,,,,,,,,3,744.42,,,,,,,1,1785.71,,,,,2,496.28,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,574.71,,,,,,,,,1,574.71,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.27,,,,,,,,,,,,,,,,,,
