,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,39.15,1,,,,16.25,,,,,,,1,12.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,13.79,1,76.45,,,,,,,,,,,,,1,181.16,,,,,,,,,1,11.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,13.98,,,,,,,1,13.98,1,,,,13.98,,,,,,,,,,,,,,,,,1,12.16,,,,,,,,,1,12.16,,,,,1,13.98,,,,,,,1,13.98,2,68.47,,,1,13.98,,,,,,,,,,,,,,,,,,
,,,,25~29,1,11.67,,,,,1,11.67,1,11.67,2,,,,19.03,,,,,,,,,,,,,,,,,1,10.51,,,,,,,,,,,,,,,,,1,11.67,,,,,1,11.67,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,11,52.49,,,,,1,29.60,1,12.60,2,,,,44.67,3,22.80,,,,,4,19.87,,,,,2,18.83,2,18.83,1,12.60,,,,,,,1,37.19,,,,,1,31.32,,,,,1,12.60,,,2,18.83,,,,,1,103.52,,,,,,,,,,,,,,,,,,
,,,,35~39,8,45.78,1,14.13,,,,,1,14.13,,,,,,1,15.25,,,,,4,39.69,,,,,3,60.91,4,79.59,1,15.25,,,1,15.25,,,,,,,,,,,,,,,1,122.70,,,,,,,1,33.33,12,59.46,,,,,,,,,,,,,,,,,,
,,,,40~44,23,92.64,,,,,,,1,14.62,2,,,,26.99,,,,,,,6,48.19,,,,,2,75.59,2,27.84,,,1,32.46,7,32.80,,,,,,,,,1,173.61,2,19.48,,,1,111.86,,,,,1,14.62,,,5,26.06,,,,,,,,,,,,,,,,,,
,,,,45~49,37,152.06,,,5,28.65,,,,,3,,,,43.14,2,19.91,,,,,16,65.39,1,32.35,,,6,26.60,9,46.24,3,20.53,2,34.47,8,41.12,1,13.06,,,,,,,2,28.76,6,33.89,,,,,,,1,32.35,2,55.96,3,19.15,6,33.89,,,1,115.87,,,,,,,,,,,,,,
,,,,50~54,28,128.23,,,1,108.58,,,1,16.06,,,,,,5,53.44,,,1,14.39,18,93.37,,,,,5,46.54,16,73.27,6,29.72,7,68.80,5,48.65,,,,,,,,,2,24.11,8,37.47,1,204.92,2,26.20,2,40.42,,,,,5,43.27,3,19.68,1,39.39,2,44.66,2,27.09,,,,,,,,,,,,
,,,,55~59,35,210.82,2,75.30,,,1,57.47,3,52.77,3,,,,23.24,6,77.33,1,17.49,,,18,97.30,,,,,14,84.11,16,99.17,3,23.24,6,46.47,23,140.12,5,46.20,,,,,2,34.97,3,44.90,11,74.49,,,1,17.49,2,34.97,,,2,26.40,2,65.53,1,19.60,,,1,19.60,5,76.78,,,,,,,,,,,,
,,,,60~64,18,189.67,2,50.39,2,48.17,,,1,230.95,4,,,,84.55,,,,,,,32,290.57,,,2,62.42,11,111.93,13,148.13,3,52.40,4,63.18,12,136.32,3,84.27,1,83.47,,,1,36.09,,,7,87.92,,,2,48.17,5,98.27,,,1,165.02,2,72.18,1,33.85,1,83.47,2,53.02,15,162.41,,,,,,,,,,,,
,,,,65~69,11,170.75,,,2,96.34,,,,,1,,,,108.58,4,83.73,,,,,26,331.93,,,,,12,178.65,19,265.29,2,398.41,2,79.02,4,81.28,5,154.18,,,,,3,70.96,4,118.31,17,241.75,1,199.20,2,224.97,3,162.51,,,2,71.10,5,84.47,3,126.10,,,,,15,179.71,,,,,,,,,,,,
,,,,70~74,4,136.61,1,81.63,2,140.55,1,156.01,,,2,,,,143.27,7,176.50,1,534.76,,,25,448.27,,,,,11,258.52,14,243.52,7,168.84,5,111.06,3,121.70,1,196.08,,,,,,,,,11,241.55,,,,,3,90.53,,,,,4,100.20,1,357.14,,,3,121.70,16,287.67,,,,,,,,,,,,
,,,,75~79,7,208.52,1,148.15,2,106.04,1,148.15,,,2,,,,106.04,6,289.44,,,,,22,546.86,1,396.83,2,81.67,12,296.59,24,468.29,5,150.47,7,149.96,4,168.07,1,232.56,,,,,3,98.55,3,148.96,14,277.34,,,2,120.70,2,215.75,,,,,3,163.58,1,74.68,,,3,169.59,26,464.70,,,,,,,,,,,,
,,,,80~84,4,212.65,1,625.00,3,122.40,,,,,2,,,,360.36,5,204.00,1,300.30,,,13,334.10,,,,,6,342.08,22,524.81,1,257.07,4,221.12,3,298.80,5,305.81,1,82.99,,,1,253.16,2,186.74,12,340.72,,,2,600.60,3,122.40,,,,,1,82.99,3,361.01,,,1,135.50,20,579.37,,,,,,,,,,,,
,,,,85+,1,277.01,,,,,,,,,3,,,,408.72,2,1010.10,,,,,7,650.56,,,,,8,544.22,6,707.55,,,8,547.20,2,386.85,3,580.27,,,,,,,,,4,433.37,,,,,1,277.01,,,1,1250.00,,,,,,,1,193.42,10,766.28,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他內分泌腺,,其他男性生殖器官,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,0~4,,,,,,,,,,,1,,,,26.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.55,,,,,,,,,,,,,,,1,26.43,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,1,53.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,1,,,,51.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,2,18.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.98,,,,,,,,,2,23.96,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,2,,,,17.74,,,1,33.84,,,,,,,,,,,,,,,,,1,320.51,,,,,,,,,,,,,1,37.15,,,,,,,,,,,,,,,1,12.02,1,125.16,,,,,,,,,,,,
,,,,25~29,1,10.73,,,,,,,2,16.77,1,,,,28.96,1,12.06,,,,,2,11.35,,,,,,,,,,,1,32.45,2,11.35,,,,,,,,,,,,,1,10.73,,,,,,,2,24.12,,,,,,,3,29.34,1,10.73,1,38.40,2,16.77,1,32.45,,,,,,
,,,,30~34,7,36.29,,,,,,,1,63.13,,,,,,2,11.43,,,,,3,22.68,,,,,,,,,2,16.04,,,1,12.07,1,12.07,,,,,,,,,,,,,,,,,,,3,14.80,,,,,1,10.85,,,,,1,36.11,,,,,,,,,,
,,,,35~39,17,82.39,,,,,,,,,2,,,,14.54,,,1,82.30,,,5,41.04,,,,,1,15.34,,,2,21.65,2,14.54,,,,,1,15.34,2,27.64,,,,,,,,,,,,,,,3,41.46,1,13.82,2,30.67,,,,,,,,,2,67.98,,,,,,,,
,,,,40~44,19,84.97,1,13.89,,,,,,,1,,,,13.89,3,33.81,,,,,11,47.73,,,,,,,,,3,29.23,3,18.00,4,48.05,,,1,32.67,4,49.52,,,1,14.54,,,,,,,,,1,13.89,3,19.57,2,24.03,,,1,13.89,,,,,1,13.89,3,30.65,,,,,,,,
,,,,45~49,25,101.18,,,,,,,,,1,,,,36.89,1,13.19,,,,,16,71.43,,,,,,,,,6,27.03,4,22.81,1,46.38,,,3,20.85,4,29.99,,,3,24.78,,,,,,,2,20.10,2,19.43,8,37.31,,,1,36.89,1,13.19,1,13.19,1,13.19,2,29.38,4,31.05,1,93.28,2,26.37,1,14.69,,
,,,,50~54,43,191.27,1,40.10,,,1,15.54,3,20.56,,,,,,1,14.30,,,,,32,136.23,1,15.54,3,71.82,,,,,6,33.82,15,72.52,2,25.86,,,5,28.78,10,55.60,,,3,33.59,1,15.54,,,,,,,2,54.67,7,43.54,1,14.30,4,29.79,1,48.50,,,1,48.50,3,31.75,2,21.08,,,2,28.60,1,14.30,,
,,,,55~59,25,127.92,,,2,17.37,,,2,26.90,4,,,,53.79,2,24.29,1,18.45,,,36,180.53,,,,,,,,,13,69.63,21,119.70,3,26.06,,,3,36.43,12,79.49,,,6,62.64,,,,,,,,,3,32.04,18,105.37,,,1,18.45,4,34.74,1,18.45,1,16.41,3,44.82,8,47.90,,,4,62.01,6,39.14,,
,,,,60~64,19,160.16,1,31.74,,,,,,,1,,,,71.53,1,28.58,,,,,27,229.98,,,,,,,,,15,145.84,14,128.64,2,30.08,,,6,74.55,5,102.10,,,8,88.02,1,166.94,,,,,,,2,333.89,14,126.31,,,3,137.05,3,45.11,,,,,6,95.74,2,58.67,,,3,58.28,9,102.02,,
,,,,65~69,9,160.09,1,222.22,1,112.74,,,,,,,,,,1,176.37,,,,,12,181.49,,,,,,,,,15,215.55,27,372.83,4,112.49,1,117.37,6,109.91,7,108.07,,,1,51.57,1,112.74,,,,,1,117.37,5,112.23,17,227.76,,,1,222.22,3,206.33,,,1,48.40,5,121.27,,,,,2,49.94,20,269.29,,
,,,,70~74,7,170.32,3,148.51,,,,,1,230.41,,,,,,2,98.33,,,,,17,287.26,,,1,549.45,,,,,13,268.87,24,354.35,1,77.16,,,4,206.40,5,170.82,,,6,143.58,,,1,66.27,,,2,160.13,3,198.81,9,173.28,1,153.85,3,154.16,1,66.27,,,1,77.16,9,194.13,5,188.47,,,1,153.85,15,243.63,,
,,,,75~79,9,236.22,1,187.27,5,150.51,,,,,,,,,,8,216.27,,,1,187.27,15,336.02,,,,,,,,,10,355.87,27,541.52,8,205.23,,,14,272.21,6,324.15,,,4,175.13,,,,,,,,,1,85.62,18,535.08,1,85.62,1,96.34,2,149.81,,,,,5,165.62,,,,,1,171.82,28,551.51,,
,,,,80~84,1,346.02,1,78.99,3,251.47,,,,,5,,,,178.25,9,366.45,,,,,13,457.75,,,,,,,1,78.99,9,325.73,28,644.12,1,78.99,,,11,332.13,3,262.47,,,2,119.40,1,253.81,,,,,1,302.11,,,11,382.34,,,2,125.23,,,,,1,191.20,5,419.11,1,78.99,,,3,236.97,22,547.81,,
,,,,85+,,,1,1086.96,4,344.83,,,,,3,,,,248.76,3,294.99,,,,,5,320.10,,,,,,,,,3,696.06,13,987.84,2,487.80,,,4,390.24,1,490.20,1,452.49,2,275.10,,,,,,,,,,,6,828.73,,,1,168.92,,,,,1,243.90,4,273.97,,,,,,,14,732.22,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮頸,,子宮體,,甲狀腺,,白血病,,皮膚,,,,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,其他分界不明的部位,,直腸與肛門,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,胰,,結直腸癌,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,2,32.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,41.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,105.15,,,,,,,,,,,,,,1,47.51,,,,,,,,,,,,,,,,,,,1,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,82.85,,,,,2,309.12,,,,,,,,,,,,,,1,49.55,,,,,1,82.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,320.51,5,102.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,131.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,223.21,5,133.26,,,,,,,,,,,,,,,,,,,,,,1,289.02,1,72.31,1,289.02,,,,,2,77.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,112.49,7,198.64,1,74.02,2,128.70,,,,,,,,,,1,136.43,,,,,1,229.89,,,,,,,1,150.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,4,156.92,,,,,,,1,,,,147.71,1,243.90,,,,,,,,,,,2,174.22,1,164.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,231.62,4,226.63,,,,,,,,,,,,,,,,,,3,201.61,2,666.67,,,2,180.67,,,2,177.30,1,123.92,1,269.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,9,1101.59,,,,,,,2,,,,486.62,,,1,361.01,,,,,1,146.20,,,3,511.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,320.51,,,,,,,,,,,,,,,,1,555.56,2,285.71,2,823.05,,,1,262.47,,,1,262.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,389.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,1,1063.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮,,子宮頸,,子宮體,,不明原發部位,,,,,主唾液腺,,甲狀腺,,白血病,,皮膚,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,其他女性生殖器官,,其他分界不明的部位,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,2,257.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,42.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,1,40.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63.90,,,,,,,,,1,53.88,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,25.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,2,32.18,,,,,,,,,,,,,,2,34.66,,,,,,,,,,,,,,,,,1,57.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,279.33,,,1,36.50,,,,,,,,1,36.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,57.31,,,1,128.04,,,1,,,,57.31,,,,,,,,,,,,,,,,,1,57.31,,,,,,,,,,,1,57.31,,,,,,,,,1,56.18,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,2,64.43,,,9,208.38,,,,,,,,,,,,2,126.34,,,,,,,,,,,,,1,98.91,,,,,,,,,,,,,,,,,3,385.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,3,239.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,108.46,,,,,,,,,,,3,124.17,,,1,79.74,,,,,3,313.48,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,7,210.02,,,,,,,,,,,,1,156.74,,,1,79.62,1,183.82,,,,,,,1,156.74,1,133.33,,,1,79.62,,,3,208.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,170.79,1,303.95,,,,,,,,,,,,,,2,160.90,,,1,113.25,,,3,223.71,2,363.64,,,1,178.89,,,1,220.75,1,277.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,2,210.75,1,227.27,8,281.29,,,,,,,,,,,,1,328.95,,,,,3,480.77,1,219.78,,,1,328.95,1,227.27,,,,,1,227.27,,,2,328.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,409.84,,,,,3,283.29,,,,,,,,,,1,431.03,,,1,409.84,1,409.84,,,,,,,1,293.26,,,,,,,1,293.26,,,2,819.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,,,2,294.99,,,1,261.78,,,2,465.12,1,246.91,1,261.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1041.67,1,704.23,,,1,819.67,,,,,1,819.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2173.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮頸,,子宮體,,不明原發部位,,甲狀腺,,白血病,,,,,皮膚,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,胃,,胰,,眼及淚腺,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,2,,,,74.60,,,,,1,41.17,,,,,,,,,,,2,129.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,2,59.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,218.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,20.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,40.18,1,75.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,116.14,2,102.56,,,,,,,,,,,,,,1,56.72,,,,,,,1,108.70,,,,,,,,,,,,,,,3,111.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,58.28,6,102.46,,,,,,,,,,,,,,1,58.28,1,94.25,,,2,138.22,,,,,2,623.05,,,,,,,,,,,3,153.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,206.19,2,107.35,,,,,,,,,,,,,,,,,,,,1,103.09,1,117.10,1,207.47,,,,,1,68.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,121.07,3,121.07,,,,,2,245.70,,,,,,1,452.49,,,,,,,,,2,173.91,1,151.29,,,,,1,86.96,,,,,3,619.83,1,143.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,103.09,7,200.75,,,,,,,,,,,,,,1,103.09,1,342.47,,,1,163.40,,,,,,,,,1,226.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,418.41,6,265.84,1,209.21,,,,,2,,,,498.75,1,164.47,,,,,1,249.38,1,1000.00,,,2,181.82,,,,,2,157.60,,,1,203.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,7,448.72,,,,,,,,,,,,,,,,,,,,,,1,323.62,1,304.88,,,,,1,434.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,2,437.64,,,1,367.65,1,353.36,1,,,,357.14,,,,,1,602.41,,,,,1,357.14,,,,,,,,,,,1,357.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,571.43,,,,,,,,,,,,,,,,,,,,1,588.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1273.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4545.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
