,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,410.68,,,,,1,205.34,,,4,,,,821.36,,,,,1,,205.34,2,,410.68,,,1,205.34,,,,,,,,,,,1,205.34,,,,,1,205.34,,,,
,,,,75~79,1,414.94,1,414.94,,,,,,,2,,,,829.88,,,,,,,,1,,414.94,,,,,1,414.94,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1562.50,,,,,,,,,,,,,1,,1562.50,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,,,,食道,,造血系統及網狀內皮系統,,喉,,,結直腸癌,,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,2,142.55,,,,,,,,,,,,,,,,,,,,,,1,71.28,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,68.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,130.38,,,1,65.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,78.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,95.97,1,95.97,3,287.91,,,,,1,,,,95.97,,,1,95.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,248.76,,,2,248.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,6,835.65,1,139.28,,,,,,,,2,278.55,,,1,,139.28,,,,1,139.28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,124.84,,,4,499.38,1,124.84,,,,,,,,1,124.84,,,1,,124.84,,,,1,124.84,,,1,124.84,,,,,,,,,,,,,,,,,,,,
,,,,65~69,5,772.80,,,6,927.36,2,309.12,2,309.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,189.39,,,2,378.79,,,,,1,,,,189.39,,,1,189.39,,,,1,,189.39,,,,,,,1,189.39,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,392.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,819.67,,,,,,1,819.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1886.79,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,胰,,,喉,,,結直腸癌,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,30~34,,,,,,,2,135.41,,,,,,,,,,,,,,,,,,1,67.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,226.07,1,75.36,,,2,150.72,,,,,,,,,,,,,,,,,,1,75.36,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,291.26,,,,,2,194.17,,,1,,,,97.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,225.99,,,,,,,1,112.99,,,,,,,,1,112.99,,,,,,,,,,,,,1,112.99,,,,,,,,,,,,,,,,,,
,,,,55~59,3,444.44,,,,,1,148.15,1,148.15,,,,,,,,1,148.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,131.23,,,,,3,393.70,1,131.23,6,,,,787.40,2,262.47,,,1,,131.23,,,,,,1,131.23,1,131.23,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,442.48,,,,,4,589.97,,,2,,,,294.99,,,,,,,,3,,442.48,,,,,1,147.49,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,2,374.53,7,1310.86,,,1,,,,187.27,1,187.27,,,1,,187.27,,,,,,,,,,,,1,187.27,1,187.27,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,704.23,,,5,,,,1760.56,1,352.11,,,,,,1,,352.11,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,1680.67,,,,,,,,,,,1,840.34,,,1,840.34,,,,,1,840.34,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,1562.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,直腸與肛門,,,肺、支氣管及氣管,,,胃,,食道,,造血系統及網狀內皮系統,,喉,,睪丸,,腦,,膀胱,,膽囊及肝外膽管,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,103.09,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,72.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,71.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,68.87,,,,,,,,,,,,,,,,3,206.61,,,,,,,,,,,,,,,,,,,,,1,68.87,,,,,,,,,,
,,,,40~44,3,215.05,,,1,71.68,,,,,,,,,,,,1,71.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,375.59,,,,,,,,,,,,,,,,4,375.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,225.99,,,,,,,,,,,,,,1,112.99,3,338.98,,,,1,,112.99,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,290.70,,,,,1,145.35,,,,,,,,1,145.35,2,290.70,,,,1,,145.35,,,1,145.35,,,,,,,,,,,1,145.35,,,,,,,,,,
,,,,60~64,1,136.24,,,1,136.24,1,136.24,,,,,,,,,,4,544.96,2,,272.48,1,,136.24,,,1,136.24,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,3,428.57,1,142.86,,,,,,,,,,,,,,9,1285.71,1,,142.86,4,,571.43,,,1,142.86,1,142.86,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,375.23,,,,,,,,,,,,,,1,187.62,7,1313.32,1,,187.62,6,,1125.70,2,375.23,1,187.62,,,,,,,1,187.62,,,,,,,,,,,,,,
,,,,75~79,1,330.03,,,,,,,1,330.03,,,,,,,,1,330.03,,,,,,,1,330.03,2,660.07,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,781.25,2,1562.50,,,,,,1,,781.25,,,1,781.25,,,1,781.25,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,2,,3125.00,,,,,,,,,,,,,1,1562.50,1,1562.50,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,胃,,,食道,,胰,,喉,,結直腸癌,,膀胱,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.67,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,74.91,,,1,,74.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,2,141.24,,,1,,70.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,1,71.89,,,,,,,,,,,,,1,,71.89,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,179.05,,,1,89.53,,,,,1,,,,89.53,2,179.05,,,,,,,,,,,1,89.53,,,1,89.53,1,89.53,,,1,89.53,,,,,,,,,,,,
,,,,50~54,1,110.50,,,,,,,,,,,,,,5,552.49,,,,,,,,,,,1,110.50,1,110.50,1,110.50,,,,,,,,,,,,,,,,,,
,,,,55~59,2,278.94,,,1,139.47,,,,,,,,,,6,836.82,,,1,,139.47,2,,278.94,1,139.47,,,,,,,1,139.47,,,,,,,,,,,,,,,,
,,,,60~64,2,289.44,,,,,,,,,,,,,,3,434.15,1,144.72,1,,144.72,,,,,,,,,,1,144.72,,,,,,,,,,,,,,,,,,
,,,,65~69,3,404.86,,,,,1,134.95,,,,,,,,5,674.76,,,1,,134.95,,,,,,,,1,134.95,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,3,,,,585.94,4,781.25,,,1,,195.31,,,,,,,,,,,,,,1,195.31,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,3,925.93,,,4,,1234.57,2,,617.28,,,,,,,,,1,308.64,,,,,1,308.64,,,,,,,,,,
,,,,80~84,1,704.23,1,704.23,1,704.23,,,,,1,,,,704.23,2,1408.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,1388.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,男性乳房,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,胰,,喉,,結直腸癌,,腎,,腦,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,86.13,,,,,,,,,,,,,,,,
,,,,30~34,2,155.76,,,,,,,,,2,,,,155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,70.72,,,1,70.72,,,,,2,,,,141.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,71.12,,,,,,,,,4,,,,284.50,1,71.12,,,,,,,,,,,,,,,,,,,1,71.12,,,,,,,,,,,,,,
,,,,45~49,2,164.74,,,,,,,,,2,,,,164.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,102.56,,,,,3,,,,307.69,,,2,205.13,1,,102.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,138.89,,,,,1,138.89,,,6,,,,833.33,,,2,277.78,,,,,,,,,,,1,138.89,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,297.62,,,,,,,,,5,,,,744.05,2,297.62,,,1,,148.81,,,,,,1,148.81,,,,,,,,,1,148.81,,,,,,,,,,,,
,,,,65~69,1,136.43,,,,,1,136.43,,,10,,,,1364.26,,,2,272.85,1,,136.43,1,,136.43,,,,,,,,,,,,,,,2,272.85,,,,,,,,,,
,,,,70~74,1,188.32,1,188.32,,,2,376.65,,,6,,,,1129.94,1,188.32,1,188.32,,,,,,,1,188.32,,,,,,,,,,,,,1,188.32,,,,,,,,,,
,,,,75~79,,,,,,,,,1,271.74,5,,,,1358.70,2,543.48,4,1086.96,,,,,,,,,,,1,271.74,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,1388.89,1,694.44,1,694.44,,,,3,,2083.33,,,,,1,694.44,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,1351.35,1,1351.35,,,1,,1351.35,,,,,,,,,,1,1351.35,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,男性乳房,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,,骨、關節及關節軟骨,,結直腸癌,,腎,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,1,122.55,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,72.31,,,,,,,,,,,,,,,,,,1,72.31,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,74.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,70.08,1,70.08,1,70.08,1,,,,70.08,,,,,,,,,,,,,,,2,140.15,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,81.43,,,,,2,162.87,,,,,,,,1,81.43,,,,1,,81.43,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,202.22,,,,,,,2,202.22,,,,,,1,101.11,,,,,,,,,,,1,101.11,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,6,772.20,,,,,,2,257.40,,,,,,1,,128.70,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,150.60,,,,,,,3,451.81,,,,,,1,150.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,280.11,,,,,,,6,840.34,1,,,,140.06,2,280.11,,,,,,2,,280.11,,,2,280.11,,,2,280.11,,,,,,,,,,,,,,,,,,
,,,,70~74,2,377.36,,,,,,,3,566.04,,,,,,3,566.04,,,2,,377.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,2,492.61,,,,,,,3,738.92,,,,,,2,492.61,,,,,,,,,,,1,246.31,,,1,246.31,,,,,,,,,,,,,,,,,,
,,,,80~84,1,666.67,,,,,,,5,3333.33,,,,,,1,666.67,,,,,,,,,,,,,,,1,666.67,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1408.45,,,,,,,,,,,,,,,,,,1,1408.45,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,,胰,,,胸腺、心臟與中隔,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,25~29,,,,,,,,,1,75.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,80.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75.53,,,,,,,,,,,,,,,,,,
,,,,40~44,1,71.17,,,,,,,1,71.17,,,,,,,,,,,,,,,,,,,,1,71.17,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,78.13,,,,,,,5,390.63,,,,,,1,78.13,1,78.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,202.22,,,,,,,1,101.11,1,,,,101.11,,,,,1,,101.11,,,,1,101.11,,,,,,,1,101.11,,,,,,,,,,,,,,,,
,,,,55~59,3,355.45,1,118.48,,,,,1,118.48,1,,,,118.48,,,,,1,,118.48,,,,,,,,1,118.48,1,118.48,,,,,,,,,,,,,,,,,,
,,,,60~64,2,310.56,,,,,,,4,621.12,1,,,,155.28,,,1,155.28,1,,155.28,,,,,,,,,,1,155.28,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,437.96,7,1021.90,1,,,,145.99,1,145.99,,,,,,2,,291.97,,,1,145.99,,,,,,,2,291.97,,,,,,,,,,,,,,
,,,,70~74,,,,,1,179.21,,,3,537.63,1,,,,179.21,3,537.63,,,,,,,,,,,,,1,179.21,,,,,,,2,358.42,2,358.42,1,179.21,,,,,,,,
,,,,75~79,1,243.90,,,,,,,2,487.80,,,,,,2,487.80,,,,,,1,,243.90,,,,,,,,,,,,,,,,,1,243.90,,,,,,,,
,,,,80~84,,,,,,,1,598.80,3,1796.41,1,,,,598.80,2,1197.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,3,3797.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,,消化器官其他分界不明部位,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.22,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,81.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,163.80,,,,,,,,,,,,,,,,,,
,,,,35~39,1,79.74,,,1,79.74,,,2,159.49,,,,,,,,,,,,,,,,,,,,,,,,,,1,79.74,,,,,,,,,,,,,,
,,,,40~44,3,219.46,,,,,,,3,219.46,,,,,,,,,,1,,73.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,147.49,,,,,1,73.75,,,,,,,,,,1,73.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,96.62,,,,,,,5,483.09,,,,,,,,,,1,,96.62,1,,96.62,,,,,,,,,,,1,96.62,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,5,593.12,,,,,,2,237.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,303.95,4,607.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,295.86,,,,,,,6,887.57,2,,,,295.86,1,147.93,,,,,,1,,147.93,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,172.41,,,,,,,2,344.83,1,,,,172.41,3,517.24,,,1,,172.41,,,,,,1,172.41,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,2,486.62,1,243.31,,,,,4,973.24,,,,,,2,486.62,,,1,,243.31,1,,243.31,,,,,1,243.31,,,,,,,1,243.31,,,,,,,,,,,,
,,,,80~84,,,,,,,,,2,1104.97,1,,,,552.49,,,,,1,,552.49,,,,,,,,,,,,,,,,1,552.49,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,,1250.00,,,,,,,,,,,,1,1250.00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,造血系統及網狀內皮系統,,結直腸癌,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,163.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,80.97,,,,,,,,,,,,,,,,,,,,1,80.97,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,83.61,,,,,,,,,,,,,,,,,,,,,,,,1,83.61,,,,,,,1,83.61,,,,,,,,,,,,,,,,
,,,,40~44,3,220.10,,,,,,,3,220.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,149.70,,,,,,,3,224.55,,,,,,,,1,74.85,,,,,,,1,74.85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,276.75,,,,,,,2,184.50,,,,,,,,2,184.50,,,,,,,1,92.25,,,,,,,,,,,,,,,,,,,,,,,,
