,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,427.35,,,,,,,,2,854.70,3,1282.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,636.94,,,,,1,636.94,,,,,,,,,,1,636.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,食道,,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55.22,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,54.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,46.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,50.03,,,,,,,,,1,,,,50.03,,,,,,,,,,1,50.03,,,,,,,,,1,50.03,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,2,118.76,,,1,59.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,1,91.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,100.40,,,,,,,,,,,,,,,,,,1,,100.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,90.42,,,1,90.42,,,2,180.83,2,,,,180.83,1,90.42,,,,,,,,,,1,90.42,1,90.42,,,1,90.42,,,1,90.42,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,89.77,,,1,89.77,4,,,,359.07,,,1,89.77,,,,,,,,,,,,,,,,1,89.77,1,89.77,,,,,,,,,,,,,,,,
,,,,70~74,,,,,4,488.40,,,,,4,,,,488.40,,,,,,,,,,,,,,2,244.20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,219.30,4,877.19,,,,,,,,,,,,1,219.30,,,,,,,,1,219.30,,,,,,,,,2,438.60,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,431.03,1,431.03,,,2,,,,862.07,,,1,431.03,,,,1,431.03,,,,,,,,,,,,,1,431.03,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,588.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,1,48.78,,,,,,,1,48.78,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,45.43,,,,,1,,,,45.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,1,55.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,97.13,,,,,1,48.57,,,,,,,,,,,,,,,,,,,1,48.57,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,97.23,1,48.61,,,,,,,3,,,,145.84,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.61,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,56.92,2,,,,113.83,,,1,56.92,1,,56.92,,,,,,,1,56.92,,,1,56.92,,,1,56.92,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,81.77,1,81.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,216.92,,,,,,,,,2,,,,216.92,,,1,108.46,,,,1,108.46,,,,,,,,,,,,,,,1,108.46,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,4,,,,366.97,,,2,183.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,3,,,,276.50,1,92.17,,,,,,2,184.33,,,,,2,184.33,2,184.33,1,92.17,,,,,,,,,,,1,92.17,,,,,,,,
,,,,70~74,,,,,,,,,1,112.23,5,,,,561.17,1,112.23,2,224.47,,,,,,,,,,1,112.23,,,,,,,1,112.23,1,112.23,,,1,112.23,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,205.34,,,2,410.68,,,,3,616.02,1,205.34,,,1,205.34,,,,,1,205.34,,,1,205.34,,,,,2,410.68,,,,,,,,
,,,,80~84,,,,,,,,,1,465.12,2,,,,930.23,,,1,465.12,,,,1,465.12,,,,,1,465.12,,,,,,,,,,,,,,,1,465.12,,,,,,,,
,,,,85+,,,,,,,,,1,543.48,,,,,,1,543.48,,,,,,,,,,,,1,543.48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他內分泌腺,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,胰,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70.87,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,52.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,45.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55.65,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,51.87,,,,,,,,,,,,,,,,,,,,,,,,1,51.87,,,,,,,,,,,,,,
,,,,40~44,2,92.55,1,46.27,,,,,,,1,,,,46.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,56.34,,,1,56.34,,,,,2,,,,112.68,,,,,,,,,,,,,,1,56.34,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,142.45,,,,,1,71.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.23,,,,,,,,,,,,
,,,,55~59,,,1,113.38,,,1,113.38,,,2,,,,226.76,,,,,3,,340.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,95.88,,,,,2,,,,191.75,,,1,95.88,1,,95.88,1,95.88,,,1,95.88,1,95.88,,,1,95.88,,,1,95.88,,,,,,,,,,,,,,,,
,,,,65~69,1,93.20,,,,,3,279.59,,,6,,,,559.18,1,93.20,,,,,,,,,,1,93.20,1,93.20,,,,,,,1,93.20,,,1,93.20,,,,,,,,,,,,
,,,,70~74,,,,,,,1,107.07,,,4,,,,428.27,,,,,1,,107.07,,,1,107.07,,,1,107.07,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,191.94,,,1,,,,191.94,,,,,2,,383.88,,,,,,,1,191.94,1,191.94,,,,,,,,,3,575.82,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,800.00,,,,,2,,800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,2,1136.36,,,1,,,,568.18,,,,,,,,1,568.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,40~44,2,91.74,,,,,,,,,,,,,,,,,,1,,45.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,54.98,,,1,54.98,1,54.98,1,54.98,,,,,,,,1,54.98,,,,1,54.98,,,,,,,,,,,,,,,1,54.98,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,2,133.33,,,,,,,,,,,,,,,,,,1,66.67,,,,,,,,,,,,,,,,,,
,,,,55~59,2,214.36,,,,,1,107.18,2,214.36,,,,,,,,,,1,,107.18,,,,,,,,,2,214.36,,,,,,,,,,,1,107.18,,,,,,,,,,
,,,,60~64,,,2,201.61,,,1,100.81,2,201.61,1,,,,100.81,2,201.61,,,,,,,,2,201.61,,,1,100.81,,,,,,,,,1,100.81,,,1,100.81,,,,,,,,,,
,,,,65~69,,,,,1,92.08,1,92.08,5,460.41,2,,,,184.16,1,92.08,2,184.16,1,,92.08,,,,,,,,,1,92.08,,,,,1,92.08,,,1,92.08,1,92.08,,,,,,,,,,
,,,,70~74,,,,,,,1,108.58,1,108.58,3,,,,325.73,2,217.16,1,108.58,1,,108.58,1,108.58,1,108.58,1,108.58,,,4,434.31,,,,,,,,,,,1,108.58,,,,,,,,,,
,,,,75~79,,,,,,,1,180.51,1,180.51,,,,,,,,,,,,,,,1,180.51,,,,,,,1,180.51,,,1,180.51,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,749.06,,,,,,,,,,,,,,1,374.53,,,,,,,,,,,1,374.53,,,,,,,,,,
,,,,85+,,,,,,,3,1546.39,2,1030.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,515.46,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.83,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,51.20,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.20,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,61.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,57.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,47.04,,,,,,,1,47.04,,,,,,,,,,,,,1,47.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,2,107.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,125.71,,,,,,,,,,,,,,,,1,62.85,,,,,,,,,,,,,,,,,,,,,,1,62.85,,,,,,,,,,,,
,,,,55~59,,,,,,,,,6,614.12,,,,,,1,102.35,,,,,,,,,,,,,,,,1,102.35,,,,,2,204.71,1,102.35,1,102.35,,,,,,,,,,
,,,,60~64,,,,,,,1,101.94,2,203.87,1,,,,101.94,,,,,,,,1,101.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,94.97,1,94.97,6,569.80,,,,,,,,3,284.90,,,,,,,,1,94.97,,,1,94.97,,,1,94.97,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,104.06,1,104.06,,,3,312.17,,,,,,,,1,104.06,,,,4,416.23,,,1,104.06,,,5,520.29,,,,,,,1,104.06,,,,,1,104.06,,,,,,,,
,,,,75~79,1,165.29,1,165.29,,,2,330.58,,,,,,,,,,6,991.74,1,,165.29,,,,,,,,,3,495.87,,,,,,,,,1,165.29,,,,,,,,,,,,
,,,,80~84,,,,,,,,,2,724.64,,,,,,,,,,,,,,,1,362.32,,,,,,,,,,,,,,,,,,,1,362.32,,,,,,,,
,,,,85+,,,,,,,3,1604.28,1,534.76,,,,,,,,,,1,,534.76,,,,,,,1,534.76,,,,,1,534.76,,,,,,,,,2,1069.52,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,,食道,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.19,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,59.38,,,,,,,,,,,,,,1,59.38,,,,,,,1,59.38,,,,,,,,,,,,
,,,,40~44,2,97.13,1,48.57,1,48.57,,,1,48.57,,,,,,,,,,,,,,,1,48.57,,,,,,,1,48.57,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,51.26,,,,,,,1,51.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51.26,,,1,51.26,,,,,,,,,,
,,,,50~54,,,,,,,1,60.57,2,121.14,,,,,,,,2,121.14,,,,,,,,,,1,60.57,,,,,1,60.57,,,,,,,,,,,,,,,,,,
,,,,55~59,1,96.15,,,1,96.15,,,9,865.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.15,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,1,103.95,,,,,,2,207.90,1,103.95,1,,103.95,1,103.95,,,,,1,103.95,,,,,,,1,103.95,,,1,103.95,1,103.95,,,,,,,,,,
,,,,65~69,,,,,,,,,7,702.81,1,,,,100.40,,,,,1,,100.40,,,,,,,1,100.40,,,,,,,2,200.80,2,200.80,1,100.40,,,1,100.40,,,,,,,,
,,,,70~74,,,2,208.55,,,1,104.28,5,521.38,,,,,,2,208.55,2,208.55,1,,104.28,,,,,1,104.28,1,104.28,,,,,,,,,,,,,,,3,312.83,,,,,,,,
,,,,75~79,1,150.83,,,,,,,7,1055.81,,,,,,,,2,301.66,1,,150.83,,,,,,,1,150.83,,,,,,,,,,,,,,,2,301.66,,,,,,,,
,,,,80~84,,,1,336.70,,,1,336.70,6,2020.20,,,,,,,,,,1,,336.70,,,,,,,,,,,,,,,,,,,,,,,2,673.40,,,,,,,,
,,,,85+,,,,,,,,,2,1052.63,,,,,,1,526.32,,,,,,,,,,,,,,,,,,,,,,,,,,1,526.32,2,1052.63,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他神經系統,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,1,47.04,,,1,47.04,,,,,,,,,2,94.07,,,,,1,47.04,,,,,,,,,,
,,,,30~34,1,63.21,,,,,,,,,,,,,,1,63.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,61.01,,,,,,,,,,,,,,,,,,,,,2,122.03,,,,,,,,,,,,,,,,,,,,,,,1,61.01,,,,,,
,,,,45~49,3,148.88,,,,,,,1,49.63,,,,,,,,1,49.63,,,,,,,,,,1,49.63,,,,,,,2,99.26,,,,,,,2,99.26,,,,,,,,
,,,,50~54,,,,,,,,,1,57.87,,,,,,,,2,115.74,,,,,,1,57.87,1,57.87,,,1,57.87,,,,,1,57.87,,,,,,,,,,,,,1,57.87,,
,,,,55~59,,,1,85.03,,,,,,,1,,,,85.03,,,3,255.10,,,,,,2,170.07,,,1,85.03,,,,,1,85.03,,,,,,,,,,,1,85.03,,,,,,
,,,,60~64,2,225.23,,,,,,,,,,,,,,,,,,1,,112.61,,,1,112.61,,,,,,,,,,,2,225.23,,,,,,,,,,,,,1,112.61,,
,,,,65~69,1,102.46,,,1,102.46,,,,,1,,,,102.46,,,4,409.84,,,,1,102.46,3,307.38,,,1,102.46,1,102.46,,,,,,,,,,,,,1,102.46,,,1,102.46,1,102.46,,
,,,,70~74,,,,,,,1,104.49,1,104.49,1,,,,104.49,,,4,417.97,,,,3,313.48,,,,,,,,,1,104.49,,,1,104.49,1,104.49,1,104.49,,,,,,,,,3,313.48,,
,,,,75~79,,,,,1,140.45,,,1,140.45,2,,,,280.90,,,5,702.25,,,,1,140.45,3,421.35,,,,,,,,,,,5,702.25,,,1,140.45,,,1,140.45,,,,,1,140.45,,
,,,,80~84,,,,,,,,,,,2,,,,606.06,,,1,303.03,,,,,,3,909.09,1,303.03,,,,,,,,,2,606.06,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,2,1058.20,,,,,,,,,,,,,,,,,,1,529.10,,,,,,,,,,,,,3,1587.30,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.36,,,,,1,66.36,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.75,,,,,,,,
,,,,35~39,,,,,,,,,1,62.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,108.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.47,,,,,,,,,1,54.47,,,,,,,,,,
,,,,45~49,2,94.38,,,,,,,1,47.19,,,,,,,,,,,,,1,47.19,,,,,,,1,47.19,,,,,,,,,,,,,1,47.19,,,,,,,,
,,,,50~54,,,1,57.14,,,,,4,228.57,,,,,,,,1,57.14,2,,114.29,,,2,114.29,1,57.14,1,57.14,,,1,57.14,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,73.53,,,1,73.53,,,1,73.53,,,,,,,,2,147.06,1,,73.53,,,2,147.06,,,,,,,1,73.53,,,,,,,,,,,1,73.53,,,,,,,,
,,,,60~64,2,238.66,,,,,,,3,358.00,1,,,,119.33,1,119.33,2,238.66,,,,,,,,,,,,,,1,119.33,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,209.64,7,733.75,,,,,,,,,,1,,104.82,2,209.64,,,,,,,,,,,1,104.82,,,,,,,,,1,104.82,,,1,104.82,,,,
,,,,70~74,,,,,,,2,212.99,4,425.99,,,,,,,,1,106.50,1,,106.50,2,212.99,,,2,212.99,,,,,1,106.50,,,1,106.50,,,,,1,106.50,1,106.50,,,2,212.99,,,,
,,,,75~79,,,,,1,134.05,1,134.05,3,402.14,,,,,,,,1,134.05,4,,536.19,,,,,,,,,,,3,402.14,,,,,,,,,,,1,134.05,,,2,268.10,,,,
