,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,32.65,,,1,32.65,,,,,,,,,,,,,,,,1,32.65,,,1,32.65,,,1,32.65,,,,,,,1,32.65,,,,,,,1,32.65,,,,,,,,,,,,,,,,
,,,,50~54,3,110.42,,,,,,,,,,,,,,4,,147.22,,,,,,,,,,2,73.61,,,,,,,2,73.61,,,,,,,1,36.81,,,2,73.61,,,,,1,36.81,,,,,,,,,,
,,,,55~59,,,,,,,,,2,92.55,,,,,,2,,92.55,,,,,,2,92.55,,,1,46.27,1,46.27,1,46.27,,,,,1,46.27,,,1,46.27,,,1,46.27,,,,,,,1,46.27,,,,,,,,,,
,,,,60~64,2,93.98,1,46.99,,,,,,,,,,,,4,,187.97,,,,3,140.98,1,46.99,1,46.99,3,140.98,2,93.98,,,,,1,46.99,,,,,2,93.98,,,1,46.99,,,,,1,46.99,2,93.98,,,,,,,,,,
,,,,65~69,,,2,94.12,1,47.06,,,1,47.06,,,,,,1,,47.06,,,,,,,,,,2,94.12,,,,,1,47.06,,,,,,,1,47.06,,,,,1,47.06,,,,,,,,,,,,,,,,
,,,,70~74,1,66.89,,,,,,,1,66.89,1,,,,66.89,2,,133.78,,,,,,4,267.56,,,1,66.89,,,1,66.89,,,,,,,,,,,,,2,133.78,1,66.89,,,,,3,200.67,,,,,,,,,,
,,,,75~79,,,,,,,1,118.76,3,356.29,,,,,,2,,237.53,1,,118.76,1,118.76,1,118.76,,,4,475.06,1,118.76,,,,,,,,,,,,,,,,,,,1,118.76,,,5,593.82,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,301.20,,,1,301.20,,,,,,,,,,,,,,,,,,,,,,,,,1,301.20,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,男性乳房,,,肝及肝內膽管,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,5~9,,,,,,,,,1,21.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,18.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,1,,19.04,,,,,1,19.04,,,1,19.04,,,,,,,,,1,19.04,,,,,1,19.04,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,19.96,,,1,19.96,,,,,,,,,,,,,,,,,,1,19.96,,,,,,,,,,,,,,,,,,,1,19.96,,,1,19.96,,,,,,,,,,,,,,
,,,,45~49,2,58.96,,,,,,,,,,,,,,,,,,,,,,2,58.96,1,29.48,,,,,1,29.48,,,,,,,,,1,29.48,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,38.02,1,38.02,,,,,,,,,,,,,,,4,,152.09,,,,,1,38.02,,,1,38.02,,,,,,,,,,,1,38.02,1,38.02,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,90.33,,,,,1,45.17,,,,,,,,,,,,,,,,1,45.17,4,180.67,,,1,45.17,,,1,45.17,,,,,,,,,,,,,,,,,2,90.33,,,,,,,,,,,,
,,,,60~64,1,50.05,,,,,,,,,,,,,,,,,7,,350.35,,,,,1,50.05,,,5,250.25,,,,,,,,,,,,,,,,,1,50.05,,,,,2,100.10,,,,,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,46.30,1,,46.30,2,,92.59,1,46.30,3,138.89,1,46.30,,,7,324.07,,,3,138.89,,,1,46.30,,,,,1,46.30,,,,,,,,,2,92.59,,,,,,,,,,
,,,,70~74,1,63.90,,,,,,,,,1,,,,63.90,,,,3,,191.69,,,,,1,63.90,1,63.90,2,127.80,,,,,1,63.90,,,1,63.90,,,,,,,3,191.69,1,63.90,,,1,63.90,,,,,,,,,,
,,,,75~79,,,,,1,107.07,,,,,1,,,,107.07,,,,1,,107.07,,,2,214.13,1,107.07,,,,,,,,,,,,,,,,,,,,,,,1,107.07,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,1,271.00,,,,,,,1,271.00,,,,,,,,,,,,,,,,,,,1,271.00,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,806.45,2,1612.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,5~9,,,,,1,21.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,19.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,18.58,,,,,,,,,,,,,,,,,,,,1,18.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,1,19.14,,,,,,,,,,,,,,,,,,1,19.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,19.63,,,1,19.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.63,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,7,139.44,,,,,,,,,,,,,,,,1,19.92,,,,,,,,,,,,,,,,,1,19.92,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,77.68,,,,,,,4,103.57,1,,,,25.89,1,,25.89,,,,,,,,,,1,25.89,,,,,2,51.79,,,1,25.89,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,39.54,,,,,,,1,39.54,,,,,,,,,1,,39.54,,,,,1,39.54,1,39.54,,,,,2,79.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,43.80,,,,,2,87.60,1,,,,43.80,2,,87.60,,,,,,1,43.80,1,43.80,,,,,1,43.80,2,87.60,,,,,,,,,,,,,1,43.80,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,7,362.32,1,,,,51.76,2,,103.52,,,,,,,,1,51.76,,,1,51.76,2,103.52,4,207.04,,,,,,,1,51.76,,,1,51.76,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,46.77,,,,,2,93.55,1,,,,46.77,2,,93.55,,,,,,1,46.77,,,,,,,,,2,93.55,,,,,,,2,93.55,1,46.77,,,,,3,140.32,,,,,,,,,,,,,,
,,,,70~74,,,2,123.46,,,2,123.46,3,185.19,3,,,,185.19,3,,185.19,,,,1,61.73,1,61.73,,,,,1,61.73,1,61.73,2,123.46,1,61.73,2,123.46,,,,,,,,,,,4,246.91,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,98.14,2,,,,196.27,2,,196.27,,,,,,4,392.54,1,98.14,1,98.14,,,,,4,392.54,,,1,98.14,1,98.14,1,98.14,,,,,,,1,98.14,,,,,,,,,,,,,,
,,,,80~84,1,235.85,1,235.85,,,1,235.85,,,1,,,,235.85,1,,235.85,,,,,,1,235.85,,,,,,,1,235.85,1,235.85,1,235.85,,,,,1,235.85,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,719.42,,,,,,,,,,,,,,,1,719.42,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,,何杰金氏淋巴瘤,,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.22,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,1,19.66,,,,,,,2,39.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,38.93,,,,,1,19.47,,,,,,,,,,,,,,2,38.93,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38.93,,,,,,,,,,,,,,
,,,,40~44,2,40.03,,,,,,,,,,,,,,,,,,,,1,20.02,,,,,1,20.02,,,,,,,,,,,,,2,40.03,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,4,95.12,,,1,23.78,,,1,23.78,1,23.78,,,,,1,23.78,,,,,1,23.78,,,,,1,23.78,,,,,,,,,,,,,,
,,,,50~54,1,39.14,,,1,39.14,,,,,1,,,,39.14,1,,39.14,,,,,,1,39.14,,,,,,,,,,,,,,,1,39.14,,,,,,,,,2,78.28,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,,,,,6,255.86,,,,,,,,,1,42.64,1,42.64,,,,,,,1,42.64,,,,,1,42.64,1,42.64,,,,,,,,,,,,,,
,,,,60~64,2,106.72,,,,,,,,,,,,,,1,,53.36,,,,3,160.09,1,53.36,4,213.45,,,1,53.36,1,53.36,,,,,,,,,1,53.36,,,,,,,1,53.36,,,,,,,,,,,,,,
,,,,65~69,,,,,1,47.48,,,,,1,,,,47.48,,,,,,,2,94.97,1,47.48,3,142.45,1,47.48,,,1,47.48,1,47.48,,,,,1,47.48,,,1,47.48,,,1,47.48,,,,,,,,,,,,,,,,
,,,,70~74,1,61.09,1,61.09,1,61.09,,,1,61.09,,,,,,1,,61.09,,,,4,244.35,2,122.17,3,183.26,,,3,183.26,,,,,1,61.09,,,,,2,122.17,,,2,122.17,,,,,1,61.09,2,122.17,,,,,,,,,,
,,,,75~79,,,,,1,96.62,,,,,,,,,,,,,1,,96.62,2,193.24,,,4,386.47,,,3,289.86,1,96.62,1,96.62,,,,,1,96.62,2,193.24,,,,,1,96.62,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,216.92,,,1,216.92,,,1,216.92,,,,,,,,,,,,,1,216.92,,,1,216.92,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,,肝及肝內膽管,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,胸膜,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,23.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,,17.95,,,,,,,,,,,,,,,,,,,,1,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,20.40,,,,,,,,,,,,,,1,,20.40,2,,40.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,19.88,,,,,,,,,4,,79.52,,,1,19.88,,,1,19.88,,,,,,,,,,,,,,,,,,,,,,,1,19.88,,,1,19.88,,,,,,,,
,,,,40~44,1,19.96,,,,,1,19.96,,,,,,,,,,,1,,19.96,,,,,1,19.96,1,19.96,,,,,,,,,,,,,,,,,,,,,1,19.96,,,,,1,19.96,,,,,,,,
,,,,45~49,1,22.79,,,,,,,1,22.79,1,,,,22.79,,,,1,,22.79,,,,,1,22.79,,,,,,,,,,,,,,,,,,,,,1,22.79,,,1,22.79,,,1,22.79,,,,,,,,
,,,,50~54,2,75.96,,,1,37.98,,,,,,,,,,,,,,,,,,,,1,37.98,1,37.98,,,,,,,,,,,,,1,37.98,,,1,37.98,,,1,37.98,,,1,37.98,,,,,,,,,,
,,,,55~59,,,1,41.55,1,41.55,,,,,,,,,,,,,2,,83.09,,,2,83.09,1,41.55,2,83.09,1,41.55,1,41.55,,,,,,,,,,,1,41.55,,,,,1,41.55,,,,,2,83.09,,,,,,,,
,,,,60~64,1,52.83,,,1,52.83,,,,,,,,,,,,,5,,264.13,,,,,,,1,52.83,2,105.65,,,1,52.83,,,,,,,,,1,52.83,,,1,52.83,1,52.83,,,1,52.83,,,,,2,105.65,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,5,,251.51,,,,,2,100.60,4,201.21,,,,,1,50.30,,,,,,,,,2,100.60,,,,,1,50.30,,,5,251.51,,,,,3,150.91,,,,
,,,,70~74,1,58.75,,,,,,,,,,,,,,,,,2,,117.51,1,58.75,4,235.02,8,470.04,2,117.51,1,58.75,,,,,,,,,,,,,2,117.51,,,,,,,,,2,117.51,,,1,58.75,3,176.26,,,,
,,,,75~79,1,92.85,,,,,,,,,1,,,,92.85,1,,92.85,5,,464.25,,,2,185.70,4,371.40,2,185.70,1,92.85,,,1,92.85,,,,,1,92.85,,,,,,,,,2,185.70,,,,,,,,,3,278.55,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,1,,202.43,,,,,5,1012.15,1,202.43,,,,,,,,,,,,,,,1,202.43,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,1,,520.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,520.83,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,22.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.68,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.85,,,,,,,,,,,,,,,,
,,,,30~34,2,41.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,40.04,,,3,,,,60.06,,,,1,,20.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,80.03,,,,,,,,,5,,,,100.04,,,,,,,1,20.01,1,20.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,44.24,,,,,,,,,4,,,,88.48,,,,,,,,,1,22.12,,,,,,,,,1,22.12,,,1,22.12,3,66.36,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,106.46,,,,,2,70.97,,,3,,,,106.46,,,,,,,1,35.49,2,70.97,,,,,1,35.49,,,,,,,,,2,70.97,,,,,,,,,,,,,,,1,35.49,,,,,,,,
,,,,55~59,2,81.80,,,,,,,1,40.90,4,,,,163.60,,,,,,,,,2,81.80,,,,,2,81.80,,,1,40.90,,,,,4,163.60,,,,,,,,,,,,,1,40.90,,,,,,,,,,
,,,,60~64,3,157.07,,,1,52.36,,,,,2,,,,104.71,,,,,,,2,104.71,2,104.71,3,157.07,,,2,104.71,2,104.71,,,,,1,52.36,,,,,,,,,,,1,52.36,1,52.36,,,1,52.36,,,,,,,,
,,,,65~69,2,108.34,1,54.17,2,108.34,,,1,54.17,4,,,,216.68,,,,,,,,,5,270.86,1,54.17,,,2,108.34,,,2,108.34,,,,,2,108.34,,,1,54.17,1,54.17,,,2,108.34,,,,,,,4,216.68,,,,,,
,,,,70~74,1,56.69,1,56.69,,,,,,,4,,,,226.76,,,,,,,1,56.69,3,170.07,1,56.69,,,2,113.38,,,,,1,56.69,1,56.69,3,170.07,1,56.69,1,56.69,1,56.69,,,1,56.69,1,56.69,,,1,56.69,5,283.45,,,,,,
,,,,75~79,3,269.78,,,,,,,,,4,,,,359.71,,,,,,,3,269.78,6,539.57,,,,,,,1,89.93,3,269.78,1,89.93,1,89.93,3,269.78,,,1,89.93,,,,,1,89.93,,,,,,,4,359.71,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,183.15,,,,,,,,,1,183.15,,,1,183.15,,,,,,,,,,,,,,,,,,,,,1,183.15,,,,,,,1,183.15,,,,,,
,,,,85+,,,,,,,1,505.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,男性乳房,,,,,肝及肝內膽管,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,淋巴結,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.18,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.44,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,1,19.03,1,19.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,17.22,,,,,,,,1,,17.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,20.67,,,1,20.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,20.32,,,,,,,,,,,,1,,20.32,,,,1,20.32,1,20.32,,,2,40.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,5,100.24,,,,,,,,,,,,,,2,,40.10,,,,1,20.05,,,,,1,20.05,,,,,,,,,,,,,,,,,,,1,20.05,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,21.47,,,,,,5,,107.34,1,,21.47,,,,,,,,,,,,,1,21.47,2,42.94,,,,,,,,,,,1,21.47,,,,,,,,,,,,,,,,
,,,,50~54,1,31.84,,,,,,,,,,,,,,1,,31.84,2,,63.67,,,1,31.84,,,1,31.84,,,,,,,,,,,,,,,,,1,31.84,,,,,1,31.84,,,,,,,,,,,,
,,,,55~59,2,82.68,,,,,,,,,,,,,,4,,165.36,,,,,,,,,,,,,,,,,,1,41.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
