,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,1,18.12,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.12,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,14.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,31.31,,,,,1,15.65,,,2,,,,31.31,,,,,,,1,,15.65,,,,,,,,,,,,,,,,,,,,,1,15.65,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,49.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,37.00,,,,,1,18.50,,,,,,,,,,,,1,18.50,,,,,,,,,,,,,,,,,,,,,,,,1,18.50,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,96.09,,,1,32.03,,,1,32.03,,,,,,1,32.03,1,32.03,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.03,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,83.93,,,,,1,41.96,,,3,,,,125.89,,,1,41.96,,,,,,1,41.96,,,,,,,,,,,1,41.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,53.16,,,,,,,,,,,,,,,,1,53.16,5,265.82,,,,3,159.49,1,53.16,1,53.16,,,,,,,,,,,,,,,1,53.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,94.74,1,47.37,,,,,,,1,,,,47.37,,,1,47.37,1,47.37,,,,1,47.37,,,,,,,2,94.74,,,,,1,47.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,41.93,,,,,,,1,41.93,1,,,,41.93,,,1,41.93,2,83.86,,,,4,167.71,,,,,1,41.93,,,3,125.79,,,,,1,41.93,,,,,2,83.86,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,84.03,,,,,,,,,2,,,,168.07,,,,,3,252.10,,,,,,,,,,1,84.03,2,168.07,1,84.03,1,84.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,1,214.13,,,,1,214.13,,,,,,,1,214.13,1,214.13,,,,,,,,,,,1,214.13,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,1,485.44,,,,,,,,,,,,,,,,,,,,,1,485.44,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1995年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,17.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,,17.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,15.73,,,,,,,,,,,,1,,15.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,3,44.51,,,,,,,,1,14.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,48.65,,,,,,,2,32.44,,,,,,,,1,16.22,1,16.22,,,,,,,,,,,,,,,,,,,,,,1,16.22,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,6,105.01,,,,,,,1,17.50,,,,,,,,,,2,35.00,,,,1,17.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,82.30,,,1,27.43,,,1,27.43,,,,,,,,1,27.43,1,27.43,1,,27.43,,,1,27.43,,,1,27.43,,,1,27.43,,,,,1,27.43,1,27.43,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,84.10,,,,,1,42.05,5,210.26,,,,,,,,3,126.16,1,42.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,51.33,,,,,5,256.67,,,,,,,,,,1,51.33,,,,,,,,,,,,1,51.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,51.15,,,2,102.30,,,,,,,,1,51.15,2,102.30,,,,,,1,51.15,,,,,,,1,51.15,1,51.15,,,,,,,,,1,51.15,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,41.37,,,,,,,,,,,,,,1,41.37,1,41.37,2,82.75,,,,4,165.49,1,41.37,,,1,41.37,2,82.75,,,1,41.37,,,,,,,,,2,82.75,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,2,140.06,,,,,,,2,140.06,,,,,,,,1,70.03,1,70.03,,,,1,70.03,,,1,70.03,1,70.03,1,70.03,,,,,1,70.03,,,,,1,70.03,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,190.48,,,,,,,,1,190.48,1,190.48,,,,,,,,,,1,190.48,1,190.48,,,1,190.48,,,3,571.43,,,,,1,190.48,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,442.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,442.48,,,1,442.48,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸膜,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.07,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.68,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,15.51,,,,,1,15.51,,,,,,,,1,15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,29.19,,,,,1,14.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,31.40,,,,,,,,,,,,,,1,15.70,,,,,,,,1,15.70,,,,,,,1,15.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,69.54,,,,,,,,,1,,,,17.39,,,,,,,1,,17.39,,,,,,,,,,,,,,,,,,,1,17.39,,,,,,,1,17.39,,,,,,,,,,,,,,,,,,
,,,,45~49,2,46.55,1,23.28,,,,,,,,,,,,2,46.55,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.28,,,,,,,2,46.55,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,41.58,1,41.58,1,,,,41.58,1,41.58,,,1,41.58,,,,,,1,41.58,,,,,,,1,41.58,,,,,1,41.58,,,,,,,,,1,41.58,,,,,,,,,,,,,,,,,,
,,,,55~59,3,147.49,,,,,,,,,,,,,,3,147.49,,,,,1,,49.16,,,1,49.16,,,1,49.16,,,,,,,,,1,49.16,,,1,49.16,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,54.35,,,,,,,,,,,,,,4,217.39,1,54.35,,,2,,108.70,,,,,,,,,,,,,,,,,,,1,54.35,,,,,1,54.35,,,,,1,54.35,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,8,338.27,,,2,84.57,2,,84.57,,,3,126.85,,,,,,,,,,,1,42.28,1,42.28,,,,,,,1,42.28,,,1,42.28,,,,,,,,,,,,,,,,
,,,,70~74,1,61.12,,,,,,,,,,,,,,1,61.12,,,,,3,,183.37,,,3,183.37,1,61.12,,,,,,,1,61.12,,,,,1,61.12,,,,,1,61.12,,,,,1,61.12,,,,,,,,,,,,,,
,,,,75~79,,,,,1,163.67,,,,,,,,,,1,163.67,,,,,3,,491.00,,,3,491.00,,,,,,,,,,,,,,,,,,,,,,,,,,,2,327.33,,,,,,,,,,,,,,
,,,,80~84,,,,,1,440.53,,,,,,,,,,,,,,1,440.53,1,,440.53,,,1,440.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,14.52,2,29.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.12,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,15.77,,,,,,,1,15.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,14.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,45.75,1,15.25,,,,,,,,,,,,,,1,15.25,1,15.25,,,,2,30.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,34.05,,,1,17.02,,,,,,,,,,2,34.05,,,1,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,2,34.05,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,127.55,,,,,2,42.52,3,63.78,,,,,,,,,,1,21.26,,,,,,,,,,,,,,,,,,1,21.26,1,21.26,,,1,21.26,3,63.78,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,40.14,1,40.14,,,,,2,80.29,,,,,,,,,,1,40.14,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.14,1,40.14,,,,,,,,,,,,,,,,,,,,
,,,,55~59,5,236.74,,,,,1,47.35,3,142.05,,,,,,,,2,94.70,,,,,,3,142.05,,,,,,,,,1,47.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,112.23,,,,,1,56.12,,,,,,,,,,3,168.35,,,,,,2,112.23,,,,,,,,,1,56.12,,,,,1,56.12,,,,,,,,,1,56.12,,,,,,,,,,,,,,,,,,
,,,,65~69,1,43.40,,,,,1,43.40,7,303.82,,,,,,,,1,43.40,1,43.40,,,,4,173.61,1,43.40,2,86.81,,,,,1,43.40,,,1,43.40,,,,,1,43.40,2,86.81,1,43.40,1,43.40,,,,,,,,,,,,,,,,,,
,,,,70~74,1,56.15,1,56.15,,,2,112.30,8,449.19,1,,,,56.15,,,2,112.30,2,112.30,1,,56.15,1,56.15,1,56.15,,,1,56.15,1,56.15,,,,,,,,,,,2,112.30,,,,,3,168.44,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,141.44,2,282.89,,,,,,1,141.44,,,1,141.44,,,,,,,,,,,,,,,,,,,,,,,,2,282.89,,,,,1,141.44,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,1,427.35,,,,,,,,,,,,,,,,,,,,,,,,,1,427.35,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,消化器官其他分界不明部位,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,1,,18.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.75,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,14.17,,,,,,,,,,,,,,1,14.17,,,,,,,,,,1,14.17,,,,,,,,,,,1,14.17,,,,,,,,,,,,,1,14.17,,,,,,,,,,,,,,,,
,,,,35~39,2,29.15,,,,,,,,,,,,,,1,14.57,3,43.72,,,,,,,,1,14.57,,,,,,,,,,,,,,,,,1,14.57,,,,,,,2,29.15,,,,,,,,,,,,,,,,
,,,,40~44,2,32.92,,,,,,,,,,,,,,,,4,65.84,,,,,,2,32.92,,,,,1,16.46,,,,,,,,,,,,,1,16.46,,,,,,,1,16.46,,,,,,,,,,,,,,,,
,,,,45~49,2,39.58,,,,,,,1,19.79,,,,,,,,4,79.16,,,,,,,,1,19.79,,,,,,,,,,,,,,,,,,,,,1,19.79,1,19.79,,,,,,,,,,,,,,,,,,
,,,,50~54,3,110.21,,,,,,,,,,,,,,,,5,183.69,,,1,,36.74,2,73.48,,,,,,,1,36.74,,,,,,,,,,,,,,,,,1,36.74,2,73.48,,,,,,,,,,,,,,,,
,,,,55~59,1,44.17,,,1,44.17,,,,,,,,,,,,4,176.68,1,44.17,,,,2,88.34,1,44.17,,,,,1,44.17,,,1,44.17,,,,,2,88.34,,,,,,,1,44.17,2,88.34,,,,,,,,,,,,,,,,
,,,,60~64,2,111.48,1,55.74,,,,,,,,,,,,1,55.74,5,278.71,,,,,,1,55.74,2,111.48,,,2,111.48,,,,,1,55.74,,,,,,,1,55.74,1,55.74,,,,,1,55.74,2,111.48,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,46.79,,,,,,,,2,93.59,4,187.18,,,,,,3,140.38,4,187.18,,,2,93.59,,,,,1,46.79,,,,,1,46.79,1,46.79,,,,,3,140.38,,,3,140.38,,,,,,,,,,,,,,
,,,,70~74,2,101.73,,,,,,,,,1,,,,50.86,,,6,305.19,,,,,,3,152.59,11,559.51,,,2,101.73,1,50.86,,,3,152.59,,,,,,,6,305.19,,,,,1,50.86,,,5,254.32,,,,,,,,,,,,,,
,,,,75~79,1,123.15,,,1,123.15,,,,,,,,,,,,,,,,,,,1,123.15,3,369.46,1,123.15,3,369.46,,,1,123.15,,,,,1,123.15,,,,,,,,,1,123.15,,,2,246.31,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1509.43,,,1,377.36,,,,,,,,,,,,,,,,,,,,,,,1,377.36,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,826.45,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,14.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,15.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,14.32,1,,,,14.32,4,57.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,28.51,,,,,,,1,14.26,,,,,,1,14.26,,,2,28.51,,,,,,,,,,,,,,,,1,14.26,,,1,14.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,3,47.42,,,,,,,,,,,,,,2,31.62,,,1,15.81,1,,15.81,1,15.81,,,2,31.62,,,,,,,,,,,,,1,15.81,,,1,15.81,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,56.41,1,18.80,,,1,18.80,,,1,,,,18.80,7,131.63,,,2,37.61,2,,37.61,,,1,18.80,,,,,,,,,,,,,,,1,18.80,1,18.80,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,6,195.82,,,,,,,,,,,,,,1,32.64,,,1,32.64,,,,,,1,32.64,,,1,32.64,,,,,,,1,32.64,,,1,32.64,3,97.91,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,128.70,,,,,,,,,1,,,,42.90,6,257.40,,,2,85.80,4,,171.60,,,1,42.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,6,326.26,,,,,,,,,1,,,,54.38,3,163.13,,,2,108.75,3,,163.13,,,2,108.75,,,,,,,,,,,4,217.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,50.81,,,1,50.81,1,50.81,,,,,,,,3,152.44,2,101.63,2,101.63,4,,203.25,1,50.81,,,2,101.63,1,50.81,,,1,50.81,3,152.44,1,50.81,,,,,,,1,50.81,1,50.81,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,4,,,,192.03,4,192.03,,,1,48.01,4,,192.03,,,1,48.01,1,48.01,1,48.01,,,,,,,5,240.04,,,2,96.02,1,48.01,,,,,2,96.02,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,106.50,4,425.99,,,1,106.50,5,,532.48,,,1,106.50,,,,,1,106.50,1,106.50,,,,,,,,,,,,,,,1,106.50,,,,,,,,,,,,,,,,,,
,,,,80~84,1,332.23,,,,,,,,,,,,,,1,332.23,,,,,3,,996.68,,,2,664.45,,,,,,,,,1,332.23,1,332.23,,,2,664.45,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,781.25,,,,,,1,781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
