,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,1,1250.00,,,,,1,1250.00,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮頸,,子宮體,,不明原發部位,,皮膚,,非何杰金氏淋巴瘤,,,,,後腹膜腔及腹膜,,,結直腸癌,,,腎,,,鼻咽,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,,
,,,,45~49,,,,,1,325.73,,,,,1,,,,325.73,,,,,,,,,,,,,,
,,,,50~54,,,1,416.67,,,,,,,,,,,,,,,1,,416.67,,,,1,,416.67,,
,,,,60~64,1,925.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,961.54,,,,,,1,,961.54,,,,1,,961.54,,,,,
,,,,75~79,,,,,,,,,,,1,,,,1234.57,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,2777.78,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮體,,甲狀腺,,皮膚,,非何杰金氏淋巴瘤,,胃,,,,,腎,,,鼻咽,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,,,,,,,,
,,,,30~34,,,,,1,307.69,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,1,,268.82,,,,,,,,,,,
,,,,45~49,1,306.75,1,306.75,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,512.82,,,,,,,,,1,,512.82,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,1,,1010.10,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,1123.60,,,,,,,,,,,,,,
,,,,85+,,,,,,,1,2631.58,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮頸,,甲狀腺,,肝及肝內膽管,,其他神經系統,,,,,肺、支氣管及氣管,,,胰,,,結直腸癌,,,腦,,,鼻咽,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率
,,,,40~44,,,1,276.24,,,1,276.24,,,,,,,,,,,,,,,,,,,,1,276.24
,,,,50~54,,,,,1,369.00,,,1,369.00,1,,,,369.00,,,,,,,1,,369.00,1,,369.00,,
,,,,70~74,1,884.96,,,,,,,,,,,,,,1,,884.96,1,,884.96,,,,,,,,
,,,,85+,1,2083.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
