,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,204.50,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,137.55,1,123.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,104.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,93.72,,,,,,,1,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00,,,,,,,,,,,,,,
,,,,35~39,2,154.68,,,,,,,1,436.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,263.50,,,,,,,,,,,,,,,,,,1,187.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,176.06,,,,,,,3,237.15,,,,,,1,323.62,1,170.65,,,,,,,,1,1388.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,313.15,,,,,,,1,245.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,245.10,,,,,,,,,,,,
,,,,55~59,1,216.92,,,,,,,2,445.43,,,,,,,,,,1,222.72,,,,2,376.65,1,216.92,,,,,,,,,,,,,,,1,2564.10,,,1,2564.10,,,,,,,,,,
,,,,60~64,2,232.29,,,,,1,213.68,4,280.31,,,,,,,,,,2,327.87,1,,213.68,,,,,,,1,213.68,1,254.45,,,,,1,436.68,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,3846.15,1,266.67,,,3,441.83,,,,,,,,1,223.21,1,223.21,1,,432.90,,,,,1,223.21,,,1,266.67,,,,,,,1,266.67,1,227.27,,,2,245.40,,,,,,,,,,
,,,,70~74,,,,,,,,,3,342.08,1,,,,290.70,,,1,290.70,2,645.16,,,,1,2439.02,,,,,,,,,,,,,,,3,364.52,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,1041.67,1,469.48,,,,,,,,,,2,539.08,,,,,,,,,,,,,,,,1,469.48,,,,,,,,,2,1052.63,,,,,,,,,,
,,,,80~84,,,,,,,1,1818.18,,,,,,,,,,1,1086.96,2,1047.12,,,,,,,,,,,,,,,,,,,,,,,,,,1,1010.10,,,,,,,,,,
,,,,85+,,,,,,,1,2325.58,1,2325.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,,,,,1,191.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,,233.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,130.89,,,1,591.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,196.46,,,,,1,132.10,,,,,,,,1,113.25,,,,,,,,1,113.25,,,,,,,,,,,,,,,,,2,112.68,,,,,,,,,,,,,,
,,,,40~44,2,238.66,,,1,140.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,131.23,,,,,,,,,,,,,,
,,,,45~49,,,,,1,159.74,,,,,1,,,,1149.43,,,,,,,,,,,,,,1,159.74,,,,,,,,,1,301.20,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,,,,,,,,,,1,306.75,,,,,,,,,,,,,,,1,2380.95,,,1,227.27,,,,,,,,,,,,
,,,,55~59,2,409.00,,,,,,,,,3,,,,1219.51,,,,,,,1,,471.70,2,285.31,,,,,,,,,1,204.50,,,,,1,471.70,,,,,,,,,,,,,,,,
,,,,60~64,1,211.86,1,195.31,1,211.86,,,1,195.31,3,,,,352.94,,,1,211.86,,,1,,211.86,,,1,473.93,,,,,,,,,1,195.31,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,228.31,,,,,,,,,3,,,,335.95,,,,,2,302.57,,,,5,545.26,,,,,1,228.31,1,228.31,,,,,,,,,1,3703.70,1,219.78,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,341.30,,,,,,,,,,1,343.64,,,1,3703.70,,,2,341.30,,,1,512.82,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,5000.00,,,1,436.68,,,2,,,,1739.13,,,,,1,436.68,,,,1,869.57,1,5000.00,1,436.68,,,2,561.80,,,,,,,,,,,2,1136.36,,,,,,,,,,,,
,,,,80~84,,,,,,,,,1,11111.11,,,,,,,,,,,,1,,1234.57,,,,,,,,,,,,,,,,,1,1162.79,,,1,1234.57,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,皮膚,,,,,何杰金氏淋巴瘤,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,25~29,,,,,,,1,232.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,97.47,,,,,,,,,,,,,,,,,,,,,2,175.44,,,1,657.89,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,130.46,,,,,,,,,,,,,,,,3,527.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,133.69,1,781.25,,,,
,,,,45~49,2,265.60,,,,,,,,,,,,,,,,2,296.30,,,,,,,,,,,,1,151.06,,,,,,,,,,,,,,,,,,,1,1098.90,1,151.06,,,,
,,,,50~54,1,440.53,,,,,,,,,,,,,,1,222.22,,,,,,,,1,222.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,1,2564.10,,,,,,,,,,,,,,,,,,,,1,3448.28,,,,,,,,,,,,,,,,,,
,,,,60~64,1,213.22,,,,,,,,,,,,,,,,6,375.94,,,,,,1,273.97,1,213.22,,,4,390.63,,,1,3703.70,,,,,,,1,3703.70,,,,,1,273.97,,,1,273.97,,,,
,,,,65~69,,,,,,,,,,,2,,,,298.06,,,1,240.96,,,,,,,,6,552.49,1,218.34,,,1,267.38,,,,,1,240.96,,,,,1,240.96,,,,,,,,,1,240.96,2,481.93
,,,,70~74,,,1,467.29,,,,,,,1,,,,276.24,,,3,476.19,,,,,,1,373.13,2,607.90,,,,,2,317.46,,,1,467.29,,,1,303.95,2,607.90,,,1,303.95,,,,,,,,,1,5263.16
,,,,75~79,1,467.29,,,,,,,,,1,,,,549.45,,,1,467.29,1,826.45,1,,549.45,2,505.05,2,544.96,,,1,549.45,,,1,826.45,,,,,,,1,467.29,,,,,,,,,,,,,2,597.01
,,,,80~84,,,1,1162.79,1,1162.79,,,,,1,,,,1149.43,,,2,1156.07,,,,,,1,909.09,,,,,,,,,,,,,,,,,2,1818.18,,,,,,,,,,,,,1,20000.00
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6060.61,,,1,1754.39,,,,,,,,,,,,,,,,,,,,,1,1587.30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,1,218.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,1,145.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,147.17,,,,,,,2,149.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,99.95,1,432.90,,,,,2,163.27,,,,,,,,,,,,,,,1,93.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,2,164.88,,,,,,,,,,,,,,,1,478.47,1,121.80,,,1,121.80,1,165.56,1,126.74,,,,,,,1,478.47,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,2,296.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,355.87,,,,,,,1,205.34,,,,,,,,1,202.84,,,,,,1,202.84,,,,,,,,,,,,,,,,,1,248.76,,,,,,,,,,,,,,
,,,,55~59,2,448.43,,,,,1,1612.90,3,320.51,,,,,,,,,,2,448.43,1,,244.50,,,,,,,,,,,,,,,1,465.12,,,,,,,,,,,,,,,,,,
,,,,60~64,1,225.23,,,,,,,3,320.86,,,,,,,,1,225.23,3,235.11,,,,1,225.23,,,,,,,1,225.23,,,,,,,1,3225.81,1,3225.81,,,,,,,,,,,,,,
,,,,65~69,1,280.11,,,,,,,6,611.00,,,,,,,,,,3,449.10,,,,,,,,1,280.11,1,490.20,3,338.98,,,,,,,1,490.20,1,215.52,,,2,243.61,,,,,,,,,,
,,,,70~74,,,1,271.74,1,357.14,,,,,,,,,,,,,,1,271.74,1,,357.14,1,452.49,,,,,,,,,,,1,271.74,,,,,1,271.74,1,452.49,2,836.82,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,1,452.49,,,2,527.70,1,,452.49,,,,,,,,,1,452.49,,,,,,,1,549.45,,,,,1,452.49,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,961.54,,,,,,,,,,,,,,,,,,1,961.54,,,,,,,,,,,,,1,1086.96,,,,,,,,,,
,,,,85+,,,,,,,4,3846.15,,,,,,,,,,,,,,,,,,,,,,,,,1,3448.28,,,,,,,1,3448.28,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,,食道,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,1,467.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,1,217.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,144.72,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,321.54,,,,,,,,,,,,,,,,,,1,,248.14,,,,,,,1,518.13,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,108.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,180.02,,,,,,,,,,,,,,2,155.76,,,,,,,,,,,,,,,,,,,,1,123.30,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,201.21,,,,,,,,,,1,201.21,,,,,,,,,,,,,,,,,,1,201.21,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,1,186.22,,,,,,,,1,186.22,1,185.87,,,,,,,,,,,,,,,,,,1,185.87,1,186.22,,,,,,,,,,,,,,,,,,
,,,,55~59,1,344.83,,,,,1,344.83,6,947.87,,,,,,,,1,236.97,,,,,,1,2631.58,,,1,259.07,,,,,1,236.97,2,400.80,,,,,1,236.97,,,,,,,,,,,,,,
,,,,60~64,,,,,1,220.26,,,3,321.20,,,,,,,,2,549.45,,,,,,1,220.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,478.47,1,3225.81,2,227.27,,,,,,,,2,375.94,1,243.90,1,,243.90,,,,,,,1,212.77,,,,,,,1,243.90,1,212.77,2,550.96,,,,,,,,,,,,,,
,,,,70~74,1,478.47,,,,,1,321.54,4,534.76,1,,,,268.82,1,321.54,3,439.24,,,2,,286.94,,,1,321.54,,,3,500.00,,,,,1,268.82,,,,,3,395.78,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,5263.16,,,,,,1,520.83,3,854.70,,,2,,816.33,,,,,,,,,,,,,1,520.83,,,,,1,5263.16,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,2,851.06,1,1562.50,,,,,,,,,,,,,,,,,,,,,,,,4,1208.46,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1886.79,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,1,145.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,116.01,,,,,,,,,1,,,,121.95,,,,,,,,,,1,1063.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,175.44,,,,,,,,,2,,,,175.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.91,,,,,,,,,,,,,,
,,,,40~44,3,139.47,,,,,,,,,1,,,,149.93,2,215.98,,,,,,,,,,,,1,107.99,,,,,,,1,257.73,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,196.46,2,294.99,,,,,,,1,,,,847.46,,,,,,,2,,145.14,,,,,,,,,2,272.85,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,5,378.21,,,,,,,,,6,,,,360.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,267.02,,,,,,,,,,,,,,
,,,,55~59,3,384.62,,,1,4545.45,,,,,1,,,,330.03,,,,,,,,,,,,1,255.10,,,,,,,,,,,1,237.53,,,1,255.10,1,500.00,,,,,,,,,,,,
,,,,60~64,1,227.27,,,,,,,,,2,,,,454.55,,,1,226.76,1,284.09,4,,324.41,,,,,,,,,1,226.76,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,207.90,2,369.69,4,,,,324.41,,,,,2,326.26,1,,207.90,,,,,1,245.10,1,245.10,1,245.10,,,,,1,290.70,,,,,,,,,,,,,,,,,,
,,,,70~74,1,257.73,1,492.61,,,,,1,257.73,3,,,,689.66,,,,,2,266.31,2,,389.11,,,,,,,1,275.48,,,2,338.41,1,321.54,,,,,,,,,1,492.61,,,,,,,,,,
,,,,75~79,,,1,694.44,,,1,408.16,3,750.00,1,,,,408.16,,,,,,,,,,,,,,1,408.16,2,465.12,1,540.54,,,,,1,408.16,,,,,,,2,434.78,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,2,,1234.57,,,,,1,877.19,1,877.19,,,,,1,1612.90,,,1,1612.90,,,,,4,1809.95,,,,,,,,,,
,,,,85+,,,,,,,,,,,2,,,,4878.05,,,,,,,1,,1428.57,,,,,,,1,2777.78,1,1428.57,,,,,,,,,1,2777.78,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,1,,190.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,1,,,,210.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,1369.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,1,164.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,265.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,207.47,,,,,,,,,,,,
,,,,30~34,1,176.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,107.99,1,,,,438.60,,,,,,,,,,,,,,,,1,847.46,,,,,,,1,147.28,,,,,,,,,,,1,243.31,,,,,,
,,,,40~44,9,289.11,,,,,,,,,1,,,,102.88,,,,,1,735.29,,,,,,,,,,,,,,,,,,,,,,,,,,1,121.65,,,1,121.65,,,,,,
,,,,45~49,2,234.74,,,,,,,,,,,,,,,,,,1,149.70,,,,,,,,,,,,2,197.04,,,,,,,,,,,,,,,1,134.59,,,,,,,,
,,,,50~54,3,275.48,,,,,,,,,,,,,,,,,,4,415.37,,,,1,207.47,2,226.50,,,,,,,,,,,,,,,,,,,,,,,2,191.39,,,,,,
,,,,55~59,1,237.53,,,1,311.53,,,1,259.07,,,,,,,,,,2,518.13,1,,311.53,2,475.06,2,372.44,,,,,1,237.53,,,,,1,2380.95,,,,,,,,,,,,,,,,,,
,,,,60~64,1,214.13,1,286.53,,,,,1,286.53,,,,,,,,,,4,305.34,,,,1,233.10,,,1,286.53,,,,,,,,,3,323.28,,,,,,,,,,,,,3,294.12,,,,
,,,,65~69,1,212.77,,,2,302.11,,,,,4,,,,362.98,,,,,5,338.75,,,,4,283.69,3,339.37,,,1,212.77,1,241.55,,,,,,,,,1,299.40,,,,,1,299.40,,,,,,,,
,,,,70~74,1,257.73,,,,,,,,,1,,,,257.73,,,,,4,315.71,,,,2,619.20,4,531.91,,,1,520.83,,,,,1,274.73,3,279.07,1,520.83,,,,,,,1,520.83,,,1,2439.02,,,,
,,,,75~79,1,649.35,,,,,1,395.26,,,1,,,,649.35,1,649.35,,,2,460.83,,,,,,,,,,1,395.26,,,,,,,,,,,1,444.44,,,,,1,444.44,,,1,444.44,,,,
,,,,80~84,,,,,,,1,826.45,1,826.45,,,,,,,,1,826.45,3,2068.97,,,,1,826.45,2,862.07,,,4,1315.79,,,,,,,1,793.65,,,,,,,,,1,826.45,,,1,900.90,,,,
,,,,85+,1,1428.57,,,,,,,,,2,,,,2857.14,,,,,,,,,,2,2298.85,,,,,,,,,1,2941.18,,,1,1428.57,,,,,,,,,1,1886.79,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
