,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,胰,,骨、關節及關節軟骨,,眼及淚腺,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,1,26.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,24.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,50.52,,,,,,,,,,,,,,1,25.26,,,1,25.26,,,,,,,,,,,,,,,1,25.26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,28.59,,,,,,,,,,,,,,1,28.59,,,,,,,,,,,,,,,,,,,,,,,,,1,28.59,1,28.59,,,,,,,,,,,,,,,,
,,,,45~49,2,86.02,,,,,,,,,,,,,,2,86.02,,,,,,,,,,,,,,,,,,,1,43.01,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,1,60.39,,,,,1,60.39,,,,,,,,,,,2,120.77,,,,,1,60.39,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,128.70,,,,,,,,,,,,,,2,128.70,,,,,1,64.35,1,64.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,68.03,,,1,68.03,,,,,,,,1,68.03,,,,,2,136.05,1,68.03,2,136.05,,,,,1,68.03,,,,,1,68.03,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,56.47,,,,,1,56.47,,,,,,,,,,,,1,56.47,,,1,56.47,2,112.93,,,,,,,,,,,,,,,,,,,,,1,56.47,,,,,,,,,,,,
,,,,70~74,,,,,1,73.53,,,,,1,,,,73.53,1,73.53,1,73.53,,,2,147.06,1,73.53,2,147.06,1,73.53,,,,,,,,,,,,,1,73.53,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,128.04,,,,,,,,,,,,,,,,1,128.04,,,,,,,,,,,,,,,,,,,1,128.04,1,128.04,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,1,301.20,,,1,301.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,1,980.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1996年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,腎,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,26.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,24.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,2,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.01,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.59,,,,,1,24.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,2,55.85,,,,,,,,,,,,1,27.93,,,1,27.93,,,,,,,,,,,,,1,27.93,2,55.85,,,,,,,,,,,,,,,,,,
,,,,45~49,2,75.13,,,,,1,37.57,,,1,,,,37.57,1,37.57,,,2,75.13,,,1,37.57,,,,,,,,,,,1,37.57,,,1,37.57,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,121.88,,,,,,,2,121.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.94,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,128.87,3,193.30,,,,,,,,1,64.43,2,128.87,,,,,1,64.43,1,64.43,,,1,64.43,,,2,128.87,,,,,,,,,1,64.43,,,,,,,,,,,,,,
,,,,60~64,,,2,142.65,,,,,1,71.33,,,,,,,,,,3,213.98,,,,,,,,,,,,,,,,,1,71.33,1,71.33,2,142.65,,,,,,,,,,,,,,,,,,
,,,,65~69,2,118.84,,,,,1,59.42,,,,,,,,,,1,59.42,3,178.25,,,,,1,59.42,,,,,,,1,59.42,4,237.67,,,1,59.42,,,,,3,178.25,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,137.08,,,,,,,,,,3,205.62,,,,,4,274.16,,,2,137.08,,,,,1,68.54,1,68.54,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,1,113.64,,,,,,,,,,,,,,1,113.64,1,113.64,,,,,,,,,,,,,,,1,113.64,,,,,,,,,3,340.91,,,,,,,,,,,,,,
,,,,80~84,,,,,1,283.29,,,,,,,,,,,,,,1,283.29,,,,,,,,,,,,,,,1,283.29,,,,,,,1,283.29,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,,,1,28.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,27.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,24.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.96,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,25.04,,,,,,1,25.04,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.04,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,24.09,,,,,,,,,,,,,,1,24.09,,,,,,,1,24.09,,,,,,,,,,,,,,,,,1,24.09,,,,,,,,,,,,
,,,,35~39,3,73.15,,,,,,,,,,,,,,2,48.77,,,,,,,,,,,1,24.38,,,1,24.38,,,,,,,,,,,,,,,1,24.38,,,,,,,,,,,,
,,,,40~44,1,27.55,1,27.55,,,,,,,,,,,,2,55.10,,,1,27.55,,,,,,,,,1,27.55,,,,,1,27.55,,,,,,,,,1,27.55,2,55.10,1,27.55,,,,,,,,,,
,,,,45~49,2,68.52,,,,,,,,,,,,,,2,68.52,,,,,3,102.77,,,,,,,,,,,,,,,,,,,,,,,1,34.26,,,,,,,,,,,,,,
,,,,50~54,1,59.35,,,,,,,,,,,,,,1,59.35,,,,,,,,,,,,,,,1,59.35,,,,,,,,,,,,,,,1,59.35,,,,,,,,,,,,
,,,,55~59,,,,,,,1,63.82,,,1,,,,63.82,3,191.45,,,,,,,1,63.82,,,,,1,63.82,2,127.63,,,,,1,63.82,,,1,63.82,,,,,,,,,2,127.63,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,4,291.76,,,,,3,218.82,1,72.94,,,,,1,72.94,1,72.94,,,,,,,,,,,,,,,,,,,,,1,72.94,,,,,,
,,,,65~69,1,62.46,,,1,62.46,,,,,,,,,,2,124.92,,,,,5,312.30,2,124.92,1,62.46,,,1,62.46,1,62.46,2,124.92,,,,,1,62.46,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,67.61,,,,,,9,608.52,,,,,2,135.23,4,270.45,,,,,7,473.29,,,,,,,2,135.23,,,,,,,1,67.61,1,67.61,,,,,2,135.23,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,105.04,2,210.08,1,105.04,,,3,315.13,3,315.13,1,105.04,1,105.04,1,105.04,,,,,,,,,,,,,,,,,,,,,,,2,210.08,,,,,,
,,,,80~84,,,,,2,531.91,,,,,,,,,,,,,,,,,,2,531.91,,,,,,,,,,,,,,,1,265.96,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,699.30,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.72,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.14,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,24.08,1,,,,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,1,25.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,23.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,24.20,,,,,,,,,2,,,,48.39,,,,,,,,,,,1,24.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,26.91,,,,,,,,,,,,,,,,,,,,,1,26.91,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,95.51,,,,,,,,,4,,,,127.35,,,2,63.67,4,127.35,,,,,,,,,,,,,1,31.84,,,,,,,1,31.84,1,31.84,,,,,,,,,,,,,,,,
,,,,50~54,2,111.73,,,,,1,55.87,,,2,,,,111.73,,,1,55.87,,,,,,,,,,,1,55.87,1,55.87,,,,,,,,,,,1,55.87,,,,,,,,,,,,,,,,
,,,,55~59,3,183.04,,,,,1,61.01,,,5,,,,305.06,,,1,61.01,2,122.03,,,1,61.01,,,1,61.01,,,,,,,,,,,,,,,1,61.01,,,1,61.01,,,,,,,,,,,,
,,,,60~64,2,147.71,1,73.86,,,,,,,2,,,,147.71,1,73.86,,,1,73.86,,,,,,,,,,,1,73.86,,,1,73.86,,,1,73.86,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,64.98,,,2,,,,129.95,,,1,64.98,5,324.89,,,1,64.98,,,,,,,2,129.95,,,,,,,,,1,64.98,,,1,64.98,1,64.98,,,,,,,,,,,,
,,,,70~74,,,1,64.43,2,128.87,,,,,4,,,,257.73,,,,,8,515.46,1,64.43,1,64.43,,,,,1,64.43,4,257.73,,,,,,,,,,,1,64.43,,,5,322.16,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,100.70,,,4,402.82,1,100.70,1,100.70,1,100.70,,,,,,,1,100.70,,,,,,,,,2,201.41,,,,,5,503.52,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,2,485.44,,,,,1,242.72,1,242.72,,,,,2,485.44,,,,,,,,,,,,,,,2,485.44,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,2,1123.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,10~14,,,,,,,,,1,28.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,23.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,25.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,23.67,,,,,,,,,,,,2,47.35,,,,,2,47.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,24.14,1,,,,24.14,2,48.29,,,,,,,1,24.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,5,131.23,,,1,26.25,,,2,52.49,,,,,,,,,,,,,,2,52.49,1,26.25,,,,,,,,,,,,,,,,,,,,,1,26.25,,,,,,,,,,,,
,,,,45~49,6,181.60,,,1,30.27,,,,,,,,,,2,60.53,,,,,,,,,,,,,,,,,,,1,30.27,,,,,,,,,,,2,60.53,,,,,,,,,,,,
,,,,50~54,3,152.83,,,,,,,,,,,,,,4,203.77,,,1,50.94,,,1,50.94,1,50.94,1,50.94,,,,,,,2,101.88,,,,,,,,,,,2,101.88,1,50.94,,,,,,,,,,
,,,,55~59,3,182.26,,,1,60.75,,,,,,,,,,1,60.75,,,2,121.51,4,243.01,,,,,,,,,,,,,2,121.51,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,71.84,,,,,,,,,1,,,,71.84,4,287.36,,,2,143.68,,,,,,,,,,,,,,,,,,,1,71.84,,,,,1,71.84,,,1,71.84,,,,,,,,,,
,,,,65~69,3,209.64,,,,,,,,,,,,,,4,279.52,,,,,7,489.17,,,,,,,1,69.88,1,69.88,2,139.76,3,209.64,,,,,1,69.88,1,69.88,2,139.76,,,2,139.76,,,,,,,,,,
,,,,70~74,1,65.02,,,,,,,,,2,,,,130.04,6,390.12,1,65.02,4,260.08,3,195.06,,,2,130.04,,,1,65.02,,,,,1,65.02,,,,,,,1,65.02,,,1,65.02,2,130.04,,,,,,,,,,
,,,,75~79,1,98.33,,,,,,,,,1,,,,98.33,2,196.66,,,1,98.33,6,589.97,,,2,196.66,1,98.33,,,,,1,98.33,4,393.31,,,1,98.33,,,,,2,196.66,,,2,196.66,,,,,,,,,,
,,,,80~84,,,,,,,1,214.59,,,,,,,,1,214.59,1,214.59,,,2,429.18,,,1,214.59,,,1,214.59,,,,,,,1,214.59,,,,,,,2,429.18,,,4,858.37,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,500.00,,,1,500.00,2,1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.75,,,,,,,,,,,,,,,,,,
,,,,30~34,1,24.04,,,,,,,1,24.04,,,,,,,,,,,,,,,,,,,,,,2,48.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,6,144.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.14,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,51.36,,,,,,,,,2,,,,51.36,1,25.68,1,25.68,,,2,51.36,,,,,,,1,25.68,,,,,,,,,,,2,51.36,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,29.17,,,,,,,3,,,,87.51,,,,,1,29.17,,,,,,,,,,,1,29.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,44.54,,,,,,,,,4,,,,178.17,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.54,1,44.54,,,,,,,,,,,,,,,,
,,,,55~59,2,127.31,,,1,63.65,1,63.65,,,3,,,,190.96,,,,,1,63.65,1,63.65,1,63.65,,,,,,,1,63.65,1,63.65,,,,,2,127.31,1,63.65,,,,,1,63.65,,,,,,,,,,,,
,,,,60~64,3,208.77,1,69.59,,,,,,,4,,,,278.36,,,2,139.18,3,208.77,2,139.18,,,1,69.59,1,69.59,1,69.59,1,69.59,,,,,,,1,69.59,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,152.09,2,152.09,,,2,152.09,,,3,,,,228.14,,,1,76.05,2,152.09,,,1,76.05,,,,,1,76.05,1,76.05,,,1,76.05,,,,,,,,,,,1,76.05,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,2,,,,131.49,,,,,8,525.97,3,197.24,1,65.75,,,,,,,1,65.75,,,1,65.75,1,65.75,2,131.49,1,65.75,,,,,2,131.49,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,4,,,,384.62,,,1,96.15,5,480.77,3,288.46,,,1,96.15,1,96.15,,,1,96.15,,,,,,,1,96.15,,,,,1,96.15,2,192.31,,,,,,,,,,,,
,,,,80~84,,,1,187.62,,,,,,,1,,,,187.62,,,3,562.85,3,562.85,,,,,1,187.62,,,,,3,562.85,,,,,,,1,187.62,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,465.12,,,,,,,,,2,930.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.70,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.70,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.12,,,,,,,,,,,,
,,,,30~34,,,1,24.96,,,1,24.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.96,,,,,,,,
,,,,35~39,1,24.06,1,24.06,,,,,,,1,,,,24.06,,,3,72.17,1,24.06,,,,,,,,,,,,,,,,,1,24.06,1,24.06,,,,,,,,,,,1,24.06,,,,,,,,
,,,,40~44,2,50.37,,,1,25.18,,,,,2,,,,50.37,,,1,25.18,,,,,,,,,1,25.18,,,,,,,,,,,,,1,25.18,,,,,,,,,3,75.55,,,,,,,,
,,,,45~49,,,,,,,,,,,2,,,,57.14,,,,,2,57.14,,,,,,,,,,,,,,,1,28.57,,,2,57.14,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,77.61,,,,,,,,,2,,,,77.61,,,,,1,38.80,,,,,1,38.80,2,77.61,,,,,,,,,,,1,38.80,,,,,,,,,,,,,,,,,,,,
