,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,62.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.53,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,56.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,1,60.13,,,,,,,,,,,,,1,60.13,,,,,,,,,1,87.49,,,,,,,,,1,60.13,1,102.99,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.20,,,,,,,,,,,,,,,,
,,,,30~34,1,105.15,,,,,,,,,,,,,,1,47.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72.99,,,,,,,,,,,,,,,,,,
,,,,35~39,5,120.37,,,,,1,86.51,,,,,,,,4,331.13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.23,,,,,,,,,,,,,1,66.23,,,,,,,,,,,,
,,,,40~44,6,89.22,,,,,,,,,1,,,,67.89,3,54.61,,,,,1,55.93,1,67.89,,,,,,,3,92.25,3,80.78,,,,,,,,,3,88.26,,,,,,,,,1,102.25,1,51.92,4,72.82,,,,,,,,,,,,
,,,,45~49,14,183.01,1,53.36,,,,,1,53.36,2,,,,58.33,4,77.38,,,,,3,58.04,1,53.36,1,64.68,,,1,106.95,1,53.11,1,53.36,,,,,1,53.11,,,,,,,,,,,,,,,,,2,106.21,,,,,,,,,,,,
,,,,50~54,16,302.06,,,,,,,1,59.99,,,,,,9,106.66,,,,,2,56.98,2,117.23,2,56.35,,,3,107.87,5,95.86,1,77.04,1,59.99,,,,,1,59.99,1,59.99,,,,,,,,,,,1,58.62,2,179.53,,,,,,,,,,,,
,,,,55~59,12,171.58,,,1,67.75,,,,,3,,,,90.28,25,322.87,,,1,62.11,8,163.63,4,67.84,1,62.11,,,3,69.28,,,1,67.75,,,,,,,1,133.51,7,100.09,,,,,3,97.21,,,1,62.11,1,67.75,1,91.07,,,3,129.59,2,71.17,,,,,,
,,,,60~64,9,157.48,,,1,114.55,,,1,94.79,2,,,,89.25,20,349.96,1,94.79,1,108.58,1,114.55,7,154.56,,,,,1,88.65,3,102.67,2,177.30,,,,,,,1,84.32,5,117.87,,,,,3,149.93,,,,,2,94.92,2,101.21,1,84.32,,,2,99.95,,,,,,
,,,,65~69,12,247.07,,,,,,,1,121.07,1,,,,95.69,22,452.95,,,,,7,192.20,15,374.91,1,95.69,,,6,260.19,1,147.06,1,147.06,,,1,121.07,,,1,147.06,6,227.27,,,,,2,105.21,,,1,121.07,5,137.29,2,118.91,,,2,130.21,12,277.65,,,,,,
,,,,70~74,7,209.90,1,120.77,1,151.98,,,1,102.04,3,,,,132.68,19,401.95,1,151.98,,,2,134.59,18,380.79,2,114.03,,,6,222.80,4,112.30,,,,,,,,,,,12,253.86,,,3,171.04,1,115.07,,,1,115.07,1,151.98,1,197.24,,,1,115.07,12,284.36,,,,,,
,,,,75~79,6,415.51,1,155.52,2,184.50,,,1,155.52,5,,,,165.02,11,401.17,1,226.76,,,6,286.81,15,443.39,,,1,152.67,2,305.34,,,1,152.67,,,,,,,,,2,154.32,1,152.67,,,1,153.85,,,,,4,244.35,1,153.85,,,,,16,472.95,,,,,,
,,,,80~84,1,255.10,,,,,,,3,319.83,6,,,,421.05,9,666.17,,,,,4,362.65,8,397.61,1,254.45,,,2,628.93,1,438.60,,,,,,,,,,,8,528.05,,,,,1,255.10,,,,,6,468.02,1,314.47,,,,,7,518.13,,,,,,
,,,,85+,1,1075.27,,,,,,,1,568.18,1,,,,1000.00,2,743.49,,,,,1,1000.00,3,557.62,1,568.18,,,1,523.56,,,1,523.56,,,,,,,1,584.80,2,1047.12,,,,,,,,,,,2,544.96,,,,,,,5,792.39,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮,,子宮頸,,不明原發部位,,主唾液腺,,,,,皮膚,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,其他女性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,胃,,胰,,骨、關節及關節軟骨,,眼及淚腺,,喉,,結直腸癌,,腦,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.98,,,,,,,1,37.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,2,49.63,,,1,,,,49.43,,,,,,,,,,,1,112.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,170.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,2,87.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,82.03,,,5,216.36,,,,,,,,,,,,1,111.23,,,,,,,,,,,,,,,,,,,,,2,141.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,114.29,2,77.10,,,11,206.46,1,70.18,,,,,,,,,,,,,,1,85.54,1,70.18,,,,,,,,,,,,,,,1,82.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,4,140.50,,,,,,,,,,,,1,109.05,,,2,120.19,,,1,115.61,,,,,,,,,1,164.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,217.39,6,187.15,,,,,,,,,,,,2,273.97,,,1,178.25,,,1,139.47,1,136.99,,,,,,,,,,,1,178.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,145.56,1,163.40,,,1,163.40,1,163.40,,,,,,1,163.40,,,,,,,,,,,1,131.75,,,,,,,,,,,,,1,163.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,3,180.83,,,,,,,,1,183.15,1,159.49,,,2,405.68,,,,,1,202.84,,,,,,,1,149.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,,,,,1,259.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮頸,,子宮體,,不明原發部位,,甲狀腺,,,,,白血病,,皮膚,,何杰金氏淋巴瘤,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,其他女性生殖器官,,其他分界不明的部位,,直腸與肛門,,肺、支氣管及氣管,,胃,,眼及淚腺,,造血系統及網狀內皮系統,,結直腸癌,,腦,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.26,1,46.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,36.76,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,1,54.05,,,,,,,,,,,,,,,,1,47.87,,,,,,,,,,,,,,,,,,,1,47.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,48.43,,,,,,,,,,,,,,,,,,,,,1,48.43,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,173.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,2,100.55,2,113.51,,,1,121.95,,,,,,,,,,,,,,,,1,121.95,,,,,,,1,175.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,79.30,3,83.36,,,,,,,,,,,,,,,,,,,,,,1,69.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,2,75.13,4,110.07,,,,,,,,,,,,,,,,,,3,203.67,,,,,3,138.82,1,84.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,109.41,6,200.33,,,,,,,,,,,,,,,,,,,,1,133.16,,,,,1,89.93,2,120.12,,,1,133.16,1,133.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,111.23,,,5,238.21,,,,,,,,,,,,1,211.86,,,,,2,222.47,,,,,,,,,1,111.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,241.55,,,3,180.83,,,1,165.56,,,,,,1,156.01,,,,,,,,,,,,,2,148.37,2,266.31,1,134.41,,,1,165.56,1,156.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,185.19,,,,,,,,,,1,185.19,,,,,,,,,,,,,3,306.44,2,212.31,,,,,1,198.81,,,3,196.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,256.41,,,,,1,256.41,,,,,,,,,,,,,,,,,,,,,,1,256.41,1,232.02,,,,,,,1,239.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,531.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮頸,,子宮體,,甲狀腺,,皮膚,,,,,何杰金氏淋巴瘤,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,其他女性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,1,87.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,1,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,1,186.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,9,199.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,70.27,,,5,87.38,,,,,,,,,,,,1,102.25,,,1,82.30,,,,,,,,,,,,,1,81.30,,,,,,,1,114.16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,103.04,,,4,134.09,1,84.10,,,1,,,,106.95,,,,,1,106.95,,,,,,,,,1,87.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,206.19,,,,,,,,,,,,,,,,,,,,,,,,,,2,123.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,3,134.71,,,,,,,,,,,,,,,,,,,,,,1,189.39,,,,,,,1,152.67,,,,,1,148.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,2,165.43,,,2,465.12,,,,,,,,,,,,,,,,,,1,160.00,2,177.15,,,,,,,,,,,1,160.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,308.64,,,,,,,,,,,,,,,,,,,1,219.78,,,1,336.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,1,452.49,,,,,,,,,,1,312.50,,,,,,,,,1,502.51,,,,,1,312.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮,,子宮頸,,子宮體,,主唾液腺,,,,,甲狀腺,,白血病,,何杰金氏淋巴瘤,,卵巢、輸卵管及寬韌帶,,其他女性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,結直腸癌,,鼻咽,,鼻腔、中耳及副鼻竇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,1,54.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,1,58.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,51.44,,,1,71.53,1,79.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,1,,,,63.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,82.17,,,1,82.17,,,,,,,,,,,,,,,,,,,,,,1,121.21,,,,,1,82.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,5,153.33,1,70.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,102.46,4,152.91,,,2,165.02,,,,,,,,1,102.46,,,,,,,,,,,,,2,92.89,,,,,,,1,102.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,2,82.88,1,124.69,5,200.96,1,154.32,,,,,,,,,,1,80.52,1,85.40,,,,,,,,,,,,,,,,,1,154.32,1,106.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,4,154.08,1,107.99,,,,,,,,,,,,1,112.36,,,1,112.36,2,139.76,2,117.23,1,112.36,1,128.21,,,1,162.07,1,130.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,3,188.80,,,4,300.30,,,,,,,,,,,,,,,,,,,,,,2,167.08,,,,,,,1,129.20,1,190.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,169.92,,,2,205.34,,,,,,,,1,151.29,,,,,,,,,,,,,1,151.29,,,2,207.47,,,1,190.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,2,235.57,,,,,,,,,,,,1,322.58,,,,,,,,,,,,,,,,,1,211.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,510.20,,,,,,,,,,,,,,,,,,,,,,,,,,1,467.29,,,1,510.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1428.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮,,子宮頸,,小腸,,甲狀腺,,,,,白血病,,卵巢、輸卵管及寬韌帶,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,1,44.40,,,,,,,,,,,,,,,1,39.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,1,44.01,1,44.01,1,34.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,38.62,,,,,,,,,,,,,,,,,,,,,,1,52.08,,,,,,,,,,,1,52.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,60.86,,,,,,,,,,,,,,,,,,,,,,,1,103.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,91.07,,,,,,,,,,,,,,,,,,,,,,1,82.10,,,,,,,1,102.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,101.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,73.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,2,169.06,,,6,108.19,,,,,,,,,,1,75.87,,,,,1,101.42,1,84.53,,,,,1,71.68,,,,,1,71.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,77.04,2,103.20,,,7,205.52,,,1,,,,77.04,,,,,,,,,2,87.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,3,133.51,1,157.73,,,,,,,,,,1,108.58,,,,,2,108.05,4,173.84,,,,,1,108.58,1,184.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,196.08,,,,,,,,,,,,,,,,1,196.08,2,186.22,,,,,,,,,,,,,3,130.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,199.40,,,,,,,,1,231.48,,,2,227.01,,,,,1,189.39,,,,,,,1,153.85,,,,,2,170.07,1,190.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,183.82,1,183.82,,,2,239.52,,,,,,,,,,,,,,1,193.05,2,257.40,,,,,,,,,1,193.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,,,1,492.61,1,389.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮,,子宮頸,,不明原發部位,,甲狀腺,,,,,白血病,,皮膚,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,消化器官其他分界不明部位,,胰,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40.70,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,59.21,,,,,,1,102.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,122.47,,,,,,,,,,,,,,1,76.75,,,,,,,,,,,,,,,,,,,,,,,,,1,80.58,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,117.23,,,1,,,,78.43,1,86.43,,,,,,,1,79.11,,,,,,,,,,,,,,,,,1,79.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,73.91,,,4,80.78,,,,,,,,,,,,,,1,100.20,,,,,,,,,,,,,1,82.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,73.69,,,8,194.98,,,,,,,,,,,,,,1,73.69,3,96.03,1,84.89,,,1,84.89,,,,,,,1,86.73,,,,,,,1,73.69,2,169.78,,,,,,,,,,,,,,,,,,,,,,
