,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.45,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,27.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.50,,,,,1,36.34,1,36.34,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,36.08,,,,,,,,1,31.54,2,27.86,,,,,,,,,,,,,,,,,,,,,,,1,36.08,,,,,,,,,1,31.54,,,,,,,,,,,,,,
,,,,30~34,1,38.27,,,,,,,1,38.27,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.78,,,,,,,,,1,34.20,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,8,100.39,,,,,,,,,,,,,,,,,,2,35.81,1,28.98,,,1,28.98,,,2,57.95,,,,,,,,,,,,,,,,,,,,,,,1,46.86,,,1,41.95,1,41.95,1,46.86,,,,,,
,,,,40~44,11,135.55,,,,,,,,,,,,,,,,,,5,61.61,,,1,40.80,2,54.48,,,,,,,1,40.80,,,,,,,,,,,,,,,,,,,,,,,3,36.97,,,,,,,,,,
,,,,45~49,14,167.60,,,1,27.49,,,1,47.98,,,,,,1,27.49,,,7,83.80,,,,,2,95.97,,,1,27.49,5,59.86,,,,,,,,,1,47.98,2,54.98,,,2,34.95,1,27.49,,,,,1,47.98,,,,,1,38.01,,,,,,
,,,,50~54,10,132.94,1,50.76,1,32.57,,,,,1,,,,32.57,1,50.76,,,10,132.94,1,40.29,2,44.92,4,79.37,1,32.57,2,39.68,5,66.47,1,50.76,,,,,1,40.29,1,32.57,5,66.47,,,,,2,80.58,,,,,,,,,,,,,,,,,,
,,,,55~59,7,119.13,1,62.77,1,43.63,1,50.23,,,2,,,,46.70,1,43.63,,,12,204.22,,,2,55.80,5,85.09,1,62.77,1,43.63,4,174.52,,,,,,,,,,,4,251.10,,,,,,,,,,,,,,,1,50.23,1,43.63,2,46.70,,,,
,,,,60~64,9,269.30,,,,,,,1,103.95,,,,,,,,,,8,239.38,,,1,84.18,8,239.38,1,103.95,2,168.35,3,126.05,,,,,,,,,,,3,139.53,,,,,2,167.79,,,1,83.89,,,,,,,,,3,139.53,,,,
,,,,65~69,3,162.16,1,114.29,1,114.29,,,,,1,,,,143.68,1,143.68,,,11,432.05,,,2,119.69,9,353.50,,,4,157.11,3,162.16,1,143.68,,,,,,,2,127.31,6,235.66,,,,,1,143.68,,,1,114.29,1,143.68,1,114.29,,,,,4,157.11,,,,
,,,,70~74,1,175.44,,,,,,,,,,,,,,1,145.99,,,4,276.43,,,2,138.22,5,247.89,2,138.22,4,198.31,3,148.74,,,,,,,1,131.23,,,,,,,,,,,,,,,,,,,,,,,5,247.89,,,,
,,,,75~79,1,149.93,,,,,,,,,,,,,,1,254.45,,,6,566.04,,,3,305.50,8,485.14,1,149.93,1,149.93,2,188.68,2,339.56,,,1,169.78,,,1,169.78,1,169.78,,,1,149.93,,,,,2,508.91,1,169.78,1,254.45,,,3,238.85,6,363.86,,,,
,,,,80~84,1,374.53,,,1,240.38,,,,,1,,,,374.53,2,183.82,,,5,732.06,1,148.81,,,8,590.41,1,240.38,3,275.74,,,1,374.53,,,,,,,1,374.53,6,442.80,,,,,1,148.81,,,,,2,749.06,,,,,,,7,516.61,,,,
,,,,85+,1,636.94,,,,,,,,,3,,,,738.92,1,401.61,,,1,757.58,,,1,757.58,3,1910.83,2,492.61,3,557.62,,,1,636.94,,,,,,,,,1,757.58,,,,,,,,,,,,,,,,,1,757.58,2,1273.89,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,何杰金氏淋巴瘤,,男性乳房,,肝及肝內膽管,,其他男性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,消化器官其他分界不明部位,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,49.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,25.53,,,,,,,,,,,,,,,,,,,,1,44.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,2,34.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.93,,,,,,,,,1,25.58,1,25.58,,,,,,,,,,,,,,,,
,,,,30~34,1,24.84,,,,,1,37.01,,,,,,,,,,,,,,,,,,1,37.01,1,24.84,,,,,,,,,,,,,1,37.01,,,,,,,,,,,,,,,1,37.01,,,,,,,,,,
,,,,35~39,3,53.42,,,,,,,1,28.94,,,,,,,,,,1,41.70,,,,,2,92.55,1,46.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.94,,,,
,,,,40~44,5,207.81,,,,,,,,,,,,,,,,,,2,35.09,,,1,41.56,,,2,33.04,1,41.56,,,1,27.42,1,27.42,,,,,,,,,,,,,1,27.42,,,,,,,,,1,41.56,,,2,35.09,,,,
,,,,45~49,9,109.38,,,1,27.62,1,39.59,2,32.54,1,,,,39.59,,,,,10,121.54,,,,,,,2,55.23,2,79.18,,,,,3,65.12,,,,,,,,,,,,,1,48.05,1,27.62,1,39.59,,,,,,,1,48.05,1,27.62,,,,
,,,,50~54,22,285.53,1,50.81,,,1,39.43,2,62.48,,,,,,,,,,5,64.89,,,,,3,52.29,3,52.29,,,,,2,62.48,3,58.04,,,,,,,,,,,1,50.81,5,111.01,1,31.24,,,,,,,,,,,3,52.29,,,,
,,,,55~59,10,160.21,,,,,,,,,,,,,,,,,,6,96.12,,,,,5,80.10,5,121.18,2,118.91,,,4,96.95,4,105.32,,,1,47.26,,,,,,,1,40.92,2,81.83,,,1,47.26,,,,,,,,,,,1,47.26,2,52.66
,,,,60~64,3,121.31,,,,,,,,,,,,,,,,,,10,263.37,,,,,5,185.12,3,273.72,,,,,,,3,111.07,,,,,,,,,1,75.53,2,145.24,9,237.03,,,,,1,72.62,,,,,,,,,,,2,82.64
,,,,65~69,2,113.57,,,1,149.03,,,1,110.38,,,,,,1,149.03,,,8,328.95,1,110.38,,,3,170.36,6,246.71,1,116.96,1,110.38,3,196.59,,,,,1,116.96,,,,,1,110.38,,,4,164.47,,,,,,,,,,,2,113.57,,,,,5,205.59
,,,,70~74,2,131.75,,,,,,,2,131.75,,,,,,,,1,120.63,11,518.38,,,,,4,263.50,5,235.63,,,,,2,241.25,1,145.14,,,,,,,,,,,,,3,197.63,,,2,154.68,1,120.63,,,,,1,145.14,,,,,4,279.13
,,,,75~79,1,247.52,,,,,,,2,167.93,2,,,,495.05,,,,,5,484.50,,,,,4,387.60,7,438.87,3,251.89,,,4,250.78,2,318.47,1,159.24,,,,,,,1,247.52,1,159.24,1,247.52,,,,,1,159.24,,,,,1,247.52,,,,,3,290.70
,,,,80~84,,,,,,,,,1,393.70,2,,,,180.18,,,,,4,293.26,,,,,3,270.27,13,953.08,,,,,3,436.68,2,214.82,,,,,,,,,,,1,393.70,3,443.13,,,,,,,,,,,2,291.12,,,,,3,436.68
,,,,85+,,,,,,,,,,,1,,,,552.49,,,,,3,627.62,,,1,336.70,1,336.70,2,1104.97,,,,,,,2,418.41,,,,,,,,,,,,,5,1046.03,,,,,,,,,,,1,336.70,,,,,4,637.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮頸,,主唾液腺,,卵巢、輸卵管及寬韌帶,,其它淋巴瘤,,肺、支氣管及氣管,,,,,胃,,結直腸癌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,59.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,95.69,,,1,116.69,,,,,,,,,,1,95.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,4,208.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,2,186.22,,,,,,,,,,,,1,143.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,224.22,,,,,,,1,,,,233.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,223.71,,,,,1,284.09,,,,,,,,1,271.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,1,330.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮頸,,不明原發部位,,甲狀腺,,白血病,,,,,卵巢、輸卵管及寬韌帶,,直腸與肛門,,肺、支氣管及氣管,,胃,,結直腸癌,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,1,56.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,4,,,,177.86,2,112.11,,,1,56.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,63.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,2,78.90,,,,,,,,,,,,,,,,,,,,,,,,2,160.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,97.94,,,,,,,,,,,,,,,,3,169.78,1,97.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,120.48,,,,,,,,,,,,1,120.48,,,,,,,,,2,196.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,114.16,1,135.69,1,160.77,,,,,,,,,,1,135.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,179.21,1,169.49,,,,,,,,,,,,,,,,,,1,179.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,210.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,440.53,,,,,,,,,,,,2,576.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,318.47,1,318.47,,,1,219.30,,,,,,,,,,2,332.23,,,1,219.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,,,,,1,448.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,1,2000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,3125.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,女性乳房,,子宮,,子宮頸,,不明原發部位,,皮膚,,,,,肝及肝內膽管,,其他女性生殖器官,,其他內分泌腺,,其他分界不明的部位,,直腸與肛門,,肺、支氣管及氣管,,胃,,結直腸癌,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,1,58.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,49.02,,,,,,,,,,,,1,46.69,,,,,,,,,2,98.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,1,69.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,110.01,,,,,,,1,132.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,98.04,,,4,148.70,,,,,,,,,,1,130.21,,,,,,,,,2,196.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,3,219.46,,,3,196.72,,,,,,,,,,1,158.73,,,,,,,,,2,317.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,134.77,,,5,414.59,,,,,,,,,,,,,,,,1,175.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,211.86,,,,,,,,,,,,,,,,1,223.21,,,1,223.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,261.78,,,,,1,255.10,,,,,,,,,,,,,,,,,,1,261.78,,,,,2,523.56,1,261.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,326.80,1,333.33,2,259.74,1,326.80,,,,,,,,,,,,,,,,,,1,212.77,1,333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,311.53,,,,,,,,,,,,,,,,1,436.68,,,1,436.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,5882.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮頸,,子宮體,,小腸,,甲狀腺,,白血病,,,,,其他女性生殖器官,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,37.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,56.37,,,,,,,,,,,,,,,1,43.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,46.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,62.66,,,,,2,161.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,251.26,2,209.21,,,,,,,,,,,,,,,,,,,,1,99.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,102.04,,,,,,,,,,,,,,1,130.21,,,,,1,95.88,,,,,,,,,1,109.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,127.55,3,176.37,,,,,,,,,,,,,,,,1,109.05,1,159.49,,,,,1,109.05,,,,,1,127.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,2,144.30,,,,,,,,,,,,,,,,,,,,,,,,1,127.88,,,,,1,151.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,167.50,1,193.05,,,,,,,,,,,,,,,,,,,,2,426.44,,,,,,,,,,,1,167.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,252.53,,,,,1,243.31,,,,,,,,,,1,252.53,,,,,1,197.24,,,1,243.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,323.62,2,255.75,,,,,,,,,,,,,,,,,,,,2,628.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,294.99,,,,,,,,,,,,,,,,,,1,294.99,,,1,398.41,1,294.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,1,980.39,,,,,,,,,,,,,,,,,,,,,,1,980.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,子宮頸,,甲狀腺,,白血病,,皮膚,,直腸與肛門,,,,,肺、支氣管及氣管,,後腹膜腔及腹膜,,胃,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,40.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,44.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,1,57.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,2,115.87,,,,,,,,,,,,,,,,1,106.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,122.25,,,,,,,,,,,,,,,,,,,,,,,,,,1,148.59,,,1,105.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,164.47,,,,,,,,,1,,,,164.47,1,121.65,,,1,164.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,3,262.47,,,,,,,,,,,,1,206.19,1,151.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,243.90,,,,,,,2,,,,217.63,,,,,,,,,,,1,202.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,2,632.91,,,,,,,,,,,,,,,,,,,,1,316.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,266.67,1,392.16,,,,,,,,,,1,266.67,,,,,,,,,,,1,392.16,,,1,266.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,536.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,1,952.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1984年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
