,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,154.80,,,,,3,316.79,1,154.80,,,,,,3,464.40,,,3,316.79,1,,154.80,,,,,1,154.80,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,206.61,,,,,,,,,1,,,,552.49,3,451.13,1,206.61,,,,,,,,2,413.22,1,206.61,,,,,,,1,206.61,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,766.28,,,,,,,,3,821.92,,,,,,,,,,1,383.14,,,1,383.14,,,,,1,383.14,1,383.14,,,,,,,,,,,,,,,,
,,,,80~84,,,,,2,1219.51,1,609.76,,,,,,,,1,609.76,,,,,,,,1,1666.67,,,,,,,,,1,609.76,,,,,,,,,,,,,,,,,,,,
,,,,85+,1,1204.82,,,,,,,,,,,,,,1,1204.82,,,,,,,,1,1204.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,,胰,,胸腺、心臟與中隔,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,10~14,,,,,1,88.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,180.51,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,1,,,,58.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55.83,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,54.47,,,,,,,,,,,,,,,,,,,,,,,1,54.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,62.38,,,,,,,1,139.66,1,,,,139.66,,,,,,,,,,,,,,,,,,,,,,,,1,62.38,,,,,,,,,,,,,,,,
,,,,40~44,2,316.46,,,,,,,2,105.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,92.68,,,,,,,4,247.99,,,,,,1,92.68,,,,,2,,123.99,,,,,1,92.68,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,176.99,,,,,,,2,176.99,,,,,,1,270.27,,,,,,,,,,,,,,,,,,,,1,131.58,,,,,,,,,,,,,,,,,,
,,,,55~59,4,321.80,1,122.55,,,,,,,,,,,,2,245.10,1,122.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,278.55,4,480.19,2,,,,167.79,2,167.79,,,,,,,,,,1,278.55,,,,,,,,,,,,,1,278.55,,,,,,,,,,,,,,
,,,,65~69,4,568.99,,,,,2,197.43,6,592.30,1,,,,142.25,4,394.87,,,,,1,,142.25,,,,,1,142.25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,512.82,,,,,1,512.82,2,412.37,,,,,,2,1025.64,,,1,206.19,,,,,,,,1,512.82,1,206.19,,,,,1,206.19,1,206.19,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,353.36,1,917.43,,,,,,4,1413.43,,,1,917.43,,,,,,,,,,,,,,,,,,,,1,917.43,,,,,,,,,,,,,,
,,,,80~84,,,,,,,1,625.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1250.00,,,1,625.00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,,,,肺、支氣管及氣管,,胃,,食道,,胰,,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78.13,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,1,142.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,55.10,4,,,,220.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,2,,,,123.30,,,1,61.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,158.73,,,,,,,,,1,,,,76.80,1,76.80,,,,,,,,,,,,,,,,,,,,,,,,1,76.80,,,,,,,,,,,,,,
,,,,45~49,5,301.75,,,,,,,1,175.75,2,,,,120.70,,,,,,,,,,,,,,,,,,,,,,,,,,1,175.75,,,,,,,,,,,,,,
,,,,50~54,3,249.58,,,,,,,,,1,,,,122.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,165.84,,,,,,,3,369.00,3,,,,248.76,,,,,1,123.00,,,,,,,,,,,,,,,,1,254.45,,,,,,,,,,,,,,,,,,
,,,,60~64,1,253.16,,,,,,,,,2,,,,165.15,,,1,253.16,,,,,,1,253.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,353.36,1,353.36,,,4,,,,401.61,4,561.01,1,140.25,1,140.25,1,,140.25,2,280.50,1,140.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,442.48,,,,,,,1,200.00,5,,,,688.71,1,200.00,3,600.00,,,,,,,,1,200.00,,,,,,,,,,,1,200.00,,,,,1,200.00,,,,,,,,,,
,,,,75~79,,,,,,,,,1,321.54,1,,,,321.54,1,806.45,1,321.54,,,,,,,,,,1,321.54,,,,,,,,,,,,,1,321.54,2,459.77,,,,,,,,,,
,,,,80~84,,,1,684.93,,,,,,,1,,,,684.93,5,2631.58,,,,,,,,,,,,,,1,684.93,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1123.60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3225.81,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,147.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,1,140.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,4,243.01,,,,,,,,,,,,,,,,2,121.51,,,,,,,,,,,,,,,,,,,,,,,,1,136.05,,,,,,,,,,,,
,,,,45~49,3,176.06,,,1,88.89,,,,,,,,,,,,1,88.89,,,,,,,,,,,,1,172.71,,,,,,,,,,,1,88.89,,,,,,,,,,,,
,,,,50~54,1,116.14,,,,,1,236.41,,,,,,,,,,1,116.14,,,,,,2,232.29,,,,,,,,,1,236.41,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,273.97,,,,,,,,,,,,,,1,134.77,5,456.62,,,,,,1,134.77,,,,,2,269.54,1,283.29,,,,,,,1,134.77,1,283.29,,,,,,,,,,,,
,,,,60~64,1,123.46,,,,,,,,,,,,,,1,123.46,3,370.37,,,1,,123.46,1,123.46,,,1,123.46,,,,,1,123.46,,,,,,,,,,,,,,,,,,,,
,,,,65~69,2,273.97,,,,,,,,,,,,,,,,4,547.95,1,342.47,,,,2,195.69,,,1,136.99,4,391.39,,,,,,,,,,,,,,,1,136.99,,,,,,,,
,,,,70~74,,,,,,,,,,,1,,,,194.55,1,194.55,5,676.59,,,1,,194.55,4,541.27,,,,,,,,,4,541.27,,,1,194.55,1,444.44,,,1,444.44,2,270.64,,,,,,,,
,,,,75~79,,,,,,,,,1,324.68,,,,,,,,,,,,,,,1,324.68,,,,,,,,,,,,,,,,,,,,,3,692.84,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,2222.22,,,,,,3,1485.15,,,1,636.94,1,2222.22,,,,,1,636.94,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1136.36,,,,,,,,,,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,食道,,胰,,胸腺、心臟與中隔,,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,1,82.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,1,157.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,1,140.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,138.89,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,80.29,,,,,,,,1,57.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,74.52,,,,,2,100.05,,,1,,,,74.52,1,152.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,172.86,,,,,3,173.31,,,1,,,,86.43,,,,,,,,,,,,,,,,,,1,174.22,,,2,172.86,,,,,,,,,,,,,,,,,,
,,,,50~54,2,217.39,,,,,3,214.90,,,,,,,,2,217.39,,,,,,,,,,,,,,,,,,,,1,210.08,,,,,,,,,,,,,,,,,,
,,,,55~59,1,297.62,,,,,5,469.48,,,3,,,,281.69,,,,,1,297.62,,,,,,1,297.62,1,297.62,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,244.80,1,122.40,,,4,325.20,,,2,,,,162.60,,,,,,,,,,1,122.40,2,162.60,,,1,122.40,,,,,,,1,122.40,,,,,,,,,,,,,,,,
,,,,65~69,1,319.49,,,,,,,3,395.26,5,,,,658.76,,,,,,,1,,131.75,,,,,,,,,,,,,,,2,263.50,,,,,,,,,,,,,,,,
,,,,70~74,1,196.08,,,,,3,403.23,1,427.35,2,,,,392.16,1,196.08,1,196.08,,,,,,,,,,,,1,196.08,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,619.20,,,2,,,,442.48,,,1,309.60,,,,,,,,1,309.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,534.76,,,,,,,,,,,,,,,,
,,,,85+,1,1041.67,,,,,1,1041.67,,,1,,,,1041.67,,,,,,,,,,,,1,1041.67,,,,,,,1,1041.67,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,30~34,,,1,61.27,1,61.27,,,,,,,,,,,,,,,,,,,1,61.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,57.57,,,,,,,2,,,,80.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,152.21,,,,,,,,,,,,,,,,1,68.82,,,1,,152.21,1,68.82,,,,,1,68.82,1,68.82,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,168.92,,,,,,,,,3,,,,253.38,1,84.46,,,,,,,,,,1,165.29,,,,,1,84.46,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,207.68,,,,,1,103.84,,,2,,,,207.68,,,,,3,206.19,,,,1,103.84,,,1,103.84,,,,,,,,,,,1,203.25,,,,,,,,,,,,,,
,,,,55~59,1,137.36,,,,,,,,,4,,,,375.94,,,,,,,,,,2,187.97,,,1,137.36,,,,,,,,,,,,,1,297.62,,,,,,,,,,,,
,,,,60~64,,,1,124.22,1,124.22,,,1,124.22,4,,,,327.06,,,1,124.22,,,,,,,,,,1,124.22,,,2,163.53,,,,,1,124.22,2,163.53,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,134.41,6,,,,567.64,,,,,7,662.25,,,,,,2,189.21,1,134.41,,,1,134.41,1,134.41,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,193.42,,,,,,,,,7,,,,918.64,,,1,408.16,3,393.70,,,,,,,,,,,,2,816.33,,,,,,,,,2,262.47,,,,,,,,,,,,
,,,,75~79,,,1,285.71,,,,,1,285.71,3,,,,621.12,,,1,285.71,1,751.88,,,,,,,,,,,,,,,,1,285.71,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,2,,,,1092.90,,,2,800.00,1,546.45,,,,,,,,,,,,1,546.45,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,2,2083.33,,,,,,,,,,2,1574.80,,,,,,,,,,,,2,1574.80,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其他神經系統,,其它淋巴瘤,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.53,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,1,62.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,150.15,,,,,,,,
,,,,35~39,3,178.78,,,,,,,,,,,,,,2,83.65,,,1,59.59,,,,,,,,,,1,140.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,5,225.53,,,,,,,,1,64.94,2,129.87,,,1,64.94,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,6,328.05,,,,,,,,,1,,,,167.79,3,164.02,,,,,1,,81.10,,,2,109.35,,,2,162.21,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,98.62,,,,,,,,,,,,,,4,261.95,1,194.93,,,1,,98.62,,,1,98.62,1,98.62,1,98.62,,,,,,,,,1,98.62,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,274.73,,,,,,4,549.45,,,,,,,,3,278.04,,,1,137.36,,,1,137.36,,,,,,,,,,,1,284.90,2,185.36,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,5,421.23,,,,,4,,511.51,1,127.88,,,,,,,1,127.88,,,2,255.75,,,,,,,1,127.88,1,246.91,1,246.91,,,,,,
,,,,65~69,2,271.74,,,,,1,135.87,,,,,,,,6,561.27,,,,,,,,2,187.09,,,2,271.74,1,135.87,,,1,300.30,1,135.87,1,300.30,,,1,135.87,,,,,1,135.87,,,,,,
,,,,70~74,2,784.31,,,,,,,,,,,,,,1,175.75,,,,,,,,7,849.51,,,,,,,,,,,1,175.75,,,,,,,,,,,1,175.75,,,,,,
,,,,75~79,2,406.50,,,1,285.71,1,285.71,,,,,,,,3,609.76,,,,,2,,406.50,4,1142.86,,,,,1,704.23,,,1,704.23,,,,,1,704.23,,,,,,,3,609.76,,,,,,
,,,,80~84,1,500.00,1,500.00,,,,,,,,,,,,,,,,,,,,,2,1000.00,,,1,500.00,,,,,,,,,,,,,,,,,,,5,1845.02,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,,980.39,,,,,1,980.39,,,,,,,,,,,,,,,,,,,2,1960.78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率
,,,,5~9,,,,,,,,,,,,,,,,,,,,1,191.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,1,65.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,60.10,,,,,,,,,,,,,,,,5,300.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120.19,,,,
,,,,40~44,4,178.25,,,,,,,,,1,,,,144.51,,,2,128.87,,,,,,,,1,64.43,,,1,64.43,1,64.43,,,,,,,,,,,,,,,,,1,64.43,,,,
,,,,45~49,4,216.80,,,,,,,1,79.55,,,,,,,,5,271.00,,,,,,,,1,79.55,,,,,1,170.07,,,,,,,1,170.07,,,1,79.55,,,,,,,,,,
,,,,50~54,6,382.90,,,,,,,,,,,,,,,,7,446.71,,,,,,2,127.63,2,127.63,,,,,1,97.09,2,194.17,,,,,,,,,,,,,,,1,186.22,,,,
,,,,55~59,,,,,1,265.96,,,,,,,,,,,,5,436.30,,,,,,2,174.52,1,129.87,,,,,,,,,,,,,1,129.87,,,,,,,,,,,1,265.96,,
,,,,60~64,1,129.53,,,,,,,,,,,,,,,,6,525.85,,,,,,1,129.53,6,525.85,,,1,129.53,,,,,,,,,1,129.53,,,,,,,,,,,,,,
,,,,65~69,,,,,1,135.87,,,,,,,,,,1,135.87,5,455.79,,,1,,135.87,2,182.32,1,277.01,,,,,1,277.01,,,,,1,277.01,,,,,,,,,1,135.87,,,,,2,554.02
,,,,70~74,1,414.94,1,170.65,1,170.65,,,,,,,,,,,,3,511.95,,,,,,2,341.30,2,241.84,,,4,483.68,,,,,,,,,3,511.95,,,,,1,414.94,1,414.94,,,,,1,170.65
,,,,75~79,2,1234.57,,,,,,,,,,,,,,,,,,,,,,,,,4,1117.32,,,2,384.62,,,,,,,,,1,279.33,,,,,,,2,384.62,,,,,,
,,,,80~84,,,,,,,1,456.62,,,,,,,,,,2,680.27,,,,,,,,2,913.24,1,1333.33,,,,,,,1,1333.33,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,952.38,,,,,,,,1,952.38,,,,,1,3333.33,,,,,,,,,1,952.38,1,3333.33,,,,,1,952.38,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其他內分泌腺,,,,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,
