,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,90.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.90,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,2,68.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,116.41,,,,,,,,,,,,,,,,1,61.96,,,,,,,,,,,,,,,,,3,95.00,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,172.71,,,,,,,,1,85.03,1,169.49,,,,,,,,,,,1,172.71,,,1,85.03,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,139.28,,,,,1,102.88,,,,,,,,1,102.88,,,1,215.52,,,,,,,,,,,,,,,1,102.88,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,86.96,,,,,3,172.12,,,,,,,,,,3,172.12,1,86.96,,,1,163.67,,,,,1,86.96,,,,,1,86.96,1,168.63,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,4,790.51,,,2,,,,129.95,3,141.98,2,348.43,1,96.81,1,96.81,,,,,,,1,96.81,,,1,96.81,1,96.81,2,348.43,,,,,,,,,,,,,,,,,,
,,,,65~69,2,152.21,,,,,5,278.40,,,2,,,,152.21,,,4,304.41,1,121.07,,,,,,,1,121.07,,,,,,,,,1,121.07,,,,,,,,,,,,,,,,,,
,,,,70~74,,,1,188.68,1,304.88,4,337.84,,,3,,,,458.72,2,233.10,1,188.68,,,,,,,,,1,306.75,,,,,1,188.68,1,188.68,,,1,188.68,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,2,975.61,1,487.80,,,,,,,,1,287.36,,,1,512.82,1,287.36,,,1,487.80,1,287.36,,,1,287.36,,,,,4,736.65,,,,,,,,,,,,,,,,
,,,,80~84,2,851.06,,,,,1,847.46,,,,,,,,,,,,1,515.46,1,847.46,,,1,515.46,,,,,,,,,,,,,1,515.46,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,淋巴結,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,49.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,149.55,,,,,,,1,92.76,,,,,,3,97.28,,,,,,,,,1,49.85,,,,,,,,,,,,,1,49.85,,,,,,,,,,,,,,,,
,,,,40~44,1,142.45,,,,,,,,,,,,,,1,61.16,,,,,,,1,61.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,148.81,,,,,,,,,,,,,,2,156.74,,,1,77.22,,,1,77.22,1,148.81,,,,,,,1,148.81,1,165.56,1,165.56,,,,,,,,,,,,,,,,,,
,,,,50~54,3,168.73,1,112.23,,,1,221.73,1,229.36,,,,,,,,,,4,298.06,,,,,,,,,1,221.73,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,173.46,,,1,178.89,,,,,,,,,,5,216.73,2,114.42,1,168.07,,,1,86.73,,,,,,,1,168.07,1,86.73,,,,,,,1,86.73,,,,,,,,,,,,,,
,,,,60~64,1,96.15,,,,,,,,,,,,,,6,387.60,2,192.31,3,590.55,1,96.15,,,,,,,,,1,196.85,,,1,172.71,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,202.02,,,,,,,,,,,,,,3,160.17,1,201.21,2,227.01,3,217.71,1,201.21,1,113.51,,,,,1,202.02,4,213.56,1,113.51,1,201.21,,,,,,,,,,,,,,,,,,
,,,,70~74,1,177.94,1,298.51,,,,,1,286.53,,,,,,2,292.40,2,573.07,4,445.93,,,,,1,298.51,,,,,,,1,177.94,,,,,1,177.94,,,,,1,298.51,,,,,,,,,,
,,,,75~79,1,282.49,,,,,,,,,,,,,,1,282.49,1,282.49,2,564.97,3,533.81,1,282.49,1,480.77,,,,,1,282.49,,,,,1,282.49,,,,,,,1,476.19,,,,,,,,,,
,,,,80~84,,,1,526.32,,,,,,,1,,,,854.70,1,854.70,1,526.32,2,651.47,,,1,526.32,,,,,,,,,1,869.57,,,,,,,,,2,651.47,1,526.32,,,,,,,,,,
,,,,85+,,,1,1515.15,,,,,,,,,,,,,,1,1923.08,,,,,,,,,,,,,,,1,1923.08,,,,,,,,,,,1,1923.08,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,116.01,,,,,,,,,,,,,,,,,,
,,,,35~39,1,49.58,,,1,108.34,1,92.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,216.68,,,1,108.34,,,,,1,,,,60.35,,,,,,,,,,,,,,,,,2,120.70,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,4,147.60,,,,,,,,,2,,,,143.99,1,71.99,,,1,161.55,,,,,,,,,1,71.99,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,147.60,,,,,,,1,111.23,3,,,,681.82,,,,,1,111.23,,,,,,,,,,,,,1,227.27,,,,,,,,,1,227.27,,,,,,,,,,,,
,,,,55~59,2,120.48,,,1,187.27,,,,,3,,,,180.72,,,1,88.81,2,118.84,,,1,179.53,2,120.48,,,,,,,,,,,,,1,179.53,,,1,88.81,,,,,,,,,,,,
,,,,60~64,1,93.37,1,179.21,,,,,,,3,,,,276.50,1,189.75,,,4,185.53,2,186.74,,,,,,,1,189.75,,,,,1,179.21,,,,,,,,,1,93.37,,,,,,,,,,
,,,,65~69,,,,,1,208.33,,,,,1,,,,208.33,,,2,222.47,4,290.07,,,,,,,,,1,111.23,,,,,,,,,,,1,208.33,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,263.85,2,331.13,4,,,,406.92,,,2,579.71,6,451.81,,,1,165.56,,,,,2,331.13,,,,,,,,,,,1,165.56,,,1,263.85,,,,,,,,,,
,,,,75~79,1,462.96,,,,,1,442.48,3,505.05,1,,,,442.48,,,,,4,673.40,,,1,442.48,,,1,462.96,,,,,,,,,,,,,,,,,1,271.74,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,3,683.37,3,937.50,,,,,,,,,2,625.00,,,,,,,,,,,1,840.34,,,,,,,,,,,,,,
,,,,85+,1,1515.15,,,,,,,,,,,,,,1,1515.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,淋巴結,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,1,52.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.97,,,,,,,,,,,,,,
,,,,35~39,1,50.56,,,,,,,,,2,,,,213.22,,,,,,,,,1,50.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.17,,,,,,,,,,,,,,
,,,,45~49,4,139.62,,,,,,,,,1,,,,68.35,,,,,,,,,,,1,155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,1,,,,107.76,,,,,,,,,1,107.76,1,107.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,194.17,,,1,204.08,,,,,3,,,,143.06,,,1,194.17,1,194.17,,,1,194.17,,,,,,,,,,,,,,,,,,,,,1,91.58,1,204.08,,,,,,,,
,,,,60~64,1,92.00,,,,,1,92.00,3,183.82,4,,,,240.24,,,,,2,120.12,,,,,,,1,92.00,,,,,,,,,,,,,2,178.09,,,,,1,92.00,,,,,,,,
,,,,65~69,1,208.33,1,208.33,1,206.19,,,,,,,,,,,,2,207.25,4,414.51,1,208.33,,,2,216.45,,,1,206.19,2,216.45,1,208.33,1,206.19,1,108.23,,,1,108.23,1,108.23,1,206.19,,,,,,,,,,
,,,,70~74,,,,,,,,,1,151.29,2,,,,543.48,,,1,151.29,3,291.55,,,1,151.29,,,,,,,1,151.29,,,2,263.16,,,2,543.48,,,,,,,2,189.93,,,,,,,,
,,,,75~79,,,,,2,450.45,1,277.78,,,1,,,,458.72,,,,,4,900.90,,,,,,,,,,,,,,,,,,,1,277.78,,,,,,,4,1111.11,,,,,,,,
,,,,80~84,,,,,,,,,2,961.54,1,,,,793.65,1,480.77,1,793.65,1,813.01,,,1,813.01,,,,,,,,,,,,,,,2,803.21,,,1,793.65,,,1,480.77,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,840.34,,,,,,,,,,,,,,,,,,,,,1,840.34,,,,,,,,,1,840.34,1,840.34,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,肝及肝內膽管,,其他內分泌腺,,其他分界不明的部位,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67.52,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,1,,,,170.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,51.18,,,,,,,,,,,,,,1,109.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,50.58,,,,,,,,,,,,,,1,97.56,,,,,,,,,1,50.58,,,,,,,,,,,,,,,,,,,,,1,103.20,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,2,112.87,,,,,,,,,,,,,,,,,1,56.43,1,102.04,,,,,1,56.43,,,,,,
,,,,45~49,3,125.84,,,,,,,,,,,,,,1,151.52,,,,,,,,,1,124.38,,,,,,,,,1,63.29,1,151.52,,,,,,,1,63.29,1,151.52,,,,,,,,
,,,,50~54,1,100.81,,,,,1,201.61,,,,,,,,,,,,1,201.21,,,,,1,100.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,99.01,,,,,,,,,,,,3,153.14,,,,,,,,,1,204.92,,,1,99.01,,,,,1,99.01,,,,,,,,,,,,,,,,,,,,
,,,,60~64,4,367.31,,,,,,,,,,,,,,6,360.79,1,174.22,,,1,179.53,,,4,240.53,1,174.22,1,174.22,,,,,,,1,91.83,,,,,,,,,,,,,1,91.83,,,,
,,,,65~69,2,421.94,,,,,1,105.60,,,,,,,,4,281.49,,,,,,,2,140.75,6,316.62,1,210.97,,,,,,,,,2,140.75,1,105.60,,,,,1,105.60,,,,,2,421.94,,,,
,,,,70~74,,,1,144.93,,,,,1,262.47,,,,,,2,186.74,,,,,,,3,434.78,4,373.48,2,186.74,1,144.93,,,,,,,1,144.93,,,,,,,1,241.55,,,,,,,,,,
,,,,75~79,,,,,1,438.60,,,,,,,,,,,,,,,,,,,,2,311.04,,,,,1,250.63,,,,,1,250.63,,,,,,,2,318.98,1,409.84,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,462.96,,,,,,,,,2,593.47,2,593.47,,,,,,,,,,,,,,,,,1,462.96,,,,,3,890.21,,,,
,,,,85+,1,1298.70,,,,,,,,,,,,,,,,,,,,,,,,1,1298.70,1,769.23,,,,,,,,,,,,,,,,,,,,,,,1,1538.46,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,皮膚,,肝及肝內膽管,,其他內分泌腺,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,1,63.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58.82,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,115.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,101.83,,,,,,,,,,,,,,1,101.83,,,,,,,,,,,1,51.36,,,,,1,99.30,,,,,,,,,,,,,,,,
,,,,40~44,2,70.40,,,,,,,,,,,,,,1,123.30,,,1,54.26,,,,,,,,,,,,,,,,,,,1,54.26,,,,,,,,,,,,,,,,
,,,,45~49,4,175.75,,,,,4,164.41,,,,,,,,1,61.92,,,,,,,1,61.92,,,,,,,,,,,,,,,2,87.87,,,,,,,,,,,,,,,,
,,,,50~54,4,233.24,,,,,,,1,87.64,1,,,,187.62,,,,,,,,,,,,,,,1,174.22,1,87.64,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,219.62,,,,,4,220.99,,,,,,,,,,,,,,1,228.31,1,225.23,,,,,,,1,107.76,,,,,1,107.76,2,145.77,,,,,,,,,,,,,,,,
,,,,60~64,1,185.19,,,,,6,271.99,,,2,,,,183.49,3,184.05,2,120.05,2,183.49,2,179.21,,,,,,,1,173.61,4,240.10,1,185.19,,,1,173.61,1,91.74,,,,,,,,,,,,,,,,
,,,,65~69,1,213.22,,,3,315.13,7,364.58,,,,,,,,,,5,344.59,,,2,140.75,,,,,,,,,,,,,,,2,140.75,,,,,,,,,,,,,,,,,,
,,,,70~74,1,228.31,,,2,170.94,5,427.35,,,,,,,,,,2,456.62,1,228.31,,,1,267.38,,,,,,,,,,,,,2,273.22,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,1,236.97,,,,,,,,,,3,449.78,1,236.97,2,292.40,,,,,1,381.68,,,1,381.68,,,,,,,,,,,1,381.68,,,,,,,,,,,,
,,,,80~84,,,1,800.00,,,1,813.01,,,,,,,,,,2,558.66,,,,,1,800.00,1,813.01,,,,,3,837.99,,,,,,,,,1,425.53,1,425.53,,,,,,,,,,,,
,,,,85+,,,,,,,1,763.36,,,,,,,,1,1351.35,1,763.36,,,,,,,,,,,,,,,,,,,,,,,,,1,1351.35,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,154.08,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,1,174.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,53.56,,,,,,,,,,,,,1,53.56,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,55.65,,,,,,,,,,,,,,,,,,,,,,,,,1,125.00,,,,,,,,,,,,,,,,
,,,,30~34,2,108.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.26,,,,,,
,,,,35~39,1,53.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,106.10,,,,,,,,,,,,,,,,,,
,,,,40~44,7,235.06,,,,,1,51.20,,,,,,,,1,117.92,,,1,117.92,,,,,,,3,100.74,,,,,1,51.20,,,,,,,,,,,,,1,51.20,,,,,,,,
,,,,45~49,3,186.92,,,,,,,,,2,,,,82.17,1,62.31,,,,,1,62.31,,,1,120.63,2,133.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,2,104.55,,,1,79.43,2,109.35,,,,,1,79.43,,,,,1,152.91,1,79.43,,,,,,,,,,,1,175.44,,,,,,,,
,,,,55~59,2,233.10,,,,,1,116.55,,,,,,,,3,237.15,,,2,233.10,1,116.55,,,,,,,,,,,1,116.55,1,245.70,1,116.55,,,,,,,,,2,461.89,,,,,,,,
,,,,60~64,,,,,,,,,1,195.31,,,,,,3,180.83,,,2,120.55,3,180.83,,,,,,,,,,,,,,,1,91.74,1,91.74,,,,,,,,,,,,,1,175.75,,
,,,,65~69,,,,,,,,,,,,,,,,7,478.14,1,104.28,2,139.57,4,206.40,3,204.92,1,104.28,1,104.28,,,,,,,,,3,209.35,,,,,,,,,,,,,1,210.97,,,,
,,,,70~74,1,132.10,1,132.10,1,255.75,,,,,,,,,,2,166.81,,,1,132.10,5,314.47,,,2,174.22,1,255.75,,,,,1,132.10,,,3,261.32,,,,,,,,,,,,,,,1,255.75,,
,,,,75~79,1,346.02,,,,,,,,,,,,,,1,222.72,,,1,400.00,5,506.07,,,4,404.86,,,1,346.02,,,,,,,2,445.43,,,1,346.02,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,409.84,2,533.33,,,,,1,757.58,,,,,,,1,409.84,1,763.36,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,1,704.23,,,2,884.96,,,,,1,1190.48,,,,,,,,,,,1,1190.48,,,1,1190.48,,,1,704.23,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,其他男性生殖器官,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,眼及淚腺,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70.27,,,,,,,,,1,176.68,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64.43,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,1,56.98,,,,,1,56.98,1,56.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,77.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
