,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,37.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,38.93,,,1,38.93,2,77.85,,,,,,,,,,,,,,,,,,1,38.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,2,94.56,,,1,,,,47.28,,,,,,,,,,,,,1,47.28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,86.13,1,86.13,,,1,86.13,,,1,,,,86.13,,,,,1,86.13,,,1,86.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,2,239.81,1,119.90,,,,,,1,119.90,,,,,,,,,,,1,119.90,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,365.63,,,,,1,182.82,,,2,,,,365.63,1,182.82,,,,,1,182.82,,,1,182.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,142.05,,,3,426.14,2,284.09,,,,,,2,284.09,,,,,,,,,,,,,1,142.05,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,188.68,,,,,1,188.68,1,188.68,,,,,,1,188.68,,,,,,,,,2,377.36,,,1,188.68,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,2,,,,823.05,1,411.52,,,,,,,,,1,411.52,,,2,823.05,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,1,1075.27,,,1,1075.27,,,,,,1,1075.27,,,,,1,1075.27,,,,,,,1,1075.27,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,1,1851.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,睪丸,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,0~4,,,,,1,44.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.15,1,29.15,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,72.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.26,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.51,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,44.33,,,,,,,,,,,,,,,,,,,,,,,,,,1,44.33,,,,,,,,,,,,,,,,,,
,,,,50~54,1,78.80,,,,,,,,,,,,,,,,2,157.60,,,,,,,,,2,157.60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,218.82,,,,,,,,,,,,,,1,109.41,,,,,,,,,,,,,,,,,,,,,1,109.41,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,1,176.68,,,,,,,,,,1,176.68,,,,,,,1,176.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,148.59,,,,,1,148.59,1,,,,148.59,,,1,148.59,,,,,,,,,,,1,148.59,,,,,,,,,2,297.18,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,171.23,1,,,,171.23,1,171.23,1,171.23,3,513.70,1,171.23,1,171.23,,,1,171.23,,,,,,,,,,,2,342.47,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,373.13,,,,,,,,1,373.13,,,,,,,,,,,,,,,,,1,373.13,,,1,373.13,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,917.43,,,,,,,,,,,1,917.43,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,1851.85,,,,,,,,,,,,,,,1,1851.85,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其他男性生殖器官,,直腸與肛門,,肺、支氣管及氣管,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,15~19,,,,,,,,,1,30.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,30.56,,,,,1,,,,30.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,2,,,,84.96,,,1,42.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,37.17,,,,,,,,,1,,,,37.17,,,,,,,,,,,,,,,1,37.17,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,39.43,,,,,1,39.43,,,4,,,,157.73,,,,,3,118.30,,,,,,,,,1,39.43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,42.54,,,,,,,,,1,,,,42.54,,,,,,,,,,,1,42.54,,,,,,,,,,,,,1,42.54,,,,,,,,,,,,,,
,,,,50~54,,,1,69.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,107.18,,,1,107.18,,,,,2,,,,214.36,,,1,107.18,,,1,107.18,,,,,,,1,107.18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,1,160.51,,,3,481.54,,,,,,,1,160.51,1,160.51,,,,,,,1,160.51,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,157.73,,,,,,,,,,2,315.46,2,315.46,1,157.73,,,1,157.73,,,1,157.73,,,1,157.73,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,162.07,,,,,,,,,4,,,,648.30,,,,,4,648.30,2,324.15,1,162.07,,,,,,,1,162.07,,,,,,,1,162.07,2,324.15,,,,,,,,,,,,
,,,,75~79,1,327.87,,,,,,,,,,,,,,,,3,983.61,1,327.87,1,327.87,,,,,1,327.87,,,,,,,1,327.87,1,327.87,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,1,877.19,,,,,,,,,,,,,,,,,,,,,2,1754.39,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其他神經系統,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,,,1,,,,47.19,,,,,,,,,,,,,,,,,,,,,,,,,1,47.19,,,,,,,,,,,,,,
,,,,30~34,,,,,1,42.32,,,1,42.32,,,,,,,,1,42.32,,,,,,,,,,,1,42.32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,37.81,,,,,,,1,37.81,,,,,,1,37.81,3,113.42,,,,,1,37.81,,,,,,,,,,,,,1,37.81,,,,,,,,,,,,,,,,
,,,,40~44,1,39.39,,,,,,,1,39.39,,,,,,,,2,78.77,1,39.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,80.87,,,1,40.44,,,,,,,,,,,,2,80.87,,,,,1,40.44,,,,,,,,,,,1,40.44,,,,,,,,,1,40.44,,,,,,,,
,,,,50~54,,,,,,,1,63.45,,,,,,,,,,,,,,,,1,63.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,1,105.49,,,,,,,,1,105.49,,,1,105.49,,,,,,,1,105.49,,,,,1,105.49,,,,,,,,,2,210.97,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,4,594.35,,,,,,,,,1,148.59,,,,,,,2,297.18,,,,,1,148.59,,,,,1,148.59,,,,,,
,,,,65~69,,,,,,,,,,,1,,,,180.51,,,3,541.52,,,,,2,361.01,1,180.51,1,180.51,,,,,,,1,180.51,,,,,,,,,,,,,1,180.51,,,,
,,,,70~74,3,464.40,,,1,154.80,,,,,,,,,,,,2,309.60,,,1,154.80,,,,,1,154.80,1,154.80,1,154.80,2,309.60,1,154.80,,,,,,,1,154.80,,,,,,,,,,
,,,,75~79,,,1,304.88,,,,,,,,,,,,,,2,609.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,304.88,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,757.58,,,,,2,1515.15,,,,,,,,,,,,,,,,,,,,,,,,,1,757.58,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1538.46,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,5~9,,,,,,,,,1,37.58,,,,,,,,,,,,,,,,,,1,37.58,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,36.51,,,,,,,,,,,,,,,1,36.51,,,,,,,,,,,,,,,,
,,,,30~34,,,1,42.14,,,,,,,,,,,,,,1,42.14,,,,,,,,,,,,,,,,,,,1,42.14,,,1,42.14,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,77.61,,,,,,,,1,38.80,,,,,,,,,,,,,,,,,1,38.80,,,,,,,,,,,,,,,,,,
,,,,40~44,2,77.73,,,,,,,3,116.60,,,,,,,,1,38.87,,,,,,,,,,,1,38.87,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,40.60,,,,,1,40.60,,,1,,,,40.60,,,,,2,81.20,,,,,1,40.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,107.30,,,1,53.65,,,2,107.30,,,,,,,,2,107.30,,,,,1,53.65,,,1,53.65,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,198.81,,,,,,,,,,,,,,1,99.40,2,198.81,,,,,1,99.40,,,,,,,,,,,1,99.40,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,1,140.45,1,140.45,,,1,140.45,1,140.45,,,,,,,1,140.45,1,140.45,,,,,1,140.45,,,,,,,,,,,,
,,,,65~69,,,,,,,,,1,190.11,,,,,,1,190.11,1,190.11,,,4,760.46,,,1,190.11,,,,,1,190.11,,,,,,,1,190.11,,,1,190.11,1,190.11,,,,,,,,
,,,,70~74,,,1,156.25,,,,,1,156.25,,,,,,2,312.50,2,312.50,1,156.25,2,312.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,2,536.19,3,804.29,,,1,268.10,,,,,,,,,,,,,,,,,,,1,268.10,1,268.10,2,536.19,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,649.35,,,,,,,,,,,,,,,,,2,1298.70,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,腦,,膀胱,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,52.49,,,,,,,,,,,,,,,,,,,,,,1,52.49,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,34.04,,,,,,,,,,,,,,,,1,34.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,40.65,1,40.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,1,39.35,1,39.35,,,,,,,,,,,,1,39.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,76.16,,,,,,,2,76.16,,,,,,,,,,,,1,38.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,81.33,,,,,,,,,,,,,,,,,,1,40.67,,,,,,,,,,,,,,,1,40.67,,,,,,,,,,,,,,,,,,
,,,,50~54,2,96.29,1,48.15,,,,,1,48.15,1,,,,48.15,,,1,48.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,4,367.31,,,,,1,91.83,4,367.31,1,,,,91.83,,,,,2,183.65,3,275.48,,,1,91.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,130.04,,,,,,,1,130.04,2,,,,260.08,1,130.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,202.02,1,202.02,,,3,606.06,1,,,,202.02,1,202.02,,,,,,,1,202.02,,,3,606.06,,,,,1,202.02,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,1,161.03,,,,,,2,322.06,1,161.03,2,322.06,1,161.03,,,,,1,161.03,,,,,1,161.03,1,161.03,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,2,458.72,2,,,,458.72,3,688.07,1,229.36,1,229.36,,,,,,,1,229.36,1,229.36,1,229.36,,,,,1,229.36,,,,,,,,,,,,,,,,
,,,,80~84,,,1,588.24,,,,,,,3,,,,1764.71,1,588.24,,,1,588.24,1,588.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,1515.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,睪丸,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,1,38.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,1,36.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,1,30.16,,,,,,,1,30.16,,,1,30.16,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,78.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,36.39,,,,,,,3,109.17,,,,,,,,,,,,2,72.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,79.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39.94,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,44.46,,,,,,,1,44.46,,,,,,1,44.46,,,,,,,,,1,44.46,,,,,1,44.46,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,83.54,,,1,83.54,,,1,83.54,,,,,,2,167.08,,,,,1,83.54,1,83.54,,,,,,,,,,,,,1,83.54,,,,,,,,,,,,,,,,
,,,,60~64,2,235.57,,,,,,,2,235.57,,,,,,3,353.36,,,,,1,117.79,1,117.79,1,117.79,,,,,,,,,,,1,117.79,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,396.04,,,,,,2,396.04,2,396.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,4,724.64,,,1,181.16,1,181.16,,,,,1,181.16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,6,1354.40,1,,,,225.73,2,451.47,,,,,,,1,225.73,1,225.73,,,,,,,,,,,2,451.47,,,,,,,,,,,,,,,,
,,,,80~84,,,1,531.91,,,1,531.91,,,,,,,,,,1,531.91,,,,,1,531.91,,,,,,,,,,,1,531.91,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胸膜,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,10~14,,,,,,,1,36.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.91,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,27.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,5,178.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.71,1,35.71,,,,,,,,
,,,,45~49,2,79.02,,,,,,,,,,,,,,2,79.02,,,,,1,39.51,,,,,,,,,,,,,,,,,,,1,39.51,1,39.51,,,,,,,,,,
,,,,50~54,1,42.52,,,,,,,,,1,,,,42.52,4,170.07,1,42.52,1,42.52,1,42.52,,,,,1,42.52,1,42.52,,,,,1,42.52,,,1,42.52,,,,,,,,,1,42.52,,,,
,,,,55~59,,,,,,,,,1,70.87,1,,,,70.87,5,354.36,,,,,1,70.87,1,70.87,1,70.87,,,,,,,,,2,141.74,,,,,,,,,,,,,,,,,,
,,,,60~64,3,349.24,,,,,,,,,,,,,,,,,,1,116.41,3,349.24,,,,,,,1,116.41,,,,,,,,,,,,,,,,,,,1,116.41,,,,
,,,,65~69,,,,,,,,,,,,,,,,,,,,,,2,353.98,,,,,1,176.99,1,176.99,,,,,2,353.98,1,176.99,,,,,,,,,,,,,,,,
,,,,70~74,,,1,194.93,1,194.93,,,,,,,,,,,,,,1,194.93,2,389.86,,,,,3,584.80,,,1,194.93,,,1,194.93,,,,,,,,,,,1,194.93,3,584.80,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,,,,,2,443.46,,,,,,,,,,,2,443.46,,,,,,,,,,,,,,,6,1330.38,,,,
,,,,80~84,,,,,,,,,,,1,,,,469.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸膜,,造血系統及網狀內皮系統,,結直腸癌,,腎,,腦,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,10~14,,,,,,,1,36.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36.17,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,1,,,,25.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,30.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
