,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,1,83.47,,,,,,,,,,,,,,,1,,83.47,,,,,,,,,,,,1,83.47,,,,,,,,,,,,
,,,,45~49,,,,,,,,,1,103.52,,,,,,,,,1,103.52,,,,,,,,,1,103.52,,,,,,,,,,,,,,,,,,
,,,,50~54,,,1,143.88,,,,,,,1,,,,143.88,,,,,,,,,,,,,,,,,,,,1,143.88,,,,,,,,,,,,
,,,,55~59,,,,,,,,,4,756.14,,,,,,,,,,,,,,,,,,,,,,,1,189.04,,,,,,,,,,,,,,
,,,,60~64,1,164.20,1,164.20,,,,,2,328.41,,,,,,1,,164.20,2,328.41,,,,,,,,,,,2,328.41,,,1,164.20,1,164.20,1,164.20,,,,,,,,
,,,,65~69,1,180.18,,,,,,,5,900.90,2,,,,360.36,2,,360.36,,,,,,,,,1,180.18,,,,,,,,,1,180.18,1,180.18,,,,,,,,
,,,,70~74,1,230.41,,,,,,,2,460.83,1,,,,230.41,,,,,,,,,,,,,,,,,,1,230.41,1,230.41,,,,,2,460.83,,,,,,
,,,,75~79,,,1,317.46,1,317.46,1,317.46,1,317.46,,,,,,1,,317.46,1,317.46,,,,,,,,,,,,,,,,,1,317.46,,,2,634.92,,,,,,
,,,,80~84,,,1,595.24,,,,,,,,,,,,2,,1190.48,1,595.24,,,,,,,,,,,2,1190.48,,,,,,,,,1,595.24,,,,,,
,,,,85+,,,,,,,,,1,1818.18,,,,,,1,,1818.18,,,,,,1,,1818.18,,,,,,,,,,,,,,,1,1818.18,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,白血病,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,,胃,,食道,,,造血系統及網狀內皮系統,,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.77,,,,,,,,,,,,,,
,,,,40~44,3,242.13,,,,,1,80.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,1,97.56,1,97.56,,,,,,,,,,,1,,97.56,2,,195.12,,,1,97.56,,,,,,,,,,,,,,,,,,
,,,,50~54,2,270.27,,,1,135.14,1,135.14,,,1,,,,135.14,,,,,,1,,135.14,,,,2,270.27,,,,,,,1,135.14,,,,,,,,,,,,
,,,,55~59,,,,,,,1,191.20,3,573.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,346.02,,,,,,,,,,,1,173.01,,,,,,,,,,,,,,,,,1,173.01,,,,,,,,,,
,,,,65~69,1,175.13,1,175.13,,,5,875.66,,,8,,,,1401.05,,,,1,175.13,,,,1,,175.13,1,175.13,,,1,175.13,,,,,,,1,175.13,,,,,,,,
,,,,70~74,,,,,,,4,896.86,2,448.43,6,,,,1345.29,1,,224.22,2,448.43,,,,,,,,,1,224.22,,,,,,,1,224.22,,,1,224.22,,,,,,
,,,,75~79,,,,,,,3,931.68,1,310.56,3,,,,931.68,,,,3,931.68,,,,,,,,,,,,,,,1,310.56,,,,,1,310.56,,,,,,
,,,,80~84,,,,,,,1,581.40,,,,,,,,1,,581.40,1,581.40,,,,,,,,,1,581.40,,,,,,,1,581.40,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,1,1470.59,,,,,,,,,2,2941.18,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,造血系統及網狀內皮系統,,結直腸癌,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,1,143.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,82.44,,,,,,,,,,,,1,82.44,,,,,,,1,82.44,,,,,,,,,,,,
,,,,40~44,,,,,1,82.51,,,,,2,,,,165.02,,,,,,,,,,,,1,82.51,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,95.60,,,,,,
,,,,50~54,,,,,,,,,,,4,,,,479.62,1,,119.90,,,,,,,,,1,119.90,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,182.15,1,182.15,1,182.15,,,,,,,,,,,,,1,182.15,,,,,,,1,182.15,,,,,,,,,,,,,1,182.15,,,,,,
,,,,60~64,,,,,,,,,1,183.15,1,,,,183.15,1,,183.15,,,,,,,,,,,1,183.15,,,1,183.15,,,,,,,,,,,,,,
,,,,65~69,1,175.75,,,1,175.75,,,,,1,,,,175.75,1,,175.75,2,351.49,1,,175.75,2,,351.49,,,,,,,2,351.49,,,,,1,175.75,1,175.75,1,175.75,,,,
,,,,70~74,,,,,,,,,,,2,,,,436.68,,,,2,436.68,1,,218.34,1,,218.34,,,,,1,218.34,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,292.40,1,,292.40,2,584.80,,,,2,,584.80,,,,,,,1,292.40,,,,,1,292.40,1,292.40,1,292.40,,,,
,,,,80~84,,,,,,,,,1,581.40,2,,,,1162.79,,,,3,1744.19,,,,,,,,,,,,,,,,,,,,,,,1,581.40,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,1,1098.90,,,,,,,,,,,,,,,,,1,1098.90,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,胃,,,食道,,胰,,,喉,,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,30~34,,,,,,,1,90.99,,,,,,,,,,,,,,,,,,,1,90.99,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,1,83.13,1,83.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,3,277.01,,,,,,,,,,,,,,,,,,,,,,,,,1,92.34,,,,,,,,,,,,,,
,,,,50~54,1,114.68,,,,,2,229.36,,,,,,,,,,,1,114.68,1,,114.68,,,,,,1,114.68,,,,,,,,,,,,,,,,,,
,,,,55~59,1,168.92,,,1,168.92,1,168.92,,,1,,,,168.92,1,,168.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,2,376.65,,,1,,,,188.32,1,,188.32,,,,,,,,,,,1,188.32,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,173.91,,,5,869.57,,,2,,,,347.83,2,,347.83,1,173.91,,,,,,,1,173.91,,,1,173.91,,,2,347.83,,,,,,,,,,,,
,,,,70~74,,,,,,,3,645.16,,,6,,,,1290.32,,,,,,,,,1,,215.05,,,,,,,,,2,430.11,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,294.12,4,,,,1176.47,,,,,,,,,,,,1,294.12,,,,,1,294.12,5,1470.59,,,,,,,,,,,,
,,,,80~84,,,,,,,2,1015.23,,,1,,,,507.61,,,,,,,,,,,,,,,,,,,,1,507.61,,,,,,,,,,,,
,,,,85+,,,,,,,1,1075.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,主唾液腺,,甲狀腺,,皮膚,,肝及肝內膽管,,其他分界不明的部位,,,,,直腸與肛門,,,肺、支氣管及氣管,,胃,,,胰,,,胸腺、心臟與中隔,,造血系統及網狀內皮系統,,結直腸癌,,腎,,睪丸,,膀胱,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,117.92,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.61,1,89.61,,,,,,,,,,,,
,,,,30~34,1,93.98,,,1,93.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,2,175.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,172.56,,,,,,,1,86.28,1,,,,86.28,,,,,,,,,,,,,,,,,,,,,,1,86.28,,,,,,,,,,
,,,,50~54,1,110.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,306.75,,,,,,,2,306.75,,,,,,,,,,,,,,1,,153.37,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,202.43,,,,,,,1,202.43,,,,,,1,,202.43,1,202.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,173.01,,,,,,,2,346.02,,,,,,,,,2,346.02,,,,,,,,,1,173.01,1,173.01,,,,,,,3,519.03,,,,,,,,
,,,,70~74,,,,,,,,,4,845.67,,,,,,,,,3,634.25,3,,634.25,,,,,,,,,,,,,,,,1,211.42,,,,,,,,
,,,,75~79,,,,,,,2,588.24,1,294.12,,,,,,,,,1,294.12,,,,,,,,,,,,,,,,,1,294.12,,,,,,,,,,
,,,,80~84,,,1,492.61,,,2,985.22,,,,,,,,1,,492.61,,,2,,985.22,1,,492.61,,,,,2,985.22,,,,,,,1,492.61,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,2,1851.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2008年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,,食道,,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,膀胱,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,45~49,2,173.16,,,,,,,,,,,,,,,,,,,1,,86.58,,,,,,,,,,,,1,86.58,,,,,,,,,,,,
,,,,50~54,1,104.17,,,2,208.33,,,,,1,,,,104.17,1,,104.17,,,,,,1,,104.17,,,,,,,,,,,,,1,104.17,1,104.17,,,,,,
,,,,55~59,1,143.68,,,,,,,2,287.36,,,,,,1,,143.68,,,,,,,,,,,,,,,1,143.68,,,1,143.68,,,,,,,,,,
,,,,60~64,,,,,,,,,,,2,,,,404.04,,,,,,,,,,,,,,,,,,1,202.02,,,,,1,202.02,,,1,202.02,,,,
,,,,65~69,,,,,,,,,2,357.14,,,,,,2,,357.14,,,1,,178.57,,,,2,357.14,1,178.57,1,178.57,,,,,,,1,178.57,,,,,,,,
,,,,70~74,,,,,,,,,1,217.39,1,,,,217.39,3,,652.17,1,217.39,1,,217.39,,,,,,,,,,1,217.39,,,1,217.39,,,,,2,434.78,,,,
,,,,75~79,,,,,,,,,1,286.53,,,,,,5,,1432.66,,,3,,859.60,,,,2,573.07,,,,,2,573.07,,,,,1,286.53,,,1,286.53,,,,
,,,,80~84,,,,,,,,,,,,,,,,4,,1818.18,,,1,,454.55,,,,,,,,,,,,,,,,,,,,1,454.55,,,,
,,,,85+,,,1,900.90,,,1,900.90,,,1,,,,900.90,,,,,,,,,,,,,,,,,,1,900.90,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2009年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,,食道,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,164.20,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,96.90,,,,,,,,,,,,,,,,,,,,1,96.90,,,,,,,,,,,,
,,,,45~49,2,169.20,,,1,84.60,,,,,1,,,,84.60,1,,84.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,194.74,1,97.37,,,,,,,3,,,,292.11,,,,,,,,,1,,97.37,,,,,,,,,1,97.37,1,97.37,1,97.37,,,,,,,,
,,,,55~59,2,268.46,,,,,,,1,134.23,3,,,,402.68,,,,1,134.23,,,,,,,1,134.23,1,134.23,,,,,,,,,,,1,134.23,1,134.23,,,,
,,,,60~64,1,204.50,,,,,1,204.50,,,1,,,,204.50,,,,1,204.50,,,,,,,,,,,,,1,204.50,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,186.57,2,373.13,4,,,,746.27,1,,186.57,3,559.70,1,,186.57,,,,,,,,,,,,,,1,186.57,,,1,186.57,2,373.13,,,,
,,,,70~74,,,1,207.47,,,1,207.47,,,4,,,,829.88,,,,2,414.94,,,,1,,207.47,1,207.47,,,1,207.47,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,,,1,,,,285.71,,,,2,571.43,,,,,,,,,,,,,,,,,,,,,,,1,285.71,,,,
,,,,80~84,,,,,,,,,,,1,,,,446.43,,,,2,892.86,,,,,,,,,,,,,,,,,,,,,,,1,446.43,,,,
,,,,85+,,,,,,,,,,,2,,,,1652.89,,,,1,826.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2010年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,,,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,,食道,,,胰,,骨、關節及關節軟骨,,結直腸癌,,膀胱,,鼻腔、中耳及副鼻竇,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,,發生率,個案數,發生率,個案數,,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96.06,,,,,,,,,,,,,,,,,,
,,,,35~39,1,97.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,85.69,,,,,,,,,,,,,,1,,85.69,,,,,,1,,85.69,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,86.21,,,,,2,172.41,1,86.21,,,,,,,,,,,,,,,,,,,,,,,,,1,86.21,,,,,,,,,,,,
,,,,50~54,,,,,,,,,,,,,,,,2,,192.31,,,,,,,,,,,,,,,1,96.15,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,1,,121.95,1,121.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,193.42,,,,,1,,,,193.42,3,,580.27,,,2,,386.85,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,1,197.24,,,,,,,,,,,,,,,,,,,,,,,2,394.48,,,,,2,394.48,,,,,,,,,,
,,,,70~74,,,1,207.90,,,3,623.70,,,1,,,,207.90,,,,,,,,,,,,,,,,,,2,415.80,,,1,207.90,,,,,,,,,,
,,,,75~79,,,,,2,537.63,1,268.82,,,1,,,,268.82,6,,1612.90,1,268.82,2,,537.63,1,,268.82,1,268.82,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,418.41,,,1,418.41,,,,,,,,3,,1255.23,,,1,,418.41,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,1,806.45,,,,,1,806.45,,,,,,,,,,,,,,,,,,,,,1,806.45,,,,,1,806.45,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1979年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮頸,,直腸與肛門,,肺、支氣管及氣管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,171.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,1,179.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,1,270.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,2,781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1980年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,肺、支氣管及氣管,,胃,,鼻咽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,110.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,196.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,1,167.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,1,179.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,1,317.46,1,317.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1981年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,子宮頸,,胃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,3,517.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,202.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,246.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,1,308.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,1,375.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣女性每10萬人口年齡別發生率，1982年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,女性乳房,,子宮頸,,白血病,,胃,,腦,,膀胱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,68.03,,,1,68.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,1,220.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,173.31,1,173.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,234.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,1,,,,295.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,1,512.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
