,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,88.57,,,,,2,177.15,,,,,,2,177.15,1,88.57,,,,,,,,,1,88.57,,,,,1,88.57,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,3,326.44,,,,,,,1,108.81,,,,,,,1,108.81,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,2,211.86,,,,,,,,2,211.86,,,,,1,105.93,3,317.80,,,1,105.93,1,105.93,,,4,423.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,1,168.07,1,168.07,,,,,,,,,,,,,,3,504.20,,,,,,,1,168.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,316.46,,,,,,,,1,316.46,,,,,,,,,1,316.46,1,316.46,,,,,1,316.46,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,1,699.30,,,,,1,699.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1333.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1997年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,喉,,結直腸癌,,腎,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15~19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,31.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,30.12,,,,,,,1,30.12,,,,,,,,,,,,,,,,,,1,30.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,1,29.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,87.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,32.87,1,32.87,,,,,1,32.87,,,,,,,,,,,,,,,,1,32.87,,,,,1,32.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,85.98,,,,,,,,,1,,,,42.99,,,,,,,1,42.99,,,1,42.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,,,,,,,,,3,251.68,,,,,,,,1,83.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,2,169.92,,,,,,1,84.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,107.18,,,,,,,2,214.36,2,,,,214.36,,,,,,,,,,,2,214.36,,,,,,,1,107.18,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,108.23,1,108.23,2,216.45,,,,,,3,324.68,,,2,216.45,,,,,1,108.23,,,1,108.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70~74,,,,,,,,,2,311.53,1,,,,155.76,2,311.53,1,155.76,1,155.76,1,155.76,1,155.76,,,,,1,155.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75~79,,,,,,,,,1,288.18,3,,,,864.55,1,288.18,,,,,,,,,1,288.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,1,645.16,,,,,,,1,,,,645.16,2,1290.32,,,,,,,,,1,645.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,1,1282.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1998年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,,,,皮膚,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,0~4,,,,,,,,,,,1,,,,33.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.66,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,31.90,,,,,,,,1,31.90,,,,,,,,,,,,,,,1,31.90,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.52,,,,,,,,,,,,,,,,,,,1,29.52,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,28.24,,,1,28.24,,,,,,,1,28.24,,,,,,,,,,,,,,,,,1,28.24,,,,,,,,,,,,
,,,,40~44,3,94.43,,,,,,,,,,,,,,,,1,31.48,,,,,1,31.48,,,2,62.95,,,,,,,,,,,1,31.48,,,,,,,3,94.43,,,,,,,,,,,,
,,,,45~49,2,79.02,,,,,,,,,,,,,,,,,,1,39.51,,,,,,,,,,,,,,,,,1,39.51,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,75.19,,,,,,,,,,,,,,,,2,150.38,,,,,1,75.19,,,1,75.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,84.18,1,84.18,,,,,,,,,,,,,,,,,,,,2,168.35,1,84.18,,,,,,,,,,,,,,,,,,,,,1,84.18,,,,,,,,,,,,
,,,,60~64,1,102.46,,,1,102.46,,,,,,,,,,,,8,819.67,,,1,102.46,1,102.46,,,2,204.92,,,1,102.46,,,,,,,,,1,102.46,,,,,2,204.92,1,102.46,,,,,,,,,,
,,,,65~69,,,,,,,,,1,114.42,,,,,,,,1,114.42,,,1,114.42,7,800.92,,,1,114.42,1,114.42,,,,,,,1,114.42,1,114.42,,,,,,,,,1,114.42,3,343.25,,,,,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,142.25,,,,,1,142.25,2,284.50,1,142.25,3,426.74,,,,,,,,,1,142.25,2,284.50,1,142.25,,,,,,,,,1,142.25,,,,,,,,
,,,,75~79,,,,,,,1,275.48,,,,,,,,,,,,,,,,6,1652.89,1,275.48,2,550.96,1,275.48,,,,,,,,,1,275.48,,,1,275.48,1,275.48,,,,,2,550.96,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,564.97,,,,,1,564.97,,,,,,,,,,,,,1,564.97,,,,,,,1,564.97,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1086.96,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，1999年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,主唾液腺,,白血病,,皮膚,,,,,男性乳房,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,眼及淚腺,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,5~9,,,,,,,,,1,29.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.13,,,,,,,,,,,,,,,,,,
,,,,25~29,1,31.42,,,,,,,,,,,,,,,,2,62.83,1,31.42,,,,,,,,,,,,,,,1,31.42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,29.12,,,,,,,1,29.12,,,,,,,,1,29.12,1,29.12,,,1,29.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,56.66,,,,,,,,,,,,,,,,2,56.66,,,,,,,,,,,,,1,28.33,,,,,,,,,,,1,28.33,,,,,,,,,,,,,,,,
,,,,40~44,1,30.09,,,,,,,,,,,,,,,,5,150.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60.19,,,,,,,,
,,,,45~49,,,,,,,,,1,36.91,,,,,,,,2,73.83,,,1,36.91,1,36.91,2,73.83,,,,,,,1,36.91,,,,,,,1,36.91,,,,,,,1,36.91,,,,,,,,,,
,,,,50~54,,,,,,,1,66.80,,,,,,,,,,2,133.60,,,,,1,66.80,,,,,1,66.80,1,66.80,,,,,,,1,66.80,,,,,,,,,,,,,,,,,,,,
,,,,55~59,2,165.98,,,,,,,,,,,,,,,,1,82.99,,,1,82.99,,,,,,,,,,,,,,,,,,,1,82.99,,,1,82.99,1,82.99,,,1,82.99,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,4,409.00,,,3,306.75,1,102.25,,,,,,,,,,,,,,,,,1,102.25,,,,,,,,,,,,,,,,,,
,,,,65~69,,,1,116.41,2,232.83,,,,,3,,,,349.24,,,2,232.83,1,116.41,,,4,465.66,,,1,116.41,,,,,,,,,2,232.83,,,1,116.41,,,,,1,116.41,,,,,1,116.41,2,232.83,,,,
,,,,70~74,,,,,,,,,,,,,,,,1,127.06,5,635.32,,,,,3,381.19,,,2,254.13,1,127.06,1,127.06,,,,,,,,,,,,,,,,,,,1,127.06,1,127.06,1,127.06,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,270.27,,,,,2,540.54,,,2,540.54,,,1,270.27,,,,,,,,,1,270.27,,,,,,,,,,,,,6,1621.62,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,,,,,,,1,523.56,,,1,523.56,,,,,,,,,,,,,1,523.56,,,,,,,1,523.56,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,1010.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,不明原發部位,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,0~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.38,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,1,29.15,,,,,,,,,,,,1,29.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,1,23.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,,,,,1,30.16,,,,,,,,,,,,,,,,,,,1,30.16,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.48,,,,,1,29.48,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,28.24,,,,,,,1,28.24,1,28.24,,,,,,,,,,,,,1,28.24,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,29.83,,,,,,,,,,,,,,3,89.50,,,,,3,89.50,,,,,,,,,1,29.83,1,29.83,,,,,,,,,2,59.67,,,,,,,,,,,,,,,,
,,,,45~49,2,67.98,,,,,,,,,,,,,,2,67.98,,,,,,,,,1,33.99,,,,,,,,,,,,,,,,,1,33.99,1,33.99,,,,,,,,,,,,,,
,,,,50~54,,,,,1,56.95,,,,,,,,,,3,170.84,,,,,1,56.95,,,,,2,113.90,,,,,,,1,56.95,,,,,,,,,,,,,1,56.95,,,,,,,,,,
,,,,55~59,,,,,1,84.75,,,,,1,,,,84.75,1,84.75,,,,,4,338.98,1,84.75,2,169.49,,,,,,,,,2,169.49,,,,,2,169.49,1,84.75,,,,,,,,,,,,,,,,
,,,,60~64,1,99.60,,,,,,,,,,,,,,3,298.80,,,,,3,298.80,,,,,,,1,99.60,,,,,,,,,,,,,,,,,,,1,99.60,,,,,,,,,,
,,,,65~69,,,,,,,,,,,,,,,,2,231.48,1,115.74,1,115.74,2,231.48,1,115.74,1,115.74,2,231.48,,,,,,,1,115.74,,,,,1,115.74,1,115.74,,,1,115.74,2,231.48,,,,,,,,,,
,,,,70~74,,,,,,,1,129.70,,,,,,,,,,,,1,129.70,1,129.70,,,2,259.40,1,129.70,,,,,1,129.70,2,259.40,,,,,,,1,129.70,,,,,,,,,,,,,,,,
,,,,75~79,,,1,236.97,,,,,,,,,,,,1,236.97,,,2,473.93,1,236.97,,,1,236.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,1,,,,526.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1052.63,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,1,990.10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,990.10,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,何杰金氏淋巴瘤,,,,,男性乳房,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,
,,,,20~24,,,,,,,1,22.90,,,,,,,,,,,,,,,,,,,,,,,,1,22.90,,,,,,,1,22.90,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,1,28.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,1,29.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,3,85.23,,,1,28.41,,,,,,,,,,1,28.41,1,28.41,,,,,1,28.41,,,,,,,,,,,,,1,28.41,,,,,,,1,28.41,,,,,,,,,,,,,,
,,,,40~44,2,58.21,1,29.10,1,29.10,,,,,,,,,,,,3,87.31,,,,,,,,,1,29.10,1,29.10,,,,,,,,,,,,,,,,,,,1,29.10,,,,,,,,,,
,,,,45~49,4,131.41,1,32.85,,,,,,,,,,,,,,2,65.70,,,,,,,1,32.85,1,32.85,,,,,1,32.85,,,,,,,,,,,,,1,32.85,1,32.85,,,,,,,,,,
,,,,50~54,1,48.85,,,,,1,48.85,,,,,,,,,,,,1,48.85,,,,,,,1,48.85,1,48.85,,,,,,,1,48.85,,,1,48.85,,,,,,,1,48.85,1,48.85,,,,,,,,
,,,,55~59,,,,,,,,,,,,,,,,,,2,174.06,,,,,,,1,87.03,1,87.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,,,,,,,,,,,,,,,,,,1,92.68,1,92.68,4,370.71,,,,,,,1,92.68,,,,,1,92.68,2,185.36,,,,,1,92.68,,,,,1,92.68,,,,,,,,,,
,,,,65~69,1,119.62,,,,,,,,,1,,,,119.62,,,3,358.85,1,119.62,3,358.85,2,239.23,1,119.62,2,239.23,,,,,,,,,1,119.62,,,,,,,,,,,,,3,358.85,,,,,,,,
,,,,70~74,,,1,128.70,,,1,128.70,,,,,,,,,,1,128.70,1,128.70,4,514.80,2,257.40,2,257.40,,,2,257.40,,,,,,,1,128.70,1,128.70,,,,,,,,,,,1,128.70,,,,,,,,
,,,,75~79,,,,,,,,,,,,,,,,,,1,215.05,1,215.05,5,1075.27,,,4,860.22,,,,,,,,,2,430.11,1,215.05,,,,,,,,,,,,,,,,,,,,,,
,,,,80~84,,,,,,,,,,,,,,,,,,1,462.96,,,,,,,1,462.96,,,,,,,,,,,,,,,,,,,,,,,,,1,462.96,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,1,961.54,,,2,1923.08,,,1,961.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,其他神經系統,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,
,,,,15~19,,,,,,,1,26.77,,,1,,,,26.77,,,,,,,,,,,,,,,,,,,,,1,26.77,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,1,22.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,,,,,,,,,,,,,,1,27.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,2,58.86,,,,,,,1,29.43,,,,,,1,29.43,,,,,,,,,,,,,1,29.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,2,57.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,,,1,28.29,,,,,1,28.29,,,,,,,,,,,,,2,56.58,,,,,,,,,,,,,,,,,,,,
,,,,45~49,1,32.30,,,,,,,3,96.90,,,,,,,,1,32.30,1,32.30,,,,,,,1,32.30,,,,,,,,,,,1,32.30,,,,,,,,,,,,,,,,,,,,
,,,,50~54,3,130.21,,,1,43.40,,,4,173.61,,,,,,,,2,86.81,,,,,1,43.40,1,43.40,,,1,43.40,,,,,,,,,1,43.40,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,86.36,,,1,86.36,2,172.71,,,,,,,,1,86.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,90.42,,,1,90.42,1,90.42,5,452.08,,,,,,1,90.42,3,271.25,,,1,90.42,1,90.42,1,90.42,,,,,1,90.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,1,118.34,1,118.34,2,236.69,,,,,,3,355.03,5,591.72,,,,,1,118.34,1,118.34,2,236.69,2,236.69,,,1,118.34,,,1,118.34,,,1,118.34,,,1,118.34,,,,,,,,,,,,,,
,,,,70~74,2,261.10,,,1,130.55,,,4,522.19,,,,,,,,4,522.19,1,130.55,,,1,130.55,,,1,130.55,1,130.55,,,,,,,1,130.55,,,,,1,130.55,2,261.10,,,,,,,,,,,,,,
,,,,75~79,1,202.43,,,,,,,,,,,,,,,,3,607.29,1,202.43,,,1,202.43,,,,,2,404.86,,,,,,,,,1,202.43,,,2,404.86,1,202.43,,,,,,,,,,,,,,
,,,,80~84,,,,,1,413.22,,,,,,,,,,,,2,826.45,,,,,2,826.45,,,1,413.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,,1,900.90,,,,,,,,,,,,,1,900.90,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,主唾液腺,,甲狀腺,,白血病,,皮膚,,,,,肝及肝內膽管,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,胃,,胰,,結直腸癌,,睪丸,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,,,,,,,,,,,
,,,,0~4,,,,,,,,,1,36.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
