,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,,,,,1,59.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,1,47.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,47.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,,,1,45.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,,,,,,,,1,51.79,,,,,,,,,,,,,,,,,,,,,,2,103.57,,,,,,,,,,
,,,,45~49,2,119.76,,,,,1,59.88,,,,,,,,,,,,,,,1,59.88,,,,,,,,,1,59.88,,,,,,,,,,,,,,,,,,
,,,,50~54,3,278.29,,,,,,,,,1,,,,92.76,,,1,92.76,,,,,,2,185.53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,3,280.37,,,,,,,,,,,,,,,,3,280.37,1,,93.46,,,,,3,280.37,1,93.46,1,93.46,,,1,93.46,,,1,93.46,1,93.46,,,,,,,,,,
,,,,60~64,4,354.92,,,,,,,,,,,,,,,,5,443.66,,,,,,,,,,1,88.73,1,88.73,1,88.73,,,1,88.73,,,1,88.73,,,,,,,,,,
,,,,65~69,4,402.82,,,,,,,,,,,,,,,,7,704.93,,,,,,,,4,402.82,1,100.70,,,1,100.70,1,100.70,,,1,100.70,,,1,100.70,,,1,100.70,,,,
,,,,70~74,1,155.04,1,155.04,,,,,,,,,,,,,,2,310.08,,,,,,,,3,465.12,3,465.12,,,,,,,,,,,1,155.04,,,1,155.04,,,,,,
,,,,75~79,2,591.72,1,295.86,,,,,,,,,,,,,,5,1479.29,,,,,,,,,,1,295.86,,,,,1,295.86,,,,,,,,,,,2,591.72,,,,
,,,,80~84,,,,,,,1,602.41,,,,,,,,,,2,1204.82,,,,1,602.41,,,,,,,,,,,,,,,,,1,602.41,,,,,,,,,,
,,,,85+,,,,,1,1075.27,,,,,,,,,,,,1,1075.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,鼻腔、中耳及副鼻竇,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.96,,,,,,,,,,,,
,,,,25~29,,,,,,,,,1,55.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,1,50.43,,,,,,,,,,,,,,,,,,,,,,,1,50.43,,,,,,,,,,,,,,,,,,,,
,,,,35~39,2,92.38,,,,,,,,,,,,,,,,1,46.19,1,,46.19,,,,,,,,,1,46.19,,,,,,,,,,,,,,,,,,,,
,,,,40~44,,,,,,,,,,,2,,,,99.06,,,,,1,,49.53,1,49.53,,,,,,,1,49.53,1,49.53,,,,,,,,,,,1,49.53,,,,,,
,,,,45~49,,,,,,,,,,,3,,,,175.44,,,1,58.48,,,,1,58.48,,,,,,,1,58.48,,,,,,,,,,,1,58.48,,,,,,,,
,,,,50~54,1,85.40,,,,,,,,,3,,,,256.19,1,85.40,1,85.40,,,,,,1,85.40,,,1,85.40,1,85.40,,,,,,,,,,,,,,,,,,,,
,,,,55~59,1,99.80,,,,,,,,,4,,,,399.20,,,1,99.80,,,,,,,,,,,,2,199.60,,,,,,,,,,,,,,,1,99.80,,,,
,,,,60~64,4,347.83,,,,,,,,,1,,,,86.96,1,86.96,,,,,,1,86.96,,,,,1,86.96,,,,,1,86.96,,,,,,,1,86.96,,,,,,,,
,,,,65~69,2,204.92,,,,,,,1,102.46,3,,,,307.38,,,2,204.92,,,,,,,,,,1,102.46,,,,,1,102.46,,,,,,,1,102.46,,,,,,,,
,,,,70~74,1,137.74,,,1,137.74,,,,,2,,,,275.48,2,275.48,4,550.96,,,,,,,,,,,,,,,,,,,,,,1,137.74,,,,,,,1,137.74,,
,,,,75~79,,,,,,,,,1,287.36,,,,,,,,,,,,,,,1,287.36,1,287.36,,,,,1,287.36,,,1,287.36,,,,,,,,,,,2,574.71,,
,,,,80~84,,,1,543.48,,,,,,,1,,,,543.48,,,,,,,,,,,,,,,,1,543.48,,,,,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,1,1136.36,,,,,,1,1136.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2001年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,,,,肺、支氣管及氣管,,胃,,食道,,,胰,,造血系統及網狀內皮系統,,喉,,結直腸癌,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,
,,,,25~29,2,106.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,53.94,,,,,1,53.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,,,,,,1,45.72,,,1,,45.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,49.09,,,,,,,4,196.37,,,,,,,,,,1,,49.09,,,,,,,1,49.09,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,,,,,,,,,3,173.21,,,,,,1,57.74,1,57.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,1,74.07,,,,,,,4,296.30,,,,,,,,,,1,,74.07,,,,,,,,,,,,,1,74.07,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,3,320.86,,,,,,1,106.95,1,106.95,,,,,,,,1,106.95,1,106.95,,,,,1,106.95,,,,,,,,,,,,,,,,
,,,,60~64,1,86.73,,,1,86.73,,,4,346.92,,,,,,2,173.46,,,,,,,,,,1,86.73,,,,,1,86.73,,,1,86.73,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,5,516.53,1,,,,103.31,3,309.92,1,103.31,2,,206.61,1,103.31,,,,,2,206.61,1,103.31,1,103.31,,,,,1,103.31,2,206.61,,,,,,,,,,
,,,,70~74,1,130.89,,,1,130.89,1,130.89,3,392.67,,,,,,1,130.89,2,261.78,,,,,,1,130.89,2,261.78,3,392.67,,,,,,,,,,,1,130.89,,,,,,,,,,
,,,,75~79,1,258.40,1,258.40,,,1,258.40,2,516.80,1,,,,258.40,1,258.40,1,258.40,1,,258.40,2,516.80,,,,,,,,,1,258.40,,,,,,,2,516.80,,,,,,,,,,
,,,,80~84,,,1,505.05,,,,,,,,,,,,1,505.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2002年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,白血病,,皮膚,,何杰金氏淋巴瘤,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,後腹膜腔及腹膜,,胃,,食道,,胰,,胸腺、心臟與中隔,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腦,,膀胱,,鼻咽,,攝護腺,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,
,,,,0~4,,,,,1,68.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,1,57.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10~14,,,,,,,,,,,,,,,,,,,,,,,,,1,53.22,,,,,,,,,,,,,,,1,53.22,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46.17,,,,,,
,,,,35~39,2,96.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.10,,,,,,
,,,,40~44,,,,,,,,,,,1,,,,47.24,,,,,1,,47.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,2,113.19,,,,,,,,,2,,,,113.19,,,,,,,,,,,,,,,,1,56.59,,,,,,,,,,,,,1,56.59,,,,,,
,,,,50~54,1,69.74,,,,,2,139.47,,,2,,,,139.47,1,69.74,,,2,,139.47,,,,,,,1,69.74,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,,,,,,,,,1,,,,103.63,,,1,103.63,1,,103.63,,,,,1,103.63,,,,,,,,,,,,,1,103.63,,,,,,,,,,
,,,,60~64,,,,,,,,,,,7,,,,634.06,,,,,,,,,,,,1,90.58,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65~69,,,,,,,,,,,7,,,,726.14,,,,,2,,207.47,,,,,,,,,1,103.73,,,1,103.73,1,103.73,,,,,,,,,1,103.73,,,,
,,,,70~74,1,126.10,1,126.10,1,126.10,,,1,126.10,3,,,,378.31,,,3,378.31,2,,252.21,1,126.10,,,2,252.21,1,126.10,,,1,126.10,1,126.10,,,1,126.10,,,2,252.21,1,126.10,1,126.10,,,,
,,,,75~79,1,230.95,,,,,,,,,3,,,,692.84,,,,,1,,230.95,,,,,1,230.95,,,,,,,1,230.95,1,230.95,,,,,,,,,2,461.89,,,,
,,,,80~84,,,,,,,1,505.05,,,,,,,,,,,,2,,1010.10,,,,,,,,,,,,,2,1010.10,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,1,,,,961.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,961.54,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2003年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,白血病,,皮膚,,肝及肝內膽管,,直腸與肛門,,肺、支氣管及氣管,,,,,非何杰金氏淋巴瘤,,胃,,食道,,,造血系統及網狀內皮系統,,喉,,結直腸癌,,結締組織、皮下組織及其他軟組織,,腎,,腎盂及其他泌尿系統,,膀胱,,鼻咽,,攝護腺,,,,,,,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,,,,,,,
,,,,5~9,,,1,59.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,,,,,,,1,50.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,57.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57.70,,,,,,,,,,,,,,
,,,,35~39,2,98.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,4,187.09,1,46.77,,,1,46.77,,,1,,,,46.77,,,,,,,,,,,,,,,,,,,,,,1,46.77,,,,,,,,,,,,,,
,,,,45~49,1,54.70,,,,,3,164.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50~54,2,129.79,,,,,2,129.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55~59,,,1,104.93,,,1,104.93,,,1,,,,104.93,1,104.93,1,104.93,,,,,,,,,,1,104.93,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,93.11,,,,,2,186.22,,,5,,,,465.55,,,,,,,,,,,,,,,,,,,,1,93.11,,,,,,,,,,,,,,,,
,,,,65~69,3,306.12,,,2,204.08,5,510.20,,,1,,,,102.04,,,2,204.08,,,,,,,,,,,,1,102.04,1,102.04,2,204.08,,,2,204.08,,,,,,,,,,,,
,,,,70~74,4,483.09,,,1,120.77,4,483.09,2,241.55,1,,,,120.77,,,1,120.77,1,,120.77,,,1,120.77,4,483.09,,,,,,,1,120.77,,,1,120.77,,,,,,,,,,,,
,,,,75~79,,,,,,,3,623.70,1,207.90,3,,,,623.70,,,4,831.60,,,,,,,,1,207.90,,,,,,,1,207.90,,,,,,,,,,,,,,,,
,,,,80~84,,,1,495.05,,,1,495.05,2,990.10,3,,,,1485.15,,,,,1,,495.05,,,1,495.05,2,990.10,,,,,,,1,495.05,,,,,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,,,,,,1,934.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2004年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其他內分泌腺,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,骨、關節及關節軟骨,,喉,,結直腸癌,,腎盂及其他泌尿系統,,腦,,膀胱,,鼻咽,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,0~4,,,,,,,1,74.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.85,,,,,,,,,,,,,,,,,,,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,1,47.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25~29,1,48.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,59.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40~44,1,47.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45~49,7,369.98,,,,,,,,,1,,,,52.85,,,,,,,,,,,,,,,,,,,,2,105.71,,,,,1,52.85,,,,,,,,,,
,,,,50~54,1,61.20,,,1,61.20,,,,,2,,,,122.40,,,,,3,,183.60,,,,,,,,,,,,,1,61.20,,,,,,,2,122.40,,,,,,,,
,,,,55~59,5,492.13,,,1,98.43,,,,,7,,,,688.98,,,,,2,,196.85,,,1,98.43,1,98.43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,1,98.72,,,,,,,,,2,,,,197.43,,,1,98.72,2,,197.43,,,,,,,,,,,,,2,197.43,,,,,,,,,1,98.72,,,,,,
,,,,65~69,,,,,,,,,1,99.50,9,,,,895.52,,,2,199.00,5,,497.51,,,,,1,99.50,1,99.50,,,2,199.00,5,497.51,,,,,,,,,1,99.50,,,,,,
,,,,70~74,,,,,,,,,,,6,,,,715.99,1,119.33,,,3,,358.00,,,1,119.33,1,119.33,,,,,1,119.33,1,119.33,1,119.33,2,238.66,1,119.33,,,,,,,,,,
,,,,75~79,1,195.69,1,195.69,,,,,,,3,,,,587.08,,,1,195.69,3,,587.08,,,1,195.69,,,,,,,,,2,391.39,,,,,,,,,1,195.69,,,,,,
,,,,80~84,,,,,,,2,921.66,,,1,,,,460.83,,,,,1,,460.83,,,,,,,1,460.83,,,,,,,,,,,,,1,460.83,1,460.83,,,,,,
,,,,85+,,,,,,,,,,,1,,,,877.19,,,,,,,,,,1,877.19,,,,,,,,,,,1,877.19,,,,,,,1,877.19,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2005年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,不明原發部位,,甲狀腺,,白血病,,皮膚,,肝及肝內膽管,,,,,其它淋巴瘤,,直腸與肛門,,肺、支氣管及氣管,,,非何杰金氏淋巴瘤,,胃,,食道,,胰,,胸腺、心臟與中隔,,喉,,結直腸癌,,腎盂及其他泌尿系統,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,
,,,,20~24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48.17,,,,,,,,,,,,
,,,,25~29,,,,,,,1,47.78,,,,,,,,1,47.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,1,59.88,,,,,,,,,,,,,,,,,,,,,1,59.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,1,54.44,,,,,1,,,,54.44,,,1,54.44,,,,,,,,,,1,54.44,1,54.44,,,1,54.44,,,,,1,54.44,,,,,,,,,,
,,,,45~49,2,103.20,,,,,,,1,51.60,,,,,,,,,,,,,,,,,,,1,51.60,,,,,,,,,,,1,51.60,,,,,,,,,,
,,,,50~54,2,119.33,,,,,,,,,2,,,,119.33,,,,,,,,,,,,,,,,,,2,119.33,1,59.67,,,,,,,2,119.33,,,,,,,,
,,,,55~59,1,88.89,,,,,,,,,4,,,,355.56,,,,,,,,,,,,1,88.89,1,88.89,,,,,,,,,,,,,,,1,88.89,,,1,88.89,,
,,,,60~64,,,,,,,,,,,3,,,,318.47,,,,,5,,530.79,,,,,1,106.16,,,,,,,1,106.16,,,,,,,,,,,,,1,106.16,,
,,,,65~69,3,290.42,1,96.81,,,,,1,96.81,4,,,,387.22,,,2,193.61,3,,290.42,,,2,193.61,,,,,,,,,1,96.81,1,96.81,,,,,1,96.81,,,1,96.81,2,193.61,,
,,,,70~74,,,,,,,,,,,5,,,,609.76,,,3,365.85,2,,243.90,1,121.95,1,121.95,1,121.95,1,121.95,,,1,121.95,2,243.90,,,,,,,,,,,1,121.95,3,365.85,,
,,,,75~79,,,1,176.06,1,176.06,,,1,176.06,1,,,,176.06,,,,,2,,352.11,,,,,,,,,,,,,2,352.11,,,,,,,,,,,,,2,352.11,,
,,,,80~84,,,,,,,,,,,2,,,,862.07,,,,,1,,431.03,,,,,,,,,,,,,,,,,,,,,1,431.03,,,,,1,431.03,,
,,,,85+,1,869.57,,,,,,,2,1739.13,,,,,,,,,,2,,1739.13,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1739.13,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,診斷年齡,口腔癌,,小腸,,甲狀腺,,白血病,,男性乳房,,肝及肝內膽管,,,,,直腸與肛門,,肺、支氣管及氣管,,非何杰金氏淋巴瘤,,,胃,,食道,,胰,,喉,,結直腸癌,,腎,,睪丸,,腦,,膀胱,,鼻咽,,膽囊及肝外膽管,,攝護腺,,,,,,,
,,,,,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,,,,發生率,個案數,發生率,個案數,發生率,個案數,,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,個案數,發生率,,,,,,
,,,,5~9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66.80,,,,,,,,,,,,,,
,,,,20~24,,,,,,,1,50.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30~34,,,,,,,,,,,,,,,,,,,,1,,58.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35~39,,,,,,,,,,,1,,,,57.31,,,,,,,,,,,,,,,,,,,,,,,,1,57.31,1,57.31,,,,,,,,,,
,,,,40~44,5,239.58,,,,,,,,,1,,,,47.92,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.92,,,,,,,,,,
,,,,45~49,1,50.92,1,50.92,,,,,,,1,,,,50.92,,,1,50.92,,,,,,1,50.92,,,,,1,50.92,,,,,,,,,1,50.92,,,,,,,,,,
,,,,50~54,1,59.38,1,59.38,,,,,1,59.38,4,,,,237.53,2,118.76,,,1,,59.38,,,1,59.38,,,,,1,59.38,1,59.38,,,,,1,59.38,,,1,59.38,,,,,,,,
,,,,55~59,2,153.85,,,,,,,,,6,,,,461.54,,,2,153.85,,,,,,,,,,1,76.92,,,,,,,,,,,,,,,,,,,,,,
,,,,60~64,2,225.73,,,1,112.87,,,,,2,,,,225.73,1,112.87,,,,,,,,2,225.73,,,1,112.87,,,,,,,,,,,1,112.87,,,,,,,,,,
,,,,65~69,,,,,,,1,96.06,,,5,,,,480.31,1,96.06,5,480.31,1,,96.06,,,,,,,,,1,96.06,,,,,,,,,,,,,2,192.12,,,,,,
,,,,70~74,,,,,,,,,,,7,,,,866.34,,,3,371.29,1,,123.76,,,,,,,,,4,495.05,,,1,123.76,,,1,123.76,,,,,1,123.76,,,,,,
,,,,75~79,1,166.39,,,,,,,,,,,,,,3,499.17,3,499.17,,,,1,166.39,,,1,166.39,,,3,499.17,,,,,,,1,166.39,,,,,3,499.17,,,,,,
,,,,80~84,,,,,,,2,760.46,,,2,,,,760.46,,,2,760.46,,,,1,380.23,,,,,,,,,,,,,,,2,760.46,,,,,,,,,,,,
,,,,85+,,,,,,,,,,,,,,,,,,2,1550.39,,,,,,,,1,775.19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,台灣男性每10萬人口年齡別發生率，2007年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
